"","cod_municipio_ibge","total","total_abertas","media_tempo_horas","dias"
"1388",2511806,484,83,56.8122222222222,2.36717592592593
"1389",2511905,637,120,53.2722222222222,2.21967592592593
"1390",2512002,610,91,71.92,2.99666666666667
"1391",2512036,66,8,NA,NA
"1392",2512077,141,34,19.7475,0.8228125
"1393",2512101,1918,238,64.6404347826087,2.69335144927536
"1394",2512200,197,16,2.93,0.122083333333333
"1395",2512309,1115,181,27.6675,1.1528125
"1396",2512408,469,69,NA,NA
"1397",2512507,2412,396,87.6963157894737,3.65401315789474
"1398",2512606,61,12,NA,NA
"1399",2512705,1022,131,84.379,3.51579166666667
"1400",2512721,172,36,NA,NA
"1401",2512747,94,30,NA,NA
"1402",2512754,130,29,NA,NA
"1403",2512762,102,15,NA,NA
"1404",2512788,65,19,22.2266666666667,0.926111111111111
"1405",2512804,339,46,27.2333333333333,1.13472222222222
"1406",2512903,1048,140,65.9341176470588,2.74725490196078
"1407",2513000,68,11,181.04,7.54333333333333
"1408",2513109,298,39,96.0966666666667,4.00402777777778
"1409",2513158,206,30,NA,NA
"1410",2513208,229,40,28.02,1.1675
"1411",2513307,166,31,38.015,1.58395833333333
"1412",2513356,81,23,114.72,4.78
"1413",2513406,1023,162,97.9481818181818,4.08117424242424
"1414",2513505,80,13,NA,NA
"1415",2513604,177,27,91.1,3.79583333333333
"1416",2513653,63,19,53.175,2.215625
"1417",2513703,8239,1829,92.0469696969697,3.8352904040404
"1418",2513802,135,26,43.5,1.8125
"1419",2513851,76,12,21.6266666666667,0.901111111111111
"1420",2513901,2171,333,71.1010256410256,2.96254273504274
"1421",2513927,126,17,140.133333333333,5.83888888888889
"1422",2513943,124,24,45.6,1.9
"1423",2513968,41,4,NA,NA
"1424",2513984,99,13,0.62,0.0258333333333333
"1425",2514008,199,40,286.513333333333,11.9380555555556
"1426",2514107,55,10,24.65,1.02708333333333
"1427",2514206,237,36,102.64,4.27666666666667
"1428",2514305,117,18,NA,NA
"1429",2514404,73,11,NA,NA
"1430",2514453,124,22,79.76,3.32333333333333
"1431",2514503,732,117,60.5944444444444,2.52476851851852
"1432",2514552,43,12,0.41,0.0170833333333333
"1433",2514602,76,11,59.345,2.47270833333333
"1434",2514651,146,36,NA,NA
"1435",2514701,309,30,89.6433333333333,3.73513888888889
"1436",2514800,85,12,NA,NA
"1437",2514909,494,79,21.97,0.915416666666667
"1438",2515005,228,111,93.1925,3.88302083333333
"1439",2515104,460,72,22.93,0.955416666666667
"1440",2515203,111,12,42.19,1.75791666666667
"1441",2515302,2120,339,141.314090909091,5.88808712121212
"1442",2515401,270,36,NA,NA
"1443",2515500,586,94,24.764,1.03183333333333
"1444",2515609,112,30,NA,NA
"1445",2515708,76,9,NA,NA
"1446",2515807,229,26,71.63,2.98458333333333
"1447",2515906,133,15,NA,NA
"1448",2515930,229,50,29.7866666666667,1.24111111111111
"1449",2515971,230,38,39.97,1.66541666666667
"1450",2516003,1975,319,67.8234782608696,2.82597826086957
"1451",2516102,929,115,93.2518181818182,3.88549242424242
"1452",2516151,100,12,NA,NA
"1453",2516201,4576,630,73.8672916666667,3.07780381944444
"1454",2516300,1117,167,49.9184210526316,2.07993421052632
"1455",2516409,220,33,NA,NA
"1456",2516508,558,70,80.7,3.3625
"1457",2516607,478,82,NA,NA
"1458",2516706,593,180,68,2.83333333333333
"1459",2516755,105,16,4.07,0.169583333333333
"1460",2516805,305,45,NA,NA
"1461",2516904,918,161,26.2793333333333,1.09497222222222
"1462",2517001,236,35,101.89,4.24541666666667
"1463",2517100,126,21,NA,NA
"1464",2517209,87,19,15.88,0.661666666666667
"1465",2517407,72,11,20.67,0.86125
"1466",2600054,5497,1123,76.9851724137931,3.20771551724138
"1467",2600104,2690,426,33.3916129032258,1.39131720430108
"1468",2600203,525,71,62.8966666666667,2.62069444444444
"1469",2600302,830,179,57.0161538461538,2.37567307692308
"1470",2600401,640,118,NA,NA
"1471",2600500,783,129,NA,NA
"1472",2600609,365,95,NA,NA
"1473",2600708,1193,163,67.32,2.805
"1474",2600807,1245,76,NA,NA
"1475",2600906,631,117,NA,NA
"1476",2601003,188,39,NA,NA
"1477",2601052,539,135,51.3475,2.13947916666667
"1478",2601102,3838,580,60.8057894736842,2.53357456140351
"1479",2601201,5621,940,137.385945945946,5.72441441441441
"1480",2601300,422,58,NA,NA
"1481",2601409,1936,303,68.368,2.84866666666667
"1482",2601508,186,33,NA,NA
"1483",2601607,561,80,55.705,2.32104166666667
"1484",2601706,3785,683,53.8770967741935,2.24487903225806
"1485",2601805,195,40,NA,NA
"1486",2601904,2971,493,114.575357142857,4.77397321428571
"1487",2602001,806,139,48.88,2.03666666666667
"1488",2602100,1060,176,58.5533333333333,2.43972222222222
"1489",2602209,869,117,39.8038461538462,1.65849358974359
"1490",2602308,1742,304,36.21,1.50875
"1491",2602407,214,46,NA,NA
"1492",2602506,233,65,NA,NA
"1493",2602605,1549,316,148.028421052632,6.16785087719298
"1494",2602704,232,29,NA,NA
"1495",2602803,897,134,103.565294117647,4.31522058823529
"1496",2602902,12570,2399,194.483928571429,8.10349702380952
"1497",2603009,1275,236,83.0428571428571,3.46011904761905
"1498",2603108,564,97,NA,NA
"1499",2603207,399,102,NA,NA
"1500",2603306,141,27,NA,NA
"1501",2603405,120,24,NA,NA
"1502",2603454,11028,2268,148.872325581395,6.20301356589147
"1503",2603504,509,69,NA,NA
"1504",2603603,255,42,NA,NA
"1505",2603702,679,235,64.075,2.66979166666667
"1506",2603801,287,35,NA,NA
"1507",2603900,663,150,NA,NA
"1508",2603926,97,28,NA,NA
"1509",2604007,5167,863,138.417222222222,5.76738425925926
"1510",2604106,35286,7081,695.383037974684,28.9742932489451
"1511",2604155,136,11,NA,NA
"1512",2604205,1072,162,NA,NA
"1513",2604304,334,50,NA,NA
"1514",2604403,402,61,NA,NA
"1515",2604502,807,119,55.4025,2.3084375
"1516",2604601,887,157,20.8253333333333,0.867722222222222
"1517",2604700,258,31,NA,NA
"1518",2604809,382,48,NA,NA
"1519",2604908,292,58,NA,NA
"1520",2605004,1331,235,64.548,2.6895
"1521",2605103,1326,197,45.182,1.88258333333333
"1522",2605152,453,59,30.0145454545455,1.25060606060606
"1523",2605202,2750,452,70.04,2.91833333333333
"1524",2605301,935,159,70.965,2.956875
"1525",2605400,814,142,72.3785714285714,3.01577380952381
"1526",2605459,940,109,535.116,22.2965
"1527",2605509,361,52,NA,NA
"1528",2605608,550,86,NA,NA
"1529",2605707,903,152,406.434,16.93475
"1530",2605806,280,35,NA,NA
"1531",2605905,628,82,NA,NA
"1532",2606002,8971,1583,199.324081632653,8.30517006802721
"1533",2606101,1164,378,NA,NA
"1534",2606200,4477,781,182.188857142857,7.59120238095238
"1535",2606309,455,109,NA,NA
"1536",2606408,5456,1022,119.664,4.986
"1537",2606507,283,53,NA,NA
"1538",2606606,646,106,55.0883333333333,2.29534722222222
"1539",2606705,122,25,NA,NA
"1540",2606804,6702,1342,98.2009523809524,4.09170634920635
"1541",2606903,280,32,NA,NA
"1542",2607000,398,74,NA,NA
"1543",2607109,110,25,NA,NA
"1544",2607208,7205,1341,140.497291666667,5.85405381944444
"1545",2607307,946,127,33.5333333333333,1.39722222222222
"1546",2607406,71,8,NA,NA
"1547",2607505,547,110,57.8769230769231,2.41153846153846
"1548",2607604,1167,196,75.9344444444444,3.16393518518518
"1549",2607653,1366,168,NA,NA
"1550",2607703,485,76,NA,NA
"1551",2607752,919,146,123.65,5.15208333333333
"1552",2607802,414,55,NA,NA
"1553",2607901,50214,9687,151.344675324675,6.30602813852814
"1554",2607950,222,37,NA,NA
"1555",2608008,323,60,NA,NA
"1556",2608057,395,55,NA,NA
"1557",2608107,784,110,31.6309090909091,1.31795454545455
"1558",2608206,305,44,NA,NA
"1559",2608255,175,18,NA,NA
"1560",2608305,363,67,72.8427272727273,3.03511363636364
"1561",2608404,285,45,NA,NA
"1562",2608453,668,137,70.3166666666667,2.92986111111111
"1563",2608503,712,143,NA,NA
"1564",2608602,161,24,NA,NA
"1565",2608701,271,49,NA,NA
"1566",2608750,751,129,83.1484210526316,3.46451754385965
"1567",2608800,1738,296,42.5181818181818,1.77159090909091
"1568",2608909,3922,712,90.4106451612903,3.76711021505376
"1569",2609006,915,142,NA,NA
"1570",2609105,330,44,NA,NA
"1571",2609154,207,31,NA,NA
"1572",2609204,211,29,NA,NA
"1573",2609303,355,61,NA,NA
"1574",2609402,3281,560,89.1135714285714,3.71306547619048
"1575",2609501,1437,196,NA,NA
"1576",2609600,32107,6213,339.67796875,14.1532486979167
"1577",2609709,568,88,NA,NA
"1578",2609808,271,51,NA,NA
"1579",2609907,2062,327,41.51,1.72958333333333
"1580",2610004,3191,551,101.414482758621,4.22560344827586
"1581",2610103,105,9,NA,NA
"1582",2610202,616,104,NA,NA
"1583",2610301,244,50,NA,NA
"1584",2610400,499,107,97.5633333333333,4.06513888888889
"1585",2610509,657,105,40.142,1.67258333333333
"1586",2610608,2239,406,63.9752173913043,2.66563405797101
"1587",2610707,25159,5386,217.802641509434,9.07511006289308
"1588",2610806,407,57,NA,NA
"1589",2610905,2424,375,62.4726923076923,2.60302884615385
"1590",2611002,1456,275,57.155,2.38145833333333
"1591",2611101,31983,5710,486.286764705882,20.2619485294118
"1592",2611200,225,29,NA,NA
"1593",2611309,1012,153,NA,NA
"1594",2611408,396,75,NA,NA
"1595",2611507,484,79,NA,NA
"1596",2611533,149,27,NA,NA
"1597",2611606,172103,32808,1197.99536,49.9164733333333
"1598",2611705,749,133,71.622,2.98425
"1599",2611804,1643,263,51.594375,2.149765625
"1600",2611903,818,118,56.6566666666667,2.36069444444444
"1601",2612000,408,81,23.385,0.974375
"1602",2612109,88,11,NA,NA
"1603",2612208,4002,631,74.4625714285714,3.10260714285714
"1604",2612307,263,48,NA,NA
"1605",2612406,804,173,NA,NA
"1606",2612455,276,39,NA,NA
"1607",2612471,501,72,NA,NA
"1608",2612505,7700,1346,163.886071428571,6.82858630952381
"1609",2612554,177,25,NA,NA
"1610",2612604,904,133,33.5572727272727,1.3982196969697
"1611",2612703,263,41,NA,NA
"1612",2612802,291,31,NA,NA
"1613",2612901,159,31,NA,NA
"1614",2613008,1211,202,66.1888235294118,2.75786764705882
"1615",2613107,1330,224,NA,NA
"1616",2613206,448,70,NA,NA
"1617",2613305,413,72,NA,NA
"1618",2613404,1005,169,NA,NA
"1619",2613503,1206,207,39.4407692307692,1.64336538461538
"1620",2613602,1721,249,57.8409523809524,2.41003968253968
"1621",2613701,6471,1361,98.5672727272727,4.1069696969697
"1622",2613800,523,101,45.35,1.88958333333333
"1623",2613909,6467,1180,88.5154761904762,3.68814484126984
"1624",2614006,338,53,NA,NA
"1625",2614105,1120,191,65.0129411764706,2.70887254901961
"1626",2614204,1272,230,59.7628571428571,2.49011904761905
"1627",2614303,236,38,NA,NA
"1628",2614402,101,11,NA,NA
"1629",2614501,3208,498,95.7390909090909,3.98912878787879
"1630",2614600,1280,195,NA,NA
"1631",2614709,231,35,NA,NA
"1632",2614808,492,91,52.09,2.17041666666667
"1633",2614857,1736,325,66,2.75
"1634",2615003,1060,186,45.985,1.91604166666667
"1635",2615102,115,19,NA,NA
"1636",2615201,226,42,NA,NA
"1637",2615300,2462,304,32.1806896551724,1.34086206896552
"1638",2615409,2870,388,86.7548717948718,3.61478632478632
"1639",2615508,354,62,NA,NA
"1640",2615607,1663,237,59.5273913043478,2.48030797101449
"1641",2615706,1088,162,14.8,0.616666666666667
"1642",2615805,324,36,57.7833333333333,2.40763888888889
"1643",2615904,353,46,NA,NA
"1644",2616001,579,97,NA,NA
"1645",2616100,218,48,NA,NA
"1646",2616183,145,142,NA,NA
"1647",2616209,563,107,NA,NA
"1648",2616308,951,148,NA,NA
"1649",2616407,7433,1262,144.85,6.03541666666667
"1650",2616506,294,59,NA,NA
"1651",2700102,322,56,70.9271428571429,2.95529761904762
"1652",2700201,388,62,17.2375,0.718229166666667
"1653",2700300,17378,3308,232.624117647059,9.69267156862745
"1654",2700409,1414,268,59.1819047619048,2.4659126984127
"1655",2700508,678,137,42.3721428571429,1.76550595238095
"1656",2700607,746,131,89.152380952381,3.71468253968254
"1657",2700706,597,87,17.9646666666667,0.748527777777778
"1658",2700805,139,31,102.835,4.28479166666667
"1659",2700904,104,30,33.96,1.415
"1660",2701001,1000,162,42.0405555555556,1.75168981481481
"1661",2701100,195,32,26.1133333333333,1.08805555555556
"1662",2701209,315,50,88.55,3.68958333333333
"1663",2701308,659,105,32.74375,1.36432291666667
"1664",2701357,154,18,17.425,0.726041666666667
"1665",2701407,1597,346,55.817,2.32570833333333
"1666",2701506,176,30,51.147,2.131125
"1667",2701605,243,36,19.1366666666667,0.797361111111111
"1668",2701704,611,78,43.9928571428571,1.83303571428571
"1669",2701803,174,29,68.324,2.84683333333333
"1670",2701902,169,20,125.1,5.2125
"1671",2702009,213,39,58.4255555555556,2.43439814814815
"1672",2702108,543,89,46.495,1.93729166666667
"1673",2702207,242,38,37.0042857142857,1.54184523809524
"1674",2702306,2757,563,78.0069444444444,3.25028935185185
"1675",2702355,635,122,57.66125,2.40255208333333
"1676",2702405,2702,456,99.9591666666667,4.16496527777778
"1677",2702504,273,41,74.925,3.121875
"1678",2702553,269,47,152.896666666667,6.37069444444445
"1679",2702603,386,75,40.5442857142857,1.68934523809524
"1680",2702702,204,37,100.755,4.198125
"1681",2702801,283,59,101.264,4.21933333333333
"1682",2702900,807,125,39.7075,1.65447916666667
"1683",2703007,433,37,8.31,0.34625
"1684",2703106,475,61,99.1975,4.13322916666667
"1685",2703205,373,61,75.008,3.12533333333333
"1686",2703304,299,54,78.14,3.25583333333333
"1687",2703403,103,19,228.035,9.50145833333334
"1688",2703502,98,15,4.93,0.205416666666667
"1689",2703601,483,86,164.12,6.83833333333333
"1690",2703700,100,10,86.17,3.59041666666667
"1691",2703759,496,76,33.5742857142857,1.39892857142857
"1692",2703809,519,77,67.4585714285714,2.81077380952381
"1693",2703908,113,19,39.86,1.66083333333333
"1694",2704005,893,207,45.2411764705882,1.88504901960784
"1695",2704104,484,74,97.468,4.06116666666667
"1696",2704203,616,140,22.1807692307692,0.924198717948718
"1697",2704302,91177,17910,339.337818181818,14.1390757575758
"1698",2704401,489,64,70.5285714285714,2.93869047619048
"1699",2704500,2266,439,60.5046153846154,2.52102564102564
"1700",2704609,215,31,66.2133333333333,2.75888888888889
"1701",2704708,4166,752,77.142,3.21425
"1702",2704807,584,70,35.0485714285714,1.46035714285714
"1703",2704906,102,25,32.735,1.36395833333333
"1704",2705002,338,61,67.02375,2.79265625
"1705",2705101,902,160,37.57,1.56541666666667
"1706",2705200,665,98,66.5925,2.7746875
"1707",2705309,116,20,18.5233333333333,0.771805555555556
"1708",2705408,161,35,190.743333333333,7.94763888888889
"1709",2705507,936,119,48.5876923076923,2.02448717948718
"1710",2705606,291,45,37.2945454545455,1.55393939393939
"1711",2705705,1140,172,54.2288888888889,2.25953703703704
"1712",2705804,214,35,43.545,1.814375
"1713",2705903,47,13,45.7266666666667,1.90527777777778
"1714",2706000,187,27,60.2975,2.51239583333333
"1715",2706109,383,59,21.3583333333333,0.889930555555556
"1716",2706208,127,16,NA,NA
"1717",2706307,3441,500,43.01,1.79208333333333
"1718",2706406,799,113,16.015,0.667291666666667
"1719",2706422,205,33,65.825,2.74270833333333
"1720",2706448,844,161,52.3186956521739,2.17994565217391
"1721",2706505,525,97,29.1318181818182,1.21382575757576
"1722",2706604,233,35,104.035,4.33479166666667
"1723",2706703,4345,859,35.9064705882353,1.49610294117647
"1724",2706802,509,73,49.6685714285714,2.06952380952381
"1725",2706901,2085,396,57.8377142857143,2.40990476190476
"1726",2707008,49,7,253.11,10.54625
"1727",2707107,952,161,70.2347826086957,2.92644927536232
"1728",2707206,171,36,27.306,1.13775
"1729",2707305,1081,158,45.7388235294118,1.90578431372549
"1730",2707404,526,106,76.7786363636364,3.19910984848485
"1731",2707503,371,61,30.03,1.25125
"1732",2707602,343,37,44.9516666666667,1.87298611111111
"1733",2707701,5078,1045,76.5988636363636,3.19161931818182
"1734",2707800,216,39,21.426,0.89275
"1735",2707909,324,59,33.188,1.38283333333333
"1736",2708006,1959,342,53.038,2.20991666666667
"1737",2708105,277,27,0.55,0.0229166666666667
"1738",2708204,113,25,78.555,3.273125
"1739",2708303,969,150,42.2175,1.7590625
"1740",2708402,688,108,47.355,1.973125
"1741",2708501,904,139,30.1486666666667,1.25619444444444
"1742",2708600,3188,611,72.4030769230769,3.01679487179487
"1743",2708709,733,148,66.6635,2.77764583333333
"1744",2708808,977,202,59.4910526315789,2.47879385964912
"1745",2708907,1479,344,50.9757894736842,2.12399122807018
"1746",2708956,184,31,9.16666666666667,0.381944444444444
"1747",2709004,123,32,105.066666666667,4.37777777777778
"1748",2709103,576,95,41.0326666666667,1.70969444444444
"1749",2709152,1518,286,25.163,1.04845833333333
"1750",2709202,391,175,48.6633333333333,2.02763888888889
"1751",2709301,3769,533,43.6971875,1.82071614583333
"1752",2709400,1060,231,19.187,0.799458333333333
"1753",2800100,49,8,NA,NA
"1754",2800209,684,99,15.318,0.63825
"1755",2800308,66802,12761,214.799139784946,8.94996415770609
"1756",2800407,263,42,34.65,1.44375
"1757",2800506,444,85,17.9116666666667,0.746319444444444
"1758",2800605,2353,605,51.05,2.12708333333333
"1759",2800670,921,139,22.666,0.944416666666667
"1760",2800704,157,15,67.99,2.83291666666667
"1761",2801009,800,150,25.1628571428571,1.04845238095238
"1762",2801108,40,5,41.03,1.70958333333333
"1763",2801207,1062,207,45.4590476190476,1.89412698412698
"1764",2801306,1210,335,22.8447619047619,0.951865079365079
"1765",2801405,635,105,16.8723076923077,0.703012820512821
"1766",2801504,760,92,16.5315384615385,0.688814102564102
"1767",2801603,242,43,12.266,0.511083333333333
"1768",2801702,536,93,54.5290909090909,2.27204545454545
"1769",2801900,108,18,26.5966666666667,1.10819444444444
"1770",2802007,127,27,44.64,1.86
"1771",2802106,4276,802,42.9787804878049,1.7907825203252
"1772",2802205,107,15,86.298,3.59575
"1773",2802304,582,97,20.352,0.848
"1774",2802403,134,17,0,0
"1775",2802502,101,22,30,1.25
"1776",2802601,118,13,8.81,0.367083333333333
"1777",2802700,168,31,41.485,1.72854166666667
"1778",2802809,452,122,10.32125,0.430052083333333
"1779",2802908,6147,1078,90.1564705882353,3.75651960784314
"1780",2803005,1295,190,21.1645833333333,0.881857638888889
"1781",2803104,122,17,38.6366666666667,1.60986111111111
"1782",2803203,1316,258,27.652,1.15216666666667
"1783",2803302,656,150,13.6493333333333,0.568722222222222
"1784",2803401,402,57,30.9283333333333,1.28868055555556
"1785",2803500,4845,771,60.9906666666667,2.54127777777778
"1786",2803609,1026,184,22.83,0.95125
"1787",2803708,167,28,66.3583333333333,2.76493055555556
"1788",2803807,155,19,NA,NA
"1789",2803906,241,54,69.4875,2.8953125
"1790",2804003,557,100,34.1944444444444,1.42476851851852
"1791",2804102,581,126,22.683,0.945125
"1792",2804201,418,128,46.3616666666667,1.93173611111111
"1793",2804300,200,57,60.2733333333333,2.51138888888889
"1794",2804409,808,116,53.6064705882353,2.23360294117647
"1795",2804458,220,38,32.4511111111111,1.35212962962963
"1796",2804508,1926,392,71.6097222222222,2.98373842592593
"1797",2804607,1194,202,25.2607142857143,1.05252976190476
"1798",2804706,161,18,NA,NA
"1799",2804805,11172,2586,64.7797916666667,2.69915798611111
"1800",2804904,309,32,42.585,1.774375
"1801",2805000,37,7,91.84,3.82666666666667
"1802",2805109,245,53,18.933,0.788875
"1803",2805208,163,31,33.215,1.38395833333333
"1804",2805307,292,51,40.6077777777778,1.69199074074074
"1805",2805406,518,90,36.7126666666667,1.52969444444444
"1806",2805505,770,133,32.9307692307692,1.37211538461538
"1807",2805604,495,74,25.5718181818182,1.06549242424242
"1808",2805703,1685,282,31.4457142857143,1.3102380952381
"1809",2805802,437,156,21.04,0.876666666666667
"1810",2805901,293,65,23.84,0.993333333333333
"1811",2806008,713,131,31.1253333333333,1.29688888888889
"1812",2806107,430,53,26.8185714285714,1.11744047619048
"1813",2806206,796,139,20.8738461538462,0.86974358974359
"1814",2806305,189,38,30.504,1.271
"1815",2806404,148,28,1.63,0.0679166666666667
"1816",2806503,104,16,NA,NA
"1817",2806602,334,71,28.1,1.17083333333333
"1818",2806701,5306,1143,48.2425714285714,2.01010714285714
"1819",2806800,398,89,13.41,0.55875
"1820",2806909,111,12,20.975,0.873958333333333
"1821",2807006,61,8,46.54,1.93916666666667
"1822",2807105,1445,265,41.2626666666667,1.71927777777778
"1823",2807204,233,29,22.94,0.955833333333333
"1824",2807303,121,53,29.58,1.2325
"1825",2807402,2268,346,46.1691428571429,1.92371428571429
"1826",2807501,313,38,33.3242857142857,1.3885119047619
"1827",2807600,1325,191,19.9430769230769,0.830961538461538
"1828",2900108,313,24,NA,NA
"1829",2900207,450,62,70.53,2.93875
"1830",2900306,478,82,NA,NA
"1831",2900355,324,42,NA,NA
"1832",2900405,469,80,NA,NA
"1833",2900504,244,50,NA,NA
"1834",2900603,136,28,NA,NA
"1835",2900702,10483,1679,126.197105263158,5.25821271929825
"1836",2900801,1097,212,180.996666666667,7.54152777777778
"1837",2900900,195,28,NA,NA
"1838",2901007,2288,389,188.097777777778,7.83740740740741
"1839",2901106,1453,247,154.80875,6.45036458333333
"1840",2901155,330,60,42.6625,1.77760416666667
"1841",2901205,578,78,NA,NA
"1842",2901304,552,99,5.38,0.224166666666667
"1843",2901353,507,67,NA,NA
"1844",2901403,372,55,NA,NA
"1845",2901502,236,36,NA,NA
"1846",2901601,340,41,NA,NA
"1847",2901700,160,30,NA,NA
"1848",2901809,352,68,NA,NA
"1849",2901908,447,56,NA,NA
"1850",2901957,227,26,NA,NA
"1851",2902005,425,90,NA,NA
"1852",2902054,484,87,NA,NA
"1853",2902104,1515,230,75.1852941176471,3.13272058823529
"1854",2902203,381,75,NA,NA
"1855",2902252,220,44,21.54,0.8975
"1856",2902302,277,61,NA,NA
"1857",2902401,403,72,NA,NA
"1858",2902500,403,48,143.8175,5.99239583333333
"1859",2902609,741,144,NA,NA
"1860",2902658,311,45,81.97,3.41541666666667
"1861",2902708,1680,221,197.984444444444,8.24935185185185
"1862",2902807,1972,575,62.5515384615385,2.6063141025641
"1863",2902906,1932,372,108,4.5
"1864",2903003,437,69,44.17125,1.84046875
"1865",2903102,163,20,NA,NA
"1866",2903201,14549,2500,530.024333333333,22.0843472222222
"1867",2903235,310,55,NA,NA
"1868",2903276,561,71,64.0533333333333,2.66888888888889
"1869",2903300,224,44,NA,NA
"1870",2903409,1016,161,NA,NA
"1871",2903508,676,132,159.356666666667,6.63986111111111
"1872",2903607,297,35,NA,NA
"1873",2903706,475,73,NA,NA
"1874",2903805,380,51,NA,NA
"1875",2903904,3676,607,424.91,17.7045833333333
"1876",2903953,287,61,NA,NA
"1877",2904001,458,74,NA,NA
"1878",2904050,486,76,82.3566666666667,3.43152777777778
"1879",2904100,609,79,143.061666666667,5.96090277777778
"1880",2904209,332,28,NA,NA
"1881",2904308,469,77,NA,NA
"1882",2904407,195,30,NA,NA
"1883",2904506,385,57,46.5628571428571,1.94011904761905
"1884",2904605,6034,812,118.312903225806,4.92970430107527
"1885",2904704,924,142,20.15,0.839583333333333
"1886",2904753,461,86,NA,NA
"1887",2904803,254,23,NA,NA
"1888",2904852,469,67,NA,NA
"1889",2904902,1462,242,234.628333333333,9.77618055555556
"1890",2905008,2036,350,37.6757142857143,1.56982142857143
"1891",2905107,351,67,40.7175,1.6965625
"1892",2905156,356,38,NA,NA
"1893",2905206,3321,541,93.9254166666667,3.91355902777778
"1894",2905305,646,111,58.4808333333333,2.43670138888889
"1895",2905404,1949,328,161.452307692308,6.72717948717949
"1896",2905503,341,46,57.8666666666667,2.41111111111111
"1897",2905602,1446,227,148.086666666667,6.17027777777778
"1898",2905701,26774,5590,341.940625,14.2475260416667
"1899",2905800,1724,279,192.116,8.00483333333333
"1900",2905909,950,132,48.8118181818182,2.03382575757576
"1901",2906006,3068,548,92.1622222222222,3.84009259259259
"1902",2906105,232,26,NA,NA
"1903",2906204,689,103,NA,NA
"1904",2906303,2001,308,130.625833333333,5.44274305555556
"1905",2906402,214,35,51.07,2.12791666666667
"1906",2906501,4960,867,186.648,7.777
"1907",2906600,481,67,NA,NA
"1908",2906709,1383,228,NA,NA
"1909",2906808,1072,154,79.0428571428571,3.29345238095238
"1910",2906824,491,63,92.3585714285714,3.84827380952381
"1911",2906857,453,60,78.525,3.271875
"1912",2906873,2824,551,135.678125,5.65325520833333
"1913",2906899,301,41,NA,NA
"1914",2906907,880,129,321.72,13.405
"1915",2907004,293,44,64.4875,2.68697916666667
"1916",2907103,899,131,NA,NA
"1917",2907202,1989,331,NA,NA
"1918",2907301,1782,571,194.07,8.08625
"1919",2907400,105,10,NA,NA
"1920",2907509,3130,518,94.5484375,3.93951822916667
"1921",2907558,201,26,NA,NA
"1922",2907608,381,77,NA,NA
"1923",2907707,254,39,NA,NA
"1924",2907806,1439,238,112.586923076923,4.69112179487179
"1925",2907905,791,118,NA,NA
"1926",2908002,1033,159,161.770833333333,6.74045138888889
"1927",2908101,687,94,NA,NA
"1928",2908200,984,148,51.493,2.14554166666667
"1929",2908309,750,126,NA,NA
"1930",2908408,4443,660,80.7439130434783,3.36432971014493
"1931",2908507,4308,616,108.681388888889,4.5283912037037
"1932",2908606,1026,175,NA,NA
"1933",2908705,881,91,67.498,2.81241666666667
"1934",2908804,168,24,NA,NA
"1935",2908903,1221,183,239.104,9.96266666666667
"1936",2909000,302,43,NA,NA
"1937",2909109,438,80,431.3175,17.9715625
"1938",2909208,387,86,149.595,6.233125
"1939",2909307,1858,286,130.875333333333,5.45313888888889
"1940",2909406,360,60,NA,NA
"1941",2909505,199,26,NA,NA
"1942",2909604,489,85,18.81,0.78375
"1943",2909703,379,61,NA,NA
"1944",2909802,5482,865,211.411578947368,8.80881578947368
"1945",2909901,989,219,62.38,2.59916666666667
"1946",2910008,330,49,NA,NA
"1947",2910057,5715,1205,132.563793103448,5.52349137931035
"1948",2910107,483,51,88.5033333333333,3.68763888888889
"1949",2910206,177,30,NA,NA
"1950",2910305,288,46,NA,NA
"1951",2910404,942,264,NA,NA
"1952",2910503,2680,454,272.448666666667,11.3520277777778
"1953",2910602,1573,244,34.8307692307692,1.45128205128205
"1954",2910701,2394,339,100.259130434783,4.17746376811594
"1955",2910727,9744,1671,280.496551724138,11.6873563218391
"1956",2910750,520,132,NA,NA
"1957",2910776,136,21,NA,NA
"1958",2910800,65886,11988,891.625147058823,37.1510477941176
"1959",2910859,701,97,NA,NA
"1960",2910909,193,31,NA,NA
"1961",2911006,346,38,373.325,15.5552083333333
"1962",2911105,1262,160,153.674,6.40308333333333
"1963",2911204,2119,293,NA,NA
"1964",2911253,130,21,NA,NA
"1965",2911303,311,43,89.59,3.73291666666667
"1966",2911402,299,43,110.69,4.61208333333333
"1967",2911501,241,46,NA,NA
"1968",2911600,1299,213,NA,NA
"1969",2911659,171,23,NA,NA
"1970",2911709,8118,1306,215.004545454545,8.95852272727273
"1971",2911808,653,122,NA,NA
"1972",2911857,335,59,44.48,1.85333333333333
"1973",2911907,1067,154,NA,NA
"1974",2912004,430,65,NA,NA
"1975",2912103,1299,175,62.4085714285714,2.60035714285714
"1976",2912202,1131,138,41.9892857142857,1.74955357142857
"1977",2912301,558,71,NA,NA
"1978",2912400,372,69,54.3666666666667,2.26527777777778
"1979",2912509,511,55,NA,NA
"1980",2912608,82,12,NA,NA
"1981",2912707,635,102,33.295,1.38729166666667
"1982",2912806,440,77,NA,NA
"1983",2912905,767,100,NA,NA
"1984",2913002,470,85,NA,NA
"1985",2913101,336,62,40.488,1.687
