sig_uf (municipio_ibge.csv);ano_deferimento;Municipio-UF;Nom Municipio;nom_nj_agrupada;sig_uf;Idt Capital;mes_deferimento;Nom Regiao;qtd_empresas;qtd_horas_viabilidade_soma;Tempo Médio Viabilidade;vlr_horas_viabilidade_soma;vlr_qtd_empresas;cod_municipio_ibge;cod_municipio_ibge (municipio_ibge.csv);cod_nj_agrupada;cod_nj_agrupada (natureza_juridica_agrupada.csv);Número de registros;opcao_mei;qtd_horas_abertura_media;qtd_horas_abertura_soma;qtd_horas_registro_media;qtd_horas_registro_soma;qtd_horas_viabilidade_media;Soma Tempos;Tempo Médio de Abertura;Tempo Médio Registro;tip_porte;vlr_horas_abertura_media;vlr_horas_abertura_soma;vlr_horas_registro_media;vlr_horas_registro_soma;vlr_horas_viabilidade_media;vlr_latitude;vlr_longitude
MG;2023;Iguatama - MG;Iguatama;Sociedade Limitada;MG;Não;Março;Sudeste;1;18.93;19;18,93;1;3130309;3130309;18;18;1;Não;37.3;37.3;18.37;18.37;18.93;37;1 Dia(s) 13 Hora(s);18;3;37,3;37,3;18,37;18,37;18,93;-20.13467025756836;-45.75038146972656
MG;2023;Prudente de Morais - MG;Prudente de Morais;Empresário Individual;MG;Não;Março;Sudeste;1;16.78;17;16,78;1;3153608;3153608;14;14;1;Não;16.82;16.82;0.04;0.04;16.78;17;0 Dia(s) 17 Hora(s);0;1;16,82;16,82;0,04;0,04;16,78;-19.46954917907715;-44.12535858154297
SP;2023;Conchas - SP;Conchas;Sociedade Limitada;SP;Não;Março;Sudeste;5;81.09;16;81,09;5;3512308;3512308;18;18;1;Não;63.55800000000001;317.79;47.34;236.7;16.218;64;2 Dia(s) 16 Hora(s);47;1;63,558;317,79;47,34;236,7;16,218;-22.96272087097168;-48.0352783203125
GO;2023;Alexânia - GO;Alexânia;Empresário Individual;GO;Não;Março;Centro-Oeste;1;44.56;45;44,56;1;5200308;5200308;14;14;1;Não;44.58000000000001;44.58000000000001;0.02;0.02;44.56;45;1 Dia(s) 21 Hora(s);0;1;44,58;44,58;0,02;0,02;44,56;-16.12042045593262;-48.48685073852539
GO;2023;Alto Horizonte - GO;Alto Horizonte;Empresário Individual;GO;Não;Março;Centro-Oeste;1;49.09;49;49,09;1;5200555;5200555;14;14;1;Não;49.09;49.09;0;0;49.09;49;2 Dia(s) 1 Hora(s);0;1;49,09;49,09;0;0;49,09;-14.17951965332031;-49.41347122192383
GO;2023;Caldazinha - GO;Caldazinha;Empresário Individual;GO;Não;Março;Centro-Oeste;1;18.87;19;18,87;1;5204557;5204557;14;14;1;Não;18.89;18.89;0.02;0.02;18.87;19;0 Dia(s) 19 Hora(s);0;1;18,89;18,89;0,02;0,02;18,87;-16.72921943664551;-48.98379135131836
GO;2023;Chapadão do Céu - GO;Chapadão do Céu;Empresário Individual;GO;Não;Março;Centro-Oeste;1;24.7;25;24,7;1;5205471;5205471;14;14;1;Não;24.72;24.72;0.02;0.02;24.7;25;1 Dia(s) 1 Hora(s);0;1;24,72;24,72;0,02;0,02;24,7;-18.38327026367188;-52.62200927734375
GO;2023;Doverlândia - GO;Doverlândia;Empresário Individual;GO;Não;Março;Centro-Oeste;1;67.93000000000001;68;67,93;1;5207253;5207253;14;14;1;Não;68.28;68.28;0.35;0.35;67.93000000000001;68;2 Dia(s) 20 Hora(s);0;1;68,28;68,28;0,35;0,35;67,93;-16.89985084533691;-52.54682159423828
GO;2023;Goiatuba - GO;Goiatuba;Empresário Individual;GO;Não;Março;Centro-Oeste;1;14.6;15;14,6;1;5209101;5209101;14;14;1;Não;14.6;14.6;0;0;14.6;15;0 Dia(s) 15 Hora(s);0;1;14,6;14,6;0;0;14,6;-17.99072074890137;-49.64883041381836
GO;2023;Hidrolina - GO;Hidrolina;Empresário Individual;GO;Não;Março;Centro-Oeste;1;24.51;25;24,51;1;5209804;5209804;14;14;1;Não;24.74;24.74;0.23;0.23;24.51;25;1 Dia(s) 1 Hora(s);0;1;24,74;24,74;0,23;0,23;24,51;-14.73701953887939;-49.37535858154297
GO;2023;Itauçu - GO;Itauçu;Empresário Individual;GO;Não;Março;Centro-Oeste;1;0.07000000000000001;0;0,07;1;5211404;5211404;14;14;1;Não;0.07000000000000001;0.07000000000000001;0;0;0.07000000000000001;0;0 Dia(s) 0 Hora(s);0;1;0,07;0,07;0;0;0,07;-16.2171802520752;-49.67002868652344
GO;2023;Itumbiara - GO;Itumbiara;Empresário Individual;GO;Não;Março;Centro-Oeste;1;0.32;0;0,32;1;5211503;5211503;14;14;1;Não;0.8600000000000001;0.8600000000000001;0.54;0.54;0.32;1;0 Dia(s) 1 Hora(s);1;1;0,86;0,86;0,54;0,54;0,32;-18.37590026855469;-49.38983917236328
GO;2023;Padre Bernardo - GO;Padre Bernardo;Empresário Individual;GO;Não;Março;Centro-Oeste;1;5.8;6;5,8;1;5215603;5215603;14;14;1;Não;5.819999999999999;5.819999999999999;0.02;0.02;5.8;6;0 Dia(s) 6 Hora(s);0;1;5,82;5,82;0,02;0,02;5,8;-15.37285041809082;-48.2518196105957
GO;2023;Palmeiras de Goiás - GO;Palmeiras de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;1;20.59;21;20,59;1;5215702;5215702;14;14;1;Não;22.14;22.14;1.55;1.55;20.59;22;0 Dia(s) 22 Hora(s);2;1;22,14;22,14;1,55;1,55;20,59;-16.83746910095215;-49.93038940429688
GO;2023;Rio Quente - GO;Rio Quente;Empresário Individual;GO;Não;Março;Centro-Oeste;1;45.47;45;45,47;1;5218789;5218789;14;14;1;Não;45.47;45.47;0;0;45.47;45;1 Dia(s) 21 Hora(s);0;1;45,47;45,47;0;0;45,47;-17.82218933105469;-48.77761077880859
GO;2023;São Luís de Montes Belos - GO;São Luís de Montes Belos;Empresário Individual;GO;Não;Março;Centro-Oeste;1;18.95;19;18,95;1;5220108;5220108;14;14;1;Não;18.99;18.99;0.04;0.04;18.95;19;0 Dia(s) 19 Hora(s);0;1;18,99;18,99;0,04;0,04;18,95;-16.46149063110352;-50.37191009521484
GO;2023;São Simão - GO;São Simão;Empresário Individual;GO;Não;Março;Centro-Oeste;1;14.73;15;14,73;1;5220405;5220405;14;14;1;Não;14.91;14.91;0.18;0.18;14.73;15;0 Dia(s) 15 Hora(s);0;1;14,91;14,91;0,18;0,18;14,73;-19.01618003845215;-50.58890914916992
GO;2023;Buriti de Goiás - GO;Buriti de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;2;0.68;0;0,68;2;5203939;5203939;14;14;1;Não;0.34;0.68;0;0;0.34;0;0 Dia(s) 0 Hora(s);0;1;0,34;0,68;0;0;0,34;-16.16828918457031;-50.45328903198242
GO;2023;Campos Belos - GO;Campos Belos;Empresário Individual;GO;Não;Março;Centro-Oeste;2;27.61;14;27,61;2;5204904;5204904;14;14;1;Não;13.81;27.62;0.005;0.01;13.805;14;0 Dia(s) 14 Hora(s);0;1;13,81;27,62;0,005;0,01;13,805;-12.96522998809814;-46.19937896728516
GO;2023;Catalão - GO;Catalão;Empresário Individual;GO;Não;Março;Centro-Oeste;2;31.27;16;31,27;2;5205109;5205109;14;14;1;Não;15.635;31.27;0;0;15.635;16;0 Dia(s) 16 Hora(s);0;1;15,635;31,27;0;0;15,635;-17.97871017456055;-47.72053146362305
GO;2023;Cristalina - GO;Cristalina;Empresário Individual;GO;Não;Março;Centro-Oeste;2;28.79;14;28,79;2;5206206;5206206;14;14;1;Não;14.395;28.79;0;0;14.395;14;0 Dia(s) 14 Hora(s);0;1;14,395;28,79;0;0;14,395;-16.70306015014648;-47.56412124633789
GO;2023;Itapaci - GO;Itapaci;Empresário Individual;GO;Não;Março;Centro-Oeste;2;4.46;2;4,46;2;5210901;5210901;14;14;1;Não;2.245;4.49;0.015;0.03;2.23;2;0 Dia(s) 2 Hora(s);0;1;2,245;4,49;0,015;0,03;2,23;-14.92117023468018;-49.59532165527344
GO;2023;Morrinhos - GO;Morrinhos;Empresário Individual;GO;Não;Março;Centro-Oeste;2;75.40000000000001;38;75,4;2;5213806;5213806;14;14;1;Não;37.7;75.40000000000001;0;0;37.7;38;1 Dia(s) 14 Hora(s);0;1;37,7;75,4;0;0;37,7;-17.80001068115234;-49.1355094909668
GO;2023;Mozarlândia - GO;Mozarlândia;Empresário Individual;GO;Não;Março;Centro-Oeste;2;8.58;4;8,58;2;5214002;5214002;14;14;1;Não;4.3;8.6;0.01;0.02;4.29;4;0 Dia(s) 4 Hora(s);0;1;4,3;8,6;0,01;0,02;4,29;-14.83290004730225;-50.58623123168945
GO;2023;Novo Gama - GO;Novo Gama;Empresário Individual;GO;Não;Março;Centro-Oeste;2;24.3;12;24,3;2;5215231;5215231;14;14;1;Não;12.33;24.66;0.18;0.36;12.15;12;0 Dia(s) 12 Hora(s);0;1;12,33;24,66;0,18;0,36;12,15;-16.12449073791504;-48.07751083374023
GO;2023;São Miguel do Araguaia - GO;São Miguel do Araguaia;Empresário Individual;GO;Não;Março;Centro-Oeste;2;12.31;6;12,31;2;5220207;5220207;14;14;1;Não;6.155;12.31;0;0;6.155;6;0 Dia(s) 6 Hora(s);0;1;6,155;12,31;0;0;6,155;-12.98633003234863;-50.2251091003418
GO;2023;Águas Lindas de Goiás - GO;Águas Lindas de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;2;1.14;1;1,14;2;5200258;5200258;14;14;1;Não;0.7150000000000001;1.43;0.145;0.29;0.57;1;0 Dia(s) 1 Hora(s);0;1;0,715;1,43;0,145;0,29;0,57;-15.7455997467041;-48.28264999389648
GO;2023;Jataí - GO;Jataí;Empresário Individual;GO;Não;Março;Centro-Oeste;4;72.66;18;72,66;4;5211909;5211909;14;14;1;Não;18.17;72.68000000000001;0.005;0.02;18.165;18;0 Dia(s) 18 Hora(s);0;1;18,17;72,68;0,005;0,02;18,165;-17.90357971191406;-51.7157096862793
GO;2023;Posse - GO;Posse;Empresário Individual;GO;Não;Março;Centro-Oeste;4;30.7;8;30,7;4;5218300;5218300;14;14;1;Não;7.692499999999999;30.77;0.0175;0.07000000000000001;7.675;8;0 Dia(s) 8 Hora(s);0;1;7,6925;30,77;0,0175;0,07;7,675;-14.22381973266602;-46.40737152099609
GO;2023;Ceres - GO;Ceres;Empresário Individual;GO;Não;Março;Centro-Oeste;5;13.27;3;13,27;5;5205406;5205406;14;14;1;Não;2.8;14;0.146;0.73;2.654;3;0 Dia(s) 3 Hora(s);0;1;2,8;14;0,146;0,73;2,654;-15.2728796005249;-49.65951156616211
GO;2023;Aparecida de Goiânia - GO;Aparecida de Goiânia;Empresário Individual;GO;Não;Março;Centro-Oeste;6;37.26;6;37,26;6;5201405;5201405;14;14;1;Não;24.90666666666667;149.44;18.69666666666667;112.18;6.21;25;1 Dia(s) 1 Hora(s);19;1;24,906666667;149,44;18,696666667;112,18;6,21;-16.80905914306641;-49.26279067993164
GO;2023;Rio Verde - GO;Rio Verde;Empresário Individual;GO;Não;Março;Centro-Oeste;12;34.04;3;34,04;12;5218805;5218805;14;14;1;Não;4.978333333333333;59.74;2.141666666666667;25.7;2.836666666666666;5;0 Dia(s) 5 Hora(s);2;1;4,978333333;59,74;2,141666667;25,7;2,836666667;-17.71920967102051;-51.15773010253906
MS;2023;Bataguassu - MS;Bataguassu;Empresário Individual;MS;Não;Março;Centro-Oeste;1;0.13;0;0,13;1;5001904;5001904;14;14;1;Não;0.25;0.25;0.12;0.12;0.13;0;0 Dia(s) 0 Hora(s);0;1;0,25;0,25;0,12;0,12;0,13;-21.86515045166016;-52.41754150390625
MS;2023;Bodoquena - MS;Bodoquena;Empresário Individual;MS;Não;Março;Centro-Oeste;1;11.83;12;11,83;1;5002159;5002159;14;14;1;Não;11.83;11.83;0;0;11.83;12;0 Dia(s) 12 Hora(s);0;1;11,83;11,83;0;0;11,83;-20.5327091217041;-56.65127182006836
MS;2023;Novo Horizonte do Sul - MS;Novo Horizonte do Sul;Empresário Individual;MS;Não;Março;Centro-Oeste;1;0;0;0;1;5006259;5006259;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-22.58234024047852;-53.74267959594727
MS;2023;Rio Verde de Mato Grosso - MS;Rio Verde de Mato Grosso;Empresário Individual;MS;Não;Março;Centro-Oeste;1;19.65;20;19,65;1;5007406;5007406;14;14;1;Não;19.65;19.65;0;0;19.65;20;0 Dia(s) 20 Hora(s);0;1;19,65;19,65;0;0;19,65;-18.78669929504395;-54.97443008422852
MS;2023;Rochedo - MS;Rochedo;Empresário Individual;MS;Não;Março;Centro-Oeste;1;85.55;86;85,55;1;5007505;5007505;14;14;1;Não;85.7;85.7;0.15;0.15;85.55;86;3 Dia(s) 14 Hora(s);0;1;85,7;85,7;0,15;0,15;85,55;-19.97723960876465;-54.6716194152832
MS;2023;Brasilândia - MS;Brasilândia;Empresário Individual;MS;Não;Março;Centro-Oeste;2;16.09;8;16,09;2;5002308;5002308;14;14;1;Não;8.045;16.09;0;0;8.045;8;0 Dia(s) 8 Hora(s);0;1;8,045;16,09;0;0;8,045;-21.06100082397461;-52.39535140991211
MS;2023;Cassilândia - MS;Cassilândia;Empresário Individual;MS;Não;Março;Centro-Oeste;2;24.36;12;24,36;2;5002902;5002902;14;14;1;Não;13.39;26.78;1.21;2.42;12.18;13;0 Dia(s) 13 Hora(s);1;1;13,39;26,78;1,21;2,42;12,18;-19.05987930297852;-52.16931915283203
MS;2023;Maracaju - MS;Maracaju;Empresário Individual;MS;Não;Março;Centro-Oeste;2;25.82;13;25,82;2;5005400;5005400;14;14;1;Não;12.91;25.82;0;0;12.91;13;0 Dia(s) 13 Hora(s);0;1;12,91;25,82;0;0;12,91;-21.46591949462891;-55.41139984130859
MS;2023;Ribas do Rio Pardo - MS;Ribas do Rio Pardo;Empresário Individual;MS;Não;Março;Centro-Oeste;2;42.68;21;42,68;2;5007109;5007109;14;14;1;Não;21.34;42.68;0;0;21.34;21;0 Dia(s) 21 Hora(s);0;1;21,34;42,68;0;0;21,34;-20.58107948303223;-53.52214813232422
MS;2023;São Gabriel do Oeste - MS;São Gabriel do Oeste;Empresário Individual;MS;Não;Março;Centro-Oeste;3;62.89;21;62,89;3;5007695;5007695;14;14;1;Não;21.09666666666667;63.29;0.1333333333333333;0.4;20.96333333333333;21;0 Dia(s) 21 Hora(s);0;1;21,096666667;63,29;0,133333333;0,4;20,963333333;-19.14982032775879;-54.48675918579102
MS;2023;Coxim - MS;Coxim;Empresário Individual;MS;Não;Março;Centro-Oeste;4;63.55;16;63,55;4;5003306;5003306;14;14;1;Não;15.8875;63.55;0;0;15.8875;16;0 Dia(s) 16 Hora(s);0;1;15,8875;63,55;0;0;15,8875;-18.18869018554688;-54.94404983520508
MS;2023;Naviraí - MS;Naviraí;Empresário Individual;MS;Não;Março;Centro-Oeste;4;30.58;8;30,58;4;5005707;5005707;14;14;1;Não;7.645;30.58;0;0;7.645;8;0 Dia(s) 8 Hora(s);0;1;7,645;30,58;0;0;7,645;-23.10161972045898;-53.97145843505859
MS;2023;Paranaíba - MS;Paranaíba;Empresário Individual;MS;Não;Março;Centro-Oeste;4;3.72;1;3,72;4;5006309;5006309;14;14;1;Não;0.96;3.84;0.03;0.12;0.93;1;0 Dia(s) 1 Hora(s);0;1;0,96;3,84;0,03;0,12;0,93;-19.55196952819824;-51.35781860351562
MS;2023;Sidrolândia - MS;Sidrolândia;Empresário Individual;MS;Não;Março;Centro-Oeste;4;57.65;14;57,65;4;5007901;5007901;14;14;1;Não;14.4125;57.65;0;0;14.4125;14;0 Dia(s) 14 Hora(s);0;1;14,4125;57,65;0;0;14,4125;-21.08560943603516;-54.89997100830078
MS;2023;Água Clara - MS;Água Clara;Empresário Individual;MS;Não;Março;Centro-Oeste;4;12.02;3;12,02;4;5000203;5000203;14;14;1;Não;3.055;12.22;0.05;0.2;3.005;3;0 Dia(s) 3 Hora(s);0;1;3,055;12,22;0,05;0,2;3,005;-20.14623069763184;-52.92665100097656
MS;2023;Corumbá - MS;Corumbá;Empresário Individual;MS;Não;Março;Centro-Oeste;5;227.22;45;227,22;5;5003207;5003207;14;14;1;Não;45.566;227.83;0.122;0.6100000000000001;45.444;46;1 Dia(s) 22 Hora(s);0;1;45,566;227,83;0,122;0,61;45,444;-19.05791091918945;-56.56866836547852
MS;2023;Iguatemi - MS;Iguatemi;Empresário Individual;MS;Não;Março;Centro-Oeste;9;130.49;14;130,49;9;5004304;5004304;14;14;1;Não;14.49888888888889;130.49;0;0;14.49888888888889;14;0 Dia(s) 14 Hora(s);0;1;14,498888889;130,49;0;0;14,498888889;-23.41694068908691;-54.55672073364258
MS;2023;Rio Brilhante - MS;Rio Brilhante;Empresário Individual;MS;Não;Março;Centro-Oeste;9;144.03;16;144,03;9;5007208;5007208;14;14;1;Não;16.02;144.18;0.01666666666666667;0.15;16.00333333333334;16;0 Dia(s) 16 Hora(s);0;1;16,02;144,18;0,016666667;0,15;16,003333333;-21.65065956115723;-54.64472961425781
MS;2023;Três Lagoas - MS;Três Lagoas;Empresário Individual;MS;Não;Março;Centro-Oeste;9;65.32000000000001;7;65,32;9;5008305;5008305;14;14;1;Não;7.759999999999999;69.83999999999999;0.5022222222222221;4.52;7.257777777777779;8;0 Dia(s) 8 Hora(s);1;1;7,76;69,84;0,502222222;4,52;7,257777778;-20.40486907958984;-52.32498168945312
MT;2023;Conquista D'Oeste - MT;Conquista D'Oeste;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0.65;1;0,65;1;5103361;5103361;14;14;1;Não;0.65;0.65;0;0;0.65;1;0 Dia(s) 1 Hora(s);0;1;0,65;0,65;0;0;0,65;-14.62135028839111;-59.31195831298828
MT;2023;Cotriguaçu - MT;Cotriguaçu;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5103379;5103379;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-9.466110229492188;-58.62844085693359
MT;2023;General Carneiro - MT;General Carneiro;Empresário Individual;MT;Não;Março;Centro-Oeste;1;2.5;3;2,5;1;5103908;5103908;14;14;1;Não;2.5;2.5;0;0;2.5;3;0 Dia(s) 3 Hora(s);0;1;2,5;2,5;0;0;2,5;-15.60591983795166;-53.02072143554688
MT;2023;Ipiranga do Norte - MT;Ipiranga do Norte;Empresário Individual;MT;Não;Março;Centro-Oeste;1;1.03;1;1,03;1;5104526;5104526;14;14;1;Não;1.03;1.03;0;0;1.03;1;0 Dia(s) 1 Hora(s);0;1;1,03;1,03;0;0;1,03;-11.93535995483398;-56.04676818847656
MT;2023;Itiquira - MT;Itiquira;Empresário Individual;MT;Não;Março;Centro-Oeste;1;1.02;1;1,02;1;5104609;5104609;14;14;1;Não;1.15;1.15;0.13;0.13;1.02;1;0 Dia(s) 1 Hora(s);0;1;1,15;1,15;0,13;0,13;1,02;-17.32184028625488;-54.56911087036133
MT;2023;Jaciara - MT;Jaciara;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5104807;5104807;14;14;1;Não;79.34;79.34;79.34;79.34;0;79;3 Dia(s) 7 Hora(s);79;1;79,34;79,34;79,34;79,34;0;-15.88778018951416;-55.12488174438477
MT;2023;Paranatinga - MT;Paranatinga;Empresário Individual;MT;Não;Março;Centro-Oeste;1;22.66;23;22,66;1;5106307;5106307;14;14;1;Não;22.76;22.76;0.1;0.1;22.66;23;0 Dia(s) 23 Hora(s);0;1;22,76;22,76;0,1;0,1;22,66;-13.34076976776123;-54.28305053710938
MT;2023;Planalto da Serra - MT;Planalto da Serra;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0.13;0;0,13;1;5106455;5106455;14;14;1;Não;3.65;3.65;3.52;3.52;0.13;4;0 Dia(s) 4 Hora(s);4;1;3,65;3,65;3,52;3,52;0,13;-14.54195976257324;-54.66125869750977
MT;2023;Rosário Oeste - MT;Rosário Oeste;Empresário Individual;MT;Não;Março;Centro-Oeste;1;2.35;2;2,35;1;5107701;5107701;14;14;1;Não;2.35;2.35;0;0;2.35;2;0 Dia(s) 2 Hora(s);0;1;2,35;2,35;0;0;2,35;-14.8736400604248;-56.29169082641602
MT;2023;Santo Antônio do Leste - MT;Santo Antônio do Leste;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0.42;0;0,42;1;5107792;5107792;14;14;1;Não;0.45;0.45;0.03;0.03;0.42;0;0 Dia(s) 0 Hora(s);0;1;0,45;0,45;0,03;0,03;0,42;-14.82575035095215;-53.69583892822266
MT;2023;Santo Antônio do Leverger - MT;Santo Antônio do Leverger;Empresário Individual;MT;Não;Março;Centro-Oeste;1;1.79;2;1,79;1;5107800;5107800;14;14;1;Não;2.84;2.84;1.05;1.05;1.79;3;0 Dia(s) 3 Hora(s);1;1;2,84;2,84;1,05;1,05;1,79;-16.48657035827637;-55.26491928100586
MT;2023;Tapurah - MT;Tapurah;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5108006;5108006;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-12.5733003616333;-56.48545074462891
MT;2023;Vera - MT;Vera;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0.14;0;0,14;1;5108501;5108501;14;14;1;Não;0.32;0.32;0.18;0.18;0.14;0;0 Dia(s) 0 Hora(s);0;1;0,32;0,32;0,18;0,18;0,14;-12.48526954650879;-55.32654190063477
MT;2023;Vila Bela da Santíssima Trindade - MT;Vila Bela da Santíssima Trindade;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5105507;5105507;14;14;1;Não;0.95;0.95;0.95;0.95;0;1;0 Dia(s) 1 Hora(s);1;1;0,95;0,95;0,95;0,95;0;-15.13599967956543;-60.01897048950195
MT;2023;Brasnorte - MT;Brasnorte;Empresário Individual;MT;Não;Março;Centro-Oeste;2;0.38;0;0,38;2;5101902;5101902;14;14;1;Não;0.19;0.38;0;0;0.19;0;0 Dia(s) 0 Hora(s);0;1;0,19;0,38;0;0;0,19;-12.09698963165283;-58.18321990966797
MT;2023;Diamantino - MT;Diamantino;Empresário Individual;MT;Não;Março;Centro-Oeste;2;2.52;1;2,52;2;5103502;5103502;14;14;1;Não;1.26;2.52;0;0;1.26;1;0 Dia(s) 1 Hora(s);0;1;1,26;2,52;0;0;1,26;-14.13687038421631;-57.20534133911133
MT;2023;Dom Aquino - MT;Dom Aquino;Empresário Individual;MT;Não;Março;Centro-Oeste;2;82.89;41;82,89;2;5103601;5103601;14;14;1;Não;41.945;83.89;0.5;1;41.445;42;1 Dia(s) 18 Hora(s);1;1;41,945;83,89;0,5;1;41,445;-15.67228031158447;-54.80162048339844
MT;2023;Juína - MT;Juína;Empresário Individual;MT;Não;Março;Centro-Oeste;2;53.46;27;53,46;2;5105150;5105150;14;14;1;Não;26.73;53.46;0;0;26.73;27;1 Dia(s) 3 Hora(s);0;1;26,73;53,46;0;0;26,73;-11.49219989776611;-59.17488098144531
MT;2023;Nova Bandeirantes - MT;Nova Bandeirantes;Empresário Individual;MT;Não;Março;Centro-Oeste;2;26.22;13;26,22;2;5106158;5106158;14;14;1;Não;13.145;26.29;0.035;0.07000000000000001;13.11;13;0 Dia(s) 13 Hora(s);0;1;13,145;26,29;0,035;0,07;13,11;-9.696450233459473;-57.96989822387695
MT;2023;Pontes E Lacerda - MT;Pontes E Lacerda;Empresário Individual;MT;Não;Março;Centro-Oeste;2;3.06;2;3,06;2;5106752;5106752;14;14;1;Não;1.53;3.06;0;0;1.53;2;0 Dia(s) 2 Hora(s);0;1;1,53;3,06;0;0;1,53;-15.43080043792725;-59.30234909057617
MT;2023;São José do Rio Claro - MT;São José do Rio Claro;Empresário Individual;MT;Não;Março;Centro-Oeste;2;48.18;24;48,18;2;5107305;5107305;14;14;1;Não;24.09;48.18;0;0;24.09;24;1 Dia(s) 0 Hora(s);0;1;24,09;48,18;0;0;24,09;-13.43628978729248;-56.79143142700195
MT;2023;Campo Novo do Parecis - MT;Campo Novo do Parecis;Empresário Individual;MT;Não;Março;Centro-Oeste;3;0.15;0;0,15;3;5102637;5102637;14;14;1;Não;0.7599999999999999;2.28;0.71;2.13;0.05;1;0 Dia(s) 1 Hora(s);1;1;0,76;2,28;0,71;2,13;0,05;-13.65746974945068;-57.88552856445312
MT;2023;Colíder - MT;Colíder;Empresário Individual;MT;Não;Março;Centro-Oeste;3;13.8;5;13,8;3;5103205;5103205;14;14;1;Não;4.853333333333333;14.56;0.2533333333333334;0.76;4.600000000000001;5;0 Dia(s) 5 Hora(s);0;1;4,853333333;14,56;0,253333333;0,76;4,6;-10.56472015380859;-55.44443130493164
MT;2023;Lucas do Rio Verde - MT;Lucas do Rio Verde;Empresário Individual;MT;Não;Março;Centro-Oeste;3;24.1;8;24,1;3;5105259;5105259;14;14;1;Não;8.033333333333333;24.1;0;0;8.033333333333333;8;0 Dia(s) 8 Hora(s);0;1;8,033333333;24,1;0;0;8,033333333;-13.04724979400635;-56.18292999267578
MT;2023;Matupá - MT;Matupá;Empresário Individual;MT;Não;Março;Centro-Oeste;3;36.98;12;36,98;3;5105606;5105606;14;14;1;Não;12.32666666666667;36.98;0;0;12.32666666666667;12;0 Dia(s) 12 Hora(s);0;1;12,326666667;36,98;0;0;12,326666667;-9.980059623718262;-54.1628303527832
MT;2023;Nova Xavantina - MT;Nova Xavantina;Empresário Individual;MT;Não;Março;Centro-Oeste;4;43.28999999999999;11;43,29;4;5106257;5106257;14;14;1;Não;10.965;43.86;0.1425;0.57;10.8225;11;0 Dia(s) 11 Hora(s);0;1;10,965;43,86;0,1425;0,57;10,8225;-14.67803001403809;-52.44361114501953
MT;2023;Nova Ubiratã - MT;Nova Ubiratã;Empresário Individual;MT;Não;Março;Centro-Oeste;5;19.24;4;19,24;5;5106240;5106240;14;14;1;Não;3.848;19.24;0;0;3.848;4;0 Dia(s) 4 Hora(s);0;1;3,848;19,24;0;0;3,848;-12.96590042114258;-54.87155151367188
MT;2023;Tabaporã - MT;Tabaporã;Empresário Individual;MT;Não;Março;Centro-Oeste;6;95.48;16;95,48;6;5107941;5107941;14;14;1;Não;19.47166666666666;116.83;3.558333333333334;21.35;15.91333333333333;19;0 Dia(s) 19 Hora(s);4;1;19,471666667;116,83;3,558333333;21,35;15,913333333;-11.06764984130859;-56.77618026733398
MT;2023;Água Boa - MT;Água Boa;Empresário Individual;MT;Não;Março;Centro-Oeste;6;72.61999999999999;12;72,62;6;5100201;5100201;14;14;1;Não;12.69333333333333;76.16;0.59;3.54;12.10333333333333;13;0 Dia(s) 13 Hora(s);1;1;12,693333333;76,16;0,59;3,54;12,103333333;-14.08862972259521;-52.43830108642578
MT;2023;Juara - MT;Juara;Empresário Individual;MT;Não;Março;Centro-Oeste;7;72.48999999999999;10;72,49;7;5105101;5105101;14;14;1;Não;10.4;72.8;0.0442857142857143;0.3100000000000001;10.35571428571428;10;0 Dia(s) 10 Hora(s);0;1;10,4;72,8;0,044285714;0,31;10,355714286;-11.22916984558105;-57.65132141113281
MT;2023;Querência - MT;Querência;Empresário Individual;MT;Não;Março;Centro-Oeste;8;62.39000000000001;8;62,39;8;5107065;5107065;14;14;1;Não;7.859999999999999;62.88;0.06125000000000001;0.49;7.798750000000001;8;0 Dia(s) 8 Hora(s);0;1;7,86;62,88;0,06125;0,49;7,79875;-12.22647953033447;-52.71598052978516
MT;2023;Sorriso - MT;Sorriso;Empresário Individual;MT;Não;Março;Centro-Oeste;10;48.3;5;48,3;10;5107925;5107925;14;14;1;Não;4.88;48.8;0.05;0.5;4.83;5;0 Dia(s) 5 Hora(s);0;1;4,88;48,8;0,05;0,5;4,83;-12.69460010528564;-55.77859115600586
