sig_uf (municipio_ibge.csv);ano_deferimento;Municipio-UF;Nom Municipio;nom_nj_agrupada;sig_uf;Idt Capital;mes_deferimento;Nom Regiao;qtd_empresas;qtd_horas_viabilidade_soma;Tempo Médio Viabilidade;vlr_horas_viabilidade_soma;vlr_qtd_empresas;cod_municipio_ibge;cod_municipio_ibge (municipio_ibge.csv);cod_nj_agrupada;cod_nj_agrupada (natureza_juridica_agrupada.csv);Número de registros;opcao_mei;qtd_horas_abertura_media;qtd_horas_abertura_soma;qtd_horas_registro_media;qtd_horas_registro_soma;qtd_horas_viabilidade_media;Soma Tempos;Tempo Médio de Abertura;Tempo Médio Registro;tip_porte;vlr_horas_abertura_media;vlr_horas_abertura_soma;vlr_horas_registro_media;vlr_horas_registro_soma;vlr_horas_viabilidade_media;vlr_latitude;vlr_longitude
RS;2023;Alecrim - RS;Alecrim;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4300307;4300307;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-27.64616966247559;-54.78747177124023
RS;2023;Ametista do Sul - RS;Ametista do Sul;Empresário Individual;RS;Não;Março;Sul;1;31.07;31;31,07;1;4300646;4300646;14;14;1;Não;56.3;56.3;25.23;25.23;31.07;56;2 Dia(s) 8 Hora(s);25;1;56,3;56,3;25,23;25,23;31,07;-27.3591194152832;-53.19443130493164
RS;2023;Barra Funda - RS;Barra Funda;Empresário Individual;RS;Não;Março;Sul;1;8.199999999999999;8;8,2;1;4301958;4301958;14;14;1;Não;8.25;8.25;0.05;0.05;8.199999999999999;8;0 Dia(s) 8 Hora(s);0;1;8,25;8,25;0,05;0,05;8,2;-27.92041969299316;-53.01166152954102
RS;2023;Barros Cassal - RS;Barros Cassal;Empresário Individual;RS;Não;Março;Sul;1;1.55;2;1,55;1;4302006;4302006;14;14;1;Não;19.09;19.09;17.54;17.54;1.55;19;0 Dia(s) 19 Hora(s);18;1;19,09;19,09;17,54;17,54;1,55;-29.09984970092773;-52.60356903076172
RS;2023;Boqueirão do Leão - RS;Boqueirão do Leão;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4302451;4302451;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-29.30427932739258;-52.41595077514648
RS;2023;Campina das Missões - RS;Campina das Missões;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4303707;4303707;14;14;1;Não;0.1;0.1;0.1;0.1;0;0;0 Dia(s) 0 Hora(s);0;1;0,1;0,1;0,1;0,1;0;-27.96250915527344;-54.85015106201172
RS;2023;Caseiros - RS;Caseiros;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4304952;4304952;14;14;1;Não;3.55;3.55;3.55;3.55;0;4;0 Dia(s) 4 Hora(s);4;1;3,55;3,55;3,55;3,55;0;-28.23724937438965;-51.73674011230469
RS;2023;Caçapava do Sul - RS;Caçapava do Sul;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4302808;4302808;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-30.55367088317871;-53.48617935180664
RS;2023;Chiapetta - RS;Chiapetta;Empresário Individual;RS;Não;Março;Sul;1;0.01;0;0,01;1;4305405;4305405;14;14;1;Não;0.01;0.01;0;0;0.01;0;0 Dia(s) 0 Hora(s);0;1;0,01;0,01;0;0;0,01;-27.98362922668457;-53.91588973999023
RS;2023;David Canabarro - RS;David Canabarro;Empresário Individual;RS;Não;Março;Sul;1;49.95;50;49,95;1;4306304;4306304;14;14;1;Não;49.95;49.95;0;0;49.95;50;2 Dia(s) 2 Hora(s);0;1;49,95;49,95;0;0;49,95;-28.41493034362793;-51.80995178222656
RS;2023;Erebango - RS;Erebango;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4306973;4306973;14;14;1;Não;1.08;1.08;1.08;1.08;0;1;0 Dia(s) 1 Hora(s);1;1;1,08;1,08;1,08;1,08;0;-27.82563018798828;-52.31631088256836
RS;2023;Flores da Cunha - RS;Flores da Cunha;Empresário Individual;RS;Não;Março;Sul;1;0.09;0;0,09;1;4308201;4308201;14;14;1;Não;0.09;0.09;0;0;0.09;0;0 Dia(s) 0 Hora(s);0;1;0,09;0,09;0;0;0,09;-29.02215003967285;-51.19824981689453
RS;2023;Gaurama - RS;Gaurama;Empresário Individual;RS;Não;Março;Sul;1;40.17;40;40,17;1;4308706;4308706;14;14;1;Não;40.17;40.17;0;0;40.17;40;1 Dia(s) 16 Hora(s);0;1;40,17;40,17;0;0;40,17;-27.59334945678711;-52.11460113525391
RS;2023;Guaporé - RS;Guaporé;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4309407;4309407;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-28.85158920288086;-51.9297981262207
RS;2023;Herval - RS;Herval;Empresário Individual;RS;Não;Março;Sul;1;21.1;21;21,1;1;4307104;4307104;14;14;1;Não;21.1;21.1;0;0;21.1;21;0 Dia(s) 21 Hora(s);0;1;21,1;21,1;0;0;21,1;-32.03586959838867;-53.44375991821289
RS;2023;Igrejinha - RS;Igrejinha;Empresário Individual;RS;Não;Março;Sul;1;7.57;8;7,57;1;4310108;4310108;14;14;1;Não;29.47;29.47;21.9;21.9;7.57;29;1 Dia(s) 5 Hora(s);22;1;29,47;29,47;21,9;21,9;7,57;-29.56517028808594;-50.77436828613281
RS;2023;Iraí - RS;Iraí;Empresário Individual;RS;Não;Março;Sul;1;0.85;1;0,85;1;4310504;4310504;14;14;1;Não;3.25;3.25;2.4;2.4;0.85;3;0 Dia(s) 3 Hora(s);2;1;3,25;3,25;2,4;2,4;0,85;-27.25513076782227;-53.23587036132812
RS;2023;Ivoti - RS;Ivoti;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4310801;4310801;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-29.58535003662109;-51.15832901000977
RS;2023;Lavras do Sul - RS;Lavras do Sul;Empresário Individual;RS;Não;Março;Sul;1;20.59;21;20,59;1;4311502;4311502;14;14;1;Não;20.59;20.59;0;0;20.59;21;0 Dia(s) 21 Hora(s);0;1;20,59;20,59;0;0;20,59;-30.73257064819336;-54.53583908081055
RS;2023;Liberato Salzano - RS;Liberato Salzano;Empresário Individual;RS;Não;Março;Sul;1;22.07;22;22,07;1;4311601;4311601;14;14;1;Não;22.07;22.07;0;0;22.07;22;0 Dia(s) 22 Hora(s);0;1;22,07;22,07;0;0;22,07;-27.54578018188477;-53.07649993896484
RS;2023;Pinhal - RS;Pinhal;Empresário Individual;RS;Não;Março;Sul;1;0.84;1;0,84;1;4314456;4314456;14;14;1;Não;16.39;16.39;15.55;15.55;0.84;16;0 Dia(s) 16 Hora(s);16;1;16,39;16,39;15,55;15,55;0,84;-27.53396987915039;-53.22082138061523
RS;2023;Portão - RS;Portão;Empresário Individual;RS;Não;Março;Sul;1;0.53;1;0,53;1;4314803;4314803;14;14;1;Não;0.53;0.53;0;0;0.53;1;0 Dia(s) 1 Hora(s);0;1;0,53;0,53;0;0;0,53;-29.69253921508789;-51.24988174438477
RS;2023;Restinga Seca - RS;Restinga Seca;Empresário Individual;RS;Não;Março;Sul;1;25.63;26;25,63;1;4315503;4315503;14;14;1;Não;25.63;25.63;0;0;25.63;26;1 Dia(s) 2 Hora(s);0;1;25,63;25,63;0;0;25,63;-29.79916954040527;-53.41794967651367
RS;2023;Rodeio Bonito - RS;Rodeio Bonito;Empresário Individual;RS;Não;Março;Sul;1;0.03;0;0,03;1;4315909;4315909;14;14;1;Não;1.09;1.09;1.06;1.06;0.03;1;0 Dia(s) 1 Hora(s);1;1;1,09;1,09;1,06;1,06;0,03;-27.46196937561035;-53.16178894042969
RS;2023;Salto do Jacuí - RS;Salto do Jacuí;Empresário Individual;RS;Não;Março;Sul;1;15.19;15;15,19;1;4316451;4316451;14;14;1;Não;31.45;31.45;16.26;16.26;15.19;31;1 Dia(s) 7 Hora(s);16;1;31,45;31,45;16,26;16,26;15,19;-29.06888961791992;-53.27254867553711
RS;2023;Santana da Boa Vista - RS;Santana da Boa Vista;Empresário Individual;RS;Não;Março;Sul;1;93.98;94;93,98;1;4317004;4317004;14;14;1;Não;109.43;109.43;15.45;15.45;93.98;109;4 Dia(s) 13 Hora(s);15;1;109,43;109,43;15,45;15,45;93,98;-30.74106025695801;-53.08156967163086
RS;2023;Santo Antônio da Patrulha - RS;Santo Antônio da Patrulha;Empresário Individual;RS;Não;Março;Sul;1;55.01;55;55,01;1;4317608;4317608;14;14;1;Não;55.01;55.01;0;0;55.01;55;2 Dia(s) 7 Hora(s);0;1;55,01;55,01;0;0;55,01;-29.86305046081543;-50.52619171142578
RS;2023;Santo Augusto - RS;Santo Augusto;Empresário Individual;RS;Não;Março;Sul;1;29.23;29;29,23;1;4317806;4317806;14;14;1;Não;44.93;44.93;15.7;15.7;29.23;45;1 Dia(s) 21 Hora(s);16;1;44,93;44,93;15,7;15,7;29,23;-27.8974494934082;-53.79219055175781
RS;2023;Sentinela do Sul - RS;Sentinela do Sul;Empresário Individual;RS;Não;Março;Sul;1;0;0;0;1;4320354;4320354;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-30.63125991821289;-51.60213851928711
RS;2023;Tapera - RS;Tapera;Empresário Individual;RS;Não;Março;Sul;1;15.41;15;15,41;1;4321006;4321006;14;14;1;Não;15.47;15.47;0.06;0.06;15.41;15;0 Dia(s) 15 Hora(s);0;1;15,47;15,47;0,06;0,06;15,41;-28.66497039794922;-52.85723114013672
RS;2023;Taquaruçu do Sul - RS;Taquaruçu do Sul;Empresário Individual;RS;Não;Março;Sul;1;23.26;23;23,26;1;4321329;4321329;14;14;1;Não;23.26;23.26;0;0;23.26;23;0 Dia(s) 23 Hora(s);0;1;23,26;23,26;0;0;23,26;-27.4057502746582;-53.49784851074219
RS;2023;Caibaté - RS;Caibaté;Empresário Individual;RS;Não;Março;Sul;2;19.8;10;19,8;2;4303301;4303301;14;14;1;Não;9.899999999999999;19.8;0;0;9.899999999999999;10;0 Dia(s) 10 Hora(s);0;1;9,9;19,8;0;0;9,9;-28.34374046325684;-54.61462020874023
RS;2023;Encruzilhada do Sul - RS;Encruzilhada do Sul;Empresário Individual;RS;Não;Março;Sul;2;47.52;24;47,52;2;4306908;4306908;14;14;1;Não;23.76;47.52;0;0;23.76;24;1 Dia(s) 0 Hora(s);0;1;23,76;47,52;0;0;23,76;-30.58699035644531;-52.66819000244141
RS;2023;Mostardas - RS;Mostardas;Empresário Individual;RS;Não;Março;Sul;2;25.07;13;25,07;2;4312500;4312500;14;14;1;Não;12.595;25.19;0.06;0.12;12.535;13;0 Dia(s) 13 Hora(s);0;1;12,595;25,19;0,06;0,12;12,535;-30.85359001159668;-50.7087516784668
RS;2023;Panambi - RS;Panambi;Empresário Individual;RS;Não;Março;Sul;2;1.4;1;1,4;2;4313904;4313904;14;14;1;Não;0.95;1.9;0.25;0.5;0.7;1;0 Dia(s) 1 Hora(s);0;1;0,95;1,9;0,25;0,5;0,7;-28.35606002807617;-53.49964904785156
RS;2023;Parobé - RS;Parobé;Empresário Individual;RS;Não;Março;Sul;2;0.1;0;0,1;2;4314050;4314050;14;14;1;Não;0.05;0.1;0;0;0.05;0;0 Dia(s) 0 Hora(s);0;1;0,05;0,1;0;0;0,05;-29.6567497253418;-50.85916137695312
RS;2023;Rolante - RS;Rolante;Empresário Individual;RS;Não;Março;Sul;2;35.12;18;35,12;2;4316006;4316006;14;14;1;Não;17.685;35.37;0.125;0.25;17.56;18;0 Dia(s) 18 Hora(s);0;1;17,685;35,37;0,125;0,25;17,56;-29.63628005981445;-50.5700798034668
RS;2023;Tapes - RS;Tapes;Empresário Individual;RS;Não;Março;Sul;2;0;0;0;2;4321105;4321105;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-30.6767406463623;-51.48192977905273
RS;2023;Eldorado do Sul - RS;Eldorado do Sul;Empresário Individual;RS;Não;Março;Sul;3;38.3;13;38,3;3;4306767;4306767;14;14;1;Não;18.59333333333333;55.78;5.826666666666667;17.48;12.76666666666667;19;0 Dia(s) 19 Hora(s);6;1;18,593333333;55,78;5,826666667;17,48;12,766666667;-30.08123970031738;-51.50053024291992
RS;2023;Ronda Alta - RS;Ronda Alta;Empresário Individual;RS;Não;Março;Sul;3;19.22;6;19,22;3;4316105;4316105;14;14;1;Não;6.406666666666666;19.22;0;0;6.406666666666666;6;0 Dia(s) 6 Hora(s);0;1;6,406666667;19,22;0;0;6,406666667;-27.80962944030762;-52.74856948852539
RS;2023;Rosário do Sul - RS;Rosário do Sul;Empresário Individual;RS;Não;Março;Sul;3;100.75;34;100,75;3;4316402;4316402;14;14;1;Não;37.49;112.47;3.906666666666667;11.72;33.58333333333334;37;1 Dia(s) 13 Hora(s);4;1;37,49;112,47;3,906666667;11,72;33,583333333;-30.37652015686035;-55.19443130493164
RS;2023;Soledade - RS;Soledade;Empresário Individual;RS;Não;Março;Sul;3;48.64;16;48,64;3;4320800;4320800;14;14;1;Não;27.49333333333333;82.47999999999999;11.28;33.84;16.21333333333333;27;1 Dia(s) 3 Hora(s);11;1;27,493333333;82,48;11,28;33,84;16,213333333;-28.88979911804199;-52.56451034545898
RS;2023;São Lourenço do Sul - RS;São Lourenço do Sul;Empresário Individual;RS;Não;Março;Sul;3;2.35;1;2,35;3;4318804;4318804;14;14;1;Não;1.5;4.5;0.7166666666666667;2.15;0.7833333333333333;2;0 Dia(s) 2 Hora(s);1;1;1,5;4,5;0,716666667;2,15;0,783333333;-31.25280952453613;-52.12905120849609
RS;2023;Cambará do Sul - RS;Cambará do Sul;Empresário Individual;RS;Não;Março;Sul;4;1.7;0;1,7;4;4303608;4303608;14;14;1;Não;0.425;1.7;0;0;0.425;0;0 Dia(s) 0 Hora(s);0;1;0,425;1,7;0;0;0,425;-29.05880928039551;-50.08808898925781
RS;2023;Dom Pedrito - RS;Dom Pedrito;Empresário Individual;RS;Não;Março;Sul;4;45.91999999999999;11;45,92;4;4306601;4306601;14;14;1;Não;20.7625;83.05;9.282499999999999;37.13;11.48;21;0 Dia(s) 21 Hora(s);9;1;20,7625;83,05;9,2825;37,13;11,48;-31.01922988891602;-54.53406143188477
RS;2023;Santiago - RS;Santiago;Empresário Individual;RS;Não;Março;Sul;4;41.59;10;41,59;4;4317400;4317400;14;14;1;Não;10.66;42.63999999999999;0.2625;1.05;10.3975;11;0 Dia(s) 11 Hora(s);0;1;10,66;42,64;0,2625;1,05;10,3975;-29.10202980041504;-54.84196090698242
RS;2023;Taquari - RS;Taquari;Empresário Individual;RS;Não;Março;Sul;4;0.02;0;0,02;4;4321303;4321303;14;14;1;Não;0.1075;0.43;0.1025;0.41;0.005;0;0 Dia(s) 0 Hora(s);0;1;0,1075;0,43;0,1025;0,41;0,005;-29.73814964294434;-51.83108139038086
RS;2023;Butiá - RS;Butiá;Empresário Individual;RS;Não;Março;Sul;5;2.39;0;2,39;5;4302709;4302709;14;14;1;Não;1.294;6.470000000000001;0.8160000000000001;4.08;0.478;1;0 Dia(s) 1 Hora(s);1;1;1,294;6,47;0,816;4,08;0,478;-30.18683052062988;-51.94129180908203
RS;2023;Cruz Alta - RS;Cruz Alta;Empresário Individual;RS;Não;Março;Sul;5;65.91;13;65,91;5;4306106;4306106;14;14;1;Não;13.238;66.19;0.05600000000000001;0.28;13.182;13;0 Dia(s) 13 Hora(s);0;1;13,238;66,19;0,056;0,28;13,182;-28.71833992004395;-53.49898910522461
RS;2023;Farroupilha - RS;Farroupilha;Empresário Individual;RS;Não;Março;Sul;5;26.67;5;26,67;5;4307906;4307906;14;14;1;Não;5.364;26.82;0.03;0.15;5.334000000000001;5;0 Dia(s) 5 Hora(s);0;1;5,364;26,82;0,03;0,15;5,334;-29.19462966918945;-51.33966827392578
RS;2023;Vacaria - RS;Vacaria;Empresário Individual;RS;Não;Março;Sul;5;0.52;0;0,52;5;4322509;4322509;14;14;1;Não;0.662;3.31;0.5580000000000001;2.79;0.104;1;0 Dia(s) 1 Hora(s);1;1;0,662;3,31;0,558;2,79;0,104;-28.3655891418457;-50.87215042114258
RS;2023;São Borja - RS;São Borja;Empresário Individual;RS;Não;Março;Sul;7;140.79;20;140,79;7;4318002;4318002;14;14;1;Não;22.58285714285714;158.08;2.47;17.29;20.11285714285714;23;0 Dia(s) 23 Hora(s);2;1;22,582857143;158,08;2,47;17,29;20,112857143;-28.71083068847656;-55.84001159667969
RS;2023;Uruguaiana - RS;Uruguaiana;Empresário Individual;RS;Não;Março;Sul;8;29.88;4;29,88;8;4322400;4322400;14;14;1;Não;6.785;54.28;3.05;24.4;3.734999999999999;7;0 Dia(s) 7 Hora(s);3;1;6,785;54,28;3,05;24,4;3,735;-29.80261993408203;-56.8153190612793
RS;2023;Alvorada - RS;Alvorada;Empresário Individual;RS;Não;Março;Sul;9;60.97;7;60,97;9;4300604;4300604;14;14;1;Não;8.732222222222223;78.59;1.957777777777777;17.62;6.774444444444445;9;0 Dia(s) 9 Hora(s);2;1;8,732222222;78,59;1,957777778;17,62;6,774444444;-30.00406074523926;-51.06010055541992
RS;2023;Sapucaia do Sul - RS;Sapucaia do Sul;Empresário Individual;RS;Não;Março;Sul;10;6.97;1;6,97;10;4320008;4320008;14;14;1;Não;0.7539999999999999;7.539999999999999;0.05700000000000001;0.5700000000000001;0.697;1;0 Dia(s) 1 Hora(s);0;1;0,754;7,54;0,057;0,57;0,697;-29.82280921936035;-51.12786102294922
RS;2023;Camaquã - RS;Camaquã;Empresário Individual;RS;Não;Março;Sul;14;31.18;2;31,18;14;4303509;4303509;14;14;1;Não;9.624285714285714;134.74;7.397142857142858;103.56;2.227142857142857;10;0 Dia(s) 10 Hora(s);7;1;9,624285714;134,74;7,397142857;103,56;2,227142857;-30.92890930175781;-51.74880981445312
RS;2023;São Leopoldo - RS;São Leopoldo;Empresário Individual;RS;Não;Março;Sul;14;21.49;2;21,49;14;4318705;4318705;14;14;1;Não;1.552857142857143;21.74;0.01785714285714286;0.25;1.535;2;0 Dia(s) 2 Hora(s);0;1;1,552857143;21,74;0,017857143;0,25;1,535;-29.74235916137695;-51.16864013671875
RS;2023;Caxias do Sul - RS;Caxias do Sul;Empresário Individual;RS;Não;Março;Sul;17;26.64;2;26,64;17;4305108;4305108;14;14;1;Não;2.55764705882353;43.48;0.9905882352941177;16.84;1.567058823529412;3;0 Dia(s) 3 Hora(s);1;1;2,557647059;43,48;0,990588235;16,84;1,567058824;-29.07695007324219;-51.02624130249023
RS;2023;Rio Grande - RS;Rio Grande;Empresário Individual;RS;Não;Março;Sul;17;50.90000000000001;3;50,9;17;4315602;4315602;14;14;1;Não;10.07588235294118;171.29;7.081764705882353;120.39;2.994117647058824;10;0 Dia(s) 10 Hora(s);7;1;10,075882353;171,29;7,081764706;120,39;2,994117647;-32.20922088623047;-52.4178581237793
RS;2023;Santa Maria - RS;Santa Maria;Empresário Individual;RS;Não;Março;Sul;17;132.09;8;132,09;17;4316907;4316907;14;14;1;Não;12.65941176470588;215.21;4.889411764705881;83.11999999999998;7.77;13;0 Dia(s) 13 Hora(s);5;1;12,659411765;215,21;4,889411765;83,12;7,77;-29.77761077880859;-53.77045059204102
RS;2023;Gravataí - RS;Gravataí;Empresário Individual;RS;Não;Março;Sul;19;36.34999999999999;2;36,35;19;4309209;4309209;14;14;1;Não;4.185789473684211;79.53;2.272631578947368;43.18;1.913157894736842;4;0 Dia(s) 4 Hora(s);2;1;4,185789474;79,53;2,272631579;43,18;1,913157895;-29.8908805847168;-50.95289993286133
RS;2023;Pelotas - RS;Pelotas;Empresário Individual;RS;Não;Março;Sul;30;55.69000000000001;2;55,69;30;4314407;4314407;14;14;1;Não;2.155333333333334;64.66000000000001;0.299;8.969999999999999;1.856333333333334;2;0 Dia(s) 2 Hora(s);0;1;2,155333333;64,66;0,299;8,97;1,856333333;-31.56142044067383;-52.34197998046875
SC;2023;Balneário Gaivota - SC;Balneário Gaivota;Empresário Individual;SC;Não;Março;Sul;1;86;86;86;1;4202073;4202073;14;14;1;Não;86.16999999999999;86.16999999999999;0.17;0.17;86;86;3 Dia(s) 14 Hora(s);0;1;86,17;86,17;0,17;0,17;86;-29.14929008483887;-49.61360931396484
SC;2023;Bela Vista do Toldo - SC;Bela Vista do Toldo;Empresário Individual;SC;Não;Março;Sul;1;1;1;1;1;4202131;4202131;14;14;1;Não;1.15;1.15;0.15;0.15;1;1;0 Dia(s) 1 Hora(s);0;1;1,15;1,15;0,15;0,15;1;-26.43577003479004;-50.50160980224609
SC;2023;Concórdia - SC;Concórdia;Empresário Individual;SC;Não;Março;Sul;1;49;49;49;1;4204301;4204301;14;14;1;Não;70.09999999999999;70.09999999999999;21.1;21.1;49;70;2 Dia(s) 22 Hora(s);21;1;70,1;70,1;21,1;21,1;49;-27.24157905578613;-52.03475189208984
SC;2023;Garopaba - SC;Garopaba;Empresário Individual;SC;Não;Março;Sul;1;46;46;46;1;4205704;4205704;14;14;1;Não;46.09;46.09;0.09;0.09;46;46;1 Dia(s) 22 Hora(s);0;1;46,09;46,09;0,09;0,09;46;-28.03129959106445;-48.65412139892578
SC;2023;Içara - SC;Içara;Empresário Individual;SC;Não;Março;Sul;1;19;19;19;1;4207007;4207007;14;14;1;Não;19.23;19.23;0.23;0.23;19;19;0 Dia(s) 19 Hora(s);0;1;19,23;19,23;0,23;0,23;19;-28.76746940612793;-49.27970886230469
SC;2023;Jardinópolis - SC;Jardinópolis;Empresário Individual;SC;Não;Março;Sul;1;15;15;15;1;4208955;4208955;14;14;1;Não;15.1;15.1;0.1;0.1;15;15;0 Dia(s) 15 Hora(s);0;1;15,1;15,1;0,1;0,1;15;-26.72599029541016;-52.86550140380859
SC;2023;Pescaria Brava - SC;Pescaria Brava;Empresário Individual;SC;Não;Março;Sul;1;20;20;20;1;4212650;4212650;14;14;1;Não;20.13;20.13;0.13;0.13;20;20;0 Dia(s) 20 Hora(s);0;1;20,13;20,13;0,13;0,13;20;-28.4080696105957;-48.88494110107422
SC;2023;Pouso Redondo - SC;Pouso Redondo;Empresário Individual;SC;Não;Março;Sul;1;71;71;71;1;4213708;4213708;14;14;1;Não;71.08;71.08;0.08;0.08;71;71;2 Dia(s) 23 Hora(s);0;1;71,08;71,08;0,08;0,08;71;-27.30378913879395;-49.97706985473633
SC;2023;São Carlos - SC;São Carlos;Empresário Individual;SC;Não;Março;Sul;1;0;0;0;1;4216008;4216008;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-27.03203964233398;-53.02909851074219
SC;2023;São Francisco do Sul - SC;São Francisco do Sul;Empresário Individual;SC;Não;Março;Sul;1;14;14;14;1;4216206;4216206;14;14;1;Não;14.23;14.23;0.23;0.23;14;14;0 Dia(s) 14 Hora(s);0;1;14,23;14,23;0,23;0,23;14;-26.2908992767334;-48.63634872436523
SC;2023;Tubarão - SC;Tubarão;Empresário Individual;SC;Não;Março;Sul;1;1;1;1;1;4218707;4218707;14;14;1;Não;1.23;1.23;0.23;0.23;1;1;0 Dia(s) 1 Hora(s);0;1;1,23;1,23;0,23;0,23;1;-28.47833061218262;-49.05525970458984
SC;2023;Faxinal dos Guedes - SC;Faxinal dos Guedes;Empresário Individual;SC;Não;Março;Sul;2;1;1;1;2;4205308;4205308;14;14;1;Não;0.62;1.24;0.12;0.24;0.5;1;0 Dia(s) 1 Hora(s);0;1;0,62;1,24;0,12;0,24;0,5;-26.84443092346191;-52.2534294128418
SC;2023;Massaranduba - SC;Massaranduba;Empresário Individual;SC;Não;Março;Sul;2;20;10;20;2;4210605;4210605;14;14;1;Não;10.21;20.42;0.21;0.42;10;10;0 Dia(s) 10 Hora(s);0;1;10,21;20,42;0,21;0,42;10;-26.64377021789551;-48.99633026123047
SC;2023;Rio do Sul - SC;Rio do Sul;Empresário Individual;SC;Não;Março;Sul;2;0;0;0;2;4214805;4214805;14;14;1;Não;0.115;0.23;0.115;0.23;0;0;0 Dia(s) 0 Hora(s);0;1;0,115;0,23;0,115;0,23;0;-27.18531036376953;-49.63629913330078
SC;2023;Schroeder - SC;Schroeder;Empresário Individual;SC;Não;Março;Sul;2;39;20;39;2;4217402;4217402;14;14;1;Não;19.66;39.32000000000001;0.16;0.3200000000000001;19.5;20;0 Dia(s) 20 Hora(s);0;1;19,66;39,32;0,16;0,32;19,5;-26.35951042175293;-49.06797027587891
SC;2023;São Bento do Sul - SC;São Bento do Sul;Empresário Individual;SC;Não;Março;Sul;3;25;8;25;3;4215802;4215802;14;14;1;Não;8.366666666666667;25.1;0.03333333333333333;0.1;8.333333333333334;8;0 Dia(s) 8 Hora(s);0;1;8,366666667;25,1;0,033333333;0,1;8,333333333;-26.29536056518555;-49.33567810058594
SC;2023;Lages - SC;Lages;Empresário Individual;SC;Não;Março;Sul;4;106;27;106;4;4209300;4209300;14;14;1;Não;26.6975;106.79;0.1975;0.79;26.5;27;1 Dia(s) 3 Hora(s);0;1;26,6975;106,79;0,1975;0,79;26,5;-28.00124931335449;-50.30427169799805
SC;2023;Joinville - SC;Joinville;Empresário Individual;SC;Não;Março;Sul;10;212;21;212;10;4209102;4209102;14;14;1;Não;21.304;213.04;0.104;1.04;21.2;21;0 Dia(s) 21 Hora(s);0;1;21,304;213,04;0,104;1,04;21,2;-26.26292991638184;-48.8890495300293
PR;2023;Alto Piquiri - PR;Alto Piquiri;Sociedade Limitada;PR;Não;Março;Sul;1;0.24;0;0,24;1;4100707;4100707;18;18;1;Não;0.52;0.52;0.28;0.28;0.24;1;0 Dia(s) 1 Hora(s);0;1;0,52;0,52;0,28;0,28;0,24;-24.09127044677734;-53.39279174804688
PR;2023;Assaí - PR;Assaí;Sociedade Limitada;PR;Não;Março;Sul;1;19;19;19;1;4101903;4101903;18;18;1;Não;22.87;22.87;3.87;3.87;19;23;0 Dia(s) 23 Hora(s);4;1;22,87;22,87;3,87;3,87;19;-23.41851043701172;-50.87919998168945
PR;2023;Boa Vista da Aparecida - PR;Boa Vista da Aparecida;Sociedade Limitada;PR;Não;Março;Sul;1;5.91;6;5,91;1;4103057;4103057;18;18;1;Não;5.91;5.91;0;0;5.91;6;0 Dia(s) 6 Hora(s);0;1;5,91;5,91;0;0;5,91;-25.44326972961426;-53.4367790222168
PR;2023;Entre Rios do Oeste - PR;Entre Rios do Oeste;Sociedade Limitada;PR;Não;Março;Sul;1;46.75;47;46,75;1;4107538;4107538;18;18;1;Não;46.75;46.75;0;0;46.75;47;1 Dia(s) 23 Hora(s);0;1;46,75;46,75;0;0;46,75;-24.70812034606934;-54.23749160766602
PR;2023;Enéas Marques - PR;Enéas Marques;Sociedade Limitada;PR;Não;Março;Sul;1;75.3;75;75,3;1;4107405;4107405;18;18;1;Não;75.3;75.3;0;0;75.3;75;3 Dia(s) 3 Hora(s);0;1;75,3;75,3;0;0;75,3;-25.88261032104492;-53.12184906005859
PR;2023;Guaraci - PR;Guaraci;Sociedade Limitada;PR;Não;Março;Sul;1;22.45;22;22,45;1;4109203;4109203;18;18;1;Não;25.1;25.1;2.65;2.65;22.45;25;1 Dia(s) 1 Hora(s);3;1;25,1;25,1;2,65;2,65;22,45;-22.96081924438477;-51.67136001586914
PR;2023;Iguaraçu - PR;Iguaraçu;Sociedade Limitada;PR;Não;Março;Sul;1;15.45;15;15,45;1;4110003;4110003;18;18;1;Não;16.14;16.14;0.6899999999999999;0.6899999999999999;15.45;16;0 Dia(s) 16 Hora(s);1;1;16,14;16,14;0,69;0,69;15,45;-23.21791076660156;-51.81187057495117
