X,Y,OBJECTID,ETE_CD,ETE_NM,ETE_ACH_CD,ETE_AA_OPERACAO,ETE_DS_STATUS,ETE_DS_INTEGRADO,ETE_DS_TOTAL,ETE_DS_TIPOLOGIA,ETE_NM_CORPORECEPTOR,ETE_QT_POPPROJ,ETE_PC_REMOCAODBO,ETE_PC_REMOCAOP,ETE_PC_REMOCAON,ETE_MUN_CD_IBGE,ETE_NM_REGIAOMETROP,ETE_DS_TIPOLOGRESUMIDA
-54.302599423,-22.4865209383326,1,5005103_ETE_2,ETE Jateí II,8638287,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,5005103, ,RAN
-56.435542,-14.3993469995449,2,5103502_ETE_1,ETE COHAB Morumbi,89999466,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,5103502, ,LAG
-47.342633,-2.97428099990211,3,1505502_ETE_2,ETE Morada dos Ventos,714263,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1505502, ,RAN
-32.42846415,-3.84761852687349,4,2605459_ETE_1,ETE Boldró,0,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.77999997,0,0,2605459, ,LAG
-45.558483805,-20.1225766213898,5,3135308_ETE_2,ETE Capoeirão,7699582,0,Ativa,Não,Sim,Lagoa Facultativa,Córrego Gotano,0,0.77999997,0,0,3135308, ,LAG
-50.391954,-20.0147799993925,6,3534757_ETE_1,ETE Ouroeste,8681414,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.87,0,0,3534757, ,LAG
-51.358901902,-22.0496443233428,7,3541406_ETE_5,ETE Montalvão,86534643,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.89999998,0,0,3541406, ,LAG
-67.830194,-9.94736099967852,8,1200401_ETE_2,ETE Conquista,4926581,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.86000001,0,0,1200401, ,LAT
-67.785528,-9.963666999678,9,1200401_ETE_4,ETE São Francisco - Rio Branco,4926591,0,Ativa,Não,Sim,Reator Rotativo Aerado com Leito Fixo (BIODRUM) + Decantador, ,0,0.95999998,0,0,1200401, ,MIS
-67.767992,-10.0336559996758,10,1200401_ETE_1,ETE Cidade do Povo,4926592,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.70999998,0,0,1200401, ,RAN
-67.790839,-9.93123899967902,11,1200401_ETE_3,ETE Redenção - Rio Branco,492656,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.75,0,0,1200401, ,RAN
-35.90429,-9.82910199968217,12,2700607_ETE_1,ETE Barra de São Miguel,7599223,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico + Decantador, ,0,0.60000002,0,0,2700607,RM Maceió - AL,RAN
-37.127167,-9.69513899968633,13,2700706_ETE_1,ETE Batalha,7611413,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Decantação/Facultativa/Maturação/Polimento, ,0,0.86000001,0,0,2700706, ,RAN
-36.150528,-9.39347199969572,14,2701308_ETE_2,ETE Celina Amorim,75987151,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2701308,RM do Vale do Paraíba - AL,RAN
-36.152381,-9.38628599969596,15,2701308_ETE_3,ETE Palmery 1,75987151,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.5,0,0,2701308,RM do Vale do Paraíba - AL,SIM
-36.149778,-9.39952799969554,16,2701308_ETE_5,ETE Rua Nova,7598714,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2701308,RM do Vale do Paraíba - AL,RAN
-36.155808,-9.39567799969565,17,2701308_ETE_4,ETE Palmery 2,7598714,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.5,0,0,2701308,RM do Vale do Paraíba - AL,SIM
-36.080723,-9.40388099969543,18,2701704_ETE_1,ETE Capela - AL,759855,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2701704,RM do Vale do Paraíba - AL,LAG
-35.407114007,-8.83806499571315,19,2703502_ETE_1,ETE Residencial Amaro Felix,7594213,0,Inativa/abandonada/desativada,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,2703502,RM da Zona da Mata - AL,SIM
-35.522235003,-8.9480309997097,20,2703908_ETE_1,ETE Residencial Maria de Lourdes Rufino da Silva,7595293,0,Inativa/abandonada/desativada,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,2703908,RM da Zona da Mata - AL,LAT
-35.749597,-9.68039299968679,21,2704302_ETE_1,EPC Maceió,0,0,Ativa,Não,Sim,EPC - Estação de Pré Condicionamento (Peneiramento/Gradeamento/Primário),Emissário submarino,0,0.30000001,0,0,2704302,RM Maceió - AL,SIM
-35.716035,-9.54191499969114,22,2704302_ETE_3,ETE Benedito Bentes Velha,759593,0,Ativa,Não,Sim,Lagoas Aeradas em Série, ,0,0.75,0,0,2704302,RM Maceió - AL,LAG
-35.229825,-9.00319199970798,23,2704500_ETE_1,ETE Maragogi,7595162,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoas de Maturação em Série, ,0,0.75,0,0,2704500, ,LAG
-35.902024238,-9.74293421068484,24,2704708_ETE_2,ETE Lagoa de Tratamento,759821,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2704708,RM Maceió - AL,LAG
-35.892905295,-9.71100806668587,25,2704708_ETE_1,ETE Compacta,759831,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2704708,RM Maceió - AL,RAN
-35.911159497,-9.34870334469713,26,2705507_ETE_2,ETE Conjunto Pedro  Tenório Raposo,7596331,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2705507,RM da Zona da Mata - AL,LAG
-35.941292,-9.31868399969811,27,2705507_ETE_1,ETE Conjunto Olavo Calheiros Novais,7596333,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2705507,RM da Zona da Mata - AL,LAG
-36.641577186,-9.43421264569447,28,2706307_ETE_1,ETE Residencial Edval Gaia,7599894,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,2706307,RM de Palmeira dos Índios - AL,LAT
-38.417225,-12.929792999588,29,2927408_ETE_34,ETE Jardim Limeira,77179322,0,Ativa,Não,Sim,Lagoa Aerada, ,0,0.77999997,0,0,2927408,RM Salvador - BA,LAG
-36.647813018,-9.42709458269469,30,2706307_ETE_2,ETE Residencial Palmeiras,7599894,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2706307,RM de Palmeira dos Índios - AL,RAN
-37.422108,-9.75032799968466,31,2706406_ETE_1,ETE Pão de Açúcar,7611552,0,Inativa/abandonada/desativada,Não,Sim,Lagoa Anaeróbia + Lagoas Facultativas em Série, ,0,0.85000002,0,0,2706406, ,LAG
-36.588023887,-10.3039694906675,32,2706703_ETE_1,ETE Penedo,7611173,0,Inativa/abandonada/desativada,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa + Lagoa de Maturação, ,0,0.80000001,0,0,2706703, ,LAG
-36.837472,-10.190999999671,33,2707503_ETE_1,ETE Porto Real do Colégio,761119732,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2707503, ,RAN
-36.467343013,-9.31470778269823,34,2707602_ETE_2,ETE Residencial Geraldo Passos,7598777,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707602,RM do Vale do Paraíba - AL,RAN
-36.480557483,-9.3242910456979,35,2707602_ETE_1,ETE Residencial Frederico Maia Nobre,75987761,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707602,RM do Vale do Paraíba - AL,RAN
-35.840408648,-9.48150214969299,36,2707701_ETE_7,ETE Residencial Francisco Tavares Granja,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.851768957,-9.47433892269323,37,2707701_ETE_6,ETE José Carlos Pierocetti,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.832880394,-9.46964557469339,38,2707701_ETE_5,ETE Demorisvaldo Targino Wanderley,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.827567389,-9.48114999169299,39,2707701_ETE_8,ETE Teotônio Brandão Vilela,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.8103895,-9.51536416269196,40,2707701_ETE_2,ETE Bosque dos Palmares,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.805857186,-9.52559514069162,41,2707701_ETE_1,ETE Bom Jardim - Rio Largo,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.816606096,-9.59854637268933,42,2707909_ETE_1,ETE Centro,759613,0,Inativa/abandonada/desativada,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707909,RM Maceió - AL,RAN
-36.080440586,-9.7997689206831,43,2708600_ETE_1,ETE Edgar Palmeira,759923,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2708600,RM de Caetés - AL,RAN
-36.112628822,-9.8154240716826,44,2708600_ETE_2,ETE Novo São Miguel,759942,0,Ativa,Não,Sim,Lodos Ativados em Batelada - SBR Sequencing Batch Reactor/ICEAS Aeração Prolongada c/Ciclos Intermitentes, ,0,0.89999998,0,0,2708600,RM de Caetés - AL,LAT
-36.0319,-9.17294999970266,45,2709301_ETE_1,ETE União dos Palmares,7596372,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.88999999,0,0,2709301,RM da Zona da Mata - AL,LAG
-59.999394235,-2.96573795690236,46,1302603_ETE_73,ETE Viver Melhor,4811223,0,Ativa,Não,Sim,Lodos Ativados em Batelada - SBR Sequencing Batch Reactor/ICEAS Aeração Prolongada c/Ciclos Intermitentes, ,0,0.89999998,0,0,1302603,RM Manaus - AM,LAT
-59.97572381,-3.00907012790096,47,1302603_ETE_31,ETE Graúna - Panamá,4811223,0,Ativa,Não,Sim,Lodos Ativados de Tanque Profundo (DEEP SHAFT), ,0,0.83999997,0,0,1302603,RM Manaus - AM,LAT
-60.070696528,-3.068615135899,48,1302603_ETE_4,ETE Augusto Montenegro II,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.06812234,-3.06665015689908,49,1302603_ETE_5,ETE Augusto Montenegro III,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.921451894,-3.09191965089824,50,1302603_ETE_10,ETE Cidadão IX - ETE I,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.922269857,-3.0933329788982,51,1302603_ETE_11,ETE Cidadão IX - ETE II,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.990641474,-2.98647128790171,52,1302603_ETE_12,ETE Cidadão XII - ETE I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.991410921,-2.98811523790161,53,1302603_ETE_13,ETE Cidadão XII - ETE II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988578755,-2.99133958290154,54,1302603_ETE_14,ETE Cidadão XII - ETE III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-38.855997987,-15.8549475285035,55,2903409_ETE_1,ETE Belmonte,775111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.75,0,0,2903409, ,RAN
-59.988393857,-2.99405825090144,56,1302603_ETE_15,ETE Cidadão XII - ETE IV,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988823367,-3.01425744490077,57,1302603_ETE_21,ETE Galiléia 01,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.985184975,-3.01306730290083,58,1302603_ETE_22,ETE Galiléia 02,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.986744666,-3.01509041690076,59,1302603_ETE_23,ETE Galiléia 03,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988204891,-3.0158285389007,60,1302603_ETE_24,ETE Galiléia 04,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.989987501,-3.01635501490069,61,1302603_ETE_25,ETE Galiléia 05,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.989699992,-3.01875722090061,62,1302603_ETE_26,ETE Galiléia 06,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.986950041,-3.01357321290077,63,1302603_ETE_27,ETE Galiléia 07,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988821605,-3.01546832990071,64,1302603_ETE_28,ETE Galiléia 08,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.989942554,-3.0130853709008,65,1302603_ETE_29,ETE Galiléia 09,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.985393949,-3.01156775090084,66,1302603_ETE_30,ETE Galiléia 10,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.059305769,-3.06227209289919,67,1302603_ETE_32,ETE Jardim de Versalles,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.021875516,-3.06162694089921,68,1302603_ETE_34,ETE João Bosco Torquato,48111,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.996784467,-3.09081789789828,69,1302603_ETE_50,ETE Parque dos Rios II (Módulo I),4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.997124323,-3.09018441289825,70,1302603_ETE_51,ETE Parque dos Rios II (Módulo II),4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.982572913,-3.02042045190056,71,1302603_ETE_53,ETE Renato Souza Pinto II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.982418753,-3.02234849490053,72,1302603_ETE_54,ETE Ribeiro Júnior I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.983540538,-3.02433802590045,73,1302603_ETE_55,ETE Ribeiro Júnior II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.980838968,-3.02298649390049,74,1302603_ETE_56,ETE Ribeiro Júnior III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.996597907,-3.05067154989958,75,1302603_ETE_58,ETE São Judas Tadeu,48111,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988700762,-3.00679760190102,76,1302603_ETE_63,ETE Vila da Barra I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-47.406422,-21.5052959993558,77,3547601_ETE_1,ETE Nosso Teto,868425441,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.81,0,0,3547601, ,LAG
-59.986001105,-3.00995913490089,78,1302603_ETE_64,ETE Vila da Barra II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.990557371,-3.01138192190086,79,1302603_ETE_65,ETE Vila da Barra III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.946815526,-3.03325015590016,80,1302603_ETE_66,ETE Vila Nova I,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.944426454,-3.03028030990027,81,1302603_ETE_67,ETE Vila Nova II,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-44.634106,-13.3380509995759,82,2909307_ETE_1,ETE Correntina,764611153,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,2909307, ,LAG
-59.947111693,-3.02816565790029,83,1302603_ETE_68,ETE Vila Nova III,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.965076336,-3.02371814190047,84,1302603_ETE_69,ETE Vila Real I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.964807208,-3.02320356190047,85,1302603_ETE_70,ETE Vila Real II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.968114931,-3.05017996489958,86,1302603_ETE_71,ETE Vila Rica I,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.935959968,-3.00813183690098,87,1302603_ETE_16,ETE Cidade de Deus,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-40.125433,-2.89611399990466,88,2300200_ETE_1,ETE Massapê - Acaraú,7521125,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,2300200, ,LAG
-59.91974512,-3.068386625899,89,1302603_ETE_38,ETE Nova Vitória - ETE I,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919803492,-3.06848070489901,90,1302603_ETE_39,ETE Nova Vitória - ETE II,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919828935,-3.06829902489899,91,1302603_ETE_40,ETE Nova Vitória - ETE III,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919920943,-3.06839559089901,92,1302603_ETE_41,ETE Nova Vitória - ETE IV,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919859863,-3.06848810389897,93,1302603_ETE_42,ETE Nova Vitória - ETE IX,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919879769,-3.068293567899,94,1302603_ETE_43,ETE Nova Vitória - ETE V,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919928633,-3.068345297899,95,1302603_ETE_44,ETE Nova Vitória - ETE Vi,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919759154,-3.068436243899,96,1302603_ETE_45,ETE Nova Vitória - ETE VII,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919769924,-3.06832959789899,97,1302603_ETE_46,ETE Nova Vitória - ETE VIII,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919912455,-3.06845208189902,98,1302603_ETE_47,ETE Nova Vitória - ETE X,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.941158466,-3.03318578390017,99,1302603_ETE_75,ETE Viver Melhor III,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.976716198,-2.99056404590153,100,1302603_ETE_36,ETE Lagoa área 13,4811223,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.60000002,0,0,1302603,RM Manaus - AM,LAG
-59.982406546,-2.99120805090153,101,1302603_ETE_37,ETE Lagoa área 14,4811223,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.60000002,0,0,1302603,RM Manaus - AM,LAG
-59.999683772,-3.08086572289857,102,1302603_ETE_7,ETE Barra Bela,4764,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.023295618,-3.08784218089834,103,1302603_ETE_19,ETE Eldorado,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-59.965031025,-3.10776989589769,104,1302603_ETE_20,ETE Eliza Miranda,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.028917517,-3.09585386389809,105,1302603_ETE_35,ETE Jornalistas,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.032295785,-3.07358329889883,106,1302603_ETE_48,ETE Ouro Verde,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.020412706,-3.07986275589863,107,1302603_ETE_57,ETE Samambaias,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-59.981718198,-3.04850862989966,108,1302603_ETE_61,ETE Timbiras,4764,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.057380118,-3.11272091289752,109,1302603_ETE_8,ETE Bombeamento I,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.053492745,-3.1111198248976,110,1302603_ETE_9,ETE Bombeamento III,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.035279239,-3.08347584689849,111,1302603_ETE_59,ETE Sapolândia I,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.035074328,-3.08282475789854,112,1302603_ETE_60,ETE Sapolândia II,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-59.942405759,-3.03246626190019,113,1302603_ETE_74,ETE Viver Melhor II,4764,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.016404287,-3.14132667489663,114,1302603_ETE_1,EPC Educandos,48111,0,Ativa,Não,Sim,EPC - Estação de Pré Condicionamento (Peneiramento/Gradeamento/Primário),Emissário submarino,0,0.30000001,0,0,1302603,RM Manaus - AM,SIM
-59.931653556,-3.03343159690015,115,1302603_ETE_2,ETE AH - 01,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-59.935232145,-3.03734310790003,116,1302603_ETE_3,ETE AH - 03,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-60.057173748,-3.09702773489804,117,1302603_ETE_6,ETE Ayapuá,48111,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-59.964043624,-3.07753819389869,118,1302603_ETE_33,ETE João Bosco Aleixo,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
