"","cod_municipio_ibge","qtd_abertas","qtd_abertas_Consórcio de Sociedades","qtd_abertas_Cooperativa","qtd_abertas_EIRELI","qtd_abertas_Empresa Pública","qtd_abertas_Empresário Individual","qtd_abertas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_abertas_Grupo de Sociedades","qtd_abertas_Sociedade Anônima","qtd_abertas_Sociedade de Economia Mista","qtd_abertas_Sociedade em Comandita por Ações","qtd_abertas_Sociedade em Comandita Simples","qtd_abertas_Sociedade em Conta de Participação","qtd_abertas_Sociedade em Nome Coletivo","qtd_abertas_Sociedade Limitada"
"1","110001",197,0,0,0,0,167,0,0,0,0,0,0,0,0,30
"2","110002",1294,0,4,13,0,1058,0,0,13,0,0,0,0,0,206
"3","110003",59,0,0,1,0,50,0,0,0,0,0,0,0,0,8
"4","110004",1270,0,3,13,0,987,0,0,7,0,0,0,1,0,259
"5","110005",213,0,0,0,0,181,0,0,1,0,0,0,0,0,31
"6","110006",205,0,0,6,0,173,0,0,1,0,0,0,0,0,25
"7","110007",77,0,0,0,0,69,0,0,0,0,0,0,0,0,8
"8","110008",115,0,1,4,0,92,0,0,0,0,0,0,0,0,18
"9","110009",285,0,0,0,0,242,0,0,1,0,0,0,0,0,42
"10","110010",358,0,1,5,0,287,0,0,1,0,0,0,1,0,63
"11","110011",556,0,2,7,1,446,0,0,2,0,0,0,0,0,98
"12","110012",2025,0,3,13,0,1622,0,0,8,0,0,0,1,0,378
"13","110013",220,0,1,3,0,179,0,0,1,0,0,0,0,0,36
"14","110014",115,0,0,2,0,97,0,0,0,0,0,0,0,0,16
"15","110015",468,0,0,4,0,389,0,0,1,0,0,0,0,0,74
"16","110018",519,0,0,0,0,436,0,0,2,0,0,0,0,0,81
"17","110020",6350,0,11,56,0,5110,0,0,26,0,0,0,6,0,1141
"18","110025",175,0,0,0,0,145,0,0,0,0,0,0,0,0,30
"19","110026",21,0,0,0,0,17,0,0,0,0,0,0,0,0,4
"20","110028",709,0,1,7,1,568,0,0,2,0,0,0,0,0,130
"21","110029",60,0,0,1,0,52,0,0,0,0,0,0,0,0,7
"22","110030",1482,0,1,16,0,1137,0,0,5,0,0,0,2,0,321
"23","110032",188,0,0,3,0,150,0,0,0,0,0,0,0,0,35
"24","110033",182,0,0,0,0,159,0,0,0,0,0,0,0,0,23
"25","110034",98,0,0,0,0,88,0,0,0,0,0,0,0,0,10
"26","110037",66,0,0,2,0,54,0,0,1,0,0,0,0,0,9
"27","110040",93,0,0,0,0,81,0,0,0,0,0,0,0,0,12
"28","110045",275,0,1,2,0,214,0,0,1,0,0,0,0,0,57
"29","110050",50,0,0,1,0,39,0,0,0,0,0,0,0,0,10
"30","110060",26,0,0,0,0,22,0,0,0,0,0,0,0,0,4
"31","110070",60,0,0,1,0,52,0,0,0,0,0,0,0,0,7
"32","110080",193,0,1,5,0,147,0,0,0,0,0,0,0,0,40
"33","110090",8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"34","110092",105,0,0,0,0,91,0,0,0,0,0,0,0,0,14
"35","110094",145,0,1,1,0,125,0,0,1,0,0,0,0,0,17
"36","110100",32,0,1,0,0,24,0,0,0,0,0,0,0,0,7
"37","110110",57,0,0,0,0,46,0,0,0,0,0,0,0,0,11
"38","110120",50,0,2,1,0,42,0,0,0,0,0,0,0,0,5
"39","110130",59,0,0,0,0,50,0,0,0,0,0,0,0,0,9
"40","110140",75,0,0,0,0,54,0,0,0,0,0,0,0,0,21
"41","110143",42,0,0,0,0,37,0,0,0,0,0,0,0,0,5
"42","110145",27,0,0,0,0,23,0,0,0,0,0,0,0,0,4
"43","110146",24,0,0,0,0,18,0,0,0,0,0,0,0,0,6
"44","110147",22,0,0,0,0,14,0,0,0,0,0,0,0,0,8
"45","110148",30,0,0,0,0,24,0,0,0,0,0,0,0,0,6
"46","110149",187,0,0,3,0,162,0,0,0,0,0,0,0,0,22
"47","110150",81,0,0,1,0,65,0,0,0,0,0,0,0,0,15
"48","110155",35,0,0,0,0,30,0,0,0,0,0,0,0,0,5
"49","110160",52,0,2,0,0,43,0,0,0,0,0,0,0,0,7
"50","110170",73,0,0,2,0,57,0,0,0,0,0,0,0,0,14
"51","110175",49,0,0,1,0,40,0,0,0,0,0,0,0,0,8
"52","110180",46,0,0,0,0,44,0,0,0,0,0,0,0,0,2
"53","120001",89,0,0,0,0,77,0,0,0,0,0,0,0,0,12
"54","120005",35,4,0,0,0,29,0,0,0,0,0,0,0,0,2
"55","120010",267,0,0,1,0,228,0,0,0,0,0,0,0,0,38
"56","120013",51,0,0,1,0,41,0,0,0,0,0,0,0,0,9
"57","120017",32,0,0,0,0,30,0,0,0,0,0,0,0,0,2
"58","120020",729,0,2,5,1,616,0,0,3,0,0,0,0,0,102
"59","120025",141,0,0,0,0,111,0,0,1,0,0,0,0,0,29
"60","120030",122,0,0,0,0,114,0,0,0,0,0,0,0,0,8
"61","120032",29,0,0,0,0,28,0,0,0,0,0,0,0,0,1
"62","120033",72,0,2,0,0,65,0,0,0,0,0,0,0,0,5
"63","120034",24,0,1,0,0,23,0,0,0,0,0,0,0,0,0
"64","120035",43,0,0,1,0,39,0,0,0,0,0,0,0,0,3
"65","120038",59,0,0,2,0,52,0,0,0,0,0,0,0,0,5
"66","120039",134,0,0,0,0,131,0,0,0,0,0,0,0,0,3
"67","120040",3860,2,4,21,0,3195,0,0,13,0,0,0,0,0,625
"68","120042",38,0,0,1,0,36,0,0,0,0,0,0,0,0,1
"69","120043",8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"70","120045",124,0,0,0,0,105,0,0,0,0,0,0,0,0,19
"71","120050",168,0,0,0,0,146,0,0,1,0,0,0,0,0,21
"72","120060",111,0,0,0,0,91,0,0,0,0,0,0,0,0,20
"73","120070",70,0,1,0,0,58,0,0,0,0,0,0,0,0,11
"74","120080",43,0,0,2,0,33,0,0,0,0,0,0,0,0,8
"75","130002",26,0,1,0,0,25,0,0,0,0,0,0,0,0,0
"76","130006",53,0,0,0,0,52,0,0,1,0,0,0,0,0,0
"77","130008",7,0,0,0,0,6,0,0,0,0,0,0,0,0,1
"78","130010",23,0,0,0,0,20,0,0,0,0,0,0,0,0,3
"79","130014",98,0,0,2,0,74,0,0,0,0,0,0,0,0,22
"80","130020",26,0,0,1,0,22,0,0,2,1,0,0,0,0,0
"81","130030",109,0,0,0,0,89,0,0,0,0,0,0,0,0,20
"82","130040",104,0,0,1,0,89,0,0,0,0,0,0,0,0,14
"83","130050",78,0,0,1,0,67,0,0,0,0,0,0,0,0,10
"84","130060",120,0,0,0,0,116,0,0,1,0,0,0,0,0,3
"85","130063",40,0,0,0,0,38,0,0,0,0,0,0,0,0,2
"86","130068",41,0,0,0,0,38,0,0,0,0,0,0,0,0,3
"87","130070",178,0,0,4,0,159,0,0,0,0,0,0,0,0,15
"88","130080",63,0,1,0,0,56,0,0,0,0,0,0,0,0,6
"89","130083",29,0,0,0,0,27,0,0,0,0,0,0,0,0,2
"90","130090",19,0,0,0,0,12,0,0,0,0,0,0,0,0,7
"91","130100",56,0,0,0,0,47,0,0,0,0,0,0,0,0,9
"92","130110",95,0,0,0,1,81,0,0,0,0,0,0,0,0,13
"93","130115",32,0,1,0,0,29,0,0,0,0,0,0,0,0,2
"94","130120",189,0,1,0,0,143,0,0,1,0,0,0,0,0,44
"95","130130",74,0,1,0,0,69,0,0,0,0,0,0,0,0,4
"96","130140",51,0,0,2,0,36,0,0,0,0,0,0,0,0,13
"97","130150",47,0,0,0,0,45,0,0,1,0,0,0,0,0,1
"98","130160",49,0,0,0,0,42,0,0,0,0,0,0,0,0,7
"99","130165",17,0,0,1,0,13,0,0,0,0,0,0,0,0,3
"100","130170",416,0,1,2,0,341,0,0,1,0,0,0,1,0,70
"101","130180",20,0,0,0,0,15,0,0,1,0,0,0,0,0,4
"102","130185",260,0,0,1,0,209,0,0,0,0,0,0,0,0,50
"103","130190",388,0,1,3,1,325,0,0,1,0,0,0,0,0,57
"104","130195",21,0,0,0,0,16,0,0,0,0,0,0,0,0,5
"105","130200",47,0,0,0,0,40,0,0,0,0,0,0,0,0,7
"106","130210",13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"107","130220",25,0,0,0,0,22,0,0,0,0,0,0,0,0,3
"108","130230",39,0,0,0,0,29,0,0,0,0,0,0,0,0,10
"109","130240",95,0,0,1,0,81,0,0,0,0,0,0,0,0,13
"110","130250",369,0,2,5,1,283,0,0,2,0,0,0,0,0,76
"111","130255",89,0,0,0,0,82,0,0,0,0,0,0,0,0,7
"112","130260",24663,6,15,100,1,20899,0,0,107,0,0,1,20,0,3514
"113","130270",226,0,0,1,0,196,0,0,0,0,0,0,0,0,29
"114","130280",24,0,0,0,0,22,0,0,0,0,0,0,0,0,2
"115","130290",297,0,2,0,0,268,0,0,0,0,0,0,0,0,27
"116","130300",36,0,0,0,0,34,0,0,0,0,0,0,0,0,2
"117","130310",139,0,0,0,0,131,0,0,0,0,0,0,0,0,8
"118","130320",147,0,0,0,0,140,0,0,0,0,0,0,0,0,7
"119","130330",56,0,0,0,0,44,0,0,0,0,0,0,0,0,12
"120","130340",497,0,0,3,0,413,0,0,0,0,0,0,0,0,81
"121","130350",51,0,0,0,0,50,0,0,0,0,0,0,0,0,1
"122","130353",383,0,1,1,0,351,0,0,4,0,0,0,0,0,26
"123","130356",138,0,2,0,0,114,0,0,0,0,0,0,0,0,22
"124","130360",34,0,0,0,0,31,0,0,0,0,0,0,0,0,3
"125","130370",43,0,1,0,0,38,0,0,0,0,0,0,0,0,4
"126","130380",125,0,1,0,0,107,0,0,0,0,0,0,0,0,17
"127","130390",34,0,0,0,0,30,0,0,0,0,0,0,0,0,4
"128","130395",49,0,0,0,0,43,0,0,0,0,0,0,0,0,6
"129","130400",14,0,0,0,0,9,0,0,4,0,0,0,0,0,1
"130","130406",256,0,0,0,0,231,0,0,2,0,0,0,0,0,23
"131","130410",24,0,0,0,0,23,0,0,0,0,0,0,0,0,1
"132","130420",336,0,1,5,1,290,0,0,0,0,0,0,0,0,39
"133","130423",32,0,0,0,0,30,0,0,0,0,0,0,0,0,2
"134","130426",18,0,0,0,0,15,0,0,0,0,0,0,0,0,3
"135","130430",46,0,0,0,0,43,0,0,0,0,0,0,0,0,3
"136","130440",31,0,0,1,0,30,0,0,0,0,0,0,0,0,0
"137","140002",22,0,0,0,0,20,0,0,0,0,0,0,0,0,2
"138","140005",42,0,0,0,0,37,0,0,0,0,0,0,0,0,5
"139","140010",4145,3,7,16,0,3532,0,0,25,0,0,0,2,0,560
"140","140015",59,0,0,1,0,46,0,0,0,0,0,0,0,0,12
"141","140017",50,0,0,0,0,44,0,0,0,0,0,0,0,0,6
"142","140020",74,0,0,0,0,68,0,0,1,0,0,0,0,0,5
"143","140023",58,0,0,0,0,55,0,0,0,0,0,0,0,0,3
"144","140028",25,0,0,0,0,24,0,0,0,0,0,0,0,0,1
"145","140030",63,0,0,0,0,61,0,0,0,0,0,0,0,0,2
"146","140040",19,0,0,0,0,18,0,0,0,0,0,0,0,0,1
"147","140045",133,0,0,2,0,104,0,0,0,0,0,0,0,0,27
"148","140047",211,0,4,0,0,186,0,0,1,0,0,0,0,0,20
"149","140050",38,0,0,0,0,35,0,0,0,0,0,0,0,0,3
"150","140060",30,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"151","140070",8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"152","150010",626,0,2,4,1,528,0,0,7,0,0,0,0,0,84
"153","150013",33,0,0,0,0,26,0,0,0,0,0,0,0,0,7
"154","150020",135,0,1,1,0,101,0,0,0,0,0,0,0,0,32
"155","150030",66,0,0,3,0,56,0,0,0,0,0,0,0,0,7
"156","150034",66,0,0,2,0,49,0,0,0,0,0,0,0,0,15
"157","150040",183,0,0,4,0,143,0,0,0,0,0,0,0,0,36
"158","150050",143,0,0,1,0,117,0,0,1,0,0,0,0,0,24
"159","150060",1313,0,5,5,0,1085,0,0,2,0,0,0,0,0,216
"160","150070",52,0,0,0,0,41,0,0,0,0,0,0,0,0,11
"161","150080",5987,1,4,30,0,5266,0,0,22,0,0,0,1,0,663
"162","150085",169,0,0,4,0,116,0,0,1,0,0,0,0,0,48
"163","150090",125,0,1,0,0,115,0,0,0,0,0,0,0,0,9
"164","150095",57,0,1,0,0,41,0,0,1,0,0,0,0,0,14
"165","150100",22,0,0,0,0,15,0,0,0,0,0,0,0,0,7
"166","150110",51,0,0,0,0,42,0,0,0,0,0,0,0,0,9
"167","150120",71,0,0,0,0,60,0,0,0,0,0,0,0,0,11
"168","150125",18,0,0,0,0,12,0,0,0,0,0,0,0,0,6
"169","150130",1042,0,2,13,0,835,0,0,8,0,0,0,0,0,184
"170","150140",17962,9,9,77,1,15489,0,0,69,1,0,1,5,0,2301
"171","150145",115,0,6,0,0,101,0,0,0,0,0,0,0,0,8
"172","150150",522,0,1,6,0,400,0,0,8,0,0,0,17,0,90
"173","150157",72,0,1,1,0,51,0,0,0,0,0,0,0,0,19
"174","150160",47,0,0,1,0,36,0,0,0,0,0,0,0,0,10
"175","150170",650,0,0,3,0,543,0,0,4,0,0,0,0,0,100
"176","150172",94,0,2,2,0,66,0,0,0,0,0,0,0,0,24
"177","150175",27,0,0,0,0,22,0,0,0,0,0,0,0,0,5
"178","150178",169,0,0,3,0,131,0,0,2,0,0,0,0,0,33
"179","150180",536,0,0,2,1,482,0,0,1,0,0,0,0,0,50
"180","150190",53,0,1,4,0,34,0,0,0,0,0,0,0,0,14
"181","150195",42,0,0,0,0,33,0,0,0,1,0,0,0,0,8
"182","150200",56,0,0,1,0,49,0,0,0,0,0,0,0,0,6
"183","150210",361,0,2,3,0,283,0,0,3,0,0,0,0,0,70
"184","150215",614,0,1,4,0,435,0,0,3,0,0,0,1,0,170
"185","150220",730,0,1,1,1,624,0,0,1,0,0,0,0,0,102
"186","150230",269,0,1,0,0,210,0,0,0,0,0,0,0,0,58
"187","150240",1931,0,1,23,0,1510,0,0,6,0,0,0,0,0,391
"188","150250",18,0,2,0,0,14,0,0,0,0,0,0,0,0,2
"189","150260",33,0,0,0,0,31,0,0,0,0,0,0,0,0,2
"190","150270",391,0,0,4,0,321,0,0,3,0,0,0,0,0,63
"191","150275",136,0,1,1,0,112,0,0,0,0,0,0,0,0,22
"192","150276",43,0,0,1,0,23,0,0,0,0,0,0,0,0,19
"193","150277",121,0,1,5,0,69,0,0,0,0,0,0,0,0,46
"194","150280",77,0,2,2,0,67,0,0,0,0,0,0,0,0,6
"195","150285",66,0,0,0,0,61,0,0,0,0,0,0,0,0,5
"196","150290",127,0,0,1,0,109,0,0,0,0,0,0,0,0,17
"197","150293",304,0,1,6,0,215,0,0,3,0,0,0,0,0,79
"198","150295",147,0,0,8,0,93,0,0,1,0,0,0,0,0,45
"199","150300",30,0,0,0,0,24,0,0,0,0,0,0,0,0,6
"200","150304",79,0,0,1,0,56,0,0,0,0,0,0,0,0,22
"201","150307",68,0,0,0,0,60,0,0,0,0,0,0,0,0,8
"202","150309",95,0,0,2,0,67,0,0,0,0,0,0,0,0,26
"203","150310",68,0,0,2,0,51,0,0,0,0,0,0,0,0,15
"204","150320",165,0,0,0,0,148,0,0,1,0,0,0,0,0,16
"205","150330",209,0,2,2,0,170,0,0,2,0,0,0,0,0,33
"206","150340",28,0,0,0,0,25,0,0,0,0,0,0,0,0,3
"207","150345",117,0,0,0,0,80,0,0,0,0,0,0,0,0,37
"208","150350",60,0,0,0,0,51,0,0,0,0,0,0,0,0,9
"209","150360",980,0,6,17,0,685,0,0,7,0,0,0,0,0,265
"210","150370",177,0,0,4,0,132,0,0,1,0,0,0,0,0,40
"211","150375",72,0,0,2,0,52,0,0,0,1,0,0,0,0,17
"212","150380",169,0,0,2,0,128,0,0,0,0,0,0,0,0,39
"213","150390",296,0,0,0,0,262,0,0,1,0,0,0,0,0,33
"214","150400",41,0,2,0,0,33,0,0,0,0,0,0,0,0,6
"215","150405",149,0,1,3,0,113,0,0,1,0,0,0,0,0,31
"216","150410",14,0,0,0,0,12,0,0,0,0,0,0,0,0,2
"217","150420",2753,2,5,34,0,2010,0,0,14,1,0,0,0,0,687
"218","150430",77,0,0,1,0,67,0,0,0,0,0,0,0,0,9
"219","150440",60,0,1,0,0,52,0,0,0,0,0,0,0,0,7
"220","150442",976,1,2,6,0,842,0,0,4,0,0,0,0,0,121
"221","150445",91,0,1,0,0,67,0,0,1,0,0,0,0,0,22
"222","150450",134,0,0,0,0,129,0,0,0,0,0,0,0,0,5
"223","150460",78,0,2,2,0,60,0,0,0,0,0,0,0,0,14
"224","150470",340,0,0,4,0,271,0,0,4,0,0,0,0,0,61
"225","150475",71,0,1,0,0,63,0,0,1,0,0,0,0,0,6
"226","150480",253,0,0,0,1,222,0,0,1,0,0,0,0,0,29
"227","150490",77,0,1,4,0,62,0,0,0,0,0,0,0,0,10
"228","150495",57,0,0,0,0,48,0,0,0,0,0,0,0,0,9
"229","150497",48,0,0,0,0,30,0,0,0,0,0,0,0,0,18
"230","150500",64,0,0,0,0,57,0,0,0,0,0,0,0,0,7
"231","150503",496,0,1,7,0,374,0,0,0,0,0,0,0,0,114
"232","150506",234,0,0,2,0,188,0,0,1,0,0,0,0,0,43
"233","150510",248,0,0,1,0,230,0,0,0,0,0,0,0,0,17
"234","150520",95,0,1,1,0,87,0,0,0,0,0,0,0,0,6
"235","150530",308,0,3,4,0,262,0,0,2,0,0,0,0,0,37
"236","150540",61,0,0,1,0,49,0,0,0,0,0,0,0,0,11
"237","150543",217,0,0,6,0,169,0,0,0,0,0,0,0,0,42
"238","150548",141,1,0,3,0,87,0,0,1,0,0,0,0,0,49
"239","150549",14,0,0,0,0,12,0,0,0,0,0,0,0,0,2
"240","150550",988,0,2,5,0,770,0,0,4,0,0,0,0,0,207
"241","150553",2951,0,5,39,0,2212,0,0,17,0,0,0,2,0,676
"242","150555",43,0,1,0,0,37,0,0,0,0,0,0,0,0,5
"243","150560",24,0,0,1,0,21,0,0,0,0,0,0,0,0,2
"244","150563",35,0,0,0,0,30,0,0,0,0,0,0,0,0,5
"245","150565",74,0,0,1,0,52,0,0,0,0,0,0,0,0,21
"246","150570",71,0,0,1,0,64,0,0,0,0,0,0,0,0,6
"247","150580",241,0,0,4,0,198,0,0,0,0,0,0,0,0,39
"248","150590",150,1,2,0,0,132,0,0,0,0,0,0,0,0,15
"249","150600",88,0,0,0,0,66,0,0,0,0,0,0,0,0,22
"250","150610",64,0,1,1,0,53,0,0,0,0,0,0,0,0,9
"251","150611",50,0,1,2,0,39,0,0,0,0,0,0,0,0,8
"252","150613",889,0,0,8,0,644,0,0,8,0,0,0,0,0,229
"253","150616",146,0,1,3,0,107,0,0,0,0,0,0,0,0,35
"254","150618",221,0,1,3,0,171,0,0,2,0,0,0,0,0,44
"255","150619",149,0,1,2,0,101,0,0,0,1,0,0,0,0,44
"256","150620",387,0,0,0,0,330,0,0,1,0,0,0,0,0,56
"257","150630",104,0,0,0,0,89,0,0,0,0,0,0,0,0,15
"258","150635",160,0,3,3,0,138,0,0,0,0,0,0,0,0,16
"259","150640",12,0,0,0,0,8,0,0,0,0,0,0,0,0,4
"260","150650",404,0,0,0,0,332,0,0,2,0,0,0,0,0,70
"261","150655",93,0,1,1,0,82,0,0,0,0,0,0,0,0,9
"262","150658",97,0,0,3,0,58,0,0,1,0,0,0,0,0,35
"263","150660",147,0,0,0,0,106,0,0,0,0,0,0,0,0,41
"264","150670",222,0,0,4,0,162,0,0,2,0,0,0,0,0,54
"265","150680",3142,0,3,15,0,2635,0,0,13,0,0,0,0,0,476
"266","150690",27,0,0,2,0,22,0,0,0,0,0,0,0,0,3
"267","150700",121,0,0,0,0,100,0,0,1,0,0,0,0,0,20
"268","150710",66,0,0,0,0,63,0,0,0,0,0,0,0,0,3
"269","150715",110,0,0,1,0,82,0,0,1,0,0,0,0,0,26
"270","150720",53,0,0,0,0,35,0,0,1,0,0,0,0,0,17
"271","150730",617,0,2,4,0,502,0,0,1,0,0,0,0,0,108
"272","150740",42,0,0,0,0,34,0,0,0,0,0,0,0,0,8
"273","150745",134,0,0,4,0,101,0,0,0,0,0,0,0,0,29
"274","150746",8,0,0,0,0,7,0,0,0,0,0,0,0,0,1
"275","150747",93,0,0,1,0,78,0,0,1,0,0,0,0,0,13
"276","150750",38,0,0,0,0,29,0,0,0,0,0,0,0,0,9
"277","150760",245,0,1,1,0,197,0,0,1,0,0,0,0,0,45
"278","150770",60,0,2,0,0,51,0,0,0,0,0,0,0,0,7
"279","150775",33,0,0,2,0,25,0,0,0,0,0,0,0,0,6
"280","150780",61,0,0,0,0,42,0,0,0,0,0,0,0,0,19
"281","150790",134,0,0,0,0,121,0,0,0,0,0,0,0,0,13
"282","150795",435,0,0,8,0,315,0,0,2,0,0,0,0,0,110
"283","150796",22,0,0,0,0,20,0,0,0,0,0,0,0,0,2
"284","150797",83,0,0,0,0,64,0,0,0,0,0,0,0,0,19
"285","150800",307,0,2,3,0,218,0,0,3,0,0,0,0,0,81
"286","150803",54,0,0,0,0,48,0,0,0,0,0,0,0,0,6
"287","150805",99,0,0,0,0,80,0,0,0,0,0,0,0,0,19
"288","150808",283,0,2,5,0,212,0,0,1,0,0,0,0,0,63
"289","150810",762,0,1,3,0,656,0,0,3,0,0,0,0,0,99
"290","150812",130,0,0,1,0,101,0,0,1,0,0,0,0,0,27
"291","150815",178,0,0,1,0,110,0,0,0,0,0,0,0,0,67
"292","150820",255,0,0,0,0,221,0,0,0,0,0,0,0,0,34
"293","150830",164,0,0,5,0,141,0,0,0,0,0,0,0,0,18
"294","150835",62,0,0,1,0,44,0,0,0,0,0,0,0,0,17
"295","150840",396,0,1,13,1,257,0,0,4,0,0,0,0,0,120
"296","160005",25,0,0,0,0,23,0,0,0,0,0,0,0,0,2
"297","160010",25,0,0,0,0,22,0,0,0,0,0,0,0,0,3
"298","160015",47,0,1,1,0,41,0,0,0,0,0,0,0,0,4
"299","160020",55,0,1,0,0,39,0,0,0,0,0,0,0,0,15
"300","160021",8,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"301","160023",19,0,0,0,0,15,0,0,0,0,0,0,0,0,4
"302","160025",10,0,0,0,0,8,0,0,0,0,0,0,0,0,2
"303","160027",188,0,0,2,0,167,0,0,1,0,0,0,0,0,18
"304","160030",4142,4,11,24,0,3343,0,0,15,0,0,0,0,0,745
"305","160040",54,0,0,1,0,40,0,0,0,0,0,0,0,0,13
"306","160050",204,0,2,0,0,154,0,0,1,0,0,0,0,0,47
"307","160053",91,0,0,0,0,81,0,0,0,0,0,0,0,0,10
"308","160055",15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"309","160060",756,0,4,7,0,610,0,0,0,0,0,0,1,0,134
"310","160070",43,0,0,0,0,35,0,0,1,0,0,0,0,0,7
"311","160080",51,0,0,0,0,43,0,0,0,0,0,0,0,0,8
"312","170025",25,0,0,2,0,21,0,0,0,0,0,0,0,0,2
"313","170030",23,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"314","170035",58,0,0,0,0,51,0,0,0,0,0,0,0,0,7
"315","170040",55,0,0,0,0,49,0,0,0,0,0,0,0,0,6
"316","170070",125,0,0,1,0,92,0,0,2,0,0,0,0,0,30
"317","170100",75,0,0,0,0,64,0,0,0,0,0,0,0,0,11
"318","170105",11,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"319","170110",38,0,0,0,0,32,0,0,0,0,0,0,0,0,6
"320","170130",20,0,0,0,0,19,0,0,0,0,0,0,0,0,1
"321","170190",48,0,0,1,0,43,0,0,0,0,0,0,0,0,4
"322","170200",102,0,0,0,0,89,0,0,2,0,0,0,0,0,11
"323","170210",2286,0,1,17,0,1839,0,0,6,0,0,0,2,0,421
"324","170215",30,0,0,0,0,27,0,0,0,0,0,0,0,0,3
"325","170220",233,0,0,1,0,196,0,0,1,0,0,0,0,0,35
"326","170230",58,0,0,0,0,50,0,0,1,0,0,0,0,0,7
"327","170240",63,0,0,0,0,55,0,0,2,0,0,0,0,0,6
"328","170255",185,0,0,1,0,162,0,0,0,0,0,0,0,0,22
"329","170270",19,0,0,0,0,17,0,0,0,0,0,0,0,0,2
"330","170290",53,0,0,0,0,50,0,0,0,0,0,0,0,0,3
"331","170300",40,0,0,1,0,36,0,0,0,0,0,0,0,0,3
"332","170305",21,0,0,0,0,18,0,0,0,0,0,0,0,0,3
"333","170307",23,0,0,0,0,20,0,0,2,0,0,0,0,0,1
"334","170310",48,0,0,1,0,41,0,0,0,0,0,0,0,0,6
"335","170320",31,0,0,0,0,27,0,0,0,0,0,0,0,0,4
"336","170330",27,0,0,0,0,26,0,0,0,0,0,0,0,0,1
"337","170360",10,0,0,0,0,9,0,0,0,0,0,0,0,0,1
"338","170370",25,0,0,0,0,20,0,0,1,0,0,0,0,0,4
"339","170380",35,0,0,0,0,34,0,0,0,0,0,0,0,0,1
"340","170382",14,0,0,0,0,13,0,0,0,0,0,0,0,0,1
"341","170384",33,0,0,0,0,29,0,0,0,0,0,0,0,0,4
"342","170386",44,0,0,1,0,26,0,0,1,0,0,0,0,0,16
"343","170388",14,0,0,0,0,12,0,0,0,0,0,0,0,0,2
"344","170389",10,0,0,2,0,7,0,0,0,0,0,0,0,0,1
"345","170390",63,0,0,1,0,53,0,0,0,0,0,0,0,0,9
"346","170410",9,0,0,0,0,7,0,0,0,0,0,0,0,0,2
"347","170460",11,0,0,0,0,9,0,0,1,0,0,0,0,0,1
"348","170510",24,0,0,0,0,20,0,0,0,0,0,0,0,0,4
"349","170550",472,0,1,4,0,389,0,0,6,0,0,0,0,0,72
"350","170555",33,0,1,0,0,31,0,0,0,0,0,0,0,0,1
"351","170560",26,0,0,0,0,24,0,0,0,0,0,0,0,0,2
"352","170600",31,0,0,0,0,25,0,0,0,0,0,0,0,0,6
"353","170610",70,0,0,0,0,64,0,0,0,0,0,0,0,0,6
"354","170625",15,0,0,0,0,10,0,0,1,0,0,0,0,0,4
"355","170650",57,0,0,1,0,46,0,0,0,0,0,0,0,0,10
"356","170700",285,0,0,3,0,260,0,0,2,0,0,0,0,0,20
"357","170710",78,0,0,2,0,64,0,0,1,0,0,0,0,0,11
"358","170720",43,0,0,0,0,35,0,0,0,0,0,0,0,0,8
"359","170730",38,0,0,0,0,32,0,0,0,0,0,0,0,0,6
"360","170740",54,0,0,0,0,52,0,0,0,0,0,0,0,0,2
"361","170755",29,0,0,0,0,24,0,0,0,0,0,0,0,0,5
"362","170765",40,0,0,0,0,37,0,0,0,0,0,0,0,0,3
"363","170770",39,0,0,0,0,36,0,0,0,0,0,0,0,0,3
"364","170820",200,0,0,4,0,163,0,0,0,0,0,0,0,0,33
"365","170825",40,0,0,0,0,36,0,0,0,0,0,0,0,0,4
"366","170830",28,0,0,0,0,22,0,0,0,0,0,0,0,0,6
"367","170900",37,0,0,0,0,33,0,0,0,0,0,0,0,0,4
"368","170930",341,0,0,0,0,282,0,0,2,0,0,0,0,0,57
"369","170950",1405,0,0,10,0,1096,0,0,3,0,0,0,0,0,296
"370","170980",5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"371","171050",30,0,0,0,0,27,0,0,0,0,0,0,0,0,3
"372","171070",25,0,0,0,0,23,0,0,0,0,0,0,0,0,2
"373","171090",29,0,0,0,0,27,0,0,1,0,0,0,0,0,1
"374","171110",14,0,0,0,0,12,0,0,0,0,0,0,0,0,2
"375","171150",19,0,0,0,0,11,0,0,0,0,0,0,0,0,8
"376","171180",15,0,0,0,0,13,0,0,0,0,0,0,0,0,2
"377","171190",182,0,0,2,0,151,0,0,3,0,0,0,0,0,26
"378","171195",27,0,0,0,0,24,0,0,0,0,0,0,0,0,3
"379","171200",53,0,0,1,0,46,0,0,0,0,0,0,0,0,6
