"","cod_municipio_ibge","qtd_abertas","qtd_abertas_Consórcio de Sociedades","qtd_abertas_Cooperativa","qtd_abertas_EIRELI","qtd_abertas_Empresa Pública","qtd_abertas_Empresário Individual","qtd_abertas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_abertas_Grupo de Sociedades","qtd_abertas_Sociedade Anônima","qtd_abertas_Sociedade de Economia Mista","qtd_abertas_Sociedade em Comandita por Ações","qtd_abertas_Sociedade em Comandita Simples","qtd_abertas_Sociedade em Conta de Participação","qtd_abertas_Sociedade em Nome Coletivo","qtd_abertas_Sociedade Limitada"
"2933","315910",35,0,0,0,0,33,0,0,0,0,0,0,0,0,2
"2934","315920",91,0,0,1,0,81,0,0,0,0,0,0,0,0,9
"2935","315930",47,0,0,0,0,45,0,0,0,0,0,0,0,0,2
"2936","315935",97,0,0,0,0,90,0,0,0,0,0,0,0,0,7
"2937","315940",30,0,0,0,0,22,0,0,5,0,0,0,0,0,3
"2938","315950",44,0,0,0,0,34,0,0,0,0,0,0,0,0,10
"2939","315960",726,0,3,2,1,607,0,0,0,0,0,0,3,0,110
"2940","315970",46,0,0,0,0,43,0,0,0,0,0,0,0,0,3
"2941","315980",274,0,0,0,0,236,0,0,0,0,0,0,0,0,38
"2942","315990",173,0,1,1,0,158,0,0,1,0,0,0,0,0,12
"2943","316000",54,0,0,0,0,53,0,0,0,0,0,0,0,0,1
"2944","316010",53,0,0,0,0,48,0,0,0,0,0,0,0,0,5
"2945","316020",20,0,0,0,0,19,0,0,0,0,0,0,0,0,1
"2946","316030",57,0,0,0,0,57,0,0,0,0,0,0,0,0,0
"2947","316040",460,0,0,1,0,400,0,0,1,0,0,0,0,0,58
"2948","316045",13,0,0,0,0,7,0,0,1,0,0,0,0,0,5
"2949","316050",14,0,0,0,0,13,0,0,0,0,0,0,0,0,1
"2950","316060",10,0,0,0,0,9,0,0,0,0,0,0,0,0,1
"2951","316070",436,0,1,0,1,390,0,0,2,0,0,0,0,0,42
"2952","316080",68,0,0,0,0,62,0,0,0,0,0,0,0,0,6
"2953","316090",43,0,0,0,0,38,0,0,0,0,0,0,0,0,5
"2954","316095",50,0,0,0,0,44,0,0,0,0,0,0,0,0,6
"2955","316100",212,0,0,1,0,186,0,0,2,0,0,0,0,0,23
"2956","316105",37,0,0,0,0,31,0,0,0,0,0,0,0,0,6
"2957","316110",354,0,1,1,1,309,0,0,1,0,0,0,0,0,41
"2958","316120",57,0,0,0,0,48,0,0,0,0,0,0,0,0,9
"2959","316130",36,0,0,0,0,33,0,0,0,0,0,0,0,0,3
"2960","316140",48,0,0,1,0,39,0,0,1,0,0,0,0,0,7
"2961","316150",114,0,0,0,0,99,0,0,0,0,0,0,0,0,15
"2962","316160",19,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"2963","316165",24,0,0,0,0,20,0,0,0,0,0,0,0,0,4
"2964","316170",53,0,0,0,0,41,0,0,1,0,0,0,0,0,11
"2965","316180",162,0,0,2,0,134,0,0,0,0,0,0,1,0,25
"2966","316190",146,0,1,0,0,139,0,0,3,0,0,0,0,0,3
"2967","316200",369,0,2,0,0,318,0,0,1,0,0,0,0,0,48
"2968","316210",666,0,0,3,1,555,0,0,0,0,0,0,0,0,107
"2969","316220",154,0,0,0,0,142,0,0,0,0,0,0,0,0,12
"2970","316225",18,0,0,0,0,15,0,0,0,0,0,0,0,0,3
"2971","316230",30,0,0,0,0,27,0,0,0,0,0,0,0,0,3
"2972","316240",98,0,0,0,0,88,0,0,0,0,0,0,0,0,10
"2973","316245",47,0,0,0,0,45,0,0,0,0,0,0,0,0,2
"2974","316250",1420,0,0,2,0,1276,0,0,2,0,0,0,0,0,140
"2975","316255",84,0,0,1,0,73,0,0,0,0,0,0,0,0,10
"2976","316257",82,0,0,1,0,69,0,0,0,0,0,0,0,0,12
"2977","316260",81,0,0,0,0,76,0,0,0,0,0,0,0,0,5
"2978","316265",15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"2979","316270",164,0,0,3,0,141,0,0,0,0,0,0,1,0,19
"2980","316280",242,0,0,2,0,217,0,0,0,0,0,0,0,0,23
"2981","316290",545,0,0,1,0,503,0,0,0,0,0,0,0,0,41
"2982","316292",510,0,0,3,0,456,0,0,0,0,0,0,1,0,50
"2983","316294",171,0,0,0,0,156,0,0,0,0,0,0,0,0,15
"2984","316295",468,0,0,4,0,411,0,0,0,0,0,0,2,0,51
"2985","316300",26,0,0,0,0,24,0,0,0,0,0,0,0,0,2
"2986","316310",36,0,0,0,0,32,0,0,0,0,0,0,0,0,4
"2987","316320",57,0,0,0,0,55,0,0,0,0,0,0,0,0,2
"2988","316330",22,0,0,0,0,21,0,0,0,0,0,0,0,0,1
"2989","316340",43,0,0,0,0,41,0,0,0,0,0,0,0,0,2
"2990","316350",24,0,0,0,0,20,0,0,0,0,0,0,0,0,4
"2991","316360",13,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"2992","316370",1130,0,0,7,0,992,0,0,1,0,0,0,0,0,130
"2993","316380",49,0,0,0,0,44,0,0,0,0,0,0,0,0,5
"2994","316390",41,0,0,0,0,39,0,0,0,0,0,0,0,0,2
"2995","316400",75,0,0,0,0,70,0,0,0,0,0,0,0,0,5
"2996","316410",33,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"2997","316420",31,0,0,0,0,28,0,0,1,0,0,0,0,0,2
"2998","316430",106,0,0,0,0,94,0,0,3,0,0,0,0,0,9
"2999","316440",53,0,0,0,0,45,0,0,2,0,0,0,0,0,6
"3000","316443",39,0,0,0,0,37,0,0,0,0,0,0,0,0,2
"3001","316447",47,0,0,0,0,45,0,0,0,0,0,0,0,0,2
"3002","316450",26,0,0,0,0,22,0,0,0,0,0,0,0,0,4
"3003","316460",77,0,0,0,0,63,0,0,0,0,0,0,0,0,14
"3004","316470",1091,2,1,2,0,963,0,0,6,0,0,0,1,0,116
"3005","316480",12,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"3006","316490",39,0,0,0,0,38,0,0,0,0,0,0,0,0,1
"3007","316500",204,0,0,0,0,187,0,0,2,0,0,0,0,0,15
"3008","316510",73,0,0,1,0,62,0,0,0,0,0,0,0,0,10
"3009","316520",165,0,0,0,0,153,0,0,0,0,0,0,0,0,12
"3010","316530",92,0,1,0,0,87,0,0,0,0,0,0,0,0,4
"3011","316540",119,0,0,0,0,109,0,0,2,0,0,0,0,0,8
"3012","316550",59,0,0,0,0,58,0,0,0,0,0,0,0,0,1
"3013","316553",631,1,0,5,0,555,0,0,2,0,0,0,1,0,67
"3014","316555",41,0,0,0,0,33,0,0,0,0,0,0,0,0,8
"3015","316556",16,0,0,0,0,13,0,0,0,0,0,0,0,0,3
"3016","316557",59,0,0,0,0,50,0,0,0,0,0,0,0,0,9
"3017","316560",14,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"3018","316570",71,0,0,1,0,58,0,0,0,0,0,0,0,0,12
"3019","316580",13,0,1,0,0,10,0,0,0,0,0,0,0,0,2
"3020","316590",27,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"3021","316600",26,0,0,0,0,23,0,0,0,0,0,0,0,0,3
"3022","316610",31,0,0,0,0,30,0,0,0,0,0,0,0,0,1
"3023","316620",71,0,0,0,0,69,0,0,0,0,0,0,0,0,2
"3024","316630",35,0,0,0,0,30,0,0,0,0,0,0,0,0,5
"3025","316640",28,0,0,0,0,23,0,0,0,0,0,0,0,0,5
"3026","316650",21,0,0,0,0,19,0,0,0,0,0,0,0,0,2
"3027","316660",73,0,0,0,0,70,0,0,0,0,0,0,0,0,3
"3028","316670",85,0,0,2,0,81,0,0,0,0,0,0,0,0,2
"3029","316680",154,0,0,0,0,134,0,0,0,0,0,0,0,0,20
"3030","316690",85,0,0,0,0,83,0,0,0,0,0,0,0,0,2
"3031","316695",15,0,0,0,0,13,0,0,0,0,0,0,0,0,2
"3032","316700",14,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"3033","316710",221,0,0,0,0,206,0,0,0,0,0,0,0,0,15
"3034","316720",4072,2,4,17,0,3497,0,0,13,1,0,0,12,0,526
"3035","316730",20,0,0,0,0,16,0,0,0,0,0,0,0,0,4
"3036","316740",58,0,0,0,0,53,0,0,0,0,0,0,0,0,5
"3037","316750",40,0,0,0,0,34,0,0,1,0,0,0,0,0,5
"3038","316760",142,0,1,0,0,126,0,0,0,0,0,0,0,0,15
"3039","316770",37,0,0,0,0,36,0,0,0,0,0,0,0,0,1
"3040","316780",123,0,0,0,0,111,0,0,0,0,0,0,0,0,12
"3041","316790",30,0,0,0,0,23,0,0,0,0,0,0,0,0,7
"3042","316800",490,0,0,0,0,427,0,0,0,0,0,0,0,0,63
"3043","316805",25,0,0,0,0,22,0,0,0,0,0,0,0,0,3
"3044","316810",55,0,0,0,0,48,0,0,1,0,0,0,0,0,6
"3045","316820",7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"3046","316830",39,0,0,0,0,35,0,0,0,0,0,0,0,0,4
"3047","316840",211,0,0,1,0,195,0,0,1,0,0,0,0,0,14
"3048","316850",134,0,1,0,0,114,0,0,0,0,0,0,0,0,19
"3049","316860",2042,4,2,24,0,1724,0,0,3,0,0,0,1,0,284
"3050","316870",1515,0,1,4,0,1379,0,0,0,0,0,0,1,0,130
"3051","316880",193,0,1,0,0,158,0,0,0,0,0,0,0,0,34
"3052","316890",89,0,0,1,0,81,0,0,0,0,0,0,0,0,7
"3053","316900",275,0,0,0,0,228,0,0,0,0,0,0,0,0,47
"3054","316905",27,0,0,0,0,24,0,0,0,0,0,0,0,0,3
"3055","316910",68,0,0,1,0,60,0,0,0,0,0,0,0,0,7
"3056","316920",129,2,0,0,0,115,0,0,1,0,0,0,0,0,11
"3057","316930",1140,1,0,3,0,1004,0,0,3,0,0,0,0,0,129
"3058","316935",344,1,0,0,0,294,0,0,4,0,0,0,0,0,45
"3059","316940",746,0,2,4,0,628,0,0,2,0,0,0,0,0,110
"3060","316950",55,0,0,0,0,51,0,0,0,0,0,0,0,0,4
"3061","316960",320,4,1,0,0,271,0,0,1,0,0,0,0,0,43
"3062","316970",274,0,0,1,0,252,0,0,0,0,0,0,0,0,21
"3063","316980",57,0,0,0,0,54,0,0,0,0,0,0,0,0,3
"3064","316990",1583,0,0,6,0,1331,0,0,2,1,0,0,0,0,243
"3065","317000",32,0,0,0,0,27,0,0,0,0,0,0,0,0,5
"3066","317005",142,0,0,0,0,122,0,0,1,0,0,0,0,0,19
"3067","317010",5533,2,2,44,0,4404,0,0,34,1,0,0,3,0,1043
"3068","317020",16556,2,12,165,2,13225,0,0,70,2,0,0,28,0,3050
"3069","317030",28,0,0,0,0,25,0,0,1,0,0,0,0,0,2
"3070","317040",1140,0,2,7,0,891,0,0,4,0,0,0,0,0,236
"3071","317043",15,0,0,0,0,11,0,0,0,0,0,0,0,0,4
"3072","317047",21,0,1,0,0,20,0,0,0,0,0,0,0,0,0
"3073","317050",121,0,0,0,0,114,0,0,0,0,0,0,0,0,7
"3074","317052",86,0,1,2,0,78,0,0,0,0,0,0,0,0,5
"3075","317057",59,0,0,1,0,54,0,0,0,0,0,0,0,0,4
"3076","317060",48,0,0,0,0,48,0,0,0,0,0,0,0,0,0
"3077","317065",25,0,0,1,0,22,0,0,0,0,0,0,0,0,2
"3078","317070",2630,0,3,12,0,2126,0,0,22,1,0,0,3,0,463
"3079","317075",65,0,0,0,0,60,0,0,0,0,0,0,0,0,5
"3080","317080",308,0,0,3,0,267,0,0,7,0,0,0,0,0,31
"3081","317090",84,0,0,0,0,78,0,0,0,0,0,0,0,0,6
"3082","317100",172,0,0,1,0,148,0,0,1,0,0,0,0,0,22
"3083","317103",36,0,0,0,0,30,0,0,0,0,0,0,0,0,6
"3084","317107",20,0,0,0,0,16,0,0,0,0,0,0,0,0,4
"3085","317110",19,0,1,0,0,17,0,0,0,0,0,0,0,0,1
"3086","317115",44,0,0,0,0,39,0,0,0,0,0,0,0,0,5
"3087","317120",1995,0,0,6,0,1838,0,0,3,0,0,0,1,0,147
"3088","317130",1385,0,1,2,0,1175,0,0,3,0,0,0,7,0,197
"3089","317140",26,0,0,0,0,23,0,0,0,0,0,0,0,0,3
"3090","317150",27,0,0,0,0,25,0,0,0,0,0,0,0,0,2
"3091","317160",102,0,0,0,0,95,0,0,0,0,0,0,0,0,7
"3092","317170",105,0,0,0,0,99,0,0,0,0,0,0,1,0,5
"3093","317180",137,0,0,0,0,127,0,0,0,0,0,0,0,0,10
"3094","317190",30,0,0,0,0,29,0,0,0,0,0,0,0,0,1
"3095","317200",445,0,0,1,0,381,0,0,0,0,0,0,0,0,63
"3096","317210",64,0,0,0,0,60,0,0,0,0,0,0,0,0,4
"3097","317220",22,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"3098","320010",341,0,0,1,0,312,0,0,0,0,0,0,0,0,28
"3099","320013",71,0,0,0,0,63,0,0,0,0,0,0,0,0,8
"3100","320016",104,0,0,0,0,92,0,0,0,0,0,0,0,0,12
"3101","320020",413,0,0,0,0,369,0,0,1,0,0,0,0,0,43
"3102","320030",237,0,0,2,0,168,0,0,0,0,0,0,0,0,67
"3103","320035",70,0,0,1,0,65,0,0,0,0,0,0,0,0,4
"3104","320040",564,0,0,1,0,503,0,0,0,0,0,0,0,0,60
"3105","320050",97,0,0,1,0,85,0,0,0,0,0,0,0,0,11
"3106","320060",1485,1,0,6,0,1281,0,0,4,0,0,0,0,0,193
"3107","320070",143,0,1,0,0,117,0,0,0,0,0,0,0,0,25
"3108","320080",490,0,0,2,0,419,0,0,0,0,0,0,0,0,69
"3109","320090",583,0,0,3,0,490,0,0,0,0,0,0,0,0,90
"3110","320100",140,0,0,0,0,131,0,0,0,0,0,0,0,0,9
"3111","320110",194,0,0,1,0,160,0,0,0,0,0,0,0,0,33
"3112","320115",106,0,0,1,0,93,0,0,0,0,0,0,0,0,12
"3113","320120",3452,0,1,26,0,2885,0,0,8,1,0,0,0,0,531
"3114","320130",6565,5,3,56,0,5707,1,0,21,0,0,0,0,0,772
"3115","320140",521,0,1,3,0,415,0,0,1,0,0,0,0,0,101
"3116","320150",2450,1,2,12,0,2082,0,0,3,0,0,0,0,0,350
"3117","320160",367,0,0,0,0,340,0,0,0,0,0,0,0,0,27
"3118","320170",188,0,0,4,0,165,0,0,1,0,0,0,0,0,18
"3119","320180",73,0,0,0,0,69,0,0,0,0,0,0,0,0,4
"3120","320190",616,0,1,2,0,532,0,0,2,0,0,0,0,0,79
"3121","320200",113,0,1,1,0,99,0,0,0,0,0,0,0,0,12
"3122","320210",269,0,0,1,0,245,0,0,0,0,0,0,0,0,23
"3123","320220",246,0,1,3,0,213,0,0,1,0,0,0,0,0,28
"3124","320225",83,0,1,1,0,73,0,0,0,0,0,0,0,0,8
"3125","320230",536,0,1,3,0,476,0,0,0,0,0,0,0,0,56
"3126","320240",2846,0,0,9,0,2505,0,0,1,0,0,0,0,0,331
"3127","320245",376,0,0,4,0,311,0,0,1,0,0,0,0,0,60
"3128","320250",182,0,0,1,0,152,0,0,0,0,0,0,0,0,29
"3129","320255",72,0,0,1,0,67,0,0,0,0,0,0,0,0,4
"3130","320260",224,0,1,0,0,194,0,0,0,0,0,0,0,0,29
"3131","320265",155,0,0,2,0,142,0,0,0,0,0,0,0,0,11
"3132","320270",157,0,0,1,0,136,0,0,0,0,0,0,0,0,20
"3133","320280",602,0,0,3,0,545,0,0,0,0,0,0,0,0,54
"3134","320290",87,0,0,0,0,73,0,0,0,0,0,0,0,0,14
"3135","320300",349,0,0,3,0,302,0,0,0,0,0,0,0,0,44
"3136","320305",366,0,2,2,0,315,0,0,0,0,0,0,0,0,47
"3137","320310",176,0,0,0,0,167,0,0,0,0,0,0,0,0,9
"3138","320313",207,0,1,1,0,176,0,0,0,0,0,0,0,0,29
"3139","320316",80,0,0,0,0,65,0,0,0,0,0,0,0,0,15
"3140","320320",2750,1,3,16,0,2269,0,0,12,0,0,0,0,0,449
"3141","320330",133,0,0,0,0,117,0,0,0,0,0,0,0,0,16
"3142","320332",793,0,0,6,1,692,0,0,0,0,0,0,0,0,94
"3143","320334",258,0,0,1,0,223,0,0,0,0,0,0,0,0,34
"3144","320335",188,0,1,1,0,156,0,0,0,0,0,0,0,0,30
"3145","320340",334,0,0,5,0,303,0,0,0,0,0,0,0,0,26
"3146","320350",250,0,1,1,0,217,0,0,0,0,0,0,0,0,31
"3147","320360",62,0,0,0,0,57,0,0,0,0,0,0,0,0,5
"3148","320370",184,0,2,3,0,156,0,0,0,0,0,0,0,0,23
"3149","320380",183,0,1,0,0,160,0,0,0,0,0,0,0,0,22
"3150","320390",565,0,6,3,0,494,0,0,1,0,0,0,0,0,61
"3151","320400",212,0,1,0,0,192,0,0,0,0,0,0,0,0,19
"3152","320405",247,0,0,2,0,215,0,0,1,0,0,0,0,0,29
"3153","320410",309,1,3,4,0,251,0,0,0,0,0,0,0,0,50
"3154","320420",535,0,0,4,0,473,0,0,0,0,0,0,0,0,58
"3155","320425",50,0,0,1,0,35,0,0,0,0,0,0,0,0,14
"3156","320430",171,0,0,3,0,146,0,0,0,0,0,0,0,0,22
"3157","320435",189,0,1,1,0,166,0,0,0,0,0,0,0,0,21
"3158","320440",162,0,0,1,0,140,0,0,1,0,0,0,0,0,20
"3159","320450",112,0,0,0,0,101,0,0,2,0,0,0,0,0,9
"3160","320455",421,0,2,2,0,346,0,0,1,0,0,0,0,0,70
"3161","320460",379,0,1,1,0,332,0,0,0,0,0,0,0,0,45
"3162","320465",104,0,1,1,0,93,0,0,0,0,0,0,0,0,9
"3163","320470",581,0,1,0,0,503,0,0,0,0,0,0,0,0,77
"3164","320480",131,0,0,0,0,127,0,0,0,0,0,0,0,0,4
"3165","320490",1865,0,0,5,0,1609,0,0,6,0,0,0,2,0,243
"3166","320495",129,0,0,1,0,108,0,0,0,0,0,0,0,0,20
"3167","320500",11127,1,4,72,0,9430,0,1,41,1,0,0,3,0,1574
"3168","320501",342,0,2,2,0,309,0,0,0,0,0,0,0,0,29
"3169","320503",257,0,1,1,0,214,0,0,0,0,0,0,0,0,41
"3170","320506",439,0,0,4,1,363,0,0,0,0,0,0,0,0,71
"3171","320510",1331,0,1,8,0,1166,0,0,10,0,0,0,0,0,146
"3172","320515",67,0,0,0,0,57,0,0,0,0,0,0,0,0,10
"3173","320517",116,0,2,0,0,85,0,0,0,0,0,0,0,0,29
"3174","320520",11724,0,1,69,0,9816,0,0,45,0,0,0,7,0,1786
"3175","320530",9136,7,7,108,1,6725,0,0,47,3,0,0,129,1,2108
"3176","330010",2959,0,4,6,0,2720,0,0,3,0,0,0,1,0,225
"3177","330015",196,0,0,0,0,186,0,0,0,0,0,0,0,0,10
"3178","330020",2313,0,0,13,0,2006,0,0,0,0,0,0,1,0,293
"3179","330022",249,0,0,1,0,226,0,0,0,0,0,0,0,0,22
"3180","330023",1121,0,1,15,0,906,0,0,5,0,0,0,1,0,193
"3181","330025",841,0,1,4,0,761,0,0,1,0,0,0,1,0,73
"3182","330030",1377,0,1,3,0,1244,0,0,3,0,0,0,0,0,126
"3183","330040",2982,0,0,25,0,2638,0,0,4,0,0,0,2,0,313
"3184","330045",6501,0,1,19,0,6160,0,0,4,0,0,0,0,0,317
"3185","330050",532,0,1,1,0,501,0,0,1,0,0,0,0,0,28
"3186","330060",568,0,1,4,0,504,0,0,0,0,0,0,0,0,59
"3187","330070",4921,0,1,36,0,4267,0,0,9,1,0,0,1,0,606
"3188","330080",721,0,2,7,0,640,0,0,1,0,0,0,0,0,71
"3189","330090",183,0,0,1,0,173,0,0,1,0,0,0,0,0,8
"3190","330093",173,0,0,1,0,160,0,0,0,0,0,0,0,0,12
"3191","330095",147,0,0,2,0,134,0,0,0,0,0,0,0,0,11
"3192","330100",6537,0,6,30,1,5697,0,0,28,0,0,0,0,0,775
"3193","330110",315,0,1,3,0,278,0,0,1,0,0,0,0,0,32
"3194","330115",159,0,0,0,0,138,0,0,0,0,0,0,0,0,21
"3195","330120",266,0,0,2,0,241,0,0,0,0,0,0,0,0,23
"3196","330130",717,0,0,5,0,638,0,0,0,0,0,0,0,0,74
"3197","330140",256,0,0,1,0,233,0,0,0,0,0,0,0,0,22
"3198","330150",428,0,1,1,1,381,0,0,1,0,0,0,0,0,43
"3199","330160",198,0,0,1,0,180,0,0,1,0,0,0,0,0,16
"3200","330170",15006,0,5,68,1,13387,0,0,34,0,0,0,3,0,1508
"3201","330180",190,0,0,1,0,182,0,0,0,0,0,0,0,0,7
"3202","330185",821,0,2,2,0,736,0,0,0,0,0,0,0,0,81
"3203","330187",431,0,0,2,0,403,0,0,0,0,0,0,0,0,26
"3204","330190",3268,0,0,11,0,2865,0,0,13,0,0,0,0,0,379
"3205","330200",1910,0,0,13,0,1744,0,0,1,0,0,0,0,0,152
"3206","330205",153,0,0,1,0,138,0,0,0,0,0,0,0,0,14
"3207","330210",333,0,0,1,0,300,0,0,0,0,0,0,0,0,32
"3208","330220",1735,0,2,23,0,1479,0,0,4,0,0,0,2,0,225
"3209","330225",606,0,0,6,0,539,0,0,3,0,0,0,0,0,58
"3210","330227",1201,0,0,2,0,1148,0,0,0,0,0,0,0,0,51
"3211","330230",120,0,0,0,0,111,0,0,0,0,0,0,0,0,9
"3212","330240",4300,0,0,29,0,3600,0,0,17,53,0,0,3,0,598
"3213","330245",206,0,0,0,0,192,0,0,1,0,0,0,0,0,13
"3214","330250",3969,0,1,13,0,3638,0,0,7,1,0,0,0,0,309
"3215","330260",736,0,1,4,0,666,0,0,0,0,0,0,0,0,65
"3216","330270",3215,0,2,14,0,2865,0,0,2,1,0,0,1,0,330
"3217","330280",312,0,1,0,0,297,0,0,0,0,0,0,0,0,14
"3218","330285",2902,0,0,10,0,2730,0,0,3,0,0,0,1,0,158
"3219","330290",429,0,0,0,0,391,0,0,2,0,0,0,0,0,36
"3220","330300",447,0,0,0,0,419,0,0,0,0,0,0,0,0,28
"3221","330310",237,0,0,2,0,222,0,0,0,0,0,0,0,0,13
"3222","330320",2601,0,0,19,0,2348,0,0,1,0,0,0,0,0,233
"3223","330330",11353,5,6,82,1,9177,0,0,45,0,0,0,17,0,2020
"3224","330340",3569,0,2,22,0,3095,0,0,13,0,0,0,0,0,437
"3225","330350",13855,0,3,51,0,12659,0,0,20,0,0,0,2,0,1120
"3226","330360",598,0,0,0,0,553,0,0,0,0,0,0,0,0,45
"3227","330370",815,0,1,1,0,752,0,0,1,0,0,0,2,0,58
"3228","330380",1020,0,0,3,0,924,0,0,0,0,0,0,0,0,93
"3229","330385",437,0,1,1,0,409,0,0,1,0,0,0,0,0,25
"3230","330390",6229,0,2,22,0,5399,0,0,16,0,0,0,0,0,790
"3231","330395",376,0,0,0,0,342,0,0,1,0,0,0,0,0,33
"3232","330400",388,0,0,0,0,356,0,0,1,0,0,0,0,0,31
"3233","330410",273,0,0,1,0,254,0,0,0,0,0,0,0,0,18
"3234","330411",348,0,0,2,0,309,0,0,1,0,0,0,0,0,36
"3235","330412",252,0,1,0,0,238,0,0,1,0,0,0,0,0,12
"3236","330414",2157,0,0,8,0,2002,0,0,9,0,0,0,3,0,135
"3237","330415",321,0,0,1,0,295,0,0,0,0,0,0,0,0,25
"3238","330420",2723,0,1,15,0,2411,0,0,10,0,0,0,0,0,286
"3239","330430",832,0,0,5,0,704,0,0,0,0,0,0,0,0,123
"3240","330440",263,0,0,1,0,249,0,0,0,0,0,0,1,0,12
"3241","330450",145,0,0,1,0,138,0,0,0,0,0,0,1,0,5
"3242","330452",3463,0,0,25,0,3056,0,0,6,0,0,0,0,0,376
"3243","330455",135741,55,28,801,4,114232,10,1,718,26,0,0,287,1,19578
"3244","330460",130,0,1,0,0,124,0,0,0,0,0,0,0,0,5
"3245","330470",773,0,1,3,0,680,0,0,2,0,0,0,0,0,87
"3246","330475",383,0,1,2,0,341,0,0,0,0,0,0,0,0,39
"3247","330480",441,0,1,3,0,393,0,0,0,0,0,0,0,0,44
"3248","330490",15024,0,3,80,0,13711,0,0,27,0,0,0,3,0,1200
"3249","330500",630,0,0,7,0,569,0,0,2,0,0,0,0,0,52
"3250","330510",7423,0,0,16,0,6904,0,0,15,0,0,0,0,0,488
"3251","330513",71,0,0,4,0,61,0,0,0,0,0,0,0,0,6
"3252","330515",329,0,0,1,0,300,0,0,0,0,0,0,0,0,28
"3253","330520",1966,0,1,13,0,1775,0,0,2,0,0,0,1,0,174
"3254","330530",71,0,0,0,0,69,0,0,0,0,0,0,0,0,2
"3255","330540",368,0,0,1,0,333,0,0,1,0,0,0,0,0,33
"3256","330550",1639,0,1,13,0,1418,0,0,4,0,0,0,0,0,203
"3257","330555",1128,0,1,0,0,1060,0,0,5,0,0,0,0,0,62
"3258","330560",289,0,0,1,0,268,0,0,0,0,0,0,0,0,20
"3259","330570",183,0,0,1,0,175,0,0,0,0,0,0,0,0,7
"3260","330575",424,0,0,2,0,381,0,0,0,0,0,0,0,0,41
"3261","330580",3273,0,3,18,0,2798,0,0,7,0,0,0,1,0,446
"3262","330590",128,0,0,0,0,121,0,0,0,0,0,0,0,0,7
"3263","330600",1517,0,1,5,0,1324,0,0,2,0,0,0,1,0,184
"3264","330610",1108,0,2,2,0,1025,0,0,2,0,0,0,0,0,77
"3265","330615",154,0,0,0,0,138,0,0,0,0,0,0,0,0,16
"3266","330620",555,0,0,1,0,486,0,0,1,0,0,0,0,0,67
"3267","330630",4628,1,2,17,0,3952,0,0,11,0,0,0,5,0,640
"3268","350010",629,0,2,2,0,536,0,0,2,0,0,0,0,0,87
"3269","350020",69,0,0,0,0,62,0,0,1,0,0,0,0,0,6
"3270","350030",485,0,0,2,1,434,0,0,3,1,0,0,0,0,44
"3271","350040",132,0,0,1,0,118,0,0,0,0,0,0,0,0,13
"3272","350050",402,0,0,1,0,364,0,0,0,0,0,0,0,0,37
"3273","350055",101,0,0,0,0,89,0,0,0,0,0,0,0,0,12
"3274","350060",94,0,0,1,0,81,0,0,0,2,0,0,0,0,10
"3275","350070",824,0,0,0,0,769,0,0,3,0,0,0,0,0,52
"3276","350075",72,0,0,2,0,65,0,0,0,0,0,0,0,0,5
"3277","350080",37,0,0,0,0,33,0,0,0,0,0,0,0,0,4
"3278","350090",33,0,0,0,0,27,0,0,4,0,0,0,0,0,2
"3279","350100",312,0,0,0,0,278,0,0,0,0,0,0,0,0,34
"3280","350110",33,0,0,1,0,29,0,0,0,0,0,0,0,0,3
"3281","350115",228,0,0,0,0,216,0,0,0,0,0,0,0,0,12
"3282","350120",40,0,0,0,0,34,0,0,0,0,0,0,0,0,6
"3283","350130",388,0,1,1,0,347,0,0,0,0,0,0,0,0,39
"3284","350140",36,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"3285","350150",50,0,0,0,0,49,0,0,0,0,0,0,0,0,1
"3286","350160",4928,1,6,34,0,3985,0,0,14,0,0,0,3,0,885
"3287","350170",533,0,0,1,0,496,0,0,1,0,0,0,0,0,35
"3288","350180",40,0,0,1,0,34,0,0,0,0,0,0,0,0,5
"3289","350190",1265,0,2,2,0,1114,0,0,3,0,0,0,0,0,144
"3290","350200",72,0,0,0,0,57,0,0,0,0,0,0,0,0,15
"3291","350210",1036,0,0,10,0,906,0,0,1,0,0,0,0,0,119
"3292","350220",288,0,0,1,0,265,0,0,0,0,0,0,0,0,22
"3293","350230",102,0,0,0,0,96,0,0,1,0,0,0,0,0,5
"3294","350240",75,0,0,0,0,69,0,0,0,0,0,0,0,0,6
"3295","350250",731,0,0,1,0,647,0,0,3,0,0,0,0,0,80
"3296","350260",50,0,0,0,0,47,0,0,0,0,0,0,0,0,3
"3297","350270",378,0,1,0,0,353,0,0,2,0,0,0,0,0,22
"3298","350275",419,0,0,3,0,366,0,0,5,0,0,0,0,0,45
