ibge;municipio;Masculino;Feminino;Total;perc_masc;perc_feminino
230140;ARATUBA;5794;5965;11759;0,492728974;0,507271026
420430;CONCORDIA;37292;38391;75683;0,492739453;0,507260547
311970;CORONEL XAVIER CHAVES;1699;1749;3448;0,49274942;0,50725058
431950;SAO SEBASTIAO DO CAI;12891;13270;26161;0,492756393;0,507243607
293190;TUCANO;25083;25820;50903;0,492760741;0,507239259
320425;PONTO BELO;3950;4066;8016;0,492764471;0,507235529
351820;GUARARAPES;16388;16869;33257;0,49276844;0,50723156
510480;JACIARA;13648;14048;27696;0,492778741;0,507221259
410050;ALTONIA;10986;11307;22293;0,492800431;0,507199569
410040;ALMIRANTE TAMANDARE;59839;61581;121420;0,492826552;0,507173448
270290;GIRAU DO PONCIANO;20477;21072;41549;0,49283978;0,50716022
431280;NOVA ARACA;2410;2480;4890;0,492842536;0,507157464
410660;CRUZEIRO DO OESTE;10331;10631;20962;0,492844194;0,507155806
230195;BARREIRA;11195;11520;22715;0,492846137;0,507153863
315720;SANTA BARBARA;15709;16164;31873;0,492862297;0,507137703
350460;BADY BASSITT;8878;9135;18013;0,492866263;0,507133737
412410;SANTO ANTONIO DA PLATINA;22920;23583;46503;0,492871428;0,507128572
315460;RIBEIRAO DAS NEVES;168275;173140;341415;0,49287524;0,50712476
430020;AJURICABA;3426;3525;6951;0,492878722;0,507121278
314090;MATIPO;9413;9685;19098;0,492878835;0,507121165
240950;PEDRA GRANDE;1559;1604;3163;0,4928865;0,5071135
410320;BOM SUCESSO;3501;3602;7103;0,492890328;0,507109672
420550;FRAIBURGO;18101;18622;36723;0,492906353;0,507093647
230435;FORQUILHA;12165;12515;24680;0,492909238;0,507090762
220987;SAO JOAO DA FRONTEIRA;2999;3085;6084;0,492932281;0,507067719
250073;AMPARO;1116;1148;2264;0,492932862;0,507067138
420460;CRICIUMA;108147;111246;219393;0,492937332;0,507062668
210760;PALMEIRANDIA;9780;10060;19840;0,492943548;0,507056452
250153;BARAUNA;2481;2552;5033;0,492946553;0,507053447
250040;ALAGOA NOVA;10348;10644;20992;0,492949695;0,507050305
500400;GLORIA DE DOURADOS;4897;5037;9934;0,492953493;0,507046507
170550;COLINAS DO TOCANTINS;17880;18391;36271;0,492955805;0,507044195
230110;ARACATI;37165;38227;75392;0,492956812;0,507043188
432030;SELBACH;2521;2593;5114;0,492960501;0,507039499
421880;TURVO;6448;6632;13080;0,492966361;0,507033639
210055;AMAPA DO MARANHAO;3474;3573;7047;0,492975734;0,507024266
261460;TABIRA;14228;14632;28860;0,493000693;0,506999307
261510;TEREZINHA;3563;3664;7227;0,493012315;0,506987685
420845;ITAPOA;10731;11035;21766;0,493016631;0,506983369
430510;CAXIAS DO SUL;258202;265514;523716;0,493019117;0,506980883
500430;IGUATEMI;8023;8250;16273;0,493025257;0,506974743
250150;BANANEIRAS;10462;10758;21220;0,493025448;0,506974552
352260;ITAPIRA;37314;38369;75683;0,493030139;0,506969861
220695;NOVO SANTO ANTONIO;1486;1528;3014;0,493032515;0,506967485
314030;MARLIERIA;1987;2043;4030;0,493052109;0,506947891
231130;QUIXADA;43833;45066;88899;0,493065164;0,506934836
354770;SANTO ANASTACIO;10283;10572;20855;0,493071206;0,506928794
240700;LUIS GOMES;5017;5158;10175;0,493071253;0,506928747
412500;SAO JOAO DO IVAI;4880;5017;9897;0,493078711;0,506921289
350020;ADOLFO;1748;1797;3545;0,493088858;0,506911142
421580;SAO BENTO DO SUL;42562;43755;86317;0,493089426;0,506910574
230185;BANABUIU;9030;9283;18313;0,493092339;0,506907661
261220;SALGUEIRO;30356;31205;61561;0,493104401;0,506895599
314950;PEQUERI;1647;1693;3340;0,493113772;0,506886228
350130;ALVARES MACHADO;12367;12711;25078;0,493141399;0,506858601
261010;PALMEIRINA;3703;3806;7509;0,493141563;0,506858437
353730;PENAPOLIS;31611;32487;64098;0,493166713;0,506833287
230160;ASSARE;11608;11929;23537;0,493180949;0,506819051
354490;SALES OLIVEIRA;5969;6134;12103;0,493183508;0,506816492
290470;BUERAREMA;9010;9259;18269;0,493185177;0,506814823
260580;FREI MIGUELINHO;7710;7923;15633;0,493187488;0,506812512
314990;PERDOES;10642;10935;21577;0,493210363;0,506789637
270900;TANQUE D'ARCA;3016;3099;6115;0,49321341;0,50678659
250230;BOM SUCESSO;2435;2502;4937;0,493214503;0,506785497
280300;ITABAIANINHA;20913;21486;42399;0,493242765;0,506757235
292790;SANTA INES;5220;5363;10583;0,493243882;0,506756118
352470;JAGUARIUNA;29556;30365;59921;0,493249445;0,506750555
315480;RIO ACIMA;5191;5333;10524;0,493253516;0,506746484
411060;IPORA;6729;6913;13642;0,493256121;0,506743879
220110;AVELINO LOPES;5604;5757;11361;0,493266438;0,506733562
241260;SAO PAULO DO POTENGI;8809;9049;17858;0,493280323;0,506719677
411600;MIRASELVA;881;905;1786;0,493281075;0,506718925
510250;CACERES;47029;48310;95339;0,493281868;0,506718132
330130;CASIMIRO DE ABREU;22624;23240;45864;0,493284493;0,506715507
315700;SALINAS;20651;21213;41864;0,493287789;0,506712211
260795;JAQUEIRA;5738;5894;11632;0,49329436;0,50670564
315000;PESCADOR;2102;2159;4261;0,493311429;0,506688571
313310;ITANHANDU;7652;7859;15511;0,493327316;0,506672684
230970;PACATUBA;42254;43393;85647;0,493350614;0,506649386
260050;AGUAS BELAS;21670;22253;43923;0,493363386;0,506636614
293360;XIQUE-XIQUE;22972;23590;46562;0,493363687;0,506636313
230428;EUSEBIO;27153;27882;55035;0,493376942;0,506623058
241140;SANTANA DO MATOS;5826;5982;11808;0,493394309;0,506605691
220200;BURITI DOS LOPES;9785;10047;19832;0,493394514;0,506605486
312290;DONA EUSEBIA;3288;3376;6664;0,493397359;0,506602641
317010;UBERABA;167892;172385;340277;0,493398026;0,506601974
313950;MANHUMIRIM;11296;11598;22894;0,493404385;0,506595615
150380;JACUNDA;29860;30657;60517;0,493415073;0,506584927
521140;ITAUCU;4425;4543;8968;0,493421053;0,506578947
352390;ITU;87411;89739;177150;0,493429297;0,506570703
420570;GAROPABA;11877;12193;24070;0,493435812;0,506564188
261240;SANHARO;13475;13833;27308;0,493445144;0,506554856
432065;SILVEIRA MARTINS;1167;1198;2365;0,493446089;0,506553911
412865;VIRMOND;1999;2052;4051;0,493458405;0,506541595
270810;SANTANA DO MUNDAU;5249;5388;10637;0,493466203;0,506533797
351740;GUAIRA;20372;20911;41283;0,493471889;0,506528111
351050;CARAGUATATUBA;61780;63414;125194;0,493474128;0,506525872
211174;SENADOR ALEXANDRE COSTA;5569;5716;11285;0,49348693;0,50651307
210650;MATINHA;11642;11949;23591;0,493493281;0,506506719
240880;PARAZINHO;2619;2688;5307;0,493499152;0,506500848
411260;JARDIM OLINDA;646;663;1309;0,493506494;0,506493506
420425;COCAL DO SUL;8368;8588;16956;0,493512621;0,506487379
421360;PORTO UNIAO;17611;18074;35685;0,49351268;0,50648732
210870;PIO XII;10499;10775;21274;0,493513209;0,506486791
420590;GASPAR;35497;36428;71925;0,493527981;0,506472019
110030;VILHENA;51583;52934;104517;0,493536937;0,506463063
260390;CARNAIBA;9706;9960;19666;0,493542154;0,506457846
316690;SERRANIA;3784;3883;7667;0,493543759;0,506456241
420820;ITAJAI;111846;114771;226617;0,49354638;0,50645362
270642;PARICONHA;5205;5341;10546;0,493552058;0,506447942
270280;FLEXEIRAS;6329;6494;12823;0,493566248;0,506433752
220950;SANTO INACIO DO PIAUI;1880;1929;3809;0,493567866;0,506432134
260070;ALIANCA;18957;19451;38408;0,493569048;0,506430952
221037;SAO LUIS DO PIAUI;1307;1341;2648;0,49358006;0,50641994
412190;RIBEIRAO DO PINHAL;6352;6517;12869;0,493589245;0,506410755
316300;SAO JOSE DA SAFIRA;2118;2173;4291;0,493591237;0,506408763
412590;SAO PEDRO DO PARANA;1118;1147;2265;0,493598234;0,506401766
411110;ITAMBE;3016;3094;6110;0,493617021;0,506382979
270180;CARNEIROS;4723;4845;9568;0,493624582;0,506375418
220325;CURRALINHOS;2209;2266;4475;0,493631285;0,506368715
230630;ITAPAGE;26384;27064;53448;0,493638677;0,506361323
280445;NOSSA SENHORA APARECIDA;4355;4467;8822;0,493652233;0,506347767
280600;RIBEIROPOLIS;9326;9565;18891;0,493674236;0,506325764
311530;CATAGUASES;37491;38451;75942;0,493679387;0,506320613
261330;SAO JOAQUIM DO MONTE;10584;10855;21439;0,493679743;0,506320257
430820;FLORES DA CUNHA;15478;15874;31352;0,493684613;0,506315387
320020;ALEGRE;14746;15123;29869;0,493689109;0,506310891
291250;IBIPITANGA;7400;7589;14989;0,493695377;0,506304623
420760;IPIRA;2156;2211;4367;0,493702771;0,506297229
241480;VERA CRUZ;6314;6475;12789;0,493705528;0,506294472
270040;ATALAIA;23471;24069;47540;0,49371056;0,50628944
270060;BARRA DE SAO MIGUEL;4164;4270;8434;0,493715912;0,506284088
230490;GROAIRAS;5539;5680;11219;0,493716017;0,506283983
410657;CRUZEIRO DO IGUACU;2088;2141;4229;0,493733743;0,506266257
421860;TROMBUDO CENTRAL;3706;3800;7506;0,493738343;0,506261657
412600;SAO SEBASTIAO DA AMOREIRA;4377;4488;8865;0,493739425;0,506260575
220580;LUZILANDIA;12601;12920;25521;0,493750245;0,506249755
291560;ITAMARAJU;31809;32614;64423;0,493752231;0,506247769
231010;PALMACIA;6692;6861;13553;0,493765218;0,506234782
432145;TEUTONIA;16924;17351;34275;0,49377097;0,50622903
251670;TEIXEIRA;7571;7762;15333;0,493771604;0,506228396
230010;ABAIARA;5908;6057;11965;0,493773506;0,506226494
110045;BURITIS;20266;20777;41043;0,493774822;0,506225178
353250;NEVES PAULISTA;4403;4514;8917;0,493775934;0,506224066
430085;ARAMBARE;1750;1794;3544;0,493792325;0,506207675
521205;JESUPOLIS;1233;1264;2497;0,493792551;0,506207449
220860;PRATA DO PIAUI;1555;1594;3149;0,493807558;0,506192442
500625;NOVO HORIZONTE DO SUL;1756;1800;3556;0,493813273;0,506186727
320230;GUACUI;15492;15880;31372;0,493816142;0,506183858
410310;BOCAIUVA DO SUL;6572;6736;13308;0,493838293;0,506161707
420730;IMBITUBA;22574;23137;45711;0,493841745;0,506158255
510500;JAURU;4137;4240;8377;0,493852214;0,506147786
280220;FEIRA NOVA;2774;2843;5617;0,493857931;0,506142069
432260;VENANCIO AIRES;35742;36631;72373;0,493858207;0,506141793
420380;CANOINHAS;26944;27614;54558;0,493859746;0,506140254
291072;EUNAPOLIS;56973;58387;115360;0,493871359;0,506128641
353205;MOTUCA;2386;2445;4831;0,493893604;0,506106396
293340;WAGNER;4614;4728;9342;0,493898523;0,506101477
520235;ARENOPOLIS;1216;1246;2462;0,493907392;0,506092608
351519;ESPIRITO SANTO DO TURVO;2433;2493;4926;0,493909866;0,506090134
251630;SUME;8444;8652;17096;0,493916706;0,506083294
313680;JURAMENTO;2153;2206;4359;0,493920624;0,506079376
230560;INDEPENDENCIA;12939;13257;26196;0,493930371;0,506069629
313190;ITABIRITO;26177;26819;52996;0,493942939;0,506057061
314000;MARIANA;30541;31289;61830;0,493951156;0,506048844
317050;URUCANIA;5104;5229;10333;0,493951418;0,506048582
210467;GOVERNADOR NUNES FREIRE;12597;12905;25502;0,493961258;0,506038742
500520;LADARIO;11875;12165;24040;0,493968386;0,506031614
351390;DIVINOLANDIA;5447;5580;11027;0,493969348;0,506030652
432190;TRES PASSOS;11756;12043;23799;0,493970335;0,506029665
316470;SAO SEBASTIAO DO PARAISO;35525;36390;71915;0,493985956;0,506014044
421010;MAFRA;28071;28754;56825;0,493990321;0,506009679
430990;IBIRAIARAS;3590;3677;7267;0,494014036;0,505985964
310770;BOM JESUS DO AMPARO;3054;3128;6182;0,494014882;0,505985118
500840;VICENTINA;3021;3094;6115;0,494031071;0,505968929
420455;CORREIA PINTO;6084;6231;12315;0,494031669;0,505968331
230600;IRACEMA;7090;7261;14351;0,494042227;0,505957773
220230;CANTO DO BURITI;10536;10790;21326;0,494044828;0,505955172
221093;SUSSUAPARA;3360;3441;6801;0,494044993;0,505955007
261610;VERDEJANTE;4729;4843;9572;0,494045132;0,505954868
210845;PERITORO;11625;11905;23530;0,494050149;0,505949851
210177;BELA VISTA DO MARANHAO;5606;5741;11347;0,494051291;0,505948709
500660;PONTA PORA;47093;48227;95320;0,494051616;0,505948384
320490;SAO MATEUS;66514;68115;134629;0,49405403;0,50594597
430900;GIRUA;7771;7958;15729;0,494055566;0,505944434
421480;RIO DO SUL;36032;36899;72931;0,494056026;0,505943974
291380;IPECAETA;7030;7199;14229;0,494061424;0,505938576
231320;TAMBORIL;12944;13255;26199;0,494064659;0,505935341
240490;ITAU;2923;2993;5916;0,49408384;0,50591616
292850;SANTA TERESINHA;5198;5322;10520;0,494106464;0,505893536
211270;VARGEM GRANDE;28566;29247;57813;0,494110321;0,505889679
210960;ROSARIO;21367;21876;43243;0,494114654;0,505885346
312720;FUNILANDIA;2191;2243;4434;0,49413622;0,50586378
411220;JANIOPOLIS;2445;2503;4948;0,494139046;0,505860954
220620;MIGUEL ALVES;16752;17149;33901;0,494144715;0,505855285
240420;GOIANINHA;13344;13660;27004;0,494149015;0,505850985
251090;PAULISTA;6133;6278;12411;0,494158408;0,505841592
260830;JUPI;7416;7591;15007;0,494169388;0,505830612
411960;PITANGA;14670;15016;29686;0,494172337;0,505827663
261485;TAMANDARE;11787;12065;23852;0,494172396;0,505827604
315400;RAUL SOARES;11694;11969;23663;0,494189241;0,505810759
291300;IBITIARA;8136;8327;16463;0,494199113;0,505800887
431590;RODEIO BONITO;2900;2968;5868;0,494205862;0,505794138
250850;LIVRAMENTO;3595;3679;7274;0,49422601;0,50577399
420860;JABORA;1927;1972;3899;0,49422929;0,50577071
420520;ERVAL VELHO;2186;2237;4423;0,494234682;0,505765318
410730;DOUTOR CAMARGO;2959;3028;5987;0,494237515;0,505762485
355540;UBATUBA;45875;46944;92819;0,494241481;0,505758519
315840;SANTANA DE CATAGUASES;1932;1977;3909;0,494244052;0,505755948
355320;TAIUVA;2749;2813;5562;0,494246674;0,505753326
350790;BROTAS;12288;12574;24862;0,49424825;0,50575175
230790;MARTINOPOLE;5638;5769;11407;0,494257912;0,505742088
220605;MASSAPE DO PIAUI;3191;3265;6456;0,494268897;0,505731103
355300;TAGUAI;7125;7290;14415;0,494276795;0,505723205
221030;SAO JULIAO;3153;3226;6379;0,4942781;0,5057219
431417;PEDRAS ALTAS;953;975;1928;0,494294606;0,505705394
314100;MATO VERDE;6113;6254;12367;0,494299345;0,505700655
230620;ITAICABA;3907;3997;7904;0,49430668;0,50569332
230523;HORIZONTE;34448;35240;69688;0,49431753;0,50568247
431936;SAO PEDRO DAS MISSOES;1001;1024;2025;0,494320988;0,505679012
431890;SAO LUIZ GONZAGA;16374;16750;33124;0,494324357;0,505675643
210470;GRACA ARANHA;3095;3166;6261;0,494329979;0,505670021
354740;SANTA RITA D'OESTE;1224;1252;2476;0,494345719;0,505654281
421350;PORTO BELO;11106;11360;22466;0,494347013;0,505652987
230130;ARARIPE;10731;10976;21707;0,494356659;0,505643341
510710;SAO JOSE DOS QUATRO MARCOS;9288;9500;18788;0,494358101;0,505641899
314760;PASSA QUATRO;8127;8312;16439;0,494373137;0,505626863
260080;ALTINHO;11369;11627;22996;0,494390329;0,505609671
500769;SAO GABRIEL DO OESTE;13675;13985;27660;0,49439624;0,50560376
280690;SAO FRANCISCO;1897;1940;3837;0,494396664;0,505603336
241060;RAFAEL GODEIRO;1589;1625;3214;0,494399502;0,505600498
351560;FERNANDO PRESTES;2870;2935;5805;0,494401378;0,505598622
421170;ORLEANS;11451;11710;23161;0,494408704;0,505591296
412650;SERTANOPOLIS;8136;8320;16456;0,494409334;0,505590666
412130;RANCHO ALEGRE;1859;1901;3760;0,494414894;0,505585106
420300;CACADOR;39563;40454;80017;0,494432433;0,505567567
230870;MORADA NOVA;30453;31137;61590;0,494447151;0,505552849
231325;TARRAFAS;4230;4325;8555;0,494447691;0,505552309
431675;SANTA CLARA DO SUL;3340;3415;6755;0,494448557;0,505551443
230740;JUCAS;12336;12613;24949;0,494448675;0,505551325
313780;LAMBARI;10381;10614;20995;0,49445106;0,50554894
412740;TERRA ROXA;8684;8878;17562;0,494476711;0,505523289
312040;CRISTIANO OTONI;2552;2609;5161;0,494477814;0,505522186
250620;FREI MARTINHO;1478;1511;2989;0,494479759;0,505520241
210490;GUIMARAES;5917;6049;11966;0,494484372;0,505515628
316880;TIRADENTES;4035;4125;8160;0,494485294;0,505514706
320480;SAO JOSE DO CALCADO;5210;5326;10536;0,494495065;0,505504935
210660;MATOES;16862;17237;34099;0,494501305;0,505498695
312825;GUARACIAMA;2475;2530;5005;0,494505495;0,505494505
293150;TEOFILANDIA;11171;11419;22590;0,494510846;0,505489154
240930;PATU;6360;6501;12861;0,494518311;0,505481689
291320;IBOTIRAMA;13390;13686;27076;0,494533905;0,505466095
432254;VALE REAL;2990;3056;6046;0,494541846;0,505458154
220850;PORTO;6254;6392;12646;0,494543729;0,505456271
500070;ANASTACIO;12530;12806;25336;0,494553205;0,505446795
412390;SANTA MARIANA;5699;5824;11523;0,494576065;0,505423935
220610;MATIAS OLIMPIO;5430;5549;10979;0,494580563;0,505419437
430512;CERRITO;2970;3035;6005;0,494587843;0,505412157
315030;PIEDADE DO RIO GRANDE;2194;2242;4436;0,49458972;0,50541028
291060;ESPLANADA;18746;19156;37902;0,494591314;0,505408686
431420;PEDRO OSORIO;3800;3883;7683;0,494598464;0,505401536
431240;MONTENEGRO;32722;33435;66157;0,494611303;0,505388697
221070;SIMOES;7253;7411;14664;0,494612657;0,505387343
411880;PEABIRU;6933;7084;14017;0,494613683;0,505386317
211140;SAO LUIS GONZAGA DO MARANHAO;9200;9400;18600;0,494623656;0,505376344
350350;AREIAS;1932;1974;3906;0,494623656;0,505376344
240870;PARAU;1846;1886;3732;0,494640943;0,505359057
270750;PORTO REAL DO COLEGIO;9971;10187;20158;0,494642326;0,505357674
354580;SANTA BARBARA D'OESTE;96595;98683;195278;0,494653776;0,505346224
261150;QUIPAPA;13014;13295;26309;0,494659622;0,505340378
314060;MATERLANDIA;2184;2231;4415;0,494677237;0,505322763
314870;PEDRA AZUL;12037;12296;24333;0,494678009;0,505321991
240100;APODI;17761;18143;35904;0,494680258;0,505319742
240710;MACAIBA;40974;41854;82828;0,494687787;0,505312213
351470;ECHAPORA;2981;3045;6026;0,494689678;0,505310322
230465;GRACA;7131;7284;14415;0,494693028;0,505306972
522150;TURVANIA;2239;2287;4526;0,494697304;0,505302696
522130;TRES RANCHOS;1400;1430;2830;0,494699647;0,505300353
420170;ASCURRA;3968;4053;8021;0,494701409;0,505298591
250250;BOQUEIRAO;8872;9062;17934;0,494702799;0,505297201
231260;SAO LUIS DO CURU;6474;6612;13086;0,494727189;0,505272811
313240;ITAJUBA;48376;49406;97782;0,494733182;0,505266818
250870;MAE D'AGUA;1973;2015;3988;0,494734203;0,505265797
432370;VISTA GAUCHA;1414;1444;2858;0,494751575;0,505248425
280410;MOITA BONITA;5621;5740;11361;0,494762785;0,505237215
292273;NOVA FATIMA;3874;3956;7830;0,494763729;0,505236271
354350;RIVERSUL;2654;2710;5364;0,494780015;0,505219985
270120;CACIMBINHAS;5403;5517;10920;0,49478022;0,50521978
330480;SAO FIDELIS;19173;19576;38749;0,494799866;0,505200134
220690;NOVO ORIENTE DO PIAUI;3240;3308;6548;0,494807575;0,505192425
250080;ARACAGI;8341;8516;16857;0,494809278;0,505190722
521385;MORRO AGUDO DE GOIAS;1097;1120;2217;0,49481281;0,50518719
353920;PIRAPOZINHO;13842;14132;27974;0,494816615;0,505183385
312360;ELOI MENDES;14130;14426;28556;0,494817201;0,505182799
261618;VERTENTE DO LERIO;3724;3802;7526;0,494817964;0,505182036
230980;PACOTI;6093;6220;12313;0,494842849;0,505157151
311230;CAPELINHA;18963;19358;38321;0,494846168;0,505153832
250340;CACIMBA DE AREIA;1835;1873;3708;0,494875944;0,505124056
250990;NATUBA;5171;5278;10449;0,494879893;0,505120107
310800;BOM SUCESSO;8716;8896;17612;0,494889848;0,505110152
316295;SAO JOSE DA LAPA;12120;12370;24490;0,494895876;0,505104124
292010;MAIRI;9173;9362;18535;0,494901538;0,505098462
251610;SOLEDADE;7528;7683;15211;0,494905003;0,505094997
240850;OURO BRANCO;2382;2431;4813;0,49490962;0,50509038
220985;SAO JOAO DA CANABRAVA;2286;2333;4619;0,494912319;0,505087681
210450;GOVERNADOR ARCHER;5410;5521;10931;0,494922697;0,505077303
251740;ZABELE;1123;1146;2269;0,494931688;0,505068312
330452;RIO DAS OSTRAS;78958;80571;159529;0,494944493;0,505055507
240560;JARDIM DE PIRANHAS;7446;7598;15044;0,494948152;0,505051848
120020;CRUZEIRO DO SUL;44427;45333;89760;0,494953209;0,505046791
314995;PERIQUITO;3335;3403;6738;0,494953992;0,505046008
260770;ITAPETIM;6678;6814;13492;0,494959976;0,505040024
420785;IRATI;934;953;1887;0,494965554;0,505034446
240660;LAGOA SALGADA;4132;4216;8348;0,494968855;0,505031145
221110;UNIAO;22100;22549;44649;0,494971892;0,505028108
150700;SANTO ANTONIO DO TAUA;16011;16335;32346;0,494991653;0,505008347
315120;PIRAPORA;28138;28707;56845;0,494995162;0,505004838
240330;ENCANTO;2820;2877;5697;0,494997367;0,505002633
320250;IBIRACU;6287;6414;12701;0,495000394;0,504999606
411722;NOVA SANTA ROSA;4114;4197;8311;0,495006618;0,504993382
432080;SOLEDADE;15379;15688;31067;0,495026877;0,504973123
241320;SENADOR GEORGINO AVELINO;2241;2286;4527;0,495029821;0,504970179
420700;ICARA;28739;29316;58055;0,495030574;0,504969426
261170;RIACHO DAS ALMAS;10269;10475;20744;0,495034709;0,504965291
421335;PONTE ALTA DO NORTE;1696;1730;3426;0,495037945;0,504962055
314790;PASSOS;57410;58560;115970;0,495041821;0,504958179
431339;NOVO CABRAIS;2102;2144;4246;0,495054169;0,504945831
353650;PAULINIA;56688;57820;114508;0,495057114;0,504942886
352640;LARANJAL PAULISTA;14380;14667;29047;0,495059731;0,504940269
290120;ANAGE;10510;10719;21229;0,495077488;0,504922512
231270;SENADOR POMPEU;12584;12834;25418;0,495082225;0,504917775
280340;JAPOATA;6645;6777;13422;0,4950827;0,5049173
430105;ARROIO DO SAL;5190;5293;10483;0,495087284;0,504912716
220030;ALTO LONGA;7115;7256;14371;0,495094287;0,504905713
220170;BERTOLINIA;2729;2783;5512;0,495101597;0,504898403
353070;MOGI GUACU;76321;77825;154146;0,495121508;0,504878492
150150;BENEVIDES;32074;32706;64780;0,495121951;0,504878049
240730;MARCELINO VIEIRA;4122;4203;8325;0,495135135;0,504864865
311060;CAMBUI;14888;15180;30068;0,495144339;0,504855661
510779;SANTO ANTONIO DO LESTE;2703;2756;5459;0,495145631;0,504854369
241050;RAFAEL FERNANDES;2554;2604;5158;0,49515316;0,50484684
355670;VINHEDO;40364;41152;81516;0,495166593;0,504833407
211245;TURILANDIA;12930;13182;26112;0,495174632;0,504825368
411890;PEROLA;5648;5758;11406;0,495177977;0,504822023
310810;BONFIM;3393;3459;6852;0,495183888;0,504816112
292580;QUEIMADAS;12592;12836;25428;0,495202139;0,504797861
260020;AFRANIO;9895;10086;19981;0,495220459;0,504779541
521973;SANTO ANTONIO DE GOIAS;3265;3328;6593;0,495222205;0,504777795
251200;POCINHOS;9334;9514;18848;0,495224958;0,504775042
350880;CAFELANDIA;8873;9044;17917;0,495227996;0,504772004
431455;PIRAPO;1092;1113;2205;0,495238095;0,504761905
231395;VARJOTA;9172;9348;18520;0,49524838;0,50475162
330411;PORTO REAL;10031;10223;20254;0,495260196;0,504739804
251100;PEDRA BRANCA;1883;1919;3802;0,49526565;0,50473435
431550;RESTINGA SECA;7777;7925;15702;0,495287225;0,504712775
352240;ITAPEVA;47172;48069;95241;0,495290894;0,504709106
240040;AGUA NOVA;1631;1662;3293;0,495293046;0,504706954
270300;IBATEGUARA;7745;7892;15637;0,49529961;0,50470039
313520;JANUARIA;33660;34298;67958;0,495305924;0,504694076
411270;JATAIZINHO;6284;6403;12687;0,49531016;0,50468984
221010;SAO JOSE DO PEIXE;1851;1886;3737;0,495317099;0,504682901
354540;SALTO GRANDE;4654;4742;9396;0,495317156;0,504682844
500740;RIO VERDE DE MATO GROSSO;9919;10106;20025;0,495330836;0,504669164
313450;ITUTINGA;1857;1892;3749;0,495332089;0,504667911
316650;SERRA AZUL DE MINAS;2126;2166;4292;0,495340168;0,504659832
411560;MATELANDIA;9048;9218;18266;0,495346545;0,504653455
290430;BREJOES;7012;7143;14155;0,49537266;0,50462734
420910;JOINVILLE;299559;305149;604708;0,495377934;0,504622066
230763;MADALENA;9923;10108;20031;0,495382158;0,504617842
352540;JERIQUARA;1557;1586;3143;0,495386573;0,504613427
220120;BARRAS;23431;23867;47298;0,495390926;0,504609074
231195;SALITRE;8280;8434;16714;0,495393084;0,504606916
410405;CAMPO BONITO;1830;1864;3694;0,495397943;0,504602057
251220;PRATA;2113;2152;4265;0,495427902;0,504572098
431247;MORRO REUTER;3255;3315;6570;0,49543379;0,50456621
310630;BELO ORIENTE;13514;13763;27277;0,495435715;0,504564285
280620;SALGADO;9934;10117;20051;0,495436637;0,504563363
250290;BREJO DOS SANTOS;3210;3269;6479;0,495446828;0,504553172
291120;GANDU;16240;16538;32778;0,495454268;0,504545732
352930;MATAO;41653;42416;84069;0,495462061;0,504537939
314140;MEDINA;10257;10444;20701;0,49548331;0,50451669
352340;ITATIBA;61566;62688;124254;0,495485055;0,504514945
411350;LOANDA;11591;11802;23393;0,495490104;0,504509896
210590;LAGO VERDE;8111;8258;16369;0,495509805;0,504490195
412627;SAUDADE DO IGUACU;2764;2814;5578;0,495518107;0,504481893
251000;NAZAREZINHO;3603;3668;7271;0,495530188;0,504469812
221050;SAO PEDRO DO PIAUI;7114;7242;14356;0,495541934;0,504458066
420740;IMBUIA;3114;3170;6284;0,495544239;0,504455761
500500;JARDIM;13070;13305;26375;0,495545024;0,504454976
431150;LAVRAS DO SUL;3672;3738;7410;0,495546559;0,504453441
270644;PARIPUEIRA;6682;6802;13484;0,495550282;0,504449718
330550;SAQUAREMA;45560;46378;91938;0,49555135;0,50444865
355645;VARGEM GRANDE PAULISTA;26916;27399;54315;0,495553714;0,504446286
431760;SANTO ANTONIO DA PATRULHA;21506;21891;43397;0,49556421;0,50443579
280330;JAPARATUBA;9449;9618;19067;0,495568259;0,504431741
311370;CARLOS CHAGAS;9176;9340;18516;0,495571398;0,504428602
521760;PLANALTINA;45269;46076;91345;0,495582681;0,504417319
315990;SANTO ANTONIO DO AMPARO;9266;9431;18697;0,495587527;0,504412473
250350;CACIMBA DE DENTRO;8509;8660;17169;0,495602539;0,504397461
316620;SENHORA DOS REMEDIOS;5191;5283;10474;0,495608173;0,504391827
150790;SOURE;12763;12989;25752;0,495611991;0,504388009
313210;ITACARAMBI;9008;9167;18175;0,49562586;0,50437414
311960;CORONEL PACHECO;1534;1561;3095;0,495638126;0,504361874
292550;PRADO;13984;14230;28214;0,495640462;0,504359538
150320;IGARAPE-ACU;19446;19788;39234;0,495641535;0,504358465
240910;PASSA E FICA;6774;6893;13667;0,495646448;0,504353552
313430;ITUMIRIM;2963;3015;5978;0,495650719;0,504349281
316800;TAIOBEIRAS;17176;17477;34653;0,495656942;0,504343058
292650;RIBEIRA DO AMPARO;7252;7379;14631;0,4956599;0,5043401
211010;SANTA QUITERIA DO MARANHAO;12830;13054;25884;0,495673003;0,504326997
431041;INHACORA;1094;1113;2207;0,495695514;0,504304486
241170;SAO BENTO DO TRAIRI;2251;2290;4541;0,495705792;0,504294208
171820;PORTO NACIONAL;26579;27039;53618;0,495710396;0,504289604
521486;NOVA GLORIA;3997;4066;8063;0,495721196;0,504278804
