ibge;municipio;Masculino;Feminino;Total;perc_masc;perc_feminino
522026;SAO MIGUEL DO PASSA QUATRO;2060;2045;4105;0,50182704;0,49817296
420075;ALTO BELA VISTA;961;954;1915;0,501827676;0,498172324
500830;TRES LAGOAS;62800;62337;125137;0,501849972;0,498150028
411620;MORRETES;8273;8212;16485;0,501850167;0,498149833
353200;MORUNGABA;6994;6942;13936;0,501865672;0,498134328
410445;CANTAGALO;6695;6645;13340;0,501874063;0,498125937
211227;TUFILANDIA;2945;2923;5868;0,501874574;0,498125426
432255;VANINI;1069;1061;2130;0,501877934;0,498122066
431220;MAXIMILIANO DE ALMEIDA;2135;2119;4254;0,501880583;0,498119417
421875;TUNAPOLIS;2262;2245;4507;0,501885955;0,498114045
431513;POUSO NOVO;796;790;1586;0,501891551;0,498108449
316600;SENHORA DE OLIVEIRA;2904;2882;5786;0,501901141;0,498098859
352670;LEME;52837;52436;105273;0,501904572;0,498095428
315895;SANTANA DO PARAISO;18093;17955;36048;0,501914115;0,498085885
320370;MUNIZ FREIRE;8621;8555;17176;0,501921286;0,498078714
290230;ARATUIPE;4441;4407;8848;0,501921338;0,498078662
241090;RIACHUELO;4171;4139;8310;0,501925391;0,498074609
330140;CONCEICAO DE MACABU;11826;11735;23561;0,501931157;0,498068843
431230;MIRAGUAI;2459;2440;4899;0,501939171;0,498060829
330160;DUAS BARRAS;5804;5759;11563;0,501945862;0,498054138
210720;NINA RODRIGUES;7442;7384;14826;0,501956023;0,498043977
292205;MULUNGU DO MORRO;5255;5214;10469;0,501958162;0,498041838
313030;IGUATAMA;3966;3935;7901;0,501961777;0,498038223
320040;ANCHIETA;15202;15083;30285;0,501964669;0,498035331
520495;CAMPOS VERDES;766;760;1526;0,501965924;0,498034076
420020;AGROLANDIA;5602;5558;11160;0,501971326;0,498028674
520400;CABECEIRAS;4065;4033;8098;0,501975796;0,498024204
315630;RODEIRO;4183;4150;8333;0,501980079;0,498019921
310300;ANTONIO DIAS;4635;4598;9233;0,502003682;0,497996318
421600;SAO CARLOS;5751;5705;11456;0,502007682;0,497992318
171855;RIACHINHO;2371;2352;4723;0,502011433;0,497988567
350560;BARRINHA;16836;16701;33537;0,502012702;0,497987298
312235;DIVISA ALEGRE;3487;3459;6946;0,502015549;0,497984451
280700;SAO MIGUEL DO ALEIXO;1990;1974;3964;0,502018163;0,497981837
314015;MARIO CAMPOS;7939;7875;15814;0,502023523;0,497976477
315740;SANTA CRUZ DO ESCALVADO;2356;2337;4693;0,502024291;0,497975709
290540;CAIRU;9371;9295;18666;0,502035787;0,497964213
210110;AXIXA;6142;6092;12234;0,502043485;0,497956515
231025;PARAIPABA;16684;16548;33232;0,502046221;0,497953779
355120;SARUTAIA;1819;1804;3623;0,502070108;0,497929892
260040;AGUA PRETA;18771;18615;37386;0,502086342;0,497913658
350995;CANAS;2645;2623;5268;0,502088079;0,497911921
251710;VARZEA;1441;1429;2870;0,502090592;0,497909408
260820;JOAQUIM NABUCO;8033;7966;15999;0,502093881;0,497906119
211003;SANTA LUZIA DO PARUA;12797;12690;25487;0,502099109;0,497900891
431267;NICOLAU VERGUEIRO;837;830;1667;0,50209958;0,49790042
350690;BOFETE;6079;6028;12107;0,50210622;0,49789378
420640;GUARACIABA;5003;4961;9964;0,502107587;0,497892413
350310;ARANDU;3200;3173;6373;0,502118312;0,497881688
221040;SAO MIGUEL DO TAPUIO;8846;8771;17617;0,502128626;0,497871374
521930;SANTA HELENA DE GOIAS;19564;19398;38962;0,502130281;0,497869719
521056;ITAGUARI;2352;2332;4684;0,502134927;0,497865073
431531;QUATRO IRMAOS;934;926;1860;0,502150538;0,497849462
430064;AMETISTA DO SUL;3714;3682;7396;0,502163332;0,497836668
311930;COROMANDEL;14040;13918;27958;0,502181844;0,497818156
220280;CONCEICAO DO CANINDE;2416;2395;4811;0,502182498;0,497817502
350680;BOCAINA;6313;6258;12571;0,502187575;0,497812425
241070;RIACHO DA CRUZ;1832;1816;3648;0,502192982;0,497807018
220310;CRISTINO CASTRO;5255;5209;10464;0,502198012;0,497801988
150840;XINGUARA;22808;22608;45416;0,502201867;0,497798133
520170;ARAGARCAS;10250;10160;20410;0,502204802;0,497795198
130406;TABATINGA;34404;34098;68502;0,502233511;0,497766489
412370;SANTA ISABEL DO IVAI;4261;4223;8484;0,50223951;0,49776049
521190;JATAI;51842;51379;103221;0,502242761;0,497757239
421800;TIJUCAS;20034;19855;39889;0,502243726;0,497756274
220465;ILHA GRANDE;4765;4722;9487;0,502266259;0,497733741
411810;PARANACITY;5869;5816;11685;0,502267865;0,497732135
521380;MORRINHOS;23584;23371;46955;0,502268129;0,497731871
316890;TIROS;3199;3170;6369;0,502276653;0,497723347
310010;ABADIA DOS DOURADOS;3527;3495;7022;0,502278553;0,497721447
150630;SALVATERRA;12252;12140;24392;0,502295835;0,497704165
350990;CANANEIA;6300;6242;12542;0,502312231;0,497687769
315200;POMPEU;16199;16049;32248;0,502325726;0,497674274
521860;RIALMA;5506;5455;10961;0,50232643;0,49767357
320090;BARRA DE SAO FRANCISCO;22756;22545;45301;0,502328867;0,497671133
351250;COROADOS;3113;3084;6197;0,502339842;0,497660158
330240;MACAE;133691;132445;266136;0,502340908;0,497659092
150560;PEIXE-BOI;4061;4023;8084;0,502350322;0,497649678
220380;FLORES DO PIAUI;2241;2220;4461;0,502353732;0,497646268
412545;SAO JOSE DAS PALMEIRAS;1809;1792;3601;0,502360455;0,497639545
310480;AUGUSTO DE LIMA;2428;2405;4833;0,502379474;0,497620526
110100;GOVERNADOR JORGE TEIXEIRA;3582;3548;7130;0,502384292;0,497615708
352610;JUQUIA;9358;9269;18627;0,502389005;0,497610995
352230;ITAPETININGA;83953;83153;167106;0,50239369;0,49760631
500525;LAGUNA CARAPA;3766;3730;7496;0,502401281;0,497598719
352970;MIGUELOPOLIS;11294;11186;22480;0,502402135;0,497597865
210745;OLINDA NOVA DO MARANHAO;7520;7448;14968;0,502405131;0,497594869
420290;BRUSQUE;70639;69958;140597;0,502421816;0,497578184
412610;SAO TOME;2903;2875;5778;0,502422984;0,497577016
220730;PAES LANDIM;2072;2052;4124;0,50242483;0,49757517
150530;ORIXIMINA;37643;37278;74921;0,502435899;0,497564101
315220;PORTEIRINHA;19004;18819;37823;0,502445602;0,497554398
291085;FILADELFIA;8197;8117;16314;0,502451882;0,497548118
230070;ALTO SANTO;8078;7999;16077;0,502456926;0,497543074
431840;SAO JERONIMO;12345;12224;24569;0,502462453;0,497537547
280270;ILHA DAS FLORES;4282;4240;8522;0,50246421;0,49753579
210560;JOSELANDIA;8154;8074;16228;0,502464876;0,497535124
220105;ASSUNCAO DO PIAUI;3959;3920;7879;0,502474933;0,497525067
431245;MORRO REDONDO;3321;3288;6609;0,502496596;0,497503404
290350;BELO CAMPO;8549;8464;17013;0,50249809;0,49750191
330050;BOM JARDIM;13959;13820;27779;0,50250189;0,49749811
210900;PORTO FRANCO;12208;12086;24294;0,502510908;0,497489092
292935;SAO JOSE DA VITORIA;2795;2767;5562;0,50251708;0,49748292
431310;NOVA PALMA;3276;3243;6519;0,502531063;0,497468937
430220;BOA VISTA DO BURICA;3373;3339;6712;0,502532777;0,497467223
290370;BOA NOVA;6050;5989;12039;0,502533433;0,497466567
293250;UNA;9100;9008;18108;0,502540314;0,497459686
510010;ACORIZAL;2668;2641;5309;0,502542852;0,497457148
500480;JAPORA;4710;4662;9372;0,502560819;0,497439181
354430;ROSEIRA;5472;5416;10888;0,502571639;0,497428361
220190;BOM JESUS;12858;12726;25584;0,502579737;0,497420263
431330;NOVA PRATA;14083;13938;28021;0,502587345;0,497412655
313990;MARIA DA FE;7046;6973;14019;0,502603609;0,497396391
230810;MAURITI;24311;24059;48370;0,50260492;0,49739508
421810;TIMBE DO SUL;2683;2655;5338;0,502622705;0,497377295
320390;NOVA VENECIA;25509;25242;50751;0,50263049;0,49736951
260670;IBIRAJUBA;3907;3866;7773;0,502637334;0,497362666
432310;VICENTE DUTRA;2277;2253;4530;0,502649007;0,497350993
522157;UIRAPURU;1422;1407;2829;0,502651113;0,497348887
240090;ANTONIO MARTINS;3600;3562;7162;0,50265289;0,49734711
355430;TEODORO SAMPAIO;11760;11635;23395;0,502671511;0,497328489
351010;CANDIDO RODRIGUES;1410;1395;2805;0,502673797;0,497326203
430140;ARVOREZINHA;5239;5183;10422;0,502686624;0,497313376
314580;ONCA DE PITANGUI;1586;1569;3155;0,502694136;0,497305864
411535;MARIPA;2796;2766;5562;0,502696872;0,497303128
241330;SERRA DE SAO BENTO;2885;2854;5739;0,502700819;0,497299181
240240;CARNAUBA DOS DANTAS;4171;4126;8297;0,502711824;0,497288176
210200;BOM JARDIM;21119;20891;42010;0,50271364;0,49728636
220217;CAMPO LARGO DO PIAUI;3691;3651;7342;0,502724053;0,497275947
316350;SAO JOSE DO JACURI;3222;3187;6409;0,502730535;0,497269465
355490;TRES FRONTEIRAS;2944;2912;5856;0,50273224;0,49726776
500210;BELA VISTA;12489;12353;24842;0,5027373;0,4972627
293080;SOUTO SOARES;8606;8512;17118;0,502745648;0,497254352
251350;SANTANA DE MANGUEIRA;2563;2535;5098;0,502746175;0,497253825
431805;SAO DOMINGOS DO SUL;1554;1537;3091;0,502749919;0,497250081
293180;TREMEDAL;8042;7954;15996;0,502750688;0,497249312
510562;MIRASSOL D'OESTE;14145;13990;28135;0,502754576;0,497245424
521015;IPIRANGA DE GOIAS;1454;1438;2892;0,502766252;0,497233748
220997;SAO JOAO DO ARRAIAL;4065;4020;8085;0,502782931;0,497217069
250360;CAICARA;3611;3571;7182;0,50278474;0,49721526
240980;PEDRO VELHO;7482;7399;14881;0,502788791;0,497211209
316190;SAO GONCALO DO RIO ABAIXO;5588;5526;11114;0,502789275;0,497210725
311590;CHACARA;1617;1599;3216;0,502798507;0,497201493
292905;SAO FELIX DO CORIBE;7815;7728;15543;0,502798688;0,497201312
320405;PEDRO CANARIO;13362;13213;26575;0,502803387;0,497196613
352800;MACATUBA;8680;8583;17263;0,502809477;0,497190523
211085;SAO FRANCISCO DO BREJAO;6075;6007;12082;0,502814104;0,497185896
353580;PARANAPANEMA;10352;10236;20588;0,502817175;0,497182825
221080;SIMPLICIO MENDES;6425;6353;12778;0,502817342;0,497182658
150178;BREU BRANCO;34492;34105;68597;0,502820823;0,497179177
220335;DIRCEU ARCOVERDE;3543;3503;7046;0,50283849;0,49716151
310900;BRUMADINHO;20721;20487;41208;0,502839255;0,497160745
521308;MINACU;14340;14178;28518;0,502840311;0,497159689
171330;MIRANORTE;6814;6737;13551;0,502841119;0,497158881
354700;SANTA MARIA DA SERRA;3167;3131;6298;0,50285805;0,49714195
220025;ALAGOINHA DO PIAUI;3861;3817;7678;0,50286533;0,49713467
350640;BILAC;4122;4075;8197;0,502866903;0,497133097
110150;SERINGUEIRAS;5957;5889;11846;0,502870167;0,497129833
310820;BONFINOPOLIS DE MINAS;2714;2683;5397;0,502871966;0,497128034
320320;LINHARES;90395;89360;179755;0,502878919;0,497121081
291200;IBIASSUCE;4450;4399;8849;0,502881682;0,497118318
150796;TERRA ALTA;6020;5951;11971;0,502881965;0,497118035
220970;SAO FRANCISCO DO PIAUI;3227;3190;6417;0,502882967;0,497117033
150095;AURORA DO PARA;16193;16007;32200;0,502888199;0,497111801
510025;ALTA FLORESTA;26203;25902;52105;0,502888398;0,497111602
521210;JOVIANIA;3730;3687;7417;0,502898746;0,497101254
316410;SAO PEDRO DO SUACUI;2595;2565;5160;0,502906977;0,497093023
320050;APIACA;3793;3749;7542;0,502916998;0,497083002
410305;BOA VISTA DA APARECIDA;3784;3740;7524;0,502923977;0,497076023
314640;PAINEIRAS;2233;2207;4440;0,502927928;0,497072072
261580;TUPANATINGA;13978;13815;27793;0,502932393;0,497067607
316450;SAO SEBASTIAO DO MARANHAO;4971;4913;9884;0,502934035;0,497065965
314600;OURO FINO;17069;16869;33938;0,50294655;0,49705345
431337;NOVA SANTA RITA;15331;15151;30482;0,502952562;0,497047438
353215;NANTES;1617;1598;3215;0,502954899;0,497045101
313790;LAMIM;1693;1673;3366;0,502970885;0,497029115
314410;MUZAMBINHO;10322;10200;20522;0,50297242;0,49702758
432252;VALE VERDE;1776;1755;3531;0,502973662;0,497026338
316710;SERRO;10520;10395;20915;0,502988286;0,497011714
314340;MONTE SIAO;12196;12051;24247;0,502990061;0,497009939
500100;APARECIDA DO TABOADO;13272;13114;26386;0,502994012;0,497005988
351685;GAVIAO PEIXOTO;2435;2406;4841;0,502995249;0,497004751
210325;CIDELANDIA;7472;7383;14855;0,502995624;0,497004376
430705;ERNESTINA;1595;1576;3171;0,5029959;0,4970041
310920;BUENOPOLIS;5202;5140;10342;0,502997486;0,497002514
355730;ESTIVA GERBI;5788;5719;11507;0,502998175;0,497001825
292970;SATIRO DIAS;8717;8613;17330;0,503000577;0,496999423
431505;PORTO MAUA;1173;1159;2332;0,503001715;0,496998285
310375;ARAPORA;3517;3475;6992;0,503003432;0,496996568
170710;DIVINOPOLIS DO TOCANTINS;3514;3472;6986;0,503006012;0,496993988
314170;MESQUITA;2761;2728;5489;0,503006012;0,496993988
431460;PIRATINI;10434;10309;20743;0,503013065;0,496986935
430450;CANGUCU;28356;28014;56370;0,503033528;0,496966472
230750;LAVRAS DA MANGABEIRA;15834;15642;31476;0,503049943;0,496950057
310940;BURITIZEIRO;14178;14006;28184;0,503051377;0,496948623
310360;ARANTINA;1398;1381;2779;0,503058654;0,496941346
310260;ANDRADAS;20981;20723;41704;0,503093228;0,496906772
311770;CONCEICAO DO RIO VERDE;6907;6822;13729;0,503095637;0,496904363
421840;TREZE DE MAIO;3574;3530;7104;0,503096847;0,496903153
317030;UMBURATIBA;1299;1283;2582;0,503098373;0,496901627
230820;MERUOCA;7702;7607;15309;0,50310275;0,49689725
353282;NOVA CAMPINA;5012;4950;9962;0,503111825;0,496888175
500750;ROCHEDO;2576;2544;5120;0,503125;0,496875
316960;TUPACIGUARA;12813;12653;25466;0,503141443;0,496858557
411930;PINHAO;16464;16258;32722;0,503147729;0,496852271
240790;MONTE DAS GAMELEIRAS;1038;1025;2063;0,503150751;0,496849249
220675;NOSSA SENHORA DE NAZARE;2471;2440;4911;0,50315618;0,49684382
292370;PARATINGA;16239;16035;32274;0,503160439;0,496839561
431470;PLANALTO;5010;4947;9957;0,503163603;0,496836397
241470;VARZEA;2782;2747;5529;0,503165129;0,496834871
315290;PRATAPOLIS;4292;4238;8530;0,503165299;0,496834701
250053;ALCANTIL;2781;2746;5527;0,503166275;0,496833725
412730;TERRA RICA;8581;8473;17054;0,503166413;0,496833587
521040;ITABERAI;22305;22024;44329;0,503169483;0,496830517
350380;ARTUR NOGUEIRA;28302;27945;56247;0,503173503;0,496826497
290950;CRAVOLANDIA;2693;2659;5352;0,503176383;0,496823617
352290;ITAPUI;7194;7103;14297;0,503182486;0,496817514
352570;JOSE BONIFACIO;18974;18733;37707;0,503195693;0,496804307
351280;COSMOPOLIS;37570;37092;74662;0,503201093;0,496798907
310460;ASTOLFO DUTRA;7225;7133;14358;0,503203789;0,496796211
320245;IBATIBA;13467;13295;26762;0,503213512;0,496786488
354290;RIBEIRAO BONITO;6731;6645;13376;0,503214713;0,496785287
354805;SANTO ANTONIO DO ARACANGUA;4298;4243;8541;0,503219763;0,496780237
431415;PAVERAMA;4298;4243;8541;0,503219763;0,496780237
230100;AQUIRAZ;41054;40527;81581;0,503229919;0,496770081
351905;HOLAMBRA;7853;7752;15605;0,503236142;0,496763858
410170;ARARUNA;7060;6969;14029;0,503243282;0,496756718
221135;VARZEA BRANCA;2481;2449;4930;0,503245436;0,496754564
171575;PALMEIROPOLIS;3872;3822;7694;0,503249285;0,496750715
230365;CATUNDA;5239;5171;10410;0,50326609;0,49673391
170320;BERNARDO SAYAO;2234;2205;4439;0,503266501;0,496733499
510715;RESERVA DO CABACAL;1386;1368;2754;0,503267974;0,496732026
421390;PRESIDENTE CASTELLO BRANCO;768;758;1526;0,50327654;0,49672346
316105;SAO FELIX DE MINAS;1688;1666;3354;0,503279666;0,496720334
420600;GOVERNADOR CELSO RAMOS;7418;7321;14739;0,50329059;0,49670941
311680;COLUNA;4434;4376;8810;0,503291714;0,496708286
352010;IGARAPAVA;15497;15294;30791;0,503296418;0,496703582
240760;MESSIAS TARGINO;2348;2317;4665;0,503322615;0,496677385
521230;LEOPOLDO DE BULHOES;3857;3806;7663;0,503327678;0,496672322
250840;LASTRO;1358;1340;2698;0,503335804;0,496664196
241080;RIACHO DE SANTANA;2111;2083;4194;0,503338102;0,496661898
231335;TEJUCUOCA;9841;9710;19551;0,503350212;0,496649788
292560;PRESIDENTE DUTRA;7641;7539;15180;0,503359684;0,496640316
316840;TARUMIRIM;7188;7092;14280;0,503361345;0,496638655
500635;PARANHOS;7337;7239;14576;0,50336169;0,49663831
110029;SANTA LUZIA D'OESTE;2991;2951;5942;0,50336587;0,49663413
315213;PONTO CHIQUE;2167;2138;4305;0,503368177;0,496631823
241010;POCO BRANCO;7876;7770;15646;0,503387447;0,496612553
410230;BALSA NOVA;6664;6574;13238;0,503399305;0,496600695
410270;BARRA DO JACARE;1400;1381;2781;0,503416037;0,496583963
290960;CRISOPOLIS;10682;10537;21219;0,503416749;0,496583251
250535;DAMIAO;2723;2686;5409;0,503420226;0,496579774
172093;TAIPAS DO TOCANTINS;1099;1084;2183;0,503435639;0,496564361
250420;CATINGUEIRA;2486;2452;4938;0,503442689;0,496557311
355150;SERRANA;23242;22924;46166;0,503444093;0,496555907
313700;LADAINHA;9199;9073;18272;0,503447898;0,496552102
510130;ARENAPOLIS;4732;4667;9399;0,503457815;0,496542185
313690;JURUAIA;5435;5360;10795;0,50347383;0,49652617
521600;PANAMA;1304;1286;2590;0,503474903;0,496525097
410250;BARBOSA FERRAZ;5683;5604;11287;0,503499601;0,496500399
270460;MARAVILHA;4456;4394;8850;0,503502825;0,496497175
411610;MOREIRA SALES;6025;5941;11966;0,503509945;0,496490055
521377;MONTIVIDIU DO NORTE;2285;2253;4538;0,503525782;0,496474218
310380;ARAPUA;1428;1408;2836;0,503526093;0,496473907
314590;OURO BRANCO;20252;19968;40220;0,503530582;0,496469418
230460;GENERAL SAMPAIO;3911;3856;7767;0,503540621;0,496459379
432185;TRES PALMEIRAS;2131;2101;4232;0,503544423;0,496455577
312880;GUIDOVAL;3538;3488;7026;0,503558212;0,496441788
310490;BAEPENDI;9693;9556;19249;0,503558626;0,496441374
220435;GEMINIANO;2758;2719;5477;0,503560343;0,496439657
431844;SAO JORGE;1414;1394;2808;0,503561254;0,496438746
351520;ESTRELA D'OESTE;4240;4180;8420;0,503562945;0,496437055
520760;FAZENDA NOVA;2755;2716;5471;0,503564248;0,496435752
251465;SAO JOSE DO BREJO DO CRUZ;917;904;1821;0,503569467;0,496430533
291570;ITAMARI;4014;3957;7971;0,503575461;0,496424539
431238;MONTE BELO DO SUL;1266;1248;2514;0,503579952;0,496420048
316500;SAO TIAGO;5529;5450;10979;0,503597778;0,496402222
351650;GABRIEL MONTEIRO;1398;1378;2776;0,503602305;0,496397695
421320;POMERODE;17405;17156;34561;0,503602326;0,496397674
350075;ALAMBARI;3138;3093;6231;0,503610977;0,496389023
320440;RIO NOVO DO SUL;5857;5773;11630;0,50361135;0,49638865
510628;NOVO SAO JOAQUIM;2436;2401;4837;0,503617945;0,496382055
241190;SAO FRANCISCO DO OESTE;2156;2125;4281;0,503620649;0,496379351
220630;MIGUEL LEAO;624;615;1239;0,503631961;0,496368039
350840;CABREUVA;25751;25379;51130;0,503637786;0,496362214
353310;NOVA GUATAPORANGA;1175;1158;2333;0,503643378;0,496356622
230510;GUARAMIRANGA;2555;2518;5073;0,503646757;0,496353243
310030;ABRE CAMPO;6766;6668;13434;0,503647462;0,496352538
240725;MAJOR SALES;2066;2036;4102;0,503656753;0,496343247
315820;SANTA MARIA DO SUACUI;7357;7250;14607;0,503662628;0,496337372
230565;IPAPORANGA;5841;5756;11597;0,503664741;0,496335259
317100;VAZANTE;10422;10270;20692;0,503672917;0,496327083
351900;HERCULANDIA;4860;4789;9649;0,503679138;0,496320862
150760;SAO MIGUEL DO GUAMA;30356;29912;60268;0,503683547;0,496316453
270920;TRAIPU;14070;13864;27934;0,503687263;0,496312737
171880;SAMPAIO;2456;2420;4876;0,50369155;0,49630845
210010;AFONSO CUNHA;3340;3291;6631;0,503694767;0,496305233
250380;CALDAS BRANDAO;3061;3016;6077;0,503702485;0,496297515
291820;JIQUIRICA;7342;7234;14576;0,50370472;0,49629528
150340;INHANGAPI;6049;5960;12009;0,503705554;0,496294446
210547;JENIPAPO DOS VIEIRAS;8625;8498;17123;0,503708462;0,496291538
220155;BELA VISTA DO PIAUI;2037;2007;4044;0,503709199;0,496290801
420775;IRACEMINHA;1965;1936;3901;0,503716996;0,496283004
521180;JARAGUA;26274;25886;52160;0,503719325;0,496280675
431935;SAO PEDRO DA SERRA;1955;1926;3881;0,50373615;0,49626385
250710;ITAPOROROCA;9560;9418;18978;0,503741174;0,496258826
315765;SANTA HELENA DE MINAS;3227;3179;6406;0,503746488;0,496253512
312530;FARIA LEMOS;1613;1589;3202;0,503747658;0,496252342
220375;FARTURA DO PIAUI;2685;2645;5330;0,503752345;0,496247655
314240;MOEMA;3823;3766;7589;0,503755435;0,496244565
280470;NOSSA SENHORA DE LOURDES;3279;3230;6509;0,503764019;0,496235981
291995;MAETINGA;1202;1184;2386;0,503772003;0,496227997
210800;PASTOS BONS;9921;9772;19693;0,50378307;0,49621693
430290;CACEQUI;6192;6099;12291;0,503783256;0,496216744
250200;BELEM DO BREJO DO CRUZ;3706;3650;7356;0,503806417;0,496193583
510760;RONDONOPOLIS;120721;118892;239613;0,503816571;0,496183429
500080;ANAURILANDIA;4593;4523;9116;0,503839403;0,496160597
291880;LAJE;12200;12014;24214;0,503840753;0,496159247
316700;SERRANOS;982;967;1949;0,503848127;0,496151873
231200;SANTANA DO ACARAU;16552;16299;32851;0,50385072;0,49614928
293030;SERRA DOURADA;8697;8564;17261;0,503852616;0,496147384
260480;CORTES;6320;6223;12543;0,503866699;0,496133301
410350;CALIFORNIA;4354;4287;8641;0,503876866;0,496123134
292980;SAUDE;6536;6435;12971;0,5038933;0,4961067
220777;PATOS DO PIAUI;3235;3185;6420;0,503894081;0,496105919
522015;SAO LUIZ DO NORTE;2652;2611;5263;0,503895117;0,496104883
313115;IPABA;9537;9389;18926;0,503909965;0,496090035
350420;AURIFLAMA;7718;7598;15316;0,503917472;0,496082528
410470;CARLOPOLIS;7252;7139;14391;0,503926065;0,496073935
313065;INDAIABIRA;3693;3635;7328;0,503957424;0,496042576
250157;BARRA DE SANTANA;4202;4136;8338;0,503957784;0,496042216
291075;FATIMA;8971;8830;17801;0,503960452;0,496039548
421265;PESCARIA BRAVA;5153;5072;10225;0,50396088;0,49603912
421460;RIO DO OESTE;3806;3746;7552;0,503972458;0,496027542
230230;BELA CRUZ;16556;16295;32851;0,503972482;0,496027518
231095;PIRES FERREIRA;5570;5482;11052;0,50398118;0,49601882
352060;INDIANA;2456;2417;4873;0,504001642;0,495998358
355610;VALENTIM GENTIL;6921;6811;13732;0,504005243;0,495994757
521800;PORANGATU;23117;22749;45866;0,504011686;0,495988314
351090;CASSIA DOS COQUEIROS;1254;1234;2488;0,504019293;0,495980707
411250;JARDIM ALEGRE;5578;5489;11067;0,504020963;0,495979037
430537;CHARRUA;1627;1601;3228;0,504027261;0,495972739
521010;IPAMERI;13793;13572;27365;0,504038005;0,495961995
410832;FRANCISCO ALVES;2995;2947;5942;0,504039044;0,495960956
520050;ALOANDIA;996;980;1976;0,504048583;0,495951417
230050;ALCANTARAS;5971;5875;11846;0,504052001;0,495947999
431480;PORTAO;19195;18886;38081;0,504057141;0,495942859
261255;SANTA FILOMENA;7382;7263;14645;0,50406282;0,49593718
150740;SAO FRANCISCO DO PARA;8054;7924;15978;0,504068094;0,495931906
411130;ITAUNA DO SUL;1361;1339;2700;0,504074074;0,495925926
250937;MATO GROSSO;1484;1460;2944;0,504076087;0,495923913
251660;TAVARES;7456;7335;14791;0,504090325;0,495909675
311920;COROACI;4989;4908;9897;0,504092149;0,495907851
312510;EXTREMA;18979;18670;37649;0,504103695;0,495896305
230427;ERERE;3657;3597;7254;0,504135649;0,495864351
261080;PEDRA;11452;11264;22716;0,504138052;0,495861948
421520;ROMELANDIA;2311;2273;4584;0,504144852;0,495855148
510263;CAMPO NOVO DO PARECIS;18612;18305;36917;0,504157976;0,495842024
431700;SANTANA DA BOA VISTA;4052;3985;8037;0,504168222;0,495831778
350730;BORACEIA;2477;2436;4913;0,504172603;0,495827397
316310;SAO JOSE DA VARGINHA;2597;2554;5151;0,504173947;0,495826053
353610;PARDINHO;3317;3262;6579;0,504179967;0,495820033
411910;PIEN;6562;6453;13015;0,504187476;0,495812524
210690;MONCAO;17086;16802;33888;0,504190274;0,495809726
250570;DONA INES;5231;5144;10375;0,504192771;0,495807229
292320;OLIVEIRA DOS BREJINHOS;10990;10807;21797;0,504197825;0,495802175
314650;PAINS;4189;4119;8308;0,504212807;0,495787193
420257;BOM JESUS DO OESTE;1077;1059;2136;0,504213483;0,495786517
291140;GLORIA;7688;7559;15247;0,50423034;0,49576966
411345;LINDOESTE;2263;2225;4488;0,504233512;0,495766488
310445;ARICANDUVA;2675;2630;5305;0,504241282;0,495758718
510100;ARAGUAIANA;1545;1519;3064;0,50424282;0,49575718
310210;ALTO RIO DOCE;5407;5316;10723;0,504243216;0,495756784
412560;SAO MATEUS DO SUL;23769;23368;47137;0,504253559;0,495746441
330440;RIO CLARO;9418;9259;18677;0,504256572;0,495743428
520510;CATALAO;57027;56064;113091;0,504257633;0,495742367
251060;OURO VELHO;1539;1513;3052;0,504259502;0,495740498
312630;FORTALEZA DE MINAS;2249;2211;4460;0,50426009;0,49573991
420945;LAJEADO GRANDE;710;698;1408;0,504261364;0,495738636
410970;IBAITI;16063;15791;31854;0,50426948;0,49573052
220810;PIMENTEIRAS;6127;6023;12150;0,504279835;0,495720165
293105;TANQUE NOVO;8834;8684;17518;0,504281311;0,495718689
150145;BELTERRA;9049;8895;17944;0,504291128;0,495708872
220420;FRANCISCO SANTOS;4752;4671;9423;0,504297994;0,495702006
355680;VIRADOURO;9649;9484;19133;0,504311922;0,495688078
520545;CEZARINA;4435;4359;8794;0,504321128;0,495678872
260330;CALCADO;5539;5444;10983;0,504324866;0,495675134
290810;COCOS;9499;9336;18835;0,504327051;0,495672949
420530;FAXINAL DOS GUEDES;5361;5269;10630;0,504327375;0,495672625
317040;UNAI;43101;42360;85461;0,504335311;0,495664689
350800;BURI;10112;9938;20050;0,504339152;0,495660848
290880;CONTENDAS DO SINCORA;2030;1995;4025;0,504347826;0,495652174
314225;MIRAVANIA;2491;2448;4939;0,504353108;0,495646892
430690;ENCRUZILHADA DO SUL;13133;12906;26039;0,504358846;0,495641154
431920;SAO NICOLAU;2599;2554;5153;0,504366389;0,495633611
421370;POUSO REDONDO;9061;8904;17965;0,504369608;0,495630392
170388;CARMOLANDIA;1325;1302;2627;0,504377617;0,495622383
350670;BOA ESPERANCA DO SUL;7622;7489;15111;0,504400768;0,495599232
220558;LAGOA DO PIAUI;2061;2025;4086;0,504405286;0,495594714
311650;CLARO DOS POCOES;3772;3706;7478;0,504412945;0,495587055
211230;TUNTUM;21308;20934;42242;0,504426874;0,495573126
521060;ITAGUARU;2615;2569;5184;0,504436728;0,495563272
431030;ILOPOLIS;2045;2009;4054;0,504440059;0,495559941
230360;CATARINA;10614;10427;21041;0,504443705;0,495556295
314230;MOEDA;2496;2452;4948;0,504446241;0,495553759
290590;CAMPO ALEGRE DE LOURDES;14548;14291;28839;0,504455772;0,495544228
310390;ARAUJOS;4804;4719;9523;0,504462879;0,495537121
