codigo_municipio_ibge,municipio,mes_referencia,valor_medio_recebido_familia
270290,GIRAU DO PONCIANO,01/2022,30388
270290,GIRAU DO PONCIANO,06/2022,30967
270290,GIRAU DO PONCIANO,11/2022,62493
270290,GIRAU DO PONCIANO,04/2022,31391
270300,IBATEGUARA,11/2022,61148
270300,IBATEGUARA,04/2022,24389
270300,IBATEGUARA,08/2022,60968
270300,IBATEGUARA,03/2022,24459
270300,IBATEGUARA,05/2022,24201
270300,IBATEGUARA,07/2022,41040
270300,IBATEGUARA,01/2022,23557
270300,IBATEGUARA,06/2022,23650
270300,IBATEGUARA,10/2022,60983
270300,IBATEGUARA,12/2022,61041
270300,IBATEGUARA,09/2022,60952
270300,IBATEGUARA,02/2022,24644
270310,IGACI,10/2022,61429
270310,IGACI,02/2022,28113
270310,IGACI,09/2022,61463
270310,IGACI,12/2022,61316
270310,IGACI,11/2022,61410
270310,IGACI,04/2022,27878
270310,IGACI,06/2022,26923
270310,IGACI,01/2022,26810
270310,IGACI,08/2022,61534
270310,IGACI,07/2022,41645
270310,IGACI,03/2022,27896
270310,IGACI,05/2022,27453
270320,IGREJA NOVA,07/2022,40403
270320,IGREJA NOVA,03/2022,20517
270320,IGREJA NOVA,05/2022,19961
270320,IGREJA NOVA,08/2022,60386
270320,IGREJA NOVA,10/2022,67347
270320,IGREJA NOVA,12/2022,60372
270320,IGREJA NOVA,09/2022,60352
270320,IGREJA NOVA,02/2022,20147
270320,IGREJA NOVA,01/2022,19495
270320,IGREJA NOVA,06/2022,19416
270320,IGREJA NOVA,04/2022,20403
270320,IGREJA NOVA,11/2022,60404
270330,INHAPI,11/2022,61607
270330,INHAPI,04/2022,26018
270330,INHAPI,06/2022,24864
270330,INHAPI,07/2022,41899
270330,INHAPI,01/2022,25473
270330,INHAPI,03/2022,26307
270330,INHAPI,08/2022,61753
270330,INHAPI,05/2022,25484
270330,INHAPI,02/2022,26659
270330,INHAPI,09/2022,61683
270330,INHAPI,12/2022,61617
270330,INHAPI,10/2022,61639
270340,JACARÉ DOS HOMENS,12/2022,60548
270340,JACARÉ DOS HOMENS,02/2022,19503
270340,JACARÉ DOS HOMENS,10/2022,60481
270340,JACARÉ DOS HOMENS,09/2022,60512
270340,JACARÉ DOS HOMENS,06/2022,18902
270340,JACARÉ DOS HOMENS,04/2022,19555
270340,JACARÉ DOS HOMENS,11/2022,60698
270340,JACARÉ DOS HOMENS,01/2022,18726
270340,JACARÉ DOS HOMENS,03/2022,19545
270340,JACARÉ DOS HOMENS,08/2022,60555
270340,JACARÉ DOS HOMENS,05/2022,19486
270340,JACARÉ DOS HOMENS,07/2022,40580
270350,JACUÍPE,07/2022,40310
270350,JACUÍPE,08/2022,60293
270350,JACUÍPE,01/2022,17204
270350,JACUÍPE,03/2022,17552
270350,JACUÍPE,05/2022,17162
270350,JACUÍPE,10/2022,60318
270350,JACUÍPE,12/2022,60287
270350,JACUÍPE,02/2022,17642
270350,JACUÍPE,09/2022,60293
270350,JACUÍPE,06/2022,16470
270350,JACUÍPE,04/2022,17443
270350,JACUÍPE,11/2022,60322
270360,JAPARATINGA,11/2022,60933
270360,JAPARATINGA,04/2022,22421
270360,JAPARATINGA,01/2022,21754
270360,JAPARATINGA,08/2022,61079
270360,JAPARATINGA,05/2022,22421
270360,JAPARATINGA,03/2022,22457
270360,JAPARATINGA,12/2022,60937
270360,JAPARATINGA,10/2022,61685
270360,JAPARATINGA,06/2022,21918
270360,JAPARATINGA,07/2022,41463
270360,JAPARATINGA,02/2022,22315
270360,JAPARATINGA,09/2022,61029
270370,JARAMATAIA,12/2022,61930
270370,JARAMATAIA,09/2022,62034
270370,JARAMATAIA,02/2022,28027
270370,JARAMATAIA,10/2022,65571
270370,JARAMATAIA,06/2022,28260
270370,JARAMATAIA,04/2022,28365
270370,JARAMATAIA,11/2022,62112
270370,JARAMATAIA,01/2022,26973
270370,JARAMATAIA,07/2022,42120
270370,JARAMATAIA,03/2022,28432
270370,JARAMATAIA,08/2022,62009
270370,JARAMATAIA,05/2022,28316
270375,JEQUIÁ DA PRAIA,01/2022,24247
270375,JEQUIÁ DA PRAIA,08/2022,60783
270375,JEQUIÁ DA PRAIA,07/2022,41008
270375,JEQUIÁ DA PRAIA,03/2022,24113
270375,JEQUIÁ DA PRAIA,05/2022,23640
270375,JEQUIÁ DA PRAIA,12/2022,60637
270375,JEQUIÁ DA PRAIA,06/2022,23243
270375,JEQUIÁ DA PRAIA,09/2022,60692
270375,JEQUIÁ DA PRAIA,02/2022,25094
270375,JEQUIÁ DA PRAIA,10/2022,60737
270375,JEQUIÁ DA PRAIA,11/2022,60748
270375,JEQUIÁ DA PRAIA,04/2022,24074
270380,JOAQUIM GOMES,11/2022,60432
270380,JOAQUIM GOMES,08/2022,60485
270380,JOAQUIM GOMES,05/2022,19663
270380,JOAQUIM GOMES,03/2022,20066
270380,JOAQUIM GOMES,07/2022,40551
270380,JOAQUIM GOMES,01/2022,19523
270380,JOAQUIM GOMES,06/2022,18772
270380,JOAQUIM GOMES,04/2022,19852
270380,JOAQUIM GOMES,12/2022,60431
270380,JOAQUIM GOMES,10/2022,60512
270380,JOAQUIM GOMES,09/2022,60450
270380,JOAQUIM GOMES,02/2022,20030
270390,JUNDIÁ,06/2022,28840
270390,JUNDIÁ,02/2022,29749
270390,JUNDIÁ,12/2022,62230
270390,JUNDIÁ,10/2022,62286
270390,JUNDIÁ,09/2022,62288
270390,JUNDIÁ,11/2022,62432
270390,JUNDIÁ,04/2022,29194
270390,JUNDIÁ,01/2022,28395
270390,JUNDIÁ,03/2022,29119
270390,JUNDIÁ,08/2022,62373
270390,JUNDIÁ,05/2022,29100
270390,JUNDIÁ,07/2022,42595
270400,JUNQUEIRO,08/2022,60423
270400,JUNQUEIRO,05/2022,19764
270400,JUNQUEIRO,01/2022,18627
270400,JUNQUEIRO,07/2022,40437
270400,JUNQUEIRO,03/2022,19196
270400,JUNQUEIRO,06/2022,19554
270400,JUNQUEIRO,09/2022,60431
270400,JUNQUEIRO,12/2022,60455
270400,JUNQUEIRO,10/2022,60441
270400,JUNQUEIRO,02/2022,19377
270400,JUNQUEIRO,04/2022,19426
270400,JUNQUEIRO,11/2022,60485
270410,LAGOA DA CANOA,11/2022,61239
270410,LAGOA DA CANOA,04/2022,27123
270410,LAGOA DA CANOA,08/2022,61361
270410,LAGOA DA CANOA,05/2022,27061
270410,LAGOA DA CANOA,06/2022,26809
270410,LAGOA DA CANOA,03/2022,27132
270410,LAGOA DA CANOA,01/2022,26079
270410,LAGOA DA CANOA,07/2022,41513
270410,LAGOA DA CANOA,10/2022,61344
270410,LAGOA DA CANOA,09/2022,61341
270410,LAGOA DA CANOA,12/2022,61210
270410,LAGOA DA CANOA,02/2022,27325
270420,LIMOEIRO DE ANADIA,10/2022,60966
270420,LIMOEIRO DE ANADIA,02/2022,27285
270420,LIMOEIRO DE ANADIA,09/2022,60967
270420,LIMOEIRO DE ANADIA,12/2022,61314
270420,LIMOEIRO DE ANADIA,05/2022,25771
270420,LIMOEIRO DE ANADIA,04/2022,26427
270420,LIMOEIRO DE ANADIA,11/2022,61011
270420,LIMOEIRO DE ANADIA,06/2022,25451
270420,LIMOEIRO DE ANADIA,07/2022,41112
270420,LIMOEIRO DE ANADIA,01/2022,25978
270420,LIMOEIRO DE ANADIA,08/2022,61030
270420,LIMOEIRO DE ANADIA,03/2022,26687
270430,MACEIÓ,03/2022,18984
270430,MACEIÓ,07/2022,40361
270430,MACEIÓ,08/2022,60348
270430,MACEIÓ,06/2022,18446
270430,MACEIÓ,02/2022,18936
270430,MACEIÓ,01/2022,18372
270430,MACEIÓ,09/2022,60338
270430,MACEIÓ,10/2022,60372
270430,MACEIÓ,12/2022,60337
270430,MACEIÓ,11/2022,60401
270430,MACEIÓ,04/2022,18883
270430,MACEIÓ,05/2022,18894
270440,MAJOR ISIDORO,04/2022,24501
270440,MAJOR ISIDORO,11/2022,60843
270440,MAJOR ISIDORO,05/2022,24276
270440,MAJOR ISIDORO,08/2022,60864
270440,MAJOR ISIDORO,07/2022,40895
270440,MAJOR ISIDORO,06/2022,24018
270440,MAJOR ISIDORO,03/2022,24540
270440,MAJOR ISIDORO,01/2022,23636
270440,MAJOR ISIDORO,10/2022,60836
270440,MAJOR ISIDORO,12/2022,60917
270440,MAJOR ISIDORO,02/2022,24775
270440,MAJOR ISIDORO,09/2022,60818
270450,MARAGOGI,09/2022,60507
270450,MARAGOGI,12/2022,60471
270450,MARAGOGI,02/2022,20912
270450,MARAGOGI,10/2022,60974
270450,MARAGOGI,11/2022,60489
270450,MARAGOGI,05/2022,20614
270450,MARAGOGI,06/2022,20178
270450,MARAGOGI,04/2022,20531
270450,MARAGOGI,08/2022,60529
270450,MARAGOGI,03/2022,20548
270450,MARAGOGI,01/2022,20152
270450,MARAGOGI,07/2022,40642
270460,MARAVILHA,01/2022,19991
270460,MARAVILHA,07/2022,40946
270460,MARAVILHA,08/2022,60880
270460,MARAVILHA,03/2022,20118
270460,MARAVILHA,12/2022,60869
270460,MARAVILHA,02/2022,20880
270460,MARAVILHA,09/2022,60833
270460,MARAVILHA,10/2022,60830
270460,MARAVILHA,04/2022,20013
270460,MARAVILHA,06/2022,19731
270460,MARAVILHA,11/2022,60789
270460,MARAVILHA,05/2022,20018
270470,MARECHAL DEODORO,06/2022,23576
270470,MARECHAL DEODORO,04/2022,23945
270470,MARECHAL DEODORO,11/2022,60931
270470,MARECHAL DEODORO,05/2022,23916
270470,MARECHAL DEODORO,03/2022,23940
270470,MARECHAL DEODORO,07/2022,41086
270470,MARECHAL DEODORO,01/2022,23279
270470,MARECHAL DEODORO,08/2022,60991
270470,MARECHAL DEODORO,12/2022,60852
270470,MARECHAL DEODORO,10/2022,60940
270470,MARECHAL DEODORO,09/2022,60937
270470,MARECHAL DEODORO,02/2022,24188
270480,MARIBONDO,10/2022,60761
270480,MARIBONDO,09/2022,60702
270480,MARIBONDO,02/2022,21570
270480,MARIBONDO,12/2022,60788
270480,MARIBONDO,06/2022,19764
270480,MARIBONDO,04/2022,21181
270480,MARIBONDO,05/2022,20450
270480,MARIBONDO,11/2022,60882
270480,MARIBONDO,07/2022,40834
270480,MARIBONDO,08/2022,60749
270480,MARIBONDO,01/2022,20682
270480,MARIBONDO,03/2022,21238
270490,MAR VERMELHO,03/2022,24318
270490,MAR VERMELHO,08/2022,60827
270490,MAR VERMELHO,01/2022,23153
270490,MAR VERMELHO,05/2022,24091
270490,MAR VERMELHO,02/2022,24157
270490,MAR VERMELHO,12/2022,60738
270490,MAR VERMELHO,10/2022,60800
270490,MAR VERMELHO,09/2022,60783
270490,MAR VERMELHO,07/2022,40857
270490,MAR VERMELHO,11/2022,60747
270490,MAR VERMELHO,06/2022,23776
270490,MAR VERMELHO,04/2022,24213
270500,MATA GRANDE,11/2022,60821
270500,MATA GRANDE,05/2022,22276
270500,MATA GRANDE,06/2022,21600
270500,MATA GRANDE,04/2022,22491
270500,MATA GRANDE,03/2022,22666
270500,MATA GRANDE,08/2022,60859
270500,MATA GRANDE,01/2022,22238
270500,MATA GRANDE,07/2022,40917
270500,MATA GRANDE,12/2022,60827
270500,MATA GRANDE,09/2022,60827
270500,MATA GRANDE,10/2022,60865
270500,MATA GRANDE,02/2022,22992
270510,MATRIZ DE CAMARAGIBE,12/2022,60510
270510,MATRIZ DE CAMARAGIBE,02/2022,20455
270510,MATRIZ DE CAMARAGIBE,10/2022,60476
270510,MATRIZ DE CAMARAGIBE,09/2022,60473
270510,MATRIZ DE CAMARAGIBE,05/2022,19523
270510,MATRIZ DE CAMARAGIBE,06/2022,18917
270510,MATRIZ DE CAMARAGIBE,11/2022,60647
270510,MATRIZ DE CAMARAGIBE,04/2022,19786
270510,MATRIZ DE CAMARAGIBE,08/2022,60521
270510,MATRIZ DE CAMARAGIBE,01/2022,19863
270510,MATRIZ DE CAMARAGIBE,07/2022,40587
270510,MATRIZ DE CAMARAGIBE,03/2022,19999
270520,MESSIAS,03/2022,21247
270520,MESSIAS,08/2022,60908
270520,MESSIAS,07/2022,40978
270520,MESSIAS,01/2022,20532
270520,MESSIAS,10/2022,60854
270520,MESSIAS,09/2022,60875
270520,MESSIAS,02/2022,21047
270520,MESSIAS,12/2022,60806
270520,MESSIAS,06/2022,20757
270520,MESSIAS,04/2022,21211
270520,MESSIAS,11/2022,60801
270520,MESSIAS,05/2022,21257
270530,MINADOR DO NEGRÃO,04/2022,29404
270530,MINADOR DO NEGRÃO,11/2022,62331
270530,MINADOR DO NEGRÃO,05/2022,28781
270530,MINADOR DO NEGRÃO,06/2022,28013
270530,MINADOR DO NEGRÃO,07/2022,42157
270530,MINADOR DO NEGRÃO,01/2022,27769
270530,MINADOR DO NEGRÃO,08/2022,62109
270530,MINADOR DO NEGRÃO,03/2022,29165
270530,MINADOR DO NEGRÃO,10/2022,62101
270530,MINADOR DO NEGRÃO,09/2022,62145
270530,MINADOR DO NEGRÃO,12/2022,62055
270530,MINADOR DO NEGRÃO,02/2022,28896
270540,MONTEIRÓPOLIS,10/2022,61273
270540,MONTEIRÓPOLIS,12/2022,61223
270540,MONTEIRÓPOLIS,02/2022,24988
270540,MONTEIRÓPOLIS,09/2022,61327
270540,MONTEIRÓPOLIS,05/2022,24749
270540,MONTEIRÓPOLIS,06/2022,23846
270540,MONTEIRÓPOLIS,11/2022,61320
270540,MONTEIRÓPOLIS,04/2022,24882
270540,MONTEIRÓPOLIS,01/2022,23979
270540,MONTEIRÓPOLIS,07/2022,41504
270540,MONTEIRÓPOLIS,03/2022,24985
270540,MONTEIRÓPOLIS,08/2022,61385
270550,MURICI,03/2022,23114
270550,MURICI,08/2022,61131
270550,MURICI,01/2022,22333
270550,MURICI,07/2022,41148
270550,MURICI,06/2022,22633
270550,MURICI,02/2022,23073
270550,MURICI,09/2022,61118
270550,MURICI,10/2022,61111
270550,MURICI,12/2022,61132
270550,MURICI,04/2022,23087
270550,MURICI,11/2022,61121
270550,MURICI,05/2022,22993
270560,NOVO LINO,04/2022,21416
270560,NOVO LINO,11/2022,60711
270560,NOVO LINO,05/2022,21054
270560,NOVO LINO,01/2022,20834
270560,NOVO LINO,07/2022,40852
270560,NOVO LINO,08/2022,60803
270560,NOVO LINO,03/2022,21511
270560,NOVO LINO,06/2022,20606
270560,NOVO LINO,12/2022,60880
270560,NOVO LINO,02/2022,21698
270560,NOVO LINO,10/2022,60810
270560,NOVO LINO,09/2022,60769
270570,OLHO D´ÁGUA DAS FLORES,09/2022,60135
270570,OLHO D´ÁGUA DAS FLORES,12/2022,60177
270570,OLHO D´ÁGUA DAS FLORES,06/2022,15720
270570,OLHO D´ÁGUA DAS FLORES,10/2022,60168
270570,OLHO D´ÁGUA DAS FLORES,02/2022,17595
270570,OLHO D´ÁGUA DAS FLORES,04/2022,17000
270570,OLHO D´ÁGUA DAS FLORES,11/2022,60260
270570,OLHO D´ÁGUA DAS FLORES,05/2022,16458
270570,OLHO D´ÁGUA DAS FLORES,07/2022,40174
270570,OLHO D´ÁGUA DAS FLORES,01/2022,17271
270570,OLHO D´ÁGUA DAS FLORES,08/2022,60154
270570,OLHO D´ÁGUA DAS FLORES,03/2022,17050
270580,OLHO D´ÁGUA DO CASADO,08/2022,61594
270580,OLHO D´ÁGUA DO CASADO,03/2022,26352
270580,OLHO D´ÁGUA DO CASADO,07/2022,41773
270580,OLHO D´ÁGUA DO CASADO,01/2022,25421
270580,OLHO D´ÁGUA DO CASADO,10/2022,61609
270580,OLHO D´ÁGUA DO CASADO,12/2022,61518
270580,OLHO D´ÁGUA DO CASADO,06/2022,26344
270580,OLHO D´ÁGUA DO CASADO,02/2022,26463
270580,OLHO D´ÁGUA DO CASADO,09/2022,61546
270580,OLHO D´ÁGUA DO CASADO,04/2022,26371
270580,OLHO D´ÁGUA DO CASADO,11/2022,61575
270580,OLHO D´ÁGUA DO CASADO,05/2022,26466
270590,OLHO D´ÁGUA GRANDE,04/2022,32598
270590,OLHO D´ÁGUA GRANDE,05/2022,32191
270590,OLHO D´ÁGUA GRANDE,11/2022,63131
270590,OLHO D´ÁGUA GRANDE,08/2022,63187
270590,OLHO D´ÁGUA GRANDE,01/2022,31272
270590,OLHO D´ÁGUA GRANDE,07/2022,43299
270590,OLHO D´ÁGUA GRANDE,03/2022,32425
270590,OLHO D´ÁGUA GRANDE,10/2022,63671
270590,OLHO D´ÁGUA GRANDE,02/2022,32640
270590,OLHO D´ÁGUA GRANDE,09/2022,63046
270590,OLHO D´ÁGUA GRANDE,06/2022,32198
270590,OLHO D´ÁGUA GRANDE,12/2022,63136
270600,OLIVENÇA,06/2022,30189
270600,OLIVENÇA,10/2022,62151
270600,OLIVENÇA,09/2022,62182
270600,OLIVENÇA,02/2022,31007
270600,OLIVENÇA,12/2022,62159
270600,OLIVENÇA,11/2022,62162
270600,OLIVENÇA,05/2022,30445
270600,OLIVENÇA,04/2022,30719
270600,OLIVENÇA,01/2022,29759
270600,OLIVENÇA,03/2022,30645
270600,OLIVENÇA,08/2022,62249
270600,OLIVENÇA,07/2022,42425
270610,OURO BRANCO,07/2022,41322
270610,OURO BRANCO,03/2022,24895
270610,OURO BRANCO,08/2022,61206
270610,OURO BRANCO,01/2022,24456
270610,OURO BRANCO,06/2022,24435
270610,OURO BRANCO,02/2022,25619
270610,OURO BRANCO,09/2022,61184
270610,OURO BRANCO,10/2022,61177
270610,OURO BRANCO,12/2022,61120
270610,OURO BRANCO,11/2022,61186
270610,OURO BRANCO,04/2022,24832
270610,OURO BRANCO,05/2022,24670
270620,PALESTINA,11/2022,60700
270620,PALESTINA,04/2022,21516
270620,PALESTINA,05/2022,21627
270620,PALESTINA,01/2022,20383
270620,PALESTINA,03/2022,21546
270620,PALESTINA,08/2022,60504
270620,PALESTINA,12/2022,60537
270620,PALESTINA,02/2022,21416
270620,PALESTINA,10/2022,60565
270620,PALESTINA,06/2022,21116
270620,PALESTINA,07/2022,40529
270620,PALESTINA,09/2022,60465
270630,PALMEIRA DOS ÍNDIOS,10/2022,60534
270630,PALMEIRA DOS ÍNDIOS,09/2022,60529
270630,PALMEIRA DOS ÍNDIOS,02/2022,20534
270630,PALMEIRA DOS ÍNDIOS,12/2022,60525
270630,PALMEIRA DOS ÍNDIOS,04/2022,20317
270630,PALMEIRA DOS ÍNDIOS,05/2022,20382
270630,PALMEIRA DOS ÍNDIOS,11/2022,60620
270630,PALMEIRA DOS ÍNDIOS,06/2022,20091
270630,PALMEIRA DOS ÍNDIOS,07/2022,40635
270630,PALMEIRA DOS ÍNDIOS,01/2022,19705
270630,PALMEIRA DOS ÍNDIOS,08/2022,60556
270630,PALMEIRA DOS ÍNDIOS,03/2022,20338
270640,PÃO DE AÇÚCAR,03/2022,19314
270640,PÃO DE AÇÚCAR,08/2022,60378
270640,PÃO DE AÇÚCAR,07/2022,40391
270640,PÃO DE AÇÚCAR,01/2022,18750
270640,PÃO DE AÇÚCAR,06/2022,18409
270640,PÃO DE AÇÚCAR,09/2022,60370
270640,PÃO DE AÇÚCAR,12/2022,60695
270640,PÃO DE AÇÚCAR,10/2022,61077
270640,PÃO DE AÇÚCAR,02/2022,19444
270640,PÃO DE AÇÚCAR,05/2022,18976
270640,PÃO DE AÇÚCAR,04/2022,19154
270640,PÃO DE AÇÚCAR,11/2022,60492
270642,PARICONHA,11/2022,63017
270642,PARICONHA,05/2022,29268
270642,PARICONHA,04/2022,30113
270642,PARICONHA,07/2022,42918
270642,PARICONHA,08/2022,62757
270642,PARICONHA,03/2022,29816
270642,PARICONHA,06/2022,29166
270642,PARICONHA,01/2022,28408
270642,PARICONHA,10/2022,62763
270642,PARICONHA,02/2022,29661
270642,PARICONHA,09/2022,62735
270642,PARICONHA,12/2022,62595
270644,PARIPUEIRA,12/2022,60291
270644,PARIPUEIRA,09/2022,60337
270644,PARIPUEIRA,10/2022,60333
270644,PARIPUEIRA,02/2022,19464
270644,PARIPUEIRA,11/2022,60405
270644,PARIPUEIRA,04/2022,19513
270644,PARIPUEIRA,05/2022,19581
270644,PARIPUEIRA,06/2022,19127
270644,PARIPUEIRA,03/2022,19587
270644,PARIPUEIRA,07/2022,40447
270644,PARIPUEIRA,08/2022,60356
270644,PARIPUEIRA,01/2022,18907
270650,PASSO DE CAMARAGIBE,01/2022,21170
270650,PASSO DE CAMARAGIBE,07/2022,40632
270650,PASSO DE CAMARAGIBE,03/2022,21493
270650,PASSO DE CAMARAGIBE,08/2022,60558
270650,PASSO DE CAMARAGIBE,12/2022,60454
270650,PASSO DE CAMARAGIBE,10/2022,60523
270650,PASSO DE CAMARAGIBE,02/2022,21951
270650,PASSO DE CAMARAGIBE,09/2022,60505
270650,PASSO DE CAMARAGIBE,06/2022,19729
270650,PASSO DE CAMARAGIBE,11/2022,60472
270650,PASSO DE CAMARAGIBE,04/2022,21148
270650,PASSO DE CAMARAGIBE,05/2022,20384
270660,PAULO JACINTO,11/2022,60898
270660,PAULO JACINTO,05/2022,22519
270660,PAULO JACINTO,06/2022,21978
270660,PAULO JACINTO,04/2022,22859
270660,PAULO JACINTO,01/2022,22696
270660,PAULO JACINTO,08/2022,60963
270660,PAULO JACINTO,07/2022,41033
270660,PAULO JACINTO,03/2022,23074
270660,PAULO JACINTO,10/2022,60954
270660,PAULO JACINTO,02/2022,23483
270660,PAULO JACINTO,09/2022,60926
270660,PAULO JACINTO,12/2022,60963
270670,PENEDO,04/2022,20412
270670,PENEDO,09/2022,60531
270670,PENEDO,02/2022,20944
270670,PENEDO,12/2022,60517
270670,PENEDO,10/2022,61646
270670,PENEDO,11/2022,60512
270670,PENEDO,06/2022,19955
270670,PENEDO,05/2022,20212
270670,PENEDO,01/2022,20359
270670,PENEDO,08/2022,60543
270670,PENEDO,07/2022,40634
270670,PENEDO,03/2022,20392
270680,PIAÇABUÇU,01/2022,22041
270680,PIAÇABUÇU,08/2022,60534
270680,PIAÇABUÇU,03/2022,21688
270680,PIAÇABUÇU,07/2022,40715
270680,PIAÇABUÇU,04/2022,21489
270680,PIAÇABUÇU,02/2022,21028
270680,PIAÇABUÇU,12/2022,60516
270680,PIAÇABUÇU,09/2022,60492
270680,PIAÇABUÇU,10/2022,68696
270680,PIAÇABUÇU,11/2022,60467
270680,PIAÇABUÇU,06/2022,20009
270680,PIAÇABUÇU,05/2022,20054
270690,PILAR,05/2022,21790
270690,PILAR,06/2022,21499
270690,PILAR,11/2022,60587
270690,PILAR,01/2022,20891
270690,PILAR,07/2022,40695
270690,PILAR,08/2022,60637
270690,PILAR,03/2022,21739
270690,PILAR,10/2022,60626
270690,PILAR,12/2022,60675
270690,PILAR,04/2022,21744
270690,PILAR,02/2022,21736
270690,PILAR,09/2022,60610
270700,PINDOBA,10/2022,61339
270700,PINDOBA,09/2022,61371
270700,PINDOBA,12/2022,61244
270700,PINDOBA,02/2022,25233
270700,PINDOBA,04/2022,25200
270700,PINDOBA,11/2022,61259
270700,PINDOBA,06/2022,23196
270700,PINDOBA,05/2022,25006
270700,PINDOBA,03/2022,25345
270700,PINDOBA,07/2022,41526
270700,PINDOBA,08/2022,61400
270700,PINDOBA,01/2022,24164
270710,PIRANHAS,08/2022,61753
270710,PIRANHAS,07/2022,41844
270710,PIRANHAS,01/2022,25348
270710,PIRANHAS,03/2022,26383
270710,PIRANHAS,06/2022,25563
270710,PIRANHAS,02/2022,26384
270710,PIRANHAS,12/2022,61681
270710,PIRANHAS,10/2022,61915
270710,PIRANHAS,09/2022,61702
270710,PIRANHAS,04/2022,26312
270710,PIRANHAS,05/2022,25945
270710,PIRANHAS,11/2022,61633
270720,POÇO DAS TRINCHEIRAS,11/2022,61788
270720,POÇO DAS TRINCHEIRAS,05/2022,26767
270720,POÇO DAS TRINCHEIRAS,04/2022,27093
270720,POÇO DAS TRINCHEIRAS,08/2022,61804
270720,POÇO DAS TRINCHEIRAS,03/2022,27162
270720,POÇO DAS TRINCHEIRAS,01/2022,27147
270720,POÇO DAS TRINCHEIRAS,07/2022,42014
270720,POÇO DAS TRINCHEIRAS,10/2022,61765
270720,POÇO DAS TRINCHEIRAS,09/2022,61749
270720,POÇO DAS TRINCHEIRAS,12/2022,61689
270720,POÇO DAS TRINCHEIRAS,02/2022,28079
270720,POÇO DAS TRINCHEIRAS,06/2022,26461
270730,PORTO CALVO,02/2022,19149
270730,PORTO CALVO,12/2022,60456
270730,PORTO CALVO,09/2022,60347
270730,PORTO CALVO,06/2022,18104
270730,PORTO CALVO,05/2022,18671
270730,PORTO CALVO,01/2022,18371
270730,PORTO CALVO,04/2022,18944
270730,PORTO CALVO,11/2022,60457
270730,PORTO CALVO,07/2022,40391
270730,PORTO CALVO,08/2022,60365
270730,PORTO CALVO,10/2022,60401
270730,PORTO CALVO,03/2022,18953
270740,PORTO DE PEDRAS,01/2022,19864
270740,PORTO DE PEDRAS,10/2022,60839
270740,PORTO DE PEDRAS,03/2022,20728
270740,PORTO DE PEDRAS,08/2022,60564
270740,PORTO DE PEDRAS,06/2022,20281
270740,PORTO DE PEDRAS,12/2022,60496
270740,PORTO DE PEDRAS,02/2022,20681
270740,PORTO DE PEDRAS,09/2022,60568
270740,PORTO DE PEDRAS,11/2022,60479
270740,PORTO DE PEDRAS,07/2022,40599
270740,PORTO DE PEDRAS,05/2022,20650
270740,PORTO DE PEDRAS,04/2022,20726
270750,PORTO REAL DO COLÉGIO,11/2022,61297
270750,PORTO REAL DO COLÉGIO,05/2022,24226
270750,PORTO REAL DO COLÉGIO,04/2022,25602
270750,PORTO REAL DO COLÉGIO,01/2022,24972
270750,PORTO REAL DO COLÉGIO,08/2022,61231
270750,PORTO REAL DO COLÉGIO,03/2022,25684
270750,PORTO REAL DO COLÉGIO,07/2022,41340
270750,PORTO REAL DO COLÉGIO,10/2022,66673
270750,PORTO REAL DO COLÉGIO,02/2022,24553
270750,PORTO REAL DO COLÉGIO,12/2022,61395
270750,PORTO REAL DO COLÉGIO,09/2022,61253
270750,PORTO REAL DO COLÉGIO,06/2022,23990
270760,QUEBRANGULO,06/2022,29754
270760,QUEBRANGULO,12/2022,62206
270760,QUEBRANGULO,02/2022,30473
270760,QUEBRANGULO,04/2022,30096
270760,QUEBRANGULO,11/2022,62226
270760,QUEBRANGULO,09/2022,62319
270760,QUEBRANGULO,07/2022,42678
270760,QUEBRANGULO,10/2022,62328
270760,QUEBRANGULO,08/2022,62479
270760,QUEBRANGULO,05/2022,30042
270760,QUEBRANGULO,01/2022,28938
270760,QUEBRANGULO,03/2022,30131
270770,RIO LARGO,07/2022,40328
270770,RIO LARGO,10/2022,60309
270770,RIO LARGO,03/2022,18707
270770,RIO LARGO,02/2022,19067
270770,RIO LARGO,08/2022,60286
270770,RIO LARGO,01/2022,18724
270770,RIO LARGO,06/2022,18281
270770,RIO LARGO,09/2022,60271
270770,RIO LARGO,12/2022,60319
270770,RIO LARGO,05/2022,18745
270770,RIO LARGO,11/2022,60356
270770,RIO LARGO,04/2022,18695
270780,ROTEIRO,05/2022,24756
270780,ROTEIRO,11/2022,60927
270780,ROTEIRO,07/2022,41193
270780,ROTEIRO,03/2022,24744
270780,ROTEIRO,01/2022,24312
270780,ROTEIRO,10/2022,60918
270780,ROTEIRO,08/2022,61039
270780,ROTEIRO,12/2022,60881
270780,ROTEIRO,02/2022,25208
270780,ROTEIRO,09/2022,60950
270780,ROTEIRO,06/2022,24255
270780,ROTEIRO,04/2022,24851
270790,SANTA LUZIA DO NORTE,09/2022,60569
270790,SANTA LUZIA DO NORTE,12/2022,60744
270790,SANTA LUZIA DO NORTE,02/2022,20694
270790,SANTA LUZIA DO NORTE,04/2022,20283
270790,SANTA LUZIA DO NORTE,11/2022,60662
270790,SANTA LUZIA DO NORTE,10/2022,60535
270790,SANTA LUZIA DO NORTE,06/2022,20213
