v0002_codigo_do_municipio,GeoSES
160053,-0.604100394137437
160055,-0.782415518220167
160060,-0.459806207649034
160070,-0.748276613998277
160080,-0.756940227192808
292860,-0.696704155253228
292870,-0.378498256741742
291840,-0.461153980243454
292880,-0.599425514673506
292890,-0.607265901950479
292895,-0.561670097969372
292900,-0.667025145131575
291845,-0.788855992167227
291850,-0.709624971745334
292905,-0.57764114367259
291855,-0.794644920638333
292910,-0.707743951145618
292920,-0.655092855730648
291860,-0.56484831509978
291870,-0.732336683965796
291875,-0.649328772014204
292925,-0.681461432318038
291880,-0.738012380093594
292930,-0.668289352010825
292935,-0.843069414519743
292937,-0.733729972996734
291890,-0.619617493632586
291900,-0.835167850663632
291905,-0.733927674593522
292940,-0.717881746984997
291910,-0.912822497982398
291915,-0.673351168459906
292950,-0.669923013705196
291920,0.121549768171662
292960,-0.656880631489487
292970,-0.812789950040531
292975,-0.808904636663687
292980,-0.783529998267139
292990,-0.598786935984398
293000,-0.611899351822445
291930,-0.648610194923896
291940,-0.560341451538276
293010,-0.506319949403273
291950,-0.546856998885602
291955,-0.233959140109982
293015,-0.725423865969832
293020,-0.720663542218243
291960,-0.851532156867888
293030,-0.709653105773209
293040,-0.766132597848733
293050,-0.584401033135024
291970,-0.650250283277053
291980,-0.63906725515278
291990,-0.680162784504712
291992,-0.47145485161847
291995,-0.669055905817919
293060,-0.693848060358783
293070,-0.589864008256293
292000,-0.722482039269687
292010,-0.672536553709835
292020,-0.781674787654428
292030,-0.616204158363769
291360,-0.425668244344087
292040,-0.701684116102574
292045,-0.666930044451073
292050,-0.649210740282641
292060,-0.712338498742154
291370,-0.732873576559995
292070,-0.753204892951495
291380,-0.810268794899881
291390,-0.55468973416936
293325,-0.737142743467756
293330,-0.331206519979739
291400,-0.730671091444486
291410,-0.585404837030899
291420,-0.715922718372995
291430,-0.718675436856768
291440,-0.662049674402606
291450,-0.685237386767558
291460,-0.4581069935156
291465,-0.735159880389282
293340,-0.708004671293642
293345,-0.638589500781142
291470,-0.578286102096382
293350,-0.789673093368158
293360,-0.719696153666776
291480,-0.351574158567894
290570,-0.417023609811622
290580,-0.784426974929824
290590,-0.734400530921237
291490,-0.762921608193474
290600,-0.695334162580061
291500,-0.77064977523787
291510,-0.775572074444188
291520,-0.74090975335506
290010,-0.572747879501231
290020,-0.75898868430768
293075,-0.853338557040375
293076,-0.747467497447458
290610,-0.742717511046124
290620,-0.666601765194422
290030,-0.745201886374463
293077,-0.586858315262282
293080,-0.637251260200353
291530,-0.671326902645333
290035,-0.716639823489746
293090,-0.695149154198412
290630,-0.749944947785646
290040,-0.845678236576057
290050,-0.627651799655992
293100,-0.632553099485364
293105,-0.586866387492945
291535,-0.715577889004033
291540,-0.757278974721733
290060,-0.798918738595184
290070,-0.423333820043291
293110,-0.76736284608703
290640,-0.761670703892903
290650,-0.577097008567491
293120,-0.788264027347805
291550,-0.692674581197555
293130,-0.70308277231908
293135,-0.390266886843971
291560,-0.614133021634836
291590,-0.815724369208608
291600,-0.599925290409854
291610,-0.622183654493716
290080,-0.665823551183979
291570,-0.736884248925495
291620,-0.76347364954362
290660,-0.586173385692213
290090,-0.84093514446403
293140,-0.834263460512698
293150,-0.711582812625711
291580,-0.704333042290309
291630,-0.797549622500748
291640,-0.419155045071424
293160,-0.777786773581574
293170,-0.784766343296836
290670,-0.686153999914499
290680,-0.693008470611439
290100,-0.594720109373761
293180,-0.681628974690076
290310,-0.748980909682426
290320,-0.273751615906335
293190,-0.703541663999602
290682,-0.700542353518005
290110,-0.628211197079184
290115,-0.785364116428101
293200,-0.625158365107128
291650,-0.862261447290269
293210,-0.71049836906237
290685,-0.641837498567349
290120,-0.737767835332735
293220,-0.699366551039227
293230,-0.720903797158592
290130,-0.813847289322473
293240,-0.615701405382834
290687,-0.600472529960794
291660,-0.807291991345522
291670,-0.816960721972384
293245,-0.811849149865846
293250,-0.762900331827703
290135,-0.661185340938533
290140,-0.665447156501176
293260,-0.600519298330588
290689,-0.665380392791231
290690,-0.69346003818353
291680,-0.661039837232077
293270,-0.712396647919849
290323,-0.630565888555511
290327,-0.597309496429974
290150,-0.77013188831975
293280,-0.673944840078064
293290,-0.625226235689121
290700,-0.843934024378241
290710,-0.732794208294068
291685,-0.709720143250294
290330,-0.772886782768556
290160,-0.637549365158842
290720,-0.638688549294188
291690,-0.68813955159579
293300,-0.496153164253248
293305,-0.763594577002164
290340,-0.748817297664694
290350,-0.67480163493244
290170,-0.856173945235292
290180,-0.71044885051131
293310,-0.62036571477829
291700,-0.776301878163458
293315,-0.716016454512261
293317,-0.700787053953908
290360,-0.83732956760053
290190,-0.788244614937942
293320,-0.688389005652408
290730,-0.704309317448515
290740,-0.709529538954152
291710,-0.699575359606425
291720,-0.649508675313861
290370,-0.77080618197953
290195,-0.753255168334388
290200,-0.580820057826518
291080,-0.298475111616504
290750,-0.522878469089991
291730,-0.686169238350644
290380,-0.81443518859254
290205,-0.756722360536036
290755,-0.648067239699186
290760,-0.65901678897133
291733,-0.690671664950989
290390,-0.577334839272331
290210,-0.734742630894187
291085,-0.725946725768572
290770,-0.713540897378734
291735,-0.64831766696613
291740,-0.558745027865585
291090,-0.702934647368801
291100,-0.779562372220333
290395,-0.726188449588916
290220,-0.77012854441424
291110,-0.621272865913236
291120,-0.630175102054403
290780,-0.638636646997714
291750,-0.537478794058982
291125,-0.672050688787089
290400,-0.673924936053022
290225,-0.839485749157128
290230,-0.75302564733861
291130,-0.71290487798071
291140,-0.671147291086932
292660,-0.642063090093186
292665,-0.734425739265328
290240,-0.816867902126286
290250,-0.680622665647935
291150,-0.831615590200015
290405,-0.675259484602612
290410,-0.650511520855108
291160,-0.630685081576715
291165,-0.629650458824852
292670,-0.58059556274797
290790,-0.669456291376398
290260,-0.775130386642395
291170,-0.354357388964201
290420,-0.699316716811334
290430,-0.730737071106829
291760,-0.687288884585766
290800,-0.654762361668734
290265,-0.702297411620846
290270,-0.811747434958856
291180,-0.780988512641036
290440,-0.698951441297055
291185,-0.728090796932136
292680,-0.604046006449113
290810,-0.63862333082563
290280,-0.630679697946365
291190,-0.718082151969283
291200,-0.537721090100128
290450,-0.686405353363309
290460,-0.412326490486827
291770,-0.548893714037698
291780,-0.853068011922679
291210,-0.657968716865737
291220,-0.653193541328821
292690,-0.596777706009536
290290,-0.744062280009842
291230,-0.730430243543614
291790,-0.860907828965113
291240,-0.642866966961073
290820,-0.678691431812188
290300,-0.581479417162442
291250,-0.623637457201711
290470,-0.724068870960945
291800,-0.472051707347739
291260,-0.831246343251872
291270,-0.844728877388426
292700,-0.705617681643117
292390,-0.721754028937057
292400,-0.372070667890284
291280,-0.624945683597758
290475,-0.733121211212307
291290,-0.747505007743102
291300,-0.672384201487228
290830,-0.747974041666562
292710,-0.583283807957349
291310,-0.65058369155298
290480,-0.74602503550468
290485,-0.789713979115287
291320,-0.601744371223335
292720,-0.695348505973928
291330,-0.565167056298208
291340,-0.540461062927337
290490,-0.70688480627296
291345,-0.838268351591965
292730,-0.784770842641819
292405,-0.680340242875313
291350,-0.741708540829356
290500,-0.450156685331749
292410,-0.860030797185718
292740,-0.180633589268345
291810,-0.725364187266507
290510,-0.798307443401417
290515,-0.662803547565166
292420,-0.841476698801143
291820,-0.741048834042644
290840,-0.600172345577654
290520,-0.482991319674726
292430,-0.70342215852069
292440,-0.824435078074928
290850,-0.581180992359456
291830,-0.756449192606964
290860,-0.768769276871121
290530,-0.722695352283939
292450,-0.59942359340753
290870,-0.639769719996061
291835,-0.681100718909717
290880,-0.676414603557883
290890,-0.718646096165588
290540,-0.794002700155556
292460,-0.779791126562198
290900,-0.610913617992082
290910,-0.677087733855718
290920,-0.741855882961453
290550,-0.783084496167958
290560,-0.735737205658789
292465,-0.648648028091479
292467,-0.807444722424476
290930,-0.626572388243412
290940,-0.726003050351201
292470,-0.654557477712015
292480,-0.687469604309645
290950,-0.720203475278206
290960,-0.788317096386883
292080,-0.766742579911002
290970,-0.676961845435582
290980,-0.440320368972722
292490,-0.706436561926719
292500,-0.704211366937588
292090,-0.803935395228754
290990,-0.71311686842473
292510,-0.68488414167846
291000,-0.806172335722095
291005,-0.513940259479785
292100,-0.5809933507285
291010,-0.557834805163453
291020,-0.699199279221819
291030,-0.653689209062995
292520,-0.557206590950433
291040,-0.716704161611656
291050,-0.693223878500887
292105,-0.693932695452397
292110,-0.638782621279281
291060,-0.70798902382333
291070,-0.703070904712043
292525,-0.757361570865134
291072,-0.397576386949622
292120,-0.686306205357296
291075,-0.700589569976926
292530,-0.444961440343077
291077,-0.681685520915578
292130,-0.629071365104009
292140,-0.835629187881489
292145,-0.682249409709768
292150,-0.724057723620923
292160,-0.75002023875108
292540,-0.730132896695818
292550,-0.63744426740741
292170,-0.689564059473834
292560,-0.63936591906192
292180,-0.527933967771988
292190,-0.576210016733824
292570,-0.713684316126204
292200,-0.487667418589505
292575,-0.743072789235037
292580,-0.674424509079832
292205,-0.716501393431038
292590,-0.767972077527316
292210,-0.705216458311492
292220,-0.703856963423129
292593,-0.719704410259474
292595,-0.753806329636384
292225,-0.825682918769469
292230,-0.610994656348593
292600,-0.616326601474454
292240,-0.655155116007516
292610,-0.598474584358028
292250,-0.605617888051242
292620,-0.780648939034815
292630,-0.589147778036869
292260,-0.823778250457449
292265,-0.715295972310165
292640,-0.612157600382567
292270,-0.781152082350631
292273,-0.644159588194161
292650,-0.81868333140828
292275,-0.750629055321809
292280,-0.81586347323936
292285,-0.7527692449275
292290,-0.774353654136268
292300,-0.55209604821346
292303,-0.608017880314311
292305,-0.742036874697042
292310,-0.790984887016791
292320,-0.740302772739129
292330,-0.825078729557064
292335,-0.759739257740724
292340,-0.611858213677405
292350,-0.61481351636211
292360,-0.475948834556128
292370,-0.743612168805707
292380,-0.653491495111001
292750,-0.768218556670528
292760,-0.753157374593925
292770,-0.55279433374817
292780,-0.72131460167358
292790,-0.740093750695826
292800,-0.665977776231187
292805,-0.808411439979507
292810,-0.629047226237456
292820,-0.66225386453201
292830,-0.783558500622138
292840,-0.621167443672709
292850,-0.737387421846059
230427,-0.618360552403348
230428,-0.219097259938356
230430,-0.691793038045369
230435,-0.589432350832223
230440,0.0230686240321374
230770,-0.564656471752137
230780,-0.622639820120892
230790,-0.711552641095034
230800,-0.705005437262446
230810,-0.657821760920827
230820,-0.631684951466369
230830,-0.639454026088048
230835,-0.574558466810523
230837,-0.737422082351052
230840,-0.6252010305513
230850,-0.677713567020151
230860,-0.631543500849099
230870,-0.600810377610661
230880,-0.712068607979343
230890,-0.677880005412586
230900,-0.670469491603687
230910,-0.690102558136423
230920,-0.655874316175475
230930,-0.57753488281522
230940,-0.678051261160134
230945,-0.717702727677537
230950,-0.610561902720264
230960,-0.534953919304417
230970,-0.518391543511846
230980,-0.622675115491302
230990,-0.640639728047821
231000,-0.561990893038642
231010,-0.673648679086641
231020,-0.561452196638423
231025,-0.602462531367321
231030,-0.687090466611277
231040,-0.735529425465776
231050,-0.705608385681093
231060,-0.599077138752519
231070,-0.62405806805743
230620,-0.563464098369617
230625,-0.660445083437261
230630,-0.637950312202934
230640,-0.618294205847265
230010,-0.678961062300763
230015,-0.651040563051877
230020,-0.696773783497978
230445,-0.637176593336184
230030,-0.669376438807813
230450,-0.668415727982747
230650,-0.72378250363043
230460,-0.685085003994821
230465,-0.725089773975401
230270,-0.619474235551646
230280,-0.66481866683557
230470,-0.79664149606177
230290,-0.71034957899586
230655,-0.697782717044054
230300,-0.715939417497586
230040,-0.739146619761176
230480,-0.700381695302359
230490,-0.562870591719633
230495,-0.704069289472369
230660,-0.744254449717233
230670,-0.641577532263636
230310,-0.679350194325945
230500,-0.652331136774263
230050,-0.688711562036276
230060,-0.723326006463428
230510,-0.525818974895827
230520,-0.666603543623117
230320,-0.661118551756141
230680,-0.569639764390332
230070,-0.580030243691321
230075,-0.720317824805029
230330,-0.65986846611508
230523,-0.553906087380173
230690,-0.590039767614333
230526,-0.697928249681072
230340,-0.672832672813396
230080,-0.702862967791508
230530,-0.642961032369459
230533,-0.666653669843417
230700,-0.586956326067158
230350,-0.566293281906362
230090,-0.636574686712679
230535,-0.581209010065527
230710,-0.670932801915411
230100,-0.538250403019971
230540,-0.599666813029121
230720,-0.615849114833627
230725,-0.534719032904407
230360,-0.643638074015254
230730,-0.385091982875905
230365,-0.657366494851676
230370,-0.49583852472416
230110,-0.536628710329521
230550,-0.439148846838783
230120,-0.686758004811748
230125,-0.692900769293479
230130,-0.753164182524194
230140,-0.704012130842548
230560,-0.563457992041086
230565,-0.752975473147677
230150,-0.635768595291902
230570,-0.582429060489554
230160,-0.640161663615524
230170,-0.640682818164685
230580,-0.60238000097608
230180,-0.581075103980438
230185,-0.68304616612262
230590,-0.71032521331168
230740,-0.685984429044359
230190,-0.496500050481835
230600,-0.507096634685727
230750,-0.622241163962793
230760,-0.402119370413142
230380,-0.577450920430475
230610,-0.702122300291976
230390,-0.737169482762915
230195,-0.670417638622062
231080,-0.677106360047067
230763,-0.700834958104722
230393,-0.739377073624889
230395,-0.67218289447067
230200,-0.641489628527655
230205,-0.797307960719077
231085,-0.617050707525816
230765,-0.482421321015812
230400,-0.665655980820401
231090,-0.67296161315301
230410,-0.518395635952128
230210,-0.639766757834641
231095,-0.672887099865839
231100,-0.717373246170352
230420,-0.349459613476932
231110,-0.670990220176147
230220,-0.606446193183417
230423,-0.756465606646148
231120,-0.729048623317141
231123,-0.543039319635173
231290,-0.356637751561328
231300,-0.568689329005151
230425,-0.574074118550927
231126,-0.686584939326341
231310,-0.429202237304619
230230,-0.67509055741177
230426,-0.62896905702237
231130,-0.536581678685693
231320,-0.689812233864856
231325,-0.689239648347363
231330,-0.565631804593665
230240,-0.684917756914099
231335,-0.707987287832302
231135,-0.659428675797805
231340,-0.512490965850434
231140,-0.589338193214337
231350,-0.703812045933691
231355,-0.7237710357276
231360,-0.544071158632638
231370,-0.643215152336022
231375,-0.760786615984426
231150,-0.620937913711667
231380,-0.67503662673249
230250,-0.50721624691266
231390,-0.774031599524465
231395,-0.61549705419833
231160,-0.661111698101188
231170,-0.663856908048497
231400,-0.616096442085749
230260,-0.638831825960022
231410,-0.742317878271731
231180,-0.428017811472623
231190,-0.679070971238934
231195,-0.776072961532878
231200,-0.728169480612141
231210,-0.707503825694043
231220,-0.659677987074317
231230,-0.606323148421969
231240,-0.547575084931119
231250,-0.500765975909678
231260,-0.672738933233624
231270,-0.642994590519489
231280,-0.708519306339386
530010,0.449243010006271
320334,-0.185627719223812
320335,-0.308934971405713
320340,-0.367487885404872
320140,-0.162859011379445
320150,-0.159189761815772
320350,-0.428762592318406
320360,-0.617425659293415
320370,-0.413732848093211
320160,-0.537249966316164
320380,-0.318179227309694
320170,-0.367544014874263
320390,-0.292913552967217
320180,-0.465216421139255
320190,-0.246071505874325
320400,-0.448019339063511
320200,-0.453559886980647
320405,-0.556334996069754
320210,-0.559235522149788
320220,-0.284843397658458
320410,-0.499539636554351
320420,-0.253148772877963
320225,-0.352374821930361
320230,-0.288565001474022
320425,-0.583189043939612
320240,-0.14281481662041
320430,-0.511753708118641
320435,-0.325212647568117
320440,-0.267006180220923
320450,-0.422093958143725
320245,-0.444965992036192
320455,-0.207341408456704
320250,-0.233042188132432
320460,-0.109855816944473
320465,-0.362756623091329
320255,-0.486348020172243
320260,-0.126550111942101
320470,-0.246945924748174
320265,-0.419357234586749
320480,-0.3945873107671
320490,-0.289667796766392
320270,-0.312440378581319
320280,-0.46253873266467
320290,-0.217971384853425
320300,-0.387211946699768
320305,-0.456121160311256
320495,-0.280187265266668
320500,-0.226010052502111
320310,-0.356560765715532
320313,-0.124601698318431
320316,-0.36689785906357
320320,-0.244850347056626
320330,-0.511361004554989
320332,-0.318759919689012
320530,0.455472270442563
320010,-0.357358725072266
320013,-0.422581079290804
320016,-0.535231162950556
320020,-0.213439240812622
320030,-0.185380274461345
320035,-0.467315476553532
320040,-0.259102462675202
320050,-0.410095576594907
320060,-0.185897676014272
320070,-0.359457205972906
320080,-0.360148759525294
320090,-0.396699379579853
320100,-0.484385999010592
320110,-0.29382183541992
320115,-0.457877038589447
320120,-0.154920262683722
320130,-0.318854228483213
320501,-0.504515845723757
320503,-0.345562329315038
320506,-0.0864020727983074
320510,-0.418428500393692
320515,-0.376129527141245
320517,-0.347427333999321
320520,0.137453041460663
520005,-0.239620839051187
520010,-0.280843538410961
521440,-0.315089259298009
521450,-0.25408514906582
520013,-0.333955765027409
521460,-0.269375378847222
520015,-0.376830818677274
521470,-0.393237566260474
521480,-0.204162763580792
520017,-0.414890203502479
520020,-0.29270784203633
521483,-0.447266781131385
521486,-0.425433948743447
520025,-0.4551625243713
521487,-0.457516127629318
521490,-0.592471682400375
521500,-0.264180428467497
521520,-0.362816813511977
521523,-0.4203729371096
520870,0.300246994961275
520030,-0.343749674106552
520050,-0.342868875268106
520055,-0.271622480399128
520060,-0.315857340615704
521525,-0.528310919554466
520080,-0.505407602158026
520082,-0.608549769463852
520085,-0.366427394269495
520090,-0.388296241331619
521530,-0.203167833503473
520110,-0.038771649832802
521540,-0.269926807381173
521550,-0.0970139134548225
521560,-0.43285118378819
521565,-0.295273960575481
521570,-0.232294200987096
521580,-0.275777790873309
521590,-0.222927263137749
521600,-0.296246769582057
521630,-0.207231154740515
521640,-0.305030898567523
521645,-0.293829384876062
520120,-0.116052986256733
520130,-0.265291012296288
521680,-0.256863078989336
521690,-0.412407687775388
520140,-0.20356298915995
521710,-0.157243967846817
521720,-0.292040117871946
521730,-0.263202299552369
521740,-0.109646289073707
521760,-0.411721199646692
520145,-0.378819226085645
520150,-0.279523908152325
520160,-0.345407439481351
521880,-0.0747274847705924
521770,-0.269216699717961
520880,-0.352738917659948
521890,-0.238075695663473
521800,-0.279425163451074
521805,-0.309233828517619
521900,-0.250748177493132
521910,-0.36878786007381
520890,-0.249905486918693
521920,-0.216060520993675
521925,-0.331290817029597
521810,-0.290754915791307
521830,-0.419125358295508
521930,-0.172987481217502
520910,-0.122467536561058
521935,-0.347536282893075
521940,-0.287801285044495
521839,-0.34382691031317
521850,-0.14591208910735
521945,-0.435024036990095
521950,-0.361900002655061
521960,-0.529313245011974
521970,-0.406640167960484
520915,-0.402480692506776
520920,-0.348173004111523
521971,-0.39999354250452
521973,-0.222721916122502
520549,-0.260645564354415
521860,-0.216801154846136
521870,-0.358410987429204
521975,-0.441665227800069
520551,-0.458621926204408
520929,-0.413293453298188
520552,-0.471205537232462
520570,-0.267054807080873
521878,-0.179723738233486
521980,-0.670425165477867
521990,-0.439519823739678
520580,-0.363069432926928
520590,-0.255736844875193
520940,-0.581042550803325
520945,-0.537800594595769
522000,-0.433190505902057
522005,-0.150256604597711
520620,-0.227710876800798
520960,-0.378131081375953
520970,-0.214742536145771
522010,-0.160922987068359
520630,-0.292036975843918
520640,-0.260507389821095
520980,-0.388482292702997
520990,-0.56528383538704
522015,-0.454381454586528
522020,-0.405914210573258
520650,-0.311922846865147
522026,-0.265922187872382
522028,-0.337408974781401
520170,-0.267923648374977
520993,-0.389773166516279
522040,-0.174166639767818
520180,-0.307061641727191
520660,-0.15399180684647
520670,-0.572638319087186
522045,-0.324771672023628
520215,-0.394633750450173
520995,-0.287463333987756
521000,-0.191371768162928
520235,-0.409050109845561
520250,-0.324914510873748
520680,-0.276979255885027
520690,-0.171286128655501
520710,-0.311935318771215
522050,-0.298918200647836
520260,-0.331389495594966
520280,-0.434913916116168
522060,-0.206602839231703
520310,-0.536627388393412
520320,-0.22302211088286
520725,-0.396252892407976
520735,-0.255995576370203
522068,-0.576552410072086
520330,-0.197899002103454
521010,-0.163036436552621
522070,-0.604448367608192
522100,-0.223643056524358
522108,-0.570006349039048
522119,-0.398875505675448
520340,-0.414974596307102
520350,-0.292841960644215
520740,-0.160695349415031
520750,-0.367115944175402
522130,0.0278314540830618
522140,-0.287251888228864
520355,-0.355535257627591
521015,-0.401827897290566
521020,-0.175521866052063
520357,-0.485922433066501
520360,-0.272628732761091
520380,-0.386347204238713
520753,-0.435458888921719
520760,-0.381188554194939
520390,-0.192152076055452
521030,-0.362691639759734
520393,-0.354440922197191
520396,-0.461874854825206
520400,-0.468345808946994
520780,-0.262519373075382
520410,-0.172467407542231
521040,-0.209702209774211
520420,-0.314419851039027
520425,-0.294316928482485
520790,-0.654645627776801
520430,-0.0694420021713641
521056,-0.298737454693434
521060,-0.301176712360447
520440,-0.324383086033028
520800,-0.153352431271676
520450,-0.0987518304401238
521080,-0.259591923933763
521090,-0.262335991901427
520455,-0.350108954972647
520460,-0.469098900813001
521100,-0.424967916346649
520465,-0.466627628308948
520470,-0.312401044432218
520480,-0.208331533127036
520485,-0.365907104408949
522145,-0.486966271872269
520490,-0.41231833834041
520810,-0.342131066125837
520815,-0.299294107968025
520830,-0.567644836659377
520495,-0.518296272863673
521120,-0.249770887745369
520500,-0.277963930003534
520505,-0.374323678808749
520510,0.0473030059054733
520840,-0.326729919868651
522150,-0.322081400643503
522155,-0.387783958221956
520850,-0.0935986232097246
520860,-0.194793674583007
520520,-0.351064662345864
521130,-0.194629392676513
520530,-0.694739196824305
520540,-0.0255455274014337
520545,-0.258706252671947
522157,-0.498450190024588
522160,-0.183744781072779
520547,-0.0475377142942089
522170,-0.375092835966687
522180,-0.197665706869316
522185,-0.145870656178079
522190,-0.310827428774977
522200,-0.176308955688724
522205,-0.27350751132352
522220,-0.612053215318379
522230,-0.517944739200315
521140,-0.252957219581753
521150,-0.0751222796682481
521160,-0.319982806594734
521170,-0.265581985415129
521180,-0.286364247304043
521190,-0.022638164110915
521200,-0.434572695460312
521205,-0.51276392260234
521210,-0.235399160517251
521220,-0.155828605729833
521225,-0.226077806504129
521230,-0.363879303881452
521250,-0.306087816166327
521260,-0.237964746235149
521270,-0.600721974563289
521280,-0.354487550757206
521290,-0.28995358182466
521295,-0.405312736499411
521300,-0.4063801799745
521305,-0.412163262631239
521308,-0.330197486969333
521310,-0.129061902253151
521340,-0.37104193399081
521350,-0.68249417651596
521370,-0.272305721075242
521375,-0.13107797340494
521377,-0.582894931179098
521380,-0.141988873445173
521385,-0.34694260624973
521390,-0.304743669250839
521400,-0.369368662468234
521405,-0.53164187829888
521410,-0.434439505124583
210632,-0.738310496273033
210635,-0.940394322537682
210637,-0.779912745871359
210640,-0.743348833437674
210650,-0.722746925782331
210660,-0.814271894273563
210410,-0.642697705113947
210420,-0.702392536310788
210663,-0.862075608153461
210667,-0.775644080875983
210430,-0.770707670641619
210440,-0.74632376592372
210450,-0.743605390958626
210455,-0.658871850641653
210460,-0.782106868624266
210462,-0.778937521551146
210465,-0.835540759358637
210467,-0.785539725223311
210470,-0.744989775558911
210480,-0.663760410809233
210490,-0.765130829832106
210500,-0.933370127888262
210510,-0.892721760659551
210515,-0.798507683936872
210520,-0.674565093935571
210530,-0.270392111800885
210535,-0.856394302991386
210540,-0.749275910440784
210542,-0.61808037183473
210545,-0.795440239122577
210547,-0.842624457456348
210550,-0.626881654413011
210560,-0.770630156993922
210565,-0.761605747175514
210570,-0.700895736784531
