codigo_municipio_ibge,nome_municipio,pib_preco_corrente,atividade_maior_valor_ad_bruto
310400,Araxá,56776.64,Indústrias de transformação
310410,Arceburgo,29424.62,Demais serviços
310420,Arcos,37766.76,Demais serviços
310430,Areado,16636.21,Demais serviços
310440,Argirita,13579.76,"Administração, defesa, educação e saúde públicas e seguridade social"
310445,Aricanduva,11511.89,"Administração, defesa, educação e saúde públicas e seguridade social"
310450,Arinos,15691.27,"Administração, defesa, educação e saúde públicas e seguridade social"
310460,Astolfo Dutra,19103.71,Demais serviços
310470,Ataléia,14578.14,"Administração, defesa, educação e saúde públicas e seguridade social"
310480,Augusto de Lima,13756.26,"Administração, defesa, educação e saúde públicas e seguridade social"
310490,Baependi,16944.94,Demais serviços
310500,Baldim,20885.71,Construção
310510,Bambuí,27101.66,Demais serviços
310520,Bandeira,10773.29,"Administração, defesa, educação e saúde públicas e seguridade social"
310530,Bandeira do Sul,13691.54,"Administração, defesa, educação e saúde públicas e seguridade social"
310540,Barão de Cocais,33262,Demais serviços
310550,Barão de Monte Alto,10686.4,"Administração, defesa, educação e saúde públicas e seguridade social"
310560,Barbacena,22976.86,Demais serviços
310570,Barra Longa,14322.27,"Administração, defesa, educação e saúde públicas e seguridade social"
310590,Barroso,23555.61,Demais serviços
310600,Bela Vista de Minas,31152.83,Indústrias extrativas
310610,Belmiro Braga,17009.27,"Administração, defesa, educação e saúde públicas e seguridade social"
310620,Belo Horizonte,38670.4,Demais serviços
310630,Belo Oriente,69522.13,Indústrias de transformação
310640,Belo Vale,27060.74,Indústrias extrativas
310650,Berilo,8941.69,"Administração, defesa, educação e saúde públicas e seguridade social"
310660,Bertópolis,9959.38,"Administração, defesa, educação e saúde públicas e seguridade social"
310665,Berizal,11399.58,"Administração, defesa, educação e saúde públicas e seguridade social"
310670,Betim,58871.28,Indústrias de transformação
310680,Bias Fortes,11029.45,"Administração, defesa, educação e saúde públicas e seguridade social"
310690,Bicas,18972.16,Demais serviços
310700,Biquinhas,20867.47,"Administração, defesa, educação e saúde públicas e seguridade social"
310710,Boa Esperança,23022.21,Demais serviços
310720,Bocaina de Minas,13592.61,"Administração, defesa, educação e saúde públicas e seguridade social"
310730,Bocaiúva,20915.84,Demais serviços
310740,Bom Despacho,28324.99,Demais serviços
310750,Bom Jardim de Minas,18572.09,"Administração, defesa, educação e saúde públicas e seguridade social"
310760,Bom Jesus da Penha,37481.11,"Agricultura, inclusive apoio à agricultura e a pós colheita"
310770,Bom Jesus do Amparo,23378.76,Demais serviços
310780,Bom Jesus do Galho,10898.87,"Administração, defesa, educação e saúde públicas e seguridade social"
310790,Bom Repouso,13699.84,"Administração, defesa, educação e saúde públicas e seguridade social"
310800,Bom Sucesso,21414,Demais serviços
310810,Bonfim,16278.88,Demais serviços
310820,Bonfinópolis de Minas,50785.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
310825,Bonito de Minas,8001.93,"Administração, defesa, educação e saúde públicas e seguridade social"
310830,Borda da Mata,17404.31,Demais serviços
310840,Botelhos,18275.11,Demais serviços
310850,Botumirim,9638.98,"Administração, defesa, educação e saúde públicas e seguridade social"
310855,Brasilândia de Minas,23051.81,Demais serviços
310860,Brasília de Minas,11029.18,"Administração, defesa, educação e saúde públicas e seguridade social"
310870,Brás Pires,10442.36,"Administração, defesa, educação e saúde públicas e seguridade social"
310880,Braúnas,42615.85,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
310890,Brazópolis,12824.27,"Administração, defesa, educação e saúde públicas e seguridade social"
310900,Brumadinho,57064.24,Indústrias extrativas
310910,Bueno Brandão,16573.45,Demais serviços
310920,Buenópolis,12763.9,"Administração, defesa, educação e saúde públicas e seguridade social"
310925,Bugre,10571.82,"Administração, defesa, educação e saúde públicas e seguridade social"
310930,Buritis,38041.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
310940,Buritizeiro,21029.28,"Administração, defesa, educação e saúde públicas e seguridade social"
310945,Cabeceira Grande,55628.4,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
310950,Cabo Verde,18243.59,Demais serviços
310960,Cachoeira da Prata,13669.94,"Administração, defesa, educação e saúde públicas e seguridade social"
310970,Cachoeira de Minas,33682.4,Indústrias de transformação
310980,Cachoeira Dourada,38193.51,"Agricultura, inclusive apoio à agricultura e a pós colheita"
310990,Caetanópolis,22894.35,Demais serviços
311000,Caeté,20233.61,Demais serviços
311010,Caiana,20435.49,"Administração, defesa, educação e saúde públicas e seguridade social"
311020,Cajuri,23518.73,Indústrias de transformação
311030,Caldas,18427.97,Demais serviços
311040,Camacho,16915.13,"Administração, defesa, educação e saúde públicas e seguridade social"
311050,Camanducaia,34392.09,Demais serviços
311060,Cambuí,61061.97,Indústrias de transformação
311070,Cambuquira,25379.18,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311080,Campanário,13060.69,"Administração, defesa, educação e saúde públicas e seguridade social"
311090,Campanha,22573.66,Demais serviços
311100,Campestre,19791.76,Demais serviços
311110,Campina Verde,23504.63,Demais serviços
311115,Campo Azul,10126.04,"Administração, defesa, educação e saúde públicas e seguridade social"
311120,Campo Belo,20640.44,Demais serviços
311130,Campo do Meio,15701.46,Demais serviços
311140,Campo Florido,79067.52,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311150,Campos Altos,23876,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311160,Campos Gerais,22014.41,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311170,Canaã,15681.05,"Administração, defesa, educação e saúde públicas e seguridade social"
311180,Canápolis,45526.66,Indústrias de transformação
311190,Cana Verde,12622.75,"Administração, defesa, educação e saúde públicas e seguridade social"
311200,Candeias,20129,Demais serviços
311205,Cantagalo,11102.88,"Administração, defesa, educação e saúde públicas e seguridade social"
311210,Caparaó,16602.82,"Administração, defesa, educação e saúde públicas e seguridade social"
311220,Capela Nova,12214.38,"Administração, defesa, educação e saúde públicas e seguridade social"
311230,Capelinha,19336.2,Demais serviços
311240,Capetinga,23544.44,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311250,Capim Branco,9903.79,"Administração, defesa, educação e saúde públicas e seguridade social"
311260,Capinópolis,31609.18,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311265,Capitão Andrade,10068.56,"Administração, defesa, educação e saúde públicas e seguridade social"
311270,Capitão Enéas,23564.85,Indústrias de transformação
311280,Capitólio,33046.19,Demais serviços
311290,Caputira,11560.05,"Administração, defesa, educação e saúde públicas e seguridade social"
311300,Caraí,8149.93,"Administração, defesa, educação e saúde públicas e seguridade social"
311310,Caranaíba,11619.52,"Administração, defesa, educação e saúde públicas e seguridade social"
311320,Carandaí,26776.19,Demais serviços
311330,Carangola,17880.37,Demais serviços
311340,Caratinga,21758.52,Demais serviços
311350,Carbonita,20461.19,"Produção florestal, pesca e aquicultura"
311360,Careaçu,21978.05,Demais serviços
311370,Carlos Chagas,25335.65,Demais serviços
311380,Carmésia,13128.47,"Administração, defesa, educação e saúde públicas e seguridade social"
311390,Carmo da Cachoeira,20403.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311400,Carmo da Mata,16506.52,Demais serviços
311410,Carmo de Minas,14597.15,"Administração, defesa, educação e saúde públicas e seguridade social"
311420,Carmo do Cajuru,22805.68,Demais serviços
311430,Carmo do Paranaíba,28270.26,Demais serviços
311440,Carmo do Rio Claro,27371.42,Demais serviços
311450,Carmópolis de Minas,20867.71,Demais serviços
311455,Carneirinho,37159.61,Demais serviços
311460,Carrancas,27711.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311470,Carvalhópolis,16356.64,"Administração, defesa, educação e saúde públicas e seguridade social"
311480,Carvalhos,15680.51,"Administração, defesa, educação e saúde públicas e seguridade social"
311490,Casa Grande,24587.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311500,Cascalho Rico,22005.97,"Administração, defesa, educação e saúde públicas e seguridade social"
311510,Cássia,21804.94,Demais serviços
311520,Conceição da Barra de Minas,15068.92,"Administração, defesa, educação e saúde públicas e seguridade social"
311530,Cataguases,20473.59,Demais serviços
311535,Catas Altas,201806.62,Indústrias extrativas
311540,Catas Altas da Noruega,10235.87,"Administração, defesa, educação e saúde públicas e seguridade social"
311545,Catuji,11049.76,"Administração, defesa, educação e saúde públicas e seguridade social"
311547,Catuti,10174.7,"Administração, defesa, educação e saúde públicas e seguridade social"
311550,Caxambu,16403.46,Demais serviços
311560,Cedro do Abaeté,19129.38,"Administração, defesa, educação e saúde públicas e seguridade social"
311570,Central de Minas,11579.33,"Administração, defesa, educação e saúde públicas e seguridade social"
311580,Centralina,29526.87,Demais serviços
311590,Chácara,13717.99,"Administração, defesa, educação e saúde públicas e seguridade social"
311600,Chalé,14717.29,"Administração, defesa, educação e saúde públicas e seguridade social"
311610,Chapada do Norte,6802.96,"Administração, defesa, educação e saúde públicas e seguridade social"
311615,Chapada Gaúcha,21114.78,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311620,Chiador,14227.27,"Administração, defesa, educação e saúde públicas e seguridade social"
311630,Cipotânea,9126.7,"Administração, defesa, educação e saúde públicas e seguridade social"
311640,Claraval,31710.19,Indústrias de transformação
311650,Claro dos Poções,10097.83,"Administração, defesa, educação e saúde públicas e seguridade social"
311660,Cláudio,28055.65,Demais serviços
311670,Coimbra,16049.33,Demais serviços
311680,Coluna,11864.54,"Administração, defesa, educação e saúde públicas e seguridade social"
311690,Comendador Gomes,42777.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311700,Comercinho,8606.54,"Administração, defesa, educação e saúde públicas e seguridade social"
311710,Conceição da Aparecida,20554.01,Demais serviços
311720,Conceição das Pedras,17104.61,"Administração, defesa, educação e saúde públicas e seguridade social"
311730,Conceição das Alagoas,40562.78,Demais serviços
311740,Conceição de Ipanema,13563.91,"Administração, defesa, educação e saúde públicas e seguridade social"
311750,Conceição do Mato Dentro,239333.24,Indústrias extrativas
311760,Conceição do Pará,60120.86,Indústrias extrativas
311770,Conceição do Rio Verde,19333.31,Demais serviços
311780,Conceição dos Ouros,16269.21,Demais serviços
311783,Cônego Marinho,7655.69,"Administração, defesa, educação e saúde públicas e seguridade social"
311787,Confins,91747.68,Demais serviços
311790,Congonhal,14209.2,Demais serviços
311800,Congonhas,54043.71,Indústrias extrativas
311810,Congonhas do Norte,8909.47,"Administração, defesa, educação e saúde públicas e seguridade social"
311820,Conquista,57460.08,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
311830,Conselheiro Lafaiete,19668.85,Demais serviços
311840,Conselheiro Pena,14442.56,Demais serviços
311850,Consolação,16157.17,"Administração, defesa, educação e saúde públicas e seguridade social"
311860,Contagem,44185.87,Demais serviços
311870,Coqueiral,21779.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311880,Coração de Jesus,9106.94,"Administração, defesa, educação e saúde públicas e seguridade social"
311890,Cordisburgo,13173.1,"Administração, defesa, educação e saúde públicas e seguridade social"
311900,Cordislândia,22737.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311910,Corinto,28393.14,Indústrias de transformação
311920,Coroaci,11986.92,"Administração, defesa, educação e saúde públicas e seguridade social"
311930,Coromandel,46059.05,"Agricultura, inclusive apoio à agricultura e a pós colheita"
311940,Coronel Fabriciano,16553.48,Demais serviços
311950,Coronel Murta,9696.43,"Administração, defesa, educação e saúde públicas e seguridade social"
311960,Coronel Pacheco,17622.01,"Administração, defesa, educação e saúde públicas e seguridade social"
311970,Coronel Xavier Chaves,17657.86,"Administração, defesa, educação e saúde públicas e seguridade social"
311980,Córrego Danta,48855.38,Demais serviços
311990,Córrego do Bom Jesus,11527.13,"Administração, defesa, educação e saúde públicas e seguridade social"
311995,Córrego Fundo,32142.46,Indústrias de transformação
312000,Córrego Novo,12825.78,"Administração, defesa, educação e saúde públicas e seguridade social"
312010,Couto de Magalhães de Minas,13424.37,"Administração, defesa, educação e saúde públicas e seguridade social"
312015,Crisólita,10245.41,"Administração, defesa, educação e saúde públicas e seguridade social"
312020,Cristais,18709.19,Demais serviços
312030,Cristália,8582.93,"Administração, defesa, educação e saúde públicas e seguridade social"
312040,Cristiano Otoni,25409.47,Demais serviços
312050,Cristina,20370.66,Demais serviços
312060,Crucilândia,15940.32,"Administração, defesa, educação e saúde públicas e seguridade social"
312070,Cruzeiro da Fortaleza,37329.79,"Pecuária, inclusive apoio à pecuária"
312080,Cruzília,17479.04,Demais serviços
312083,Cuparaque,13141.66,"Administração, defesa, educação e saúde públicas e seguridade social"
312087,Curral de Dentro,9262.06,"Administração, defesa, educação e saúde públicas e seguridade social"
312090,Curvelo,24091.8,Demais serviços
312100,Datas,11408.79,"Administração, defesa, educação e saúde públicas e seguridade social"
312110,Delfim Moreira,14118.12,"Administração, defesa, educação e saúde públicas e seguridade social"
312120,Delfinópolis,29471.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312125,Delta,43512.58,Indústrias de transformação
312130,Descoberto,14018.95,"Administração, defesa, educação e saúde públicas e seguridade social"
312140,Desterro de Entre Rios,31459.47,Indústrias extrativas
312150,Desterro do Melo,14872.76,"Administração, defesa, educação e saúde públicas e seguridade social"
312160,Diamantina,17596.65,Demais serviços
312170,Diogo de Vasconcelos,10642.24,"Administração, defesa, educação e saúde públicas e seguridade social"
312180,Dionísio,10749.5,"Administração, defesa, educação e saúde públicas e seguridade social"
312190,Divinésia,15894.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312200,Divino,14083.03,Demais serviços
312210,Divino das Laranjeiras,11050.35,"Administração, defesa, educação e saúde públicas e seguridade social"
312220,Divinolândia de Minas,9754.26,"Administração, defesa, educação e saúde públicas e seguridade social"
312230,Divinópolis,29331.04,Demais serviços
312235,Divisa Alegre,18973.39,"Administração, defesa, educação e saúde públicas e seguridade social"
312240,Divisa Nova,15992.72,"Administração, defesa, educação e saúde públicas e seguridade social"
312245,Divisópolis,8055.14,"Administração, defesa, educação e saúde públicas e seguridade social"
312247,Dom Bosco,15391.95,"Administração, defesa, educação e saúde públicas e seguridade social"
312250,Dom Cavati,12481.44,"Administração, defesa, educação e saúde públicas e seguridade social"
312260,Dom Joaquim,11956.53,"Administração, defesa, educação e saúde públicas e seguridade social"
312270,Dom Silvério,18924.09,Demais serviços
312280,Dom Viçoso,12204.18,"Administração, defesa, educação e saúde públicas e seguridade social"
312290,Dona Euzébia,14607.04,"Administração, defesa, educação e saúde públicas e seguridade social"
312300,Dores de Campos,29889.76,Indústrias de transformação
312310,Dores de Guanhães,35985.28,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312320,Dores do Indaiá,21467.82,Demais serviços
312330,Dores do Turvo,13471.17,"Administração, defesa, educação e saúde públicas e seguridade social"
312340,Doresópolis,35923.91,"Administração, defesa, educação e saúde públicas e seguridade social"
312350,Douradoquara,37976.68,"Administração, defesa, educação e saúde públicas e seguridade social"
312352,Durandé,15029.72,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312360,Elói Mendes,25360.34,Demais serviços
312370,Engenheiro Caldas,11757.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312380,Engenheiro Navarro,11291.29,"Administração, defesa, educação e saúde públicas e seguridade social"
312385,Entre Folhas,11640.19,"Administração, defesa, educação e saúde públicas e seguridade social"
312390,Entre Rios de Minas,17383.8,Demais serviços
312400,Ervália,18885.22,Demais serviços
312410,Esmeraldas,11494.08,"Administração, defesa, educação e saúde públicas e seguridade social"
312420,Espera Feliz,15502.49,Demais serviços
312430,Espinosa,10458.33,"Administração, defesa, educação e saúde públicas e seguridade social"
312440,Espírito Santo do Dourado,22431.89,Demais serviços
312450,Estiva,25161.92,Demais serviços
312460,Estrela Dalva,16440.89,"Administração, defesa, educação e saúde públicas e seguridade social"
312470,Estrela do Indaiá,34695.66,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312480,Estrela do Sul,47370.87,"Produção florestal, pesca e aquicultura"
312490,Eugenópolis,16388.94,Demais serviços
312500,Ewbank da Câmara,12148.3,"Administração, defesa, educação e saúde públicas e seguridade social"
312510,Extrema,311128.82,Comércio e reparação de veículos automotores e motocicletas
312520,Fama,18445.94,"Administração, defesa, educação e saúde públicas e seguridade social"
312530,Faria Lemos,19014.9,"Administração, defesa, educação e saúde públicas e seguridade social"
312540,Felício dos Santos,11751.13,"Administração, defesa, educação e saúde públicas e seguridade social"
312550,São Gonçalo do Rio Preto,12318.87,"Administração, defesa, educação e saúde públicas e seguridade social"
312560,Felisburgo,9161.66,"Administração, defesa, educação e saúde públicas e seguridade social"
312570,Felixlândia,16189.53,"Administração, defesa, educação e saúde públicas e seguridade social"
312580,Fernandes Tourinho,12394.28,"Administração, defesa, educação e saúde públicas e seguridade social"
312590,Ferros,14200.74,"Administração, defesa, educação e saúde públicas e seguridade social"
312595,Fervedouro,11937.26,"Administração, defesa, educação e saúde públicas e seguridade social"
312600,Florestal,17645.53,Demais serviços
312610,Formiga,28542.54,Demais serviços
312620,Formoso,25815.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312630,Fortaleza de Minas,18073.77,"Administração, defesa, educação e saúde públicas e seguridade social"
312640,Fortuna de Minas,15003.42,"Administração, defesa, educação e saúde públicas e seguridade social"
312650,Francisco Badaró,6509.59,"Administração, defesa, educação e saúde públicas e seguridade social"
312660,Francisco Dumont,13259.13,"Administração, defesa, educação e saúde públicas e seguridade social"
312670,Francisco Sá,16461.88,Demais serviços
312675,Franciscópolis,14155.36,"Administração, defesa, educação e saúde públicas e seguridade social"
312680,Frei Gaspar,11101.52,"Administração, defesa, educação e saúde públicas e seguridade social"
312690,Frei Inocêncio,11889.94,"Administração, defesa, educação e saúde públicas e seguridade social"
312695,Frei Lagonegro,10081.71,"Administração, defesa, educação e saúde públicas e seguridade social"
312700,Fronteira,55202.89,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312705,Fronteira dos Vales,9556.18,"Administração, defesa, educação e saúde públicas e seguridade social"
312707,Fruta de Leite,8288.61,"Administração, defesa, educação e saúde públicas e seguridade social"
312710,Frutal,36335.36,Demais serviços
312720,Funilândia,16625.89,"Administração, defesa, educação e saúde públicas e seguridade social"
312730,Galiléia,13418.39,"Administração, defesa, educação e saúde públicas e seguridade social"
312733,Gameleiras,10045.49,"Administração, defesa, educação e saúde públicas e seguridade social"
312735,Glaucilândia,12213.2,"Administração, defesa, educação e saúde públicas e seguridade social"
312737,Goiabeira,13127.06,"Administração, defesa, educação e saúde públicas e seguridade social"
312738,Goianá,15588.57,Demais serviços
312740,Gonçalves,17610.75,Demais serviços
312750,Gonzaga,9757.77,"Administração, defesa, educação e saúde públicas e seguridade social"
312760,Gouveia,12472.94,"Administração, defesa, educação e saúde públicas e seguridade social"
312770,Governador Valadares,23929.88,Demais serviços
312780,Grão Mogol,45559.67,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312790,Grupiara,26785.83,"Administração, defesa, educação e saúde públicas e seguridade social"
312800,Guanhães,22967.65,Demais serviços
312810,Guapé,22244.57,Demais serviços
312820,Guaraciaba,10091.12,"Administração, defesa, educação e saúde públicas e seguridade social"
312825,Guaraciama,10365.09,"Administração, defesa, educação e saúde públicas e seguridade social"
312830,Guaranésia,25365.99,Demais serviços
312840,Guarani,15700.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312850,Guarará,13520.71,"Administração, defesa, educação e saúde públicas e seguridade social"
312860,Guarda-Mor,81264.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312870,Guaxupé,43824.1,Demais serviços
312880,Guidoval,15928.11,"Administração, defesa, educação e saúde públicas e seguridade social"
312890,Guimarânia,34665.24,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312900,Guiricema,12231.19,"Administração, defesa, educação e saúde públicas e seguridade social"
312910,Gurinhatã,26587.35,"Pecuária, inclusive apoio à pecuária"
312920,Heliodora,17209.61,Demais serviços
312930,Iapu,12962.28,"Administração, defesa, educação e saúde públicas e seguridade social"
312940,Ibertioga,16444.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312950,Ibiá,45379.11,Demais serviços
312960,Ibiaí,9656.56,"Administração, defesa, educação e saúde públicas e seguridade social"
312965,Ibiracatu,8898.54,"Administração, defesa, educação e saúde públicas e seguridade social"
312970,Ibiraci,48826.44,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312980,Ibirité,14400.9,"Administração, defesa, educação e saúde públicas e seguridade social"
312990,Ibitiúra de Minas,16123.46,"Administração, defesa, educação e saúde públicas e seguridade social"
313000,Ibituruna,16524.75,"Administração, defesa, educação e saúde públicas e seguridade social"
313005,Icaraí de Minas,8001.86,"Administração, defesa, educação e saúde públicas e seguridade social"
313010,Igarapé,20834.72,Demais serviços
313020,Igaratinga,50180.98,Indústrias de transformação
313030,Iguatama,50708.24,Indústrias de transformação
313040,Ijaci,60274.43,Indústrias de transformação
313050,Ilicínea,16349.48,"Administração, defesa, educação e saúde públicas e seguridade social"
313055,Imbé de Minas,11356.53,"Administração, defesa, educação e saúde públicas e seguridade social"
313060,Inconfidentes,15635.42,"Administração, defesa, educação e saúde públicas e seguridade social"
313065,Indaiabira,9592.73,"Administração, defesa, educação e saúde públicas e seguridade social"
313070,Indianópolis,85864.34,Construção
313080,Ingaí,33915.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313090,Inhapim,15163.89,Demais serviços
313100,Inhaúma,19254.68,"Administração, defesa, educação e saúde públicas e seguridade social"
313110,Inimutaba,10663.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313115,Ipaba,9514.6,"Administração, defesa, educação e saúde públicas e seguridade social"
313120,Ipanema,14374.42,Demais serviços
313130,Ipatinga,42001.94,Demais serviços
313140,Ipiaçu,33566.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313150,Ipuiúna,17055.16,Demais serviços
313160,Iraí de Minas,30034.2,Demais serviços
313170,Itabira,56164.2,Indústrias extrativas
313180,Itabirinha,11979.33,"Administração, defesa, educação e saúde públicas e seguridade social"
313190,Itabirito,126859.47,Indústrias extrativas
313200,Itacambira,12452.55,"Administração, defesa, educação e saúde públicas e seguridade social"
313210,Itacarambi,11355.54,"Administração, defesa, educação e saúde públicas e seguridade social"
313220,Itaguara,25391.52,Demais serviços
313230,Itaipé,8197.44,"Administração, defesa, educação e saúde públicas e seguridade social"
313240,Itajubá,33809.39,Demais serviços
313250,Itamarandiba,17062.45,"Produção florestal, pesca e aquicultura"
313260,Itamarati de Minas,14271.39,"Administração, defesa, educação e saúde públicas e seguridade social"
313270,Itambacuri,13448.47,Demais serviços
313280,Itambé do Mato Dentro,15377.32,"Administração, defesa, educação e saúde públicas e seguridade social"
313290,Itamogi,20786.05,Demais serviços
313300,Itamonte,65183.75,Indústrias de transformação
313310,Itanhandu,28156.46,"Pecuária, inclusive apoio à pecuária"
313320,Itanhomi,11443.67,"Administração, defesa, educação e saúde públicas e seguridade social"
313330,Itaobim,13129.02,Demais serviços
313340,Itapagipe,30933.73,Demais serviços
313350,Itapecerica,23834.19,Demais serviços
313360,Itapeva,69091.44,Comércio e reparação de veículos automotores e motocicletas
313370,Itatiaiuçu,164890.77,Indústrias extrativas
313375,Itaú de Minas,39053.89,Indústrias de transformação
313380,Itaúna,39504.24,Demais serviços
313390,Itaverava,11408.03,"Administração, defesa, educação e saúde públicas e seguridade social"
313400,Itinga,8393.59,"Administração, defesa, educação e saúde públicas e seguridade social"
313410,Itueta,14727.1,"Administração, defesa, educação e saúde públicas e seguridade social"
313420,Ituiutaba,34081.2,Demais serviços
313430,Itumirim,13159.96,"Administração, defesa, educação e saúde públicas e seguridade social"
313440,Iturama,57923.01,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313450,Itutinga,38742.41,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313460,Jaboticatubas,12970.8,Demais serviços
313470,Jacinto,10187.67,"Administração, defesa, educação e saúde públicas e seguridade social"
313480,Jacuí,17134.46,"Administração, defesa, educação e saúde públicas e seguridade social"
313490,Jacutinga,39299.94,Demais serviços
313500,Jaguaraçu,34315.57,Indústrias de transformação
313505,Jaíba,16129.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313507,Jampruca,12243.98,"Administração, defesa, educação e saúde públicas e seguridade social"
313510,Janaúba,16320.53,Demais serviços
313520,Januária,11921.63,Demais serviços
313530,Japaraíba,18661.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313535,Japonvar,8883.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313540,Jeceaba,256221.87,Indústrias de transformação
313545,Jenipapo de Minas,9929.24,"Administração, defesa, educação e saúde públicas e seguridade social"
313550,Jequeri,14736.81,"Administração, defesa, educação e saúde públicas e seguridade social"
313560,Jequitaí,16016.66,"Administração, defesa, educação e saúde públicas e seguridade social"
313570,Jequitibá,21352.61,"Administração, defesa, educação e saúde públicas e seguridade social"
313580,Jequitinhonha,9998.16,"Administração, defesa, educação e saúde públicas e seguridade social"
313590,Jesuânia,17029.92,"Administração, defesa, educação e saúde públicas e seguridade social"
313600,Joaíma,10360.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313610,Joanésia,23828.86,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313620,João Monlevade,41476.05,Indústrias de transformação
313630,João Pinheiro,38719.9,Demais serviços
313640,Joaquim Felício,14123.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313650,Jordânia,8769.9,"Administração, defesa, educação e saúde públicas e seguridade social"
313652,José Gonçalves de Minas,10629.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313655,José Raydan,13907.11,"Administração, defesa, educação e saúde públicas e seguridade social"
313657,Josenópolis,10106.36,"Administração, defesa, educação e saúde públicas e seguridade social"
313660,Nova União,16147.93,"Administração, defesa, educação e saúde públicas e seguridade social"
313665,Juatuba,48320.93,Indústrias de transformação
313670,Juiz de Fora,29424.88,Demais serviços
313680,Juramento,10522.97,"Administração, defesa, educação e saúde públicas e seguridade social"
313690,Juruaia,18449.39,Demais serviços
313695,Juvenília,10197.26,"Administração, defesa, educação e saúde públicas e seguridade social"
313700,Ladainha,7306.39,"Administração, defesa, educação e saúde públicas e seguridade social"
313710,Lagamar,25108.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313720,Lagoa da Prata,36754.42,Demais serviços
313730,Lagoa dos Patos,12964.72,"Administração, defesa, educação e saúde públicas e seguridade social"
313740,Lagoa Dourada,20523.44,Demais serviços
313750,Lagoa Formosa,27585.43,Demais serviços
313753,Lagoa Grande,23987.95,Demais serviços
313760,Lagoa Santa,28437.31,Demais serviços
313770,Lajinha,18785.77,Demais serviços
313780,Lambari,17091.43,Demais serviços
313790,Lamim,13360.03,"Administração, defesa, educação e saúde públicas e seguridade social"
313800,Laranjal,12790.26,"Administração, defesa, educação e saúde públicas e seguridade social"
313810,Lassance,23514.48,"Produção florestal, pesca e aquicultura"
313820,Lavras,25560.18,Demais serviços
313830,Leandro Ferreira,14809.69,"Administração, defesa, educação e saúde públicas e seguridade social"
313835,Leme do Prado,12725.85,"Administração, defesa, educação e saúde públicas e seguridade social"
313840,Leopoldina,19314.44,Demais serviços
313850,Liberdade,18494.5,Demais serviços
313860,Lima Duarte,17359.82,Demais serviços
313862,Limeira do Oeste,52024.78,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313865,Lontra,8474.3,"Administração, defesa, educação e saúde públicas e seguridade social"
313867,Luisburgo,16113.01,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313868,Luislândia,8741.35,"Administração, defesa, educação e saúde públicas e seguridade social"
