codigo_municipio_ibge,nome_municipio,pib_preco_corrente,atividade_maior_valor_ad_bruto
210570,Lago da Pedra,8329.13,"Administração, defesa, educação e saúde públicas e seguridade social"
210580,Lago do Junco,6354.47,"Administração, defesa, educação e saúde públicas e seguridade social"
210590,Lago Verde,8022.93,"Administração, defesa, educação e saúde públicas e seguridade social"
210592,Lagoa do Mato,7497.55,"Administração, defesa, educação e saúde públicas e seguridade social"
210594,Lago dos Rodrigues,11796.42,"Administração, defesa, educação e saúde públicas e seguridade social"
210596,Lagoa Grande do Maranhão,7496.06,"Administração, defesa, educação e saúde públicas e seguridade social"
210598,Lajeado Novo,11074.84,"Administração, defesa, educação e saúde públicas e seguridade social"
210600,Lima Campos,11681.35,"Administração, defesa, educação e saúde públicas e seguridade social"
210610,Loreto,28761.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210620,Luís Domingues,7419.35,"Administração, defesa, educação e saúde públicas e seguridade social"
210630,Magalhães de Almeida,6329.56,"Administração, defesa, educação e saúde públicas e seguridade social"
210632,Maracaçumé,8435.29,"Administração, defesa, educação e saúde públicas e seguridade social"
210635,Marajá do Sena,8538.85,"Administração, defesa, educação e saúde públicas e seguridade social"
210637,Maranhãozinho,6305.8,"Administração, defesa, educação e saúde públicas e seguridade social"
210640,Mata Roma,10107.27,"Administração, defesa, educação e saúde públicas e seguridade social"
210650,Matinha,7582.75,"Administração, defesa, educação e saúde públicas e seguridade social"
210660,Matões,6211.53,"Administração, defesa, educação e saúde públicas e seguridade social"
210663,Matões do Norte,4924.04,"Administração, defesa, educação e saúde públicas e seguridade social"
210667,Milagres do Maranhão,8186.24,"Administração, defesa, educação e saúde públicas e seguridade social"
210670,Mirador,11298.86,"Administração, defesa, educação e saúde públicas e seguridade social"
210675,Miranda do Norte,18216.89,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
210680,Mirinzal,6985.6,"Administração, defesa, educação e saúde públicas e seguridade social"
210690,Monção,7069.51,"Administração, defesa, educação e saúde públicas e seguridade social"
210700,Montes Altos,7896.41,"Administração, defesa, educação e saúde públicas e seguridade social"
210710,Morros,6674.91,"Administração, defesa, educação e saúde públicas e seguridade social"
210720,Nina Rodrigues,5630.83,"Administração, defesa, educação e saúde públicas e seguridade social"
210725,Nova Colinas,13574.66,"Administração, defesa, educação e saúde públicas e seguridade social"
210730,Nova Iorque,9729.78,"Administração, defesa, educação e saúde públicas e seguridade social"
210735,Nova Olinda do Maranhão,7353.94,"Administração, defesa, educação e saúde públicas e seguridade social"
210740,Olho d'Água das Cunhãs,8480.11,"Administração, defesa, educação e saúde públicas e seguridade social"
210745,Olinda Nova do Maranhão,6324.14,"Administração, defesa, educação e saúde públicas e seguridade social"
210750,Paço do Lumiar,8692.87,"Administração, defesa, educação e saúde públicas e seguridade social"
210760,Palmeirândia,6526.41,"Administração, defesa, educação e saúde públicas e seguridade social"
210770,Paraibano,7975.57,"Administração, defesa, educação e saúde públicas e seguridade social"
210780,Parnarama,8016.17,"Administração, defesa, educação e saúde públicas e seguridade social"
210790,Passagem Franca,8835.43,"Administração, defesa, educação e saúde públicas e seguridade social"
210800,Pastos Bons,12937.1,"Administração, defesa, educação e saúde públicas e seguridade social"
210805,Paulino Neves,6008.85,"Administração, defesa, educação e saúde públicas e seguridade social"
210810,Paulo Ramos,7586.91,"Administração, defesa, educação e saúde públicas e seguridade social"
210820,Pedreiras,15364.97,Demais serviços
210825,Pedro do Rosário,6088.3,"Administração, defesa, educação e saúde públicas e seguridade social"
210830,Penalva,6101.22,"Administração, defesa, educação e saúde públicas e seguridade social"
210840,Peri Mirim,5677.97,"Administração, defesa, educação e saúde públicas e seguridade social"
210845,Peritoró,8756.71,"Administração, defesa, educação e saúde públicas e seguridade social"
210850,Pindaré-Mirim,9677.57,"Administração, defesa, educação e saúde públicas e seguridade social"
210860,Pinheiro,10907.53,Demais serviços
210870,Pio XII,8089,"Administração, defesa, educação e saúde públicas e seguridade social"
210880,Pirapemas,6711.38,"Administração, defesa, educação e saúde públicas e seguridade social"
210890,Poção de Pedras,8111.82,"Administração, defesa, educação e saúde públicas e seguridade social"
210900,Porto Franco,28981.5,Indústrias de transformação
210905,Porto Rico do Maranhão,7327.53,"Administração, defesa, educação e saúde públicas e seguridade social"
210910,Presidente Dutra,13578.96,Demais serviços
210920,Presidente Juscelino,6565.27,"Administração, defesa, educação e saúde públicas e seguridade social"
210923,Presidente Médici,7814.38,"Administração, defesa, educação e saúde públicas e seguridade social"
210927,Presidente Sarney,7167.34,"Administração, defesa, educação e saúde públicas e seguridade social"
210930,Presidente Vargas,6456.79,"Administração, defesa, educação e saúde públicas e seguridade social"
210940,Primeira Cruz,5443.77,"Administração, defesa, educação e saúde públicas e seguridade social"
210945,Raposa,8349.9,"Administração, defesa, educação e saúde públicas e seguridade social"
210950,Riachão,27085.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210955,Ribamar Fiquene,13892.64,"Administração, defesa, educação e saúde públicas e seguridade social"
210960,Rosário,9402.08,"Administração, defesa, educação e saúde públicas e seguridade social"
210970,Sambaíba,71458.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210975,Santa Filomena do Maranhão,6980.1,"Administração, defesa, educação e saúde públicas e seguridade social"
210980,Santa Helena,6734.08,"Administração, defesa, educação e saúde públicas e seguridade social"
210990,Santa Inês,14777.73,Demais serviços
211000,Santa Luzia,8453.09,"Administração, defesa, educação e saúde públicas e seguridade social"
211003,Santa Luzia do Paruá,9502.7,"Administração, defesa, educação e saúde públicas e seguridade social"
211010,Santa Quitéria do Maranhão,7388.05,"Administração, defesa, educação e saúde públicas e seguridade social"
211020,Santa Rita,7603.05,"Administração, defesa, educação e saúde públicas e seguridade social"
211023,Santana do Maranhão,6948.99,"Administração, defesa, educação e saúde públicas e seguridade social"
211027,Santo Amaro do Maranhão,5350.7,"Administração, defesa, educação e saúde públicas e seguridade social"
211030,Santo Antônio dos Lopes,164565.58,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
211040,São Benedito do Rio Preto,7527.99,"Administração, defesa, educação e saúde públicas e seguridade social"
211050,São Bento,6235.46,"Administração, defesa, educação e saúde públicas e seguridade social"
211060,São Bernardo,9083.47,"Administração, defesa, educação e saúde públicas e seguridade social"
211065,São Domingos do Azeitão,32779.56,"Agricultura, inclusive apoio à agricultura e a pós colheita"
211070,São Domingos do Maranhão,9479.45,"Administração, defesa, educação e saúde públicas e seguridade social"
211080,São Félix de Balsas,14041.96,"Administração, defesa, educação e saúde públicas e seguridade social"
211085,São Francisco do Brejão,8736.18,"Administração, defesa, educação e saúde públicas e seguridade social"
211090,São Francisco do Maranhão,6799.06,"Administração, defesa, educação e saúde públicas e seguridade social"
211100,São João Batista,6308.32,"Administração, defesa, educação e saúde públicas e seguridade social"
211102,São João do Carú,6567.25,"Administração, defesa, educação e saúde públicas e seguridade social"
211105,São João do Paraíso,11167.73,"Administração, defesa, educação e saúde públicas e seguridade social"
211107,São João do Soter,6702.77,"Administração, defesa, educação e saúde públicas e seguridade social"
211110,São João dos Patos,11537.35,"Administração, defesa, educação e saúde públicas e seguridade social"
211120,São José de Ribamar,12095.58,Demais serviços
211125,São José dos Basílios,7453,"Administração, defesa, educação e saúde públicas e seguridade social"
211130,São Luís,29823.95,Demais serviços
211140,São Luís Gonzaga do Maranhão,7669.79,"Administração, defesa, educação e saúde públicas e seguridade social"
211150,São Mateus do Maranhão,8475.56,"Administração, defesa, educação e saúde públicas e seguridade social"
211153,São Pedro da Água Branca,8266.75,"Administração, defesa, educação e saúde públicas e seguridade social"
211157,São Pedro dos Crentes,15130.49,"Administração, defesa, educação e saúde públicas e seguridade social"
211160,São Raimundo das Mangabeiras,32189.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
211163,São Raimundo do Doca Bezerra,7837.25,"Administração, defesa, educação e saúde públicas e seguridade social"
211167,São Roberto,6810.52,"Administração, defesa, educação e saúde públicas e seguridade social"
211170,São Vicente Ferrer,6144.03,"Administração, defesa, educação e saúde públicas e seguridade social"
211172,Satubinha,5690.84,"Administração, defesa, educação e saúde públicas e seguridade social"
211174,Senador Alexandre Costa,8440.28,"Administração, defesa, educação e saúde públicas e seguridade social"
211176,Senador La Rocque,12267.64,"Administração, defesa, educação e saúde públicas e seguridade social"
211178,Serrano do Maranhão,6012.65,"Administração, defesa, educação e saúde públicas e seguridade social"
211180,Sítio Novo,10462.59,"Administração, defesa, educação e saúde públicas e seguridade social"
211190,Sucupira do Norte,9908.31,"Administração, defesa, educação e saúde públicas e seguridade social"
211195,Sucupira do Riachão,7234.57,"Administração, defesa, educação e saúde públicas e seguridade social"
211200,Tasso Fragoso,260020.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
211210,Timbiras,5938.46,"Administração, defesa, educação e saúde públicas e seguridade social"
211220,Timon,12311.17,"Administração, defesa, educação e saúde públicas e seguridade social"
211223,Trizidela do Vale,12419.71,"Administração, defesa, educação e saúde públicas e seguridade social"
211227,Tufilândia,8683.52,"Administração, defesa, educação e saúde públicas e seguridade social"
211230,Tuntum,8245.72,"Administração, defesa, educação e saúde públicas e seguridade social"
211240,Turiaçu,7372.06,"Administração, defesa, educação e saúde públicas e seguridade social"
211245,Turilândia,7023.24,"Administração, defesa, educação e saúde públicas e seguridade social"
211250,Tutóia,7306.3,"Administração, defesa, educação e saúde públicas e seguridade social"
211260,Urbano Santos,6416.85,"Administração, defesa, educação e saúde públicas e seguridade social"
211270,Vargem Grande,6630.45,"Administração, defesa, educação e saúde públicas e seguridade social"
211280,Viana,8663.99,"Administração, defesa, educação e saúde públicas e seguridade social"
211285,Vila Nova dos Martírios,10104.78,"Administração, defesa, educação e saúde públicas e seguridade social"
211290,Vitória do Mearim,7895.55,"Administração, defesa, educação e saúde públicas e seguridade social"
211300,Vitorino Freire,8444.18,"Administração, defesa, educação e saúde públicas e seguridade social"
211400,Zé Doca,8779.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220005,Acauã,8819.73,"Administração, defesa, educação e saúde públicas e seguridade social"
220010,Agricolândia,8453.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220020,Água Branca,12537.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220025,Alagoinha do Piauí,8772.48,"Administração, defesa, educação e saúde públicas e seguridade social"
220027,Alegrete do Piauí,11207.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220030,Alto Longá,8341.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220040,Altos,11770.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220045,Alvorada do Gurguéia,13717.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220050,Amarante,10342.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220060,Angical do Piauí,9859.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220070,Anísio de Abreu,9298.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220080,Antônio Almeida,41997.77,Indústrias extrativas
220090,Aroazes,9489.48,"Administração, defesa, educação e saúde públicas e seguridade social"
220095,Aroeiras do Itaim,10072.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220100,Arraial,9336.01,"Administração, defesa, educação e saúde públicas e seguridade social"
220105,Assunção do Piauí,7026.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220110,Avelino Lopes,7913.71,"Administração, defesa, educação e saúde públicas e seguridade social"
220115,Baixa Grande do Ribeiro,105367.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220117,Barra D'Alcântara,10170.31,"Administração, defesa, educação e saúde públicas e seguridade social"
220120,Barras,9950.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220130,Barreiras do Piauí,37497.16,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220140,Barro Duro,12134.83,"Administração, defesa, educação e saúde públicas e seguridade social"
220150,Batalha,8122.58,"Administração, defesa, educação e saúde públicas e seguridade social"
220155,Bela Vista do Piauí,10949.65,"Administração, defesa, educação e saúde públicas e seguridade social"
220157,Belém do Piauí,11097.62,"Administração, defesa, educação e saúde públicas e seguridade social"
220160,Beneditinos,8471.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220170,Bertolínia,12631.63,"Administração, defesa, educação e saúde públicas e seguridade social"
220173,Betânia do Piauí,9205.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220177,Boa Hora,9327.21,"Administração, defesa, educação e saúde públicas e seguridade social"
220180,Bocaina,11796.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220190,Bom Jesus,44512.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220191,Bom Princípio do Piauí,11027.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220192,Bonfim do Piauí,8610.57,"Administração, defesa, educação e saúde públicas e seguridade social"
220194,Boqueirão do Piauí,8038.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220196,Brasileira,7817.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220198,Brejo do Piauí,10111.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220200,Buriti dos Lopes,9743.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220202,Buriti dos Montes,8364.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220205,Cabeceiras do Piauí,7465.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220207,Cajazeiras do Piauí,8489.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220208,Cajueiro da Praia,12111.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220209,Caldeirão Grande do Piauí,29732.7,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220210,Campinas do Piauí,9334.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220211,Campo Alegre do Fidalgo,9345.47,"Administração, defesa, educação e saúde públicas e seguridade social"
220213,Campo Grande do Piauí,10597.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220217,Campo Largo do Piauí,7119.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220220,Campo Maior,14081.19,"Administração, defesa, educação e saúde públicas e seguridade social"
220225,Canavieira,9918.17,"Administração, defesa, educação e saúde públicas e seguridade social"
220230,Canto do Buriti,12343.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220240,Capitão de Campos,8596.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220245,Capitão Gervásio Oliveira,9485.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220250,Caracol,9389.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220253,Caraúbas do Piauí,9359.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220255,Caridade do Piauí,9877.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220260,Castelo do Piauí,9453.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220265,Caxingó,9220.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220270,Cocal,9092.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220271,Cocal de Telha,9005.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220272,Cocal dos Alves,8828.28,"Administração, defesa, educação e saúde públicas e seguridade social"
220273,Coivaras,9645.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220275,Colônia do Gurguéia,9784.95,"Administração, defesa, educação e saúde públicas e seguridade social"
220277,Colônia do Piauí,8172.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220280,Conceição do Canindé,12393.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220285,Coronel José Dias,9406.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220290,Corrente,19340.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220300,Cristalândia do Piauí,8306.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220310,Cristino Castro,10948.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220320,Curimatá,10662.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220323,Currais,66303.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220325,Curralinhos,7820.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220327,Curral Novo do Piauí,12172.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220330,Demerval Lobão,14202.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220335,Dirceu Arcoverde,8847.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220340,Dom Expedito Lopes,11379.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220342,Domingos Mourão,9576.01,"Administração, defesa, educação e saúde públicas e seguridade social"
220345,Dom Inocêncio,10043.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220350,Elesbão Veloso,10458.6,"Administração, defesa, educação e saúde públicas e seguridade social"
220360,Eliseu Martins,10497.9,"Administração, defesa, educação e saúde públicas e seguridade social"
220370,Esperantina,10881.53,"Administração, defesa, educação e saúde públicas e seguridade social"
220375,Fartura do Piauí,7914.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220380,Flores do Piauí,9890.89,"Administração, defesa, educação e saúde públicas e seguridade social"
220385,Floresta do Piauí,9532.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220390,Floriano,21866.04,Demais serviços
220400,Francinópolis,7817.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220410,Francisco Ayres,9856.56,"Administração, defesa, educação e saúde públicas e seguridade social"
220415,Francisco Macedo,10864.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220420,Francisco Santos,8856.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220430,Fronteiras,10158.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220435,Geminiano,10318.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220440,Gilbués,28731.95,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220450,Guadalupe,52659.38,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220455,Guaribas,9296.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220460,Hugo Napoleão,8229.71,"Administração, defesa, educação e saúde públicas e seguridade social"
220465,Ilha Grande,8467.91,"Administração, defesa, educação e saúde públicas e seguridade social"
220470,Inhuma,9993.08,"Administração, defesa, educação e saúde públicas e seguridade social"
220480,Ipiranga do Piauí,8121.33,"Administração, defesa, educação e saúde públicas e seguridade social"
220490,Isaías Coelho,9341.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220500,Itainópolis,9009.69,"Administração, defesa, educação e saúde públicas e seguridade social"
220510,Itaueira,11589.82,"Administração, defesa, educação e saúde públicas e seguridade social"
220515,Jacobina do Piauí,10244.47,"Administração, defesa, educação e saúde públicas e seguridade social"
220520,Jaicós,10107.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220525,Jardim do Mulato,7711.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220527,Jatobá do Piauí,10570.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220530,Jerumenha,10792.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220535,João Costa,21329.08,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220540,Joaquim Pires,7468.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220545,Joca Marques,8209.22,"Administração, defesa, educação e saúde públicas e seguridade social"
220550,José de Freitas,9650.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220551,Juazeiro do Piauí,11055.7,"Administração, defesa, educação e saúde públicas e seguridade social"
220552,Júlio Borges,13124.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220553,Jurema,9002.88,"Administração, defesa, educação e saúde públicas e seguridade social"
220554,Lagoinha do Piauí,13026.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220555,Lagoa Alegre,8532.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220556,Lagoa do Barro do Piauí,75766.6,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220557,Lagoa de São Francisco,7822.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220558,Lagoa do Piauí,16365.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220559,Lagoa do Sítio,8801.75,"Administração, defesa, educação e saúde públicas e seguridade social"
220560,Landri Sales,16600.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220570,Luís Correia,11442.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220580,Luzilândia,8730.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220585,Madeiro,7725.7,"Administração, defesa, educação e saúde públicas e seguridade social"
220590,Manoel Emídio,10004.77,"Administração, defesa, educação e saúde públicas e seguridade social"
220595,Marcolândia,17948.05,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220600,Marcos Parente,10555.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220605,Massapê do Piauí,8209.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220610,Matias Olímpio,8255.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220620,Miguel Alves,8293.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220630,Miguel Leão,17413.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220635,Milton Brandão,8248.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220640,Monsenhor Gil,10232.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220650,Monsenhor Hipólito,11598.76,"Administração, defesa, educação e saúde públicas e seguridade social"
220660,Monte Alegre do Piauí,23522.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220665,Morro Cabeça no Tempo,7749.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220667,Morro do Chapéu do Piauí,8654.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220669,Murici dos Portelas,7666.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220670,Nazaré do Piauí,8830.34,"Administração, defesa, educação e saúde públicas e seguridade social"
220672,Nazária,11166.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220675,Nossa Senhora de Nazaré,8695.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220680,Nossa Senhora dos Remédios,8561.5,"Administração, defesa, educação e saúde públicas e seguridade social"
220690,Novo Oriente do Piauí,8112.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220695,Novo Santo Antônio,9389.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220700,Oeiras,14544.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220710,Olho D'Água do Piauí,10536.77,"Administração, defesa, educação e saúde públicas e seguridade social"
220720,Padre Marcos,10899.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220730,Paes Landim,10482.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220735,Pajeú do Piauí,14362.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220740,Palmeira do Piauí,25623.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220750,Palmeirais,8587.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220755,Paquetá,10645.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220760,Parnaguá,10513.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220770,Parnaíba,17021.64,Demais serviços
220775,Passagem Franca do Piauí,9598.89,"Administração, defesa, educação e saúde públicas e seguridade social"
220777,Patos do Piauí,8910.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220779,Pau D'Arco do Piauí,7799.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220780,Paulistana,12296.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220785,Pavussu,9690.34,"Administração, defesa, educação e saúde públicas e seguridade social"
220790,Pedro II,9205.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220793,Pedro Laurentino,10773.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220795,Nova Santa Rita,10047.32,"Administração, defesa, educação e saúde públicas e seguridade social"
220800,Picos,22447.51,Demais serviços
220810,Pimenteiras,8606.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220820,Pio IX,11241.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220830,Piracuruca,11622.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220840,Piripiri,14159.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220850,Porto,8081.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220855,Porto Alegre do Piauí,10612.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220860,Prata do Piauí,8673.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220865,Queimada Nova,13252.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220870,Redenção do Gurguéia,9934.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220880,Regeneração,12146.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220885,Riacho Frio,10302.28,"Administração, defesa, educação e saúde públicas e seguridade social"
220887,Ribeira do Piauí,41373.16,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220890,Ribeiro Gonçalves,62510.95,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220900,Rio Grande do Piauí,8894.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220910,Santa Cruz do Piauí,9877.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220915,Santa Cruz dos Milagres,10275.43,"Administração, defesa, educação e saúde públicas e seguridade social"
220920,Santa Filomena,79755.28,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220930,Santa Luz,9592.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220935,Santana do Piauí,8441.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220937,Santa Rosa do Piauí,8853.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220940,Santo Antônio de Lisboa,11138.37,"Administração, defesa, educação e saúde públicas e seguridade social"
220945,Santo Antônio dos Milagres,7728.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220950,Santo Inácio do Piauí,9867.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220955,São Braz do Piauí,9053.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220960,São Félix do Piauí,10564.33,"Administração, defesa, educação e saúde públicas e seguridade social"
220965,São Francisco de Assis do Piauí,9122.43,"Administração, defesa, educação e saúde públicas e seguridade social"
220970,São Francisco do Piauí,8823.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220975,São Gonçalo do Gurguéia,17604.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220980,São Gonçalo do Piauí,10104.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220985,São João da Canabrava,10170.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220987,São João da Fronteira,9475.72,"Administração, defesa, educação e saúde públicas e seguridade social"
220990,São João da Serra,9737.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220995,São João da Varjota,7098.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220997,São João do Arraial,7770.35,"Administração, defesa, educação e saúde públicas e seguridade social"
221000,São João do Piauí,21694.23,Construção
221005,São José do Divino,10462.58,"Administração, defesa, educação e saúde públicas e seguridade social"
221010,São José do Peixe,10577.53,"Administração, defesa, educação e saúde públicas e seguridade social"
221020,São José do Piauí,10166.95,"Administração, defesa, educação e saúde públicas e seguridade social"
221030,São Julião,9082.15,"Administração, defesa, educação e saúde públicas e seguridade social"
221035,São Lourenço do Piauí,8883.89,"Administração, defesa, educação e saúde públicas e seguridade social"
221037,São Luis do Piauí,9391.28,"Administração, defesa, educação e saúde públicas e seguridade social"
221038,São Miguel da Baixa Grande,10330.77,"Administração, defesa, educação e saúde públicas e seguridade social"
221039,São Miguel do Fidalgo,9378.91,"Administração, defesa, educação e saúde públicas e seguridade social"
221040,São Miguel do Tapuio,8543.38,"Administração, defesa, educação e saúde públicas e seguridade social"
221050,São Pedro do Piauí,8301.66,"Administração, defesa, educação e saúde públicas e seguridade social"
221060,São Raimundo Nonato,15669.4,"Administração, defesa, educação e saúde públicas e seguridade social"
221062,Sebastião Barros,12095.66,"Administração, defesa, educação e saúde públicas e seguridade social"
