"","CDMUN","NMMUN","SGUF","ISH"
"3307","3503406","Arealva","SP","Média"
"3308","3503505","Areias","SP","Alta"
"3309","3503604","Areiópolis","SP","Máxima"
"3310","3503703","Ariranha","SP","Alta"
"3311","3503802","Artur Nogueira","SP","Média"
"3312","3503901","Arujá","SP","Alta"
"3313","3503950","Aspásia","SP","Máxima"
"3314","3504008","Assis","SP","Alta"
"3315","3504107","Atibaia","SP","Alta"
"3316","3504206","Auriflama","SP","Máxima"
"3317","3504305","Avaí","SP","Máxima"
"3318","3504404","Avanhandava","SP","Média"
"3319","3504503","Avaré","SP","Alta"
"3320","3504602","Bady Bassitt","SP","Máxima"
"3321","3504701","Balbinos","SP","Máxima"
"3322","3504800","Bálsamo","SP","Alta"
"3323","3504909","Bananal","SP","Máxima"
"3324","3505005","Barão de Antonina","SP","Máxima"
"3325","3505104","Barbosa","SP","Máxima"
"3326","3505203","Bariri","SP","Alta"
"3327","3505302","Barra Bonita","SP","Máxima"
"3328","3505351","Barra do Chapéu","SP","Máxima"
"3329","3505401","Barra do Turvo","SP","Máxima"
"3330","3505500","Barretos","SP","Alta"
"3331","3505609","Barrinha","SP","Alta"
"3332","3505708","Barueri","SP","Média"
"3333","3505807","Bastos","SP","Máxima"
"3334","3505906","Batatais","SP","Alta"
"3335","3506003","Bauru","SP","Média"
"3336","3506102","Bebedouro","SP","Média"
"3337","3506201","Bento de Abreu","SP","Alta"
"3338","3506300","Bernardino de Campos","SP","Alta"
"3339","3506359","Bertioga","SP","Média"
"3340","3506409","Bilac","SP","Alta"
"3341","3506508","Birigui","SP","Média"
"3342","3506607","Biritiba Mirim","SP","Média"
"3343","3506706","Boa Esperança do Sul","SP","Alta"
"3344","3506805","Bocaina","SP","Máxima"
"3345","3506904","Bofete","SP","Máxima"
"3346","3507001","Boituva","SP","Alta"
"3347","3507100","Bom Jesus dos Perdões","SP","Alta"
"3348","3507159","Bom Sucesso de Itararé","SP","Média"
"3349","3507209","Borá","SP","Máxima"
"3350","3507308","Boracéia","SP","Máxima"
"3351","3507407","Borborema","SP","Alta"
"3352","3507456","Borebi","SP","Alta"
"3353","3507506","Botucatu","SP","Alta"
"3354","3507605","Bragança Paulista","SP","Alta"
"3355","3507704","Braúna","SP","Alta"
"3356","3507753","Brejo Alegre","SP","Máxima"
"3357","3507803","Brodowski","SP","Alta"
"3358","3507902","Brotas","SP","Média"
"3359","3508009","Buri","SP","Alta"
"3360","3508108","Buritama","SP","Máxima"
"3361","3508207","Buritizal","SP","Média"
"3362","3508306","Cabrália Paulista","SP","Máxima"
"3363","3508405","Cabreúva","SP","Média"
"3364","3508504","Caçapava","SP","Alta"
"3365","3508603","Cachoeira Paulista","SP","Máxima"
"3366","3508702","Caconde","SP","Média"
"3367","3508801","Cafelândia","SP","Alta"
"3368","3508900","Caiabu","SP","Alta"
"3369","3509007","Caieiras","SP","Máxima"
"3370","3509106","Caiuá","SP","Alta"
"3371","3509205","Cajamar","SP","Alta"
"3372","3509254","Cajati","SP","Máxima"
"3373","3509304","Cajobi","SP","Máxima"
"3374","3509403","Cajuru","SP","Alta"
"3375","3509452","Campina do Monte Alegre","SP","Alta"
"3376","3509502","Campinas","SP","Alta"
"3377","3509601","Campo Limpo Paulista","SP","Média"
"3378","3509700","Campos do Jordão","SP","Média"
"3379","3509809","Campos Novos Paulista","SP","Alta"
"3380","3509908","Cananéia","SP","Alta"
"3381","3509957","Canas","SP","Média"
"3382","3510005","Cândido Mota","SP","Máxima"
"3383","3510104","Cândido Rodrigues","SP","Alta"
"3384","3510153","Canitar","SP","Alta"
"3385","3510203","Capão Bonito","SP","Alta"
"3386","3510302","Capela do Alto","SP","Alta"
"3387","3510401","Capivari","SP","Máxima"
"3388","3510500","Caraguatatuba","SP","Baixa"
"3389","3510609","Carapicuíba","SP","Média"
"3390","3510708","Cardoso","SP","Média"
"3391","3510807","Casa Branca","SP","Máxima"
"3392","3510906","Cássia dos Coqueiros","SP","Máxima"
"3393","3511003","Castilho","SP","Alta"
"3394","3511102","Catanduva","SP","Alta"
"3395","3511201","Catiguá","SP","Máxima"
"3396","3511300","Cedral","SP","Alta"
"3397","3511409","Cerqueira César","SP","Média"
"3398","3511508","Cerquilho","SP","Média"
"3399","3511607","Cesário Lange","SP","Alta"
"3400","3511706","Charqueada","SP","Alta"
"3401","3511904","Clementina","SP","Máxima"
"3402","3512001","Colina","SP","Alta"
"3403","3512100","Colômbia","SP","Alta"
"3404","3512209","Conchal","SP","Média"
"3405","3512308","Conchas","SP","Média"
"3406","3512407","Cordeirópolis","SP","Alta"
"3407","3512506","Coroados","SP","Alta"
"3408","3512605","Coronel Macedo","SP","Alta"
"3409","3512704","Corumbataí","SP","Alta"
"3410","3512803","Cosmópolis","SP","Alta"
"3411","3512902","Cosmorama","SP","Máxima"
"3412","3513009","Cotia","SP","Alta"
"3413","3513108","Cravinhos","SP","Alta"
"3414","3513207","Cristais Paulista","SP","Alta"
"3415","3513306","Cruzália","SP","Alta"
"3416","3513405","Cruzeiro","SP","Baixa"
"3417","3513504","Cubatão","SP","Baixa"
"3418","3513603","Cunha","SP","Alta"
"3419","3513702","Descalvado","SP","Média"
"3420","3513801","Diadema","SP","Alta"
"3421","3513850","Dirce Reis","SP","Alta"
"3422","3513900","Divinolândia","SP","Alta"
"3423","3514007","Dobrada","SP","Alta"
"3424","3514106","Dois Córregos","SP","Média"
"3425","3514205","Dolcinópolis","SP","Máxima"
"3426","3514304","Dourado","SP","Alta"
"3427","3514403","Dracena","SP","Alta"
"3428","3514502","Duartina","SP","Máxima"
"3429","3514601","Dumont","SP","Alta"
"3430","3514700","Echaporã","SP","Máxima"
"3431","3514809","Eldorado","SP","Máxima"
"3432","3514908","Elias Fausto","SP","Máxima"
"3433","3514924","Elisiário","SP","Alta"
"3434","3514957","Embaúba","SP","Média"
"3435","3515004","Embu das Artes","SP","Alta"
"3436","3515103","Embu-Guaçu","SP","Média"
"3437","3515129","Emilianópolis","SP","Alta"
"3438","3515152","Engenheiro Coelho","SP","Baixa"
"3439","3515186","Espírito Santo do Pinhal","SP","Alta"
"3440","3515194","Espírito Santo do Turvo","SP","Alta"
"3441","3515202","Estrela d'Oeste","SP","Máxima"
"3442","3515301","Estrela do Norte","SP","Média"
"3443","3515350","Euclides da Cunha Paulista","SP","Máxima"
"3444","3515400","Fartura","SP","Máxima"
"3445","3515509","Fernandópolis","SP","Alta"
"3446","3515608","Fernando Prestes","SP","Máxima"
"3447","3515657","Fernão","SP","Alta"
"3448","3515707","Ferraz de Vasconcelos","SP","Média"
"3449","3515806","Flora Rica","SP","Alta"
"3450","3515905","Floreal","SP","Máxima"
"3451","3516002","Flórida Paulista","SP","Alta"
"3452","3516101","Florínea","SP","Alta"
"3453","3516200","Franca","SP","Alta"
"3454","3516309","Francisco Morato","SP","Alta"
"3455","3516408","Franco da Rocha","SP","Média"
"3456","3516507","Gabriel Monteiro","SP","Alta"
"3457","3516606","Gália","SP","Alta"
"3458","3516705","Garça","SP","Alta"
"3459","3516804","Gastão Vidigal","SP","Alta"
"3460","3516853","Gavião Peixoto","SP","Alta"
"3461","3516903","General Salgado","SP","Alta"
"3462","3517000","Getulina","SP","Média"
"3463","3517109","Glicério","SP","Máxima"
"3464","3517208","Guaiçara","SP","Máxima"
"3465","3517307","Guaimbê","SP","Alta"
"3466","3517406","Guaíra","SP","Alta"
"3467","3517505","Guapiaçu","SP","Alta"
"3468","3517604","Guapiara","SP","Alta"
"3469","3517703","Guará","SP","Média"
"3470","3517802","Guaraçaí","SP","Alta"
"3471","3517901","Guaraci","SP","Alta"
"3472","3518008","Guarani d'Oeste","SP","Máxima"
"3473","3518107","Guarantã","SP","Máxima"
"3474","3518206","Guararapes","SP","Alta"
"3475","3518305","Guararema","SP","Média"
"3476","3518404","Guaratinguetá","SP","Média"
"3477","3518503","Guareí","SP","Alta"
"3478","3518602","Guariba","SP","Alta"
"3479","3518701","Guarujá","SP","Baixa"
"3480","3518800","Guarulhos","SP","Média"
"3481","3518859","Guatapará","SP","Alta"
"3482","3518909","Guzolândia","SP","Alta"
"3483","3519006","Herculândia","SP","Alta"
"3484","3519055","Holambra","SP","Alta"
"3485","3519071","Hortolândia","SP","Média"
"3486","3519105","Iacanga","SP","Média"
"3487","3519204","Iacri","SP","Máxima"
"3488","3519253","Iaras","SP","Alta"
"3489","3519303","Ibaté","SP","Alta"
"3490","3519402","Ibirá","SP","Alta"
"3491","3519501","Ibirarema","SP","Média"
"3492","3519600","Ibitinga","SP","Alta"
"3493","3519709","Ibiúna","SP","Alta"
"3494","3519808","Icém","SP","Máxima"
"3495","3519907","Iepê","SP","Alta"
"3496","3520004","Igaraçu do Tietê","SP","Média"
"3497","3520103","Igarapava","SP","Alta"
"3498","3520202","Igaratá","SP","Média"
"3499","3520301","Iguape","SP","Média"
"3500","3520400","Ilhabela","SP","Baixa"
"3501","3520426","Ilha Comprida","SP","Média"
"3502","3520442","Ilha Solteira","SP","Média"
"3503","3520509","Indaiatuba","SP","Alta"
"3504","3520608","Indiana","SP","Alta"
"3505","3520707","Indiaporã","SP","Alta"
"3506","3520806","Inúbia Paulista","SP","Alta"
"3507","3520905","Ipaussu","SP","Alta"
"3508","3521002","Iperó","SP","Alta"
"3509","3521101","Ipeúna","SP","Alta"
"3510","3521150","Ipiguá","SP","Máxima"
"3511","3521200","Iporanga","SP","Alta"
"3512","3521309","Ipuã","SP","Média"
"3513","3521408","Iracemápolis","SP","Média"
"3514","3521507","Irapuã","SP","Alta"
"3515","3521606","Irapuru","SP","Alta"
"3516","3521705","Itaberá","SP","Alta"
"3517","3521804","Itaí","SP","Média"
"3518","3521903","Itajobi","SP","Alta"
"3519","3522000","Itaju","SP","Alta"
"3520","3522109","Itanhaém","SP","Baixa"
"3521","3522158","Itaoca","SP","Máxima"
"3522","3522208","Itapecerica da Serra","SP","Média"
"3523","3522307","Itapetininga","SP","Alta"
"3524","3522406","Itapeva","SP","Alta"
"3525","3522505","Itapevi","SP","Média"
"3526","3522604","Itapira","SP","Alta"
"3527","3522653","Itapirapuã Paulista","SP","Alta"
"3528","3522703","Itápolis","SP","Alta"
"3529","3522802","Itaporanga","SP","Máxima"
"3530","3522901","Itapuí","SP","Máxima"
"3531","3523008","Itapura","SP","Alta"
"3532","3523107","Itaquaquecetuba","SP","Média"
"3533","3523206","Itararé","SP","Máxima"
"3534","3523305","Itariri","SP","Média"
"3535","3523404","Itatiba","SP","Alta"
"3536","3523503","Itatinga","SP","Alta"
"3537","3523602","Itirapina","SP","Média"
"3538","3523701","Itirapuã","SP","Máxima"
"3539","3523800","Itobi","SP","Média"
"3540","3523909","Itu","SP","Média"
"3541","3524006","Itupeva","SP","Média"
"3542","3524105","Ituverava","SP","Alta"
"3543","3524204","Jaborandi","SP","Alta"
"3544","3524303","Jaboticabal","SP","Média"
"3545","3524402","Jacareí","SP","Média"
"3546","3524501","Jaci","SP","Alta"
"3547","3524600","Jacupiranga","SP","Máxima"
"3548","3524709","Jaguariúna","SP","Média"
"3549","3524808","Jales","SP","Máxima"
"3550","3524907","Jambeiro","SP","Máxima"
"3551","3525003","Jandira","SP","Média"
"3552","3525102","Jardinópolis","SP","Alta"
"3553","3525201","Jarinu","SP","Média"
"3554","3525300","Jaú","SP","Alta"
"3555","3525409","Jeriquara","SP","Máxima"
"3556","3525508","Joanópolis","SP","Média"
"3557","3525607","João Ramalho","SP","Alta"
"3558","3525706","José Bonifácio","SP","Média"
"3559","3525805","Júlio Mesquita","SP","Alta"
"3560","3525854","Jumirim","SP","Máxima"
"3561","3525904","Jundiaí","SP","Média"
"3562","3526001","Junqueirópolis","SP","Alta"
"3563","3526100","Juquiá","SP","Alta"
"3564","3526209","Juquitiba","SP","Média"
"3565","3526308","Lagoinha","SP","Alta"
"3566","3526407","Laranjal Paulista","SP","Alta"
"3567","3526506","Lavínia","SP","Média"
"3568","3526605","Lavrinhas","SP","Alta"
"3569","3526704","Leme","SP","Alta"
"3570","3526803","Lençóis Paulista","SP","Alta"
"3571","3526902","Limeira","SP","Alta"
"3572","3527009","Lindóia","SP","Alta"
"3573","3527108","Lins","SP","Máxima"
"3574","3527207","Lorena","SP","Média"
"3575","3527256","Lourdes","SP","Máxima"
"3576","3527306","Louveira","SP","Baixa"
"3577","3527405","Lucélia","SP","Alta"
"3578","3527504","Lucianópolis","SP","Média"
"3579","3527603","Luís Antônio","SP","Alta"
"3580","3527702","Luiziânia","SP","Alta"
"3581","3527801","Lupércio","SP","Alta"
"3582","3527900","Lutécia","SP","Alta"
"3583","3528007","Macatuba","SP","Média"
"3584","3528106","Macaubal","SP","Máxima"
"3585","3528205","Macedônia","SP","Alta"
"3586","3528304","Magda","SP","Máxima"
"3587","3528403","Mairinque","SP","Alta"
"3588","3528502","Mairiporã","SP","Média"
"3589","3528601","Manduri","SP","Média"
"3590","3528700","Marabá Paulista","SP","Alta"
"3591","3528809","Maracaí","SP","Alta"
"3592","3528858","Marapoama","SP","Alta"
"3593","3528908","Mariápolis","SP","Alta"
"3594","3529005","Marília","SP","Alta"
"3595","3529104","Marinópolis","SP","Alta"
"3596","3529203","Martinópolis","SP","Alta"
"3597","3529302","Matão","SP","Alta"
"3598","3529401","Mauá","SP","Média"
"3599","3529500","Mendonça","SP","Média"
"3600","3529609","Meridiano","SP","Alta"
"3601","3529658","Mesópolis","SP","Alta"
"3602","3529708","Miguelópolis","SP","Média"
"3603","3529807","Mineiros do Tietê","SP","Máxima"
"3604","3529906","Miracatu","SP","Máxima"
"3605","3530003","Mira Estrela","SP","Alta"
"3606","3530102","Mirandópolis","SP","Alta"
"3607","3530201","Mirante do Paranapanema","SP","Alta"
"3608","3530300","Mirassol","SP","Alta"
"3609","3530409","Mirassolândia","SP","Alta"
"3610","3530508","Mococa","SP","Máxima"
"3611","3530607","Mogi das Cruzes","SP","Média"
"3612","3530706","Mogi Guaçu","SP","Média"
"3613","3530805","Mogi Mirim","SP","Média"
"3614","3530904","Mombuca","SP","Alta"
"3615","3531001","Monções","SP","Máxima"
"3616","3531100","Mongaguá","SP","Baixa"
"3617","3531209","Monte Alegre do Sul","SP","Alta"
"3618","3531308","Monte Alto","SP","Máxima"
"3619","3531407","Monte Aprazível","SP","Alta"
"3620","3531506","Monte Azul Paulista","SP","Alta"
"3621","3531605","Monte Castelo","SP","Máxima"
"3622","3531704","Monteiro Lobato","SP","Máxima"
"3623","3531803","Monte Mor","SP","Alta"
"3624","3531902","Morro Agudo","SP","Média"
"3625","3532009","Morungaba","SP","Média"
"3626","3532058","Motuca","SP","Média"
"3627","3532108","Murutinga do Sul","SP","Alta"
"3628","3532157","Nantes","SP","Máxima"
"3629","3532207","Narandiba","SP","Alta"
"3630","3532306","Natividade da Serra","SP","Média"
"3631","3532405","Nazaré Paulista","SP","Baixa"
"3632","3532504","Neves Paulista","SP","Máxima"
"3633","3532603","Nhandeara","SP","Alta"
"3634","3532702","Nipoã","SP","Máxima"
"3635","3532801","Nova Aliança","SP","Alta"
"3636","3532827","Nova Campina","SP","Média"
"3637","3532843","Nova Canaã Paulista","SP","Média"
"3638","3532868","Nova Castilho","SP","Alta"
"3639","3532900","Nova Europa","SP","Alta"
"3640","3533007","Nova Granada","SP","Máxima"
"3641","3533106","Nova Guataporanga","SP","Máxima"
"3642","3533205","Nova Independência","SP","Alta"
"3643","3533254","Novais","SP","Alta"
"3644","3533304","Nova Luzitânia","SP","Alta"
"3645","3533403","Nova Odessa","SP","Média"
"3646","3533502","Novo Horizonte","SP","Máxima"
"3647","3533601","Nuporanga","SP","Alta"
"3648","3533700","Ocauçu","SP","Média"
"3649","3533809","Óleo","SP","Alta"
"3650","3533908","Olímpia","SP","Alta"
"3651","3534005","Onda Verde","SP","Alta"
"3652","3534104","Oriente","SP","Alta"
"3653","3534203","Orindiúva","SP","Alta"
"3654","3534302","Orlândia","SP","Média"
"3655","3534401","Osasco","SP","Alta"
"3656","3534500","Oscar Bressane","SP","Alta"
"3657","3534609","Osvaldo Cruz","SP","Máxima"
"3658","3534708","Ourinhos","SP","Média"
"3659","3534757","Ouroeste","SP","Máxima"
"3660","3534807","Ouro Verde","SP","Alta"
"3661","3534906","Pacaembu","SP","Média"
"3662","3535002","Palestina","SP","Alta"
"3663","3535101","Palmares Paulista","SP","Média"
"3664","3535200","Palmeira d'Oeste","SP","Alta"
"3665","3535309","Palmital","SP","Alta"
"3666","3535408","Panorama","SP","Máxima"
"3667","3535507","Paraguaçu Paulista","SP","Máxima"
"3668","3535606","Paraibuna","SP","Máxima"
"3669","3535705","Paraíso","SP","Máxima"
"3670","3535804","Paranapanema","SP","Média"
"3671","3535903","Paranapuã","SP","Máxima"
"3672","3536000","Parapuã","SP","Média"
"3673","3536109","Pardinho","SP","Alta"
"3674","3536208","Pariquera-Açu","SP","Alta"
"3675","3536257","Parisi","SP","Alta"
"3676","3536307","Patrocínio Paulista","SP","Média"
"3677","3536406","Paulicéia","SP","Alta"
"3678","3536505","Paulínia","SP","Média"
"3679","3536570","Paulistânia","SP","Alta"
"3680","3536604","Paulo de Faria","SP","Máxima"
"3681","3536703","Pederneiras","SP","Alta"
"3682","3536802","Pedra Bela","SP","Máxima"
"3683","3536901","Pedranópolis","SP","Alta"
"3684","3537008","Pedregulho","SP","Alta"
"3685","3537107","Pedreira","SP","Média"
"3686","3537156","Pedrinhas Paulista","SP","Máxima"
"3687","3537206","Pedro de Toledo","SP","Média"
"3688","3537305","Penápolis","SP","Alta"
"3689","3537404","Pereira Barreto","SP","Média"
"3690","3537503","Pereiras","SP","Máxima"
"3691","3537602","Peruíbe","SP","Baixa"
"3692","3537701","Piacatu","SP","Alta"
"3693","3537800","Piedade","SP","Alta"
"3694","3537909","Pilar do Sul","SP","Alta"
"3695","3538006","Pindamonhangaba","SP","Alta"
"3696","3538105","Pindorama","SP","Média"
"3697","3538204","Pinhalzinho","SP","Máxima"
"3698","3538303","Piquerobi","SP","Máxima"
"3699","3538501","Piquete","SP","Média"
"3700","3538600","Piracaia","SP","Média"
"3701","3538709","Piracicaba","SP","Média"
"3702","3538808","Piraju","SP","Máxima"
"3703","3538907","Pirajuí","SP","Máxima"
"3704","3539004","Pirangi","SP","Alta"
"3705","3539103","Pirapora do Bom Jesus","SP","Média"
"3706","3539202","Pirapozinho","SP","Alta"
"3707","3539301","Pirassununga","SP","Média"
"3708","3539400","Piratininga","SP","Alta"
"3709","3539509","Pitangueiras","SP","Média"
"3710","3539608","Planalto","SP","Alta"
"3711","3539707","Platina","SP","Alta"
"3712","3539806","Poá","SP","Alta"
"3713","3539905","Poloni","SP","Alta"
"3714","3540002","Pompéia","SP","Máxima"
"3715","3540101","Pongaí","SP","Alta"
"3716","3540200","Pontal","SP","Média"
"3717","3540259","Pontalinda","SP","Média"
"3718","3540309","Pontes Gestal","SP","Alta"
"3719","3540408","Populina","SP","Média"
"3720","3540507","Porangaba","SP","Máxima"
"3721","3540606","Porto Feliz","SP","Média"
"3722","3540705","Porto Ferreira","SP","Alta"
"3723","3540754","Potim","SP","Baixa"
"3724","3540804","Potirendaba","SP","Máxima"
