"","cod_municipio_ibge","qtd_ativas","qtd_ativas_Consórcio de Sociedades","qtd_ativas_Consórcio Simples","qtd_ativas_Cooperativa","qtd_ativas_EIRELI","qtd_ativas_Empresa Pública","qtd_ativas_Empresário Individual","qtd_ativas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_ativas_Grupo de Sociedades","qtd_ativas_Sociedade Anônima","qtd_ativas_Sociedade de Economia Mista","qtd_ativas_Sociedade em Comandita por Ações","qtd_ativas_Sociedade em Comandita Simples","qtd_ativas_Sociedade em Conta de Participação","qtd_ativas_Sociedade em Nome Coletivo","qtd_ativas_Sociedade Limitada","qtd_abertas","qtd_abertas_Consórcio de Sociedades","qtd_abertas_Consórcio Simples","qtd_abertas_Cooperativa","qtd_abertas_EIRELI","qtd_abertas_Empresa Pública","qtd_abertas_Empresário Individual","qtd_abertas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_abertas_Grupo de Sociedades","qtd_abertas_Sociedade Anônima","qtd_abertas_Sociedade de Economia Mista","qtd_abertas_Sociedade em Comandita por Ações","qtd_abertas_Sociedade em Comandita Simples","qtd_abertas_Sociedade em Conta de Participação","qtd_abertas_Sociedade em Nome Coletivo","qtd_abertas_Sociedade Limitada","qtd_tempo_horas","qtd_horas_Consórcio de Sociedades","qtd_horas_Consórcio Simples","qtd_horas_Cooperativa","qtd_horas_EIRELI","qtd_horas_Empresa Pública","qtd_horas_Empresário Individual","qtd_horas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_horas_Sociedade Anônima","qtd_horas_Sociedade de Economia Mista","qtd_horas_Sociedade em Comandita por Ações","qtd_horas_Sociedade em Comandita Simples","qtd_horas_Sociedade em Nome Coletivo","qtd_horas_Sociedade Limitada"
"1370","251010",510,0,0,0,0,1,465,0,0,2,0,0,0,0,0,42,85,0,0,0,0,0,80,0,0,0,0,0,0,0,0,5,18.4166666666667,0,0,0,0,0,4.6,0,0,0,0,0,0,25.32
"1371","251020",154,0,0,1,0,1,137,0,0,1,0,0,0,0,0,14,26,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,45.03,0,0,0,0,0,24.9,0,0,0,0,0,0,55.09
"1372","251030",235,0,0,1,0,1,200,0,0,0,0,0,0,0,0,33,51,0,0,0,0,0,34,0,0,0,0,0,0,0,0,17,173.42,0,0,0,0,0,0,0,0,0,0,0,0,173.42
"1373","251040",136,0,0,0,0,1,124,0,0,1,0,0,0,0,0,10,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0
"1374","251050",133,0,0,0,0,1,119,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","251060",106,0,0,1,0,1,93,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,80.94,0,0,0,0,0,80.94,0,0,0,0,0,0,0
"1376","251065",44,0,0,0,0,1,38,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21.97,0,0,0,0,0,21.97,0,0,0,0,0,0,0
"1377","251070",79,0,0,0,0,1,55,0,0,0,0,0,0,0,0,23,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","251080",9306,0,0,7,0,7,7355,0,0,45,4,0,0,2,0,1886,1794,0,0,0,0,0,1546,0,0,4,0,0,0,0,0,244,145.738358208955,0,0,0,56.28,15.02,168.42,0,31.9,0,0,0,0,156.62
"1379","251090",420,0,0,1,0,1,365,0,0,1,1,0,0,0,0,51,72,0,0,0,0,0,62,0,0,0,0,0,0,0,0,10,44.0481818181818,0,0,0,0,0,44.8,0,0,0,0,0,0,43.62
"1380","251100",105,0,0,0,0,1,87,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,55.5066666666667,0,0,0,0,0,0,0,0,0,0,0,0,55.51
"1381","251110",289,0,0,1,0,1,224,0,0,3,0,0,0,0,0,60,54,0,0,0,0,0,34,0,0,0,0,0,0,0,0,20,68.7972727272727,0,0,0,0,0,30.55,0,0,0,0,0,0,83.14
"1382","251120",1099,1,0,2,0,2,822,0,0,9,2,0,0,0,0,261,186,0,0,0,0,0,157,0,0,0,0,0,0,0,0,29,64.2193103448276,0,0,0,38.79,0,69.27,0,0,0,0,0,0,63.75
"1383","251130",665,1,0,4,0,2,548,0,0,1,2,0,0,0,0,107,96,0,0,0,0,1,82,0,0,0,0,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","251140",1122,0,0,1,0,2,962,0,0,3,3,0,0,0,0,151,195,0,0,0,0,0,178,0,0,0,0,0,0,0,0,17,53.09,0,0,0,0,0,38.53,0,0,0,0,0,0,57.94
"1385","251150",435,0,0,2,0,2,369,0,0,2,2,0,0,0,1,57,82,0,0,0,0,0,77,0,0,0,0,0,0,0,0,5,63.3633333333333,0,0,0,45.55,0,0,0,0,0,0,0,0,72.27
"1386","251160",224,0,0,2,0,1,192,0,0,2,1,0,0,0,0,26,30,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,88.8175,0,0,0,0,0,46.95,0,0,0,0,0,0,130.68
"1387","251170",135,0,0,0,0,1,125,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,27.2,0,0,0,0,0,47.12,0,0,0,0,0,0,7.28
"1388","251180",484,0,0,0,0,1,420,0,0,1,2,0,0,0,0,60,83,0,0,0,0,0,74,0,0,0,0,0,0,0,0,9,53.594,0,0,0,0,0,61.51,0,0,0,0,0,0,41.73
"1389","251190",637,0,0,5,0,1,493,0,0,10,0,0,0,3,0,125,120,0,0,0,0,0,111,0,0,1,0,0,0,0,0,8,56.7992857142857,0,0,99.57,0,0,62.91,0,43.62,0,0,0,0,48.21
"1390","251200",610,1,0,2,0,1,512,0,0,1,1,0,0,0,0,92,91,0,0,0,0,0,80,0,0,0,0,0,0,0,0,11,52.7785714285714,0,0,0,0,0,35.05,0,0,0,0,0,0,55.73
"1391","251203",66,0,0,0,0,1,48,0,0,1,0,0,0,0,0,16,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","251207",141,0,0,0,0,1,128,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,19.7475,0,0,0,0,0,31.84,0,0,0,0,0,0,7.65
"1393","251210",1918,0,0,3,0,2,1514,0,0,5,3,0,0,0,2,389,238,0,0,1,0,0,196,0,0,1,0,0,0,0,0,40,57.0746428571429,0,0,47.62,0,0,44.27,0,5.76,0,0,0,0,68.88
"1394","251220",197,1,0,2,0,1,166,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2.93,0,0,0,0,0,0,0,0,0,0,0,0,2.93
"1395","251230",1115,0,0,1,0,2,951,0,0,2,2,0,0,0,0,157,181,0,0,0,0,1,159,0,0,0,0,0,0,0,0,21,25.16875,0,0,0,89.87,18.58,12.27,0,0,0,0,0,0,31.07
"1396","251240",469,0,0,0,0,1,377,0,0,2,2,0,0,0,0,87,69,0,0,0,0,0,64,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","251250",2412,4,0,8,0,1,2052,0,0,9,2,0,0,0,0,336,396,3,0,0,0,0,361,0,0,0,0,0,0,0,0,32,84.9188461538461,0,0,0,41.99,0,69.69,0,0,0,0,0,0,94.61
"1398","251260",61,0,0,0,0,1,45,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,106.273333333333,0,0,0,0,0,151.25,0,0,0,0,0,0,16.32
"1399","251270",1022,0,0,1,0,1,931,0,0,3,2,0,0,0,0,84,131,0,0,0,0,0,122,0,0,0,0,0,0,0,0,9,80.3766666666667,0,0,0,0,0,87.05,0,0,0,0,0,0,77.04
"1400","251272",172,0,0,1,0,1,155,0,0,0,0,0,0,0,0,15,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,449.38,0,0,0,0,0,0,0,0,0,0,0,0,449.38
"1401","251274",94,0,0,0,0,1,83,0,0,2,0,0,0,0,0,8,30,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","251275",130,0,0,0,0,0,119,0,0,0,0,0,0,0,0,11,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","251276",102,0,0,3,0,0,87,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,38.69,0,0,0,0,0,0,0,0,0,0,0,0,38.69
"1404","251278",65,0,0,0,0,0,58,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,22.2266666666667,0,0,0,0,0,0,0,0,0,0,0,0,22.23
"1405","251280",339,0,0,1,0,1,279,0,0,1,1,0,0,0,0,56,46,0,0,0,0,0,42,0,0,0,0,0,0,0,0,4,30.325,0,0,0,0,0,0,0,0,0,0,0,0,30.33
"1406","251290",1048,0,0,1,0,2,923,0,0,9,2,0,0,0,0,111,140,0,0,0,0,0,124,0,0,0,0,0,0,0,0,16,57.3965,0,0,0,20.18,0,55.02,0,0,0,0,0,0,61.89
"1407","251300",68,0,0,1,0,1,48,0,0,0,0,0,0,1,0,17,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,143.355,0,0,0,0,0,0,0,0,0,0,0,0,143.35
"1408","251310",298,1,0,2,0,1,261,0,0,1,1,0,0,0,0,31,39,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,84.895,0,0,0,74.65,0,63.41,0,0,0,0,0,0,100.76
"1409","251315",206,0,0,1,0,0,167,0,0,2,0,0,0,0,0,36,30,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","251320",229,0,0,0,0,1,192,0,0,1,0,0,0,0,0,35,40,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,21.725,0,0,0,0,0,23.24,0,0,0,0,0,0,20.97
"1411","251330",166,0,0,0,0,1,148,0,0,1,0,0,0,0,0,16,31,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,38.015,0,0,0,0,0,0,0,0,0,0,0,0,38.02
"1412","251335",81,0,0,0,0,0,71,0,0,0,0,0,0,0,0,10,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,114.72,0,0,0,0,0,0,0,0,0,0,0,0,114.72
"1413","251340",1023,1,0,1,0,2,818,0,0,43,2,0,0,0,0,156,162,1,0,0,0,0,129,0,0,12,0,0,0,0,0,20,88.8323076923077,0,0,0,75.82,0,42.47,0,541.86,0,0,0,0,53.3
"1414","251350",80,0,0,0,0,1,70,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,91.96,0,0,0,0,0,0,0,0,0,0,0,0,91.96
"1415","251360",177,0,0,0,0,1,158,0,0,1,0,0,0,0,0,17,27,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,91.1,0,0,0,0,0,0,0,0,0,0,0,0,91.1
"1416","251365",63,0,0,0,0,1,56,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,53.175,0,0,0,0,0,36.63,0,0,0,0,0,0,69.72
"1417","251370",8239,1,0,6,0,4,6916,0,0,46,3,0,0,2,0,1261,1829,0,0,0,0,0,1740,0,0,1,0,0,0,0,0,88,83.5858974358974,0,0,0,23.78,0,53.52,0,75.66,0,0,0,0,102.7
"1418","251380",135,0,0,0,0,1,116,0,0,2,0,0,0,0,0,16,26,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,43.5,0,0,0,0,0,0,0,0,0,0,0,0,43.5
"1419","251385",76,0,0,0,0,1,64,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,21.6266666666667,0,0,0,0,0,32.02,0,0,0,0,0,0,0.83
"1420","251390",2171,1,0,2,0,2,1674,0,0,6,2,0,0,1,0,483,333,0,0,0,0,0,270,0,0,0,0,0,0,0,0,63,71.835,0,0,0,31.09,0,67.61,0,0,0,0,0,0,76.17
"1421","251392",126,0,0,0,0,1,97,0,0,1,0,0,0,0,0,27,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,140.133333333333,0,0,0,0,0,140.13,0,0,0,0,0,0,0
"1422","251394",124,0,0,0,0,1,120,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,45.6,0,0,0,0,0,0,0,0,0,0,0,0,45.6
"1423","251396",41,0,0,0,0,1,34,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","251398",99,0,0,0,0,1,92,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,33.1966666666667,0,0,0,0,0,36.62,0,0,0,0,0,0,26.35
"1425","251400",199,0,0,1,0,1,159,0,0,2,1,0,0,0,1,34,40,0,0,0,0,0,29,0,0,0,0,0,0,0,0,11,191.703333333333,0,0,0,0,0,0.23,0,0,0,0,0,0,230
"1426","251410",55,0,0,1,0,1,48,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,24.65,0,0,0,0,0,42.3,0,0,0,0,0,0,7
"1427","251420",237,0,0,0,0,1,195,0,0,3,1,0,0,0,0,37,36,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,102.64,0,0,0,0,0,126.87,0,0,0,0,0,0,66.29
"1428","251430",117,0,0,0,0,1,103,0,0,1,0,0,0,0,0,12,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","251440",73,0,0,0,0,1,58,0,0,5,0,0,0,0,0,9,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","251445",124,0,0,0,0,0,108,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,79.76,0,0,0,0,0,0,0,0,0,0,0,0,79.76
"1431","251450",732,1,0,0,0,1,631,0,0,2,2,0,0,0,0,95,117,0,0,0,0,0,105,0,0,0,0,0,0,0,0,12,63.347,0,0,0,62.17,0,49.56,0,0,0,0,0,0,67.45
"1432","251455",43,0,0,0,0,1,33,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,152.695,0,0,0,0,0,0.41,0,0,0,0,0,0,304.98
"1433","251460",76,0,0,0,0,1,65,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,59.345,0,0,0,0,0,0,0,0,0,0,0,0,59.34
"1434","251465",146,0,0,0,0,0,141,0,0,0,0,0,0,0,0,5,36,0,0,0,0,0,34,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","251470",309,1,0,0,0,1,273,0,0,8,0,0,0,0,0,26,30,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,61.2866666666667,0,0,0,0,0,29.36,0,0,0,0,0,0,77.25
"1436","251480",85,0,0,0,0,1,74,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,21.77,0,0,0,0,0,21.77,0,0,0,0,0,0,0
"1437","251490",494,1,0,0,0,1,434,0,0,4,1,0,0,0,1,52,79,0,0,0,0,0,75,0,0,0,0,0,0,0,0,4,52.6133333333333,0,0,0,0,0,113.9,0,0,0,0,0,0,21.97
"1438","251500",228,0,0,1,0,1,188,0,0,1,0,0,0,0,0,37,111,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,69.32,0,0,0,0,0,0,0,0,0,0,0,0,69.32
"1439","251510",460,0,0,3,0,1,423,0,0,2,0,0,0,0,0,31,72,0,0,0,0,0,68,0,0,1,0,0,0,0,0,3,30.4228571428571,0,0,0,0,0,37.71,0,0,0,0,0,0,12.21
"1440","251520",111,0,0,0,0,1,96,0,0,1,0,0,0,0,0,13,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,42.19,0,0,0,0,0,0,0,0,0,0,0,0,42.19
"1441","251530",2120,0,0,2,0,2,1783,0,0,14,3,0,0,1,0,315,339,0,0,0,0,0,309,0,0,1,0,0,0,0,0,29,128.347777777778,0,0,0,0,0,82.22,0,0,0,0,0,0,155.48
"1442","251540",270,0,0,0,0,1,239,0,0,1,0,0,0,0,0,29,36,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","251550",586,0,0,1,0,1,492,0,0,2,2,0,0,0,0,88,94,0,0,0,0,0,88,0,0,0,0,0,0,0,0,6,30.9842857142857,0,0,0,0,0,29.43,0,0,0,0,0,0,32.15
"1444","251560",112,0,0,0,0,1,102,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","251570",76,0,0,0,0,1,69,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,1.52,0,0,0,0,0,0,0
"1446","251580",229,0,0,0,0,1,203,0,0,2,0,0,0,0,0,23,26,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,71.63,0,0,0,117.09,0,0,0,0,0,0,0,0,56.48
"1447","251590",133,0,0,0,0,1,118,0,0,0,1,0,0,0,0,13,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","251593",229,0,0,0,0,0,221,0,0,0,0,0,0,0,0,8,50,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,29.7866666666667,0,0,0,0,0,23.4,0,0,0,0,0,0,42.57
"1449","251597",230,0,0,2,0,1,189,0,0,1,0,0,0,0,0,37,38,0,0,1,0,0,32,0,0,0,0,0,0,0,0,5,32.504,0,0,0,0,0,22.39,0,0,0,0,0,0,35.03
"1450","251600",1975,0,0,1,0,1,1716,0,0,5,3,0,0,1,0,248,319,0,0,0,0,0,289,0,0,0,0,0,0,0,0,30,71.0592857142857,0,0,0,0,0,82.23,0,0,0,0,0,0,62.68
"1451","251610",929,0,0,0,0,1,800,0,0,3,2,0,0,0,0,123,115,0,0,0,0,0,102,0,0,0,0,0,0,0,0,13,149.646,0,0,0,29.47,0,24.5,0,0,0,0,0,0,194.7
"1452","251615",100,0,0,0,0,0,92,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","251620",4576,8,0,8,0,4,3161,0,0,19,4,0,0,4,4,1364,630,1,0,0,0,0,501,0,0,3,0,0,0,2,0,123,71.889298245614,0,0,0,99.08,0,60.38,0,41.17,0,0,0,0,79.09
"1454","251630",1117,0,0,5,0,1,948,0,0,1,3,0,0,0,0,159,167,0,0,1,0,0,150,0,0,0,0,0,0,0,0,16,53.2047826086957,0,0,41.52,0,0,15.7,0,0,0,0,0,0,75.47
"1455","251640",220,0,0,0,0,1,191,0,0,2,1,0,0,0,0,25,33,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","251650",558,0,0,3,0,1,494,0,0,2,2,0,0,1,0,55,70,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,53.9,0,0,0,0,0,11.23,0,0,0,0,0,0,139.24
"1457","251660",478,0,0,0,0,1,427,0,0,1,2,0,0,0,0,47,82,0,0,0,0,0,76,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","251670",593,0,0,1,0,1,492,0,0,3,2,0,0,0,0,94,180,0,0,0,0,0,166,0,0,0,0,0,0,0,0,14,55.5177777777778,0,0,0,0,0,24.57,0,0,0,0,0,0,64.36
"1459","251675",105,0,0,0,0,0,88,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,4.07,0,0,0,0,0,0,0,0,0,0,0,0,4.07
"1460","251680",305,0,0,0,0,1,268,0,0,1,0,0,0,0,0,35,45,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","251690",918,0,0,2,0,1,792,0,0,2,2,0,0,0,1,118,161,0,0,0,0,0,147,0,0,0,0,0,0,0,0,14,34.8888888888889,0,0,0,0.26,0,48.49,0,0,0,0,0,0,26.64
"1462","251700",236,0,0,0,0,2,205,0,0,0,2,0,0,0,0,27,35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2,101.89,0,0,0,0,0,0,0,0,0,0,0,0,101.89
"1463","251710",126,0,0,1,0,1,102,0,0,2,0,0,0,0,0,20,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","251720",87,0,0,0,0,1,66,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,11.51,0,0,0,0,0,15.88,0,0,0,0,0,0,2.77
"1465","251740",72,0,0,0,0,0,63,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20.67,0,0,0,0,0,20.67,0,0,0,0,0,0,0
"1466","260005",5497,3,0,4,0,3,4492,0,0,45,3,0,0,3,0,944,1123,3,0,0,0,0,1020,0,0,0,0,0,0,0,0,100,66.8305263157895,0,0,0,0,0,38.18,0,0,0,0,0,0,77.06
"1467","260010",2690,0,0,6,0,3,2283,0,0,9,3,0,0,0,0,386,426,0,0,0,0,0,387,0,0,0,0,0,0,0,0,39,29.5987179487179,0,0,0,0,0,33.25,0,0,0,0,0,0,25.76
"1468","260020",525,0,0,1,0,1,433,0,0,2,2,0,0,0,0,86,71,0,0,0,0,0,59,0,0,0,0,0,0,0,0,12,49.3191666666667,0,0,0,0,0,44.09,0,0,0,0,0,0,53.05
"1469","260030",830,0,0,1,0,1,692,0,0,3,2,0,0,0,0,131,179,0,0,0,0,0,160,0,0,0,0,0,0,0,0,19,58.9416666666667,0,0,0,37.37,0,70.24,0,0,0,0,0,0,56.03
"1470","260040",640,0,0,1,0,1,542,0,0,20,1,0,0,0,0,75,118,0,0,0,0,0,110,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","260050",783,0,0,3,0,1,640,0,0,4,2,0,0,0,0,133,129,0,0,0,0,0,111,0,0,1,0,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","260060",365,0,0,1,0,1,322,0,0,1,2,0,0,0,0,38,95,0,0,0,0,0,91,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","260070",1193,0,0,3,0,1,944,0,0,39,4,0,0,0,0,202,163,0,0,0,0,0,155,0,0,0,0,0,0,0,0,8,45.565,0,0,0,0,0,48.33,0,0,0,0,0,0,37.28
"1474","260080",1245,0,0,2,0,1,433,0,0,1,2,0,0,735,0,71,76,0,0,0,0,0,72,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","260090",631,0,0,0,0,1,522,0,0,3,1,0,0,0,0,104,117,0,0,0,0,0,99,0,0,0,0,0,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","260100",188,0,0,0,0,1,152,0,0,3,1,0,0,0,0,31,39,0,0,0,0,0,30,0,0,0,0,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","260105",539,4,0,2,0,1,465,0,0,2,1,0,0,0,0,64,135,4,0,0,0,0,125,0,0,0,0,0,0,0,0,6,48.709,112.7,0,0,0,0,39.74,0,0,0,0,0,0,45.32
"1478","260110",3838,1,0,3,0,4,2830,0,0,31,9,0,0,0,0,960,580,0,0,0,0,0,465,0,0,5,0,0,0,0,0,110,56.7528888888889,0,0,0,16.67,0,38.06,0,41.43,0,0,0,0,70.85
"1479","260120",5621,2,0,11,0,7,4612,0,0,26,4,0,0,0,2,957,940,0,0,0,0,0,838,0,0,2,0,0,0,0,1,99,116.713695652174,0,0,0,0,0,85.29,0,39.27,0,0,0,1.35,145.88
"1480","260130",422,0,0,0,0,1,368,0,0,3,1,0,0,0,0,49,58,0,0,0,0,0,54,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","260140",1936,0,0,4,0,2,1579,0,0,16,2,0,0,0,0,333,303,0,0,0,0,0,256,0,0,1,0,0,0,0,0,46,60.1489473684211,0,0,0,0,0,147.51,0,49.73,0,0,0,0,35.93
"1482","260150",186,0,0,0,0,1,165,0,0,0,3,0,0,0,0,17,33,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","260160",561,0,0,1,0,2,435,0,0,2,2,0,0,0,0,119,80,0,0,0,0,0,68,0,0,0,0,0,0,0,0,12,53.3542857142857,0,0,0,0,0,40.13,0,0,0,0,0,0,63.27
"1484","260170",3785,4,0,4,0,3,3077,0,0,38,6,0,0,0,5,648,683,1,0,0,0,1,614,0,0,3,0,0,0,0,0,64,46.0363414634146,0,0,0,4.39,7.94,80.03,0,45.95,0,0,0,0,28.38
"1485","260180",195,0,0,1,0,2,160,0,0,4,1,0,0,0,0,27,40,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","260190",2971,1,0,5,0,2,2319,0,0,14,4,0,0,4,0,622,493,0,0,0,0,0,406,0,0,0,0,0,0,3,0,84,99.5127027027027,0,0,0,0,0,106.01,0,0,0,0,0,0,95.99
"1487","260200",806,1,0,1,0,1,647,0,0,6,2,0,0,0,1,147,139,0,0,1,0,0,115,0,0,0,0,0,0,0,0,23,51.2715384615385,0,0,42.32,0,0,59.23,0,0,0,0,0,0,44.81
"1488","260210",1060,0,0,3,0,2,795,0,0,6,3,0,0,0,0,251,176,0,0,0,0,0,133,0,0,0,0,0,0,0,0,43,54.84,0,0,0,84.58,0,52.54,0,0,0,0,0,0,53.58
"1489","260220",869,0,0,3,0,1,699,0,0,3,2,0,0,0,0,161,117,0,0,0,0,0,105,0,0,0,0,0,0,0,0,12,40.19375,0,0,0,0,0,41.67,0,0,0,0,0,0,36.94
