"","cod_municipio_ibge","qtd_ativas","qtd_ativas_Consórcio de Sociedades","qtd_ativas_Consórcio Simples","qtd_ativas_Cooperativa","qtd_ativas_EIRELI","qtd_ativas_Empresa Pública","qtd_ativas_Empresário Individual","qtd_ativas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_ativas_Grupo de Sociedades","qtd_ativas_Sociedade Anônima","qtd_ativas_Sociedade de Economia Mista","qtd_ativas_Sociedade em Comandita por Ações","qtd_ativas_Sociedade em Comandita Simples","qtd_ativas_Sociedade em Conta de Participação","qtd_ativas_Sociedade em Nome Coletivo","qtd_ativas_Sociedade Limitada","qtd_abertas","qtd_abertas_Consórcio de Sociedades","qtd_abertas_Consórcio Simples","qtd_abertas_Cooperativa","qtd_abertas_EIRELI","qtd_abertas_Empresa Pública","qtd_abertas_Empresário Individual","qtd_abertas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_abertas_Grupo de Sociedades","qtd_abertas_Sociedade Anônima","qtd_abertas_Sociedade de Economia Mista","qtd_abertas_Sociedade em Comandita por Ações","qtd_abertas_Sociedade em Comandita Simples","qtd_abertas_Sociedade em Conta de Participação","qtd_abertas_Sociedade em Nome Coletivo","qtd_abertas_Sociedade Limitada","qtd_tempo_horas","qtd_horas_Consórcio de Sociedades","qtd_horas_Consórcio Simples","qtd_horas_Cooperativa","qtd_horas_EIRELI","qtd_horas_Empresa Pública","qtd_horas_Empresário Individual","qtd_horas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_horas_Sociedade Anônima","qtd_horas_Sociedade de Economia Mista","qtd_horas_Sociedade em Comandita por Ações","qtd_horas_Sociedade em Comandita Simples","qtd_horas_Sociedade em Nome Coletivo","qtd_horas_Sociedade Limitada"
"1","110001",1567,0,0,8,0,2,1102,0,0,6,1,0,0,0,0,448,233,0,0,1,0,0,194,0,0,0,0,0,0,0,0,38,46.3269696969697,0,0,0,0,0,39.01,0,0,0,0,0,0,49.98
"2","110002",9231,2,0,49,0,4,5942,0,0,142,3,0,0,2,0,3087,1659,0,0,5,1,0,1275,0,0,10,0,0,0,1,0,367,104.011375,0,0,53.84,51.87,0,67.73,0,98.71,0,0,0,0,142.03
"3","110003",384,0,0,3,0,1,295,0,0,1,1,0,0,0,0,83,58,0,0,1,0,0,49,0,0,0,0,0,0,0,0,8,32.90625,0,0,100.49,0,0,19.4,0,0,0,0,0,0,24.79
"4","110004",8615,1,0,26,0,4,5392,0,0,49,2,0,0,3,1,3137,1624,0,0,1,0,0,1258,0,0,6,0,0,0,0,0,359,122.208550724638,0,0,19.6,100.74,0,58.31,0,34.11,0,0,0,0,155.26
"5","110005",1618,0,0,8,0,2,1158,0,0,12,2,0,0,0,0,436,316,0,0,1,0,0,257,0,0,4,0,0,0,0,0,54,43.9144736842105,0,0,0,0,0,21.41,0,43.5,0,0,0,0,54.28
"6","110006",1452,0,0,7,0,2,1020,0,0,7,1,0,0,0,0,415,203,0,0,0,0,0,166,0,0,0,0,0,0,0,0,37,34.7559259259259,0,0,0,0,0,20.73,0,0,0,0,0,0,37.94
"7","110007",437,0,0,2,0,1,338,0,0,5,1,0,0,0,0,90,95,0,0,0,0,0,86,0,0,1,0,0,0,0,0,8,46.922,0,0,0,49.34,0,0.09,0,112.61,0,0,0,0,32.43
"8","110008",717,0,0,3,0,2,511,0,0,3,1,0,0,0,0,197,121,0,0,0,0,0,106,0,0,0,0,0,0,0,0,15,23.7289473684211,0,0,0,0,0,5.23,0,0,0,0,0,0,34.52
"9","110009",2279,0,0,5,0,2,1535,0,0,12,1,0,0,0,0,724,405,0,0,2,0,0,319,0,0,0,0,0,0,0,0,84,55.9509756097561,0,0,217.9,0,0,25.1,0,0,0,0,0,0,62.07
"10","110010",2502,0,0,6,0,2,1659,0,0,26,3,0,0,1,7,798,352,0,0,0,0,0,279,0,0,5,0,0,0,0,0,68,48.4592156862745,0,0,75.39,43.26,0,44.72,0,48.86,0,0,0,0,50.25
"11","110011",4110,0,0,19,0,3,2785,0,0,28,2,0,0,0,0,1273,733,0,0,1,0,0,617,0,0,2,0,0,0,0,0,113,42.5267346938776,0,0,0,26.93,0,42.52,0,12.36,0,0,0,0,44.9
"12","110012",13825,5,0,56,0,7,9158,0,0,98,4,0,0,6,0,4491,2665,0,0,8,0,0,2148,0,0,11,0,0,0,1,0,497,171.18835443038,0,0,356.23,76.65,0,102.23,0,47.09,0,0,0,0,206.35
"13","110013",1818,0,0,19,0,1,1283,0,0,8,1,0,0,0,0,506,327,0,0,1,0,0,279,0,0,1,0,0,0,0,0,46,47.3641935483871,0,0,351.97,10.47,0,21.74,0,30.5,0,0,0,0,49.34
"14","110014",874,0,0,4,0,2,545,0,0,6,1,0,0,0,0,316,154,0,0,0,0,0,113,0,0,0,0,0,0,0,0,41,54.0444444444444,0,0,0,0,0,30.13,0,0,0,0,0,0,62.41
"15","110015",3279,1,0,14,0,3,2406,0,0,9,1,0,0,0,0,845,563,0,0,2,0,0,461,0,0,1,0,0,0,0,0,99,45.0760465116279,0,0,37.06,20.21,0,22.77,0,0.97,0,0,0,0,61.54
"16","110018",3601,0,0,7,0,2,2427,0,0,32,2,0,0,0,0,1131,675,0,0,0,0,0,574,0,0,4,0,0,0,0,0,97,85.4724444444444,0,0,0,0,0,56.84,0,16.62,0,0,0,0,105.43
"17","110020",42799,28,1,101,0,49,28532,2,0,485,22,0,0,46,2,13531,9407,4,1,8,0,1,7893,1,0,42,0,0,0,11,0,1446,253.223553719008,0,43.86,31.81,40.68,37.29,167.35,1.74,94.42,0,0,0,0,517.48
"18","110025",1325,2,0,5,0,2,956,0,0,7,1,0,0,0,0,352,214,2,0,0,0,0,172,0,0,0,0,0,0,0,0,40,37.16,0,0,0,0,0,15.56,0,0,0,0,0,0,42.24
"19","110026",153,0,0,4,0,1,99,0,0,2,0,0,0,0,0,47,28,0,0,0,0,0,23,0,0,0,0,0,0,0,0,5,58.0085714285714,0,0,0,0,0,10.28,0,0,0,0,0,0,77.1
"20","110028",5066,2,0,15,0,2,3469,0,0,22,2,0,0,1,0,1553,935,2,0,1,0,0,709,0,0,1,0,0,0,1,0,221,87.6309433962264,0,0,0,19.77,0,35.06,0,22.46,0,0,0,0,116.7
"21","110029",338,0,0,1,0,1,228,0,0,2,1,0,0,0,0,105,43,0,0,0,0,0,33,0,0,0,0,0,0,0,0,10,26.9218181818182,0,0,0,17.57,0,11.24,0,0,0,0,0,0,34.98
"22","110030",11055,2,0,28,0,6,7104,0,0,91,2,0,0,4,0,3818,1942,0,0,3,0,0,1580,0,0,4,0,0,0,0,0,355,124.023815789474,0,0,19.68,44.39,0,84.69,0,34.01,0,0,0,0,162.94
"23","110032",1324,1,0,6,0,2,904,0,0,8,2,0,0,0,0,401,259,0,0,0,0,0,206,0,0,2,0,0,0,0,0,51,41.6033333333333,0,0,0,33.86,0,23.89,0,32.08,0,0,0,0,52.35
"24","110033",1161,0,0,6,0,2,853,0,0,6,1,0,0,0,0,293,222,0,0,1,0,0,184,0,0,2,0,0,0,0,0,35,46.915,0,0,6.71,50.71,0,60.38,0,17.32,0,0,0,0,42.76
"25","110034",831,0,0,6,0,1,588,0,0,4,1,0,0,0,0,231,138,0,0,0,0,0,115,0,0,0,0,0,0,0,0,23,58.1052380952381,0,0,0,125.55,0,42.26,0,0,0,0,0,0,63.05
"26","110037",450,0,0,5,0,1,327,0,0,4,0,0,0,0,0,113,78,0,0,0,0,0,61,0,0,0,0,0,0,0,0,17,48.5186666666667,0,0,0,0,0,22.86,0,0,0,0,0,0,54.93
"27","110040",899,0,0,3,0,2,621,0,0,6,1,0,0,0,0,266,157,0,0,0,0,0,131,0,0,0,0,0,0,0,0,26,39.7495238095238,0,0,0,138.11,0,28.85,0,0,0,0,0,0,38.05
"28","110045",1932,0,0,7,0,2,1299,0,0,11,2,0,0,0,0,611,349,0,0,1,0,0,283,0,0,1,0,0,0,0,0,64,28.2796875,0,0,2.94,3.9,0,30.64,0,0.15,0,0,0,0,31.11
"29","110050",341,0,0,4,0,1,206,0,0,1,1,0,0,0,0,128,44,0,0,0,0,0,35,0,0,0,0,0,0,0,0,9,48.06,0,0,0,0,0,63.8,0,0,0,0,0,0,37.57
"30","110060",160,0,0,1,0,1,113,0,0,1,1,0,0,0,0,43,24,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,85.1328571428571,0,0,0,0,0,143.15,0,0,0,0,0,0,75.46
"31","110070",318,0,0,8,0,1,220,0,0,3,1,0,0,0,0,85,48,0,0,2,0,0,38,0,0,0,0,0,0,0,0,8,64.102,0,0,79.79,0,0,32.78,0,0,0,0,0,0,69.31
"32","110080",1292,0,0,7,0,2,844,0,0,7,1,0,0,1,0,430,253,0,0,1,0,0,204,0,0,1,0,0,0,0,0,47,75.21725,0,0,213.55,104.39,0,65.96,0,19.6,0,0,0,0,76.07
"33","110090",106,0,0,3,0,1,73,0,0,0,0,0,0,0,0,29,27,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,21.8675,0,0,0,0,0,0,0,0,0,0,0,0,21.87
"34","110092",651,0,0,3,0,1,477,0,0,5,1,0,0,1,0,163,117,0,0,0,0,0,104,0,0,0,0,0,0,0,0,13,24.3610526315789,0,0,44.86,0,0,22.86,0,0,0,0,0,0,23.45
"35","110094",1099,0,0,5,0,2,820,0,0,5,0,0,0,0,0,267,213,0,0,0,0,1,184,0,0,0,0,0,0,0,0,28,37.091875,0,0,71.17,75.23,34.28,31.14,0,0,0,0,0,0,34.25
"36","110100",260,0,0,6,0,1,177,0,0,3,1,0,0,0,0,72,35,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,45.5814285714286,0,0,0,46.85,0,136.95,0,0,0,0,0,0,22.1
"37","110110",490,0,0,6,0,1,342,0,0,8,0,0,0,0,0,133,75,0,0,1,0,0,58,0,0,1,0,0,0,0,0,15,21.8466666666667,0,0,6.49,0,0,9.15,0,38.12,0,0,0,0,26.48
"38","110120",312,0,0,6,0,1,195,0,0,3,1,0,0,0,0,106,37,0,0,0,0,0,29,0,0,0,0,0,0,0,0,8,20.7911111111111,0,0,0,0,0,15.69,0,0,0,0,0,0,22.25
"39","110130",539,0,0,4,0,1,381,0,0,4,1,0,0,0,0,148,93,0,0,1,0,0,84,0,0,0,0,0,0,0,0,8,21.338125,0,0,20.16,0,0,25.95,0,0,0,0,0,0,18.4
"40","110140",536,0,0,6,0,1,323,0,0,5,1,0,0,0,0,200,84,0,0,1,0,0,62,0,0,0,0,0,0,0,0,21,49.8418181818182,0,0,19.15,0,0,0,0,0,0,0,0,0,52.91
"41","110143",289,0,0,4,0,1,202,0,0,2,0,0,0,0,0,80,40,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,38.0483333333333,0,0,0,0,0,45.47,0,0,0,0,0,0,34.34
"42","110145",180,0,0,1,0,1,122,0,0,2,0,0,0,0,0,54,41,0,0,0,0,0,35,0,0,0,0,0,0,0,0,6,15.9475,0,0,0,0,0,14.13,0,0,0,0,0,0,17.04
"43","110146",147,0,0,1,0,1,96,0,0,3,0,0,0,0,0,46,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,37.55,0,0,0,0,0,0,0,0,0,0,0,0,37.55
"44","110147",146,0,0,1,0,1,86,0,0,0,0,0,0,0,0,58,19,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,41.2066666666667,0,0,0,96.71,0,0,0,0,0,0,0,0,30.11
"45","110148",219,0,0,2,0,1,152,0,0,2,0,0,0,0,0,62,40,0,0,0,0,0,33,0,0,0,0,0,0,0,0,7,37.9228571428571,0,0,0,0,0,0.38,0,0,0,0,0,0,52.94
"46","110149",977,0,0,3,0,2,673,0,0,6,1,0,0,0,0,292,167,0,0,0,0,1,134,0,0,1,0,0,0,0,0,31,54.0034615384615,0,0,0,12.82,38.09,27.02,0,46.07,0,0,0,0,70.76
"47","110150",574,0,0,4,0,1,403,0,0,3,1,0,0,0,0,162,107,0,0,1,0,0,91,0,0,0,0,0,0,0,0,15,24.78,0,0,43.79,0,0,39.47,0,0,0,0,0,0,18.8
"48","110155",198,0,0,4,0,1,136,0,0,1,0,0,0,0,0,56,29,0,0,1,0,0,21,0,0,0,0,0,0,0,0,7,23.0033333333333,0,0,0,17.7,0,20.43,0,0,0,0,0,0,24.74
"49","110160",261,0,0,4,0,1,182,0,0,3,0,0,0,0,0,71,47,0,0,1,0,0,41,0,0,0,0,0,0,0,0,5,32.112,0,0,15.57,0,0,44.06,0,0,0,0,0,0,28.43
"50","110170",558,0,0,7,0,1,377,0,0,4,1,0,0,0,0,168,133,0,0,0,0,0,117,0,0,0,0,0,0,0,0,16,47.8066666666667,0,0,0,0.89,0,31.52,0,0,0,0,0,0,58.14
"51","110175",321,0,0,5,0,1,235,0,0,4,0,0,0,0,0,76,63,0,0,1,0,0,56,0,0,0,0,0,0,0,0,6,78.8811111111111,0,0,128.82,0,0,25.75,0,0,0,0,0,0,80.16
"52","110180",237,0,0,4,0,1,176,0,1,3,0,0,0,0,0,52,26,0,0,1,0,0,21,0,0,0,0,0,0,0,0,4,92.59,0,0,0,0,0,39.67,0,0,0,0,0,0,119.05
"53","120001",596,0,0,3,0,1,460,0,0,3,1,0,0,0,0,128,113,0,0,1,0,0,96,0,0,0,0,0,0,0,0,16,61.444347826087,0,0,602.12,32.97,0,33.86,0,0,0,0,0,0,40.04
"54","120005",305,4,0,0,0,3,258,0,0,3,1,0,0,0,0,36,60,0,0,0,0,0,51,0,0,0,0,0,0,0,0,9,95.6808333333333,0,0,0,0,0,96.45,0,0,0,0,0,0,95.3
"55","120010",1514,0,0,11,0,3,1125,0,0,9,3,0,0,0,0,363,261,0,0,1,0,0,200,0,0,1,0,0,0,0,0,59,129.308780487805,0,0,240.33,52.56,0,60.74,0,116.49,0,0,0,0,164.43
"56","120013",289,1,0,5,0,2,204,0,0,0,0,0,0,0,0,77,58,0,0,1,0,0,50,0,0,0,0,0,0,0,0,7,25.4772222222222,0,0,23.98,0,0,28.72,0,0,0,0,0,0,22.76
"57","120017",267,0,0,4,0,2,213,0,0,3,0,0,0,0,0,45,54,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,54.2257142857143,0,0,0,91.55,0,40.48,0,0,0,0,0,0,64.04
"58","120020",4995,12,0,23,0,5,3601,0,0,31,3,0,0,0,4,1316,791,4,0,3,0,0,641,0,0,1,0,0,0,0,0,142,79.8320289855073,0,0,103.61,79.75,59.55,53.11,0,0,0,0,0,0,92.92
"59","120025",956,0,0,3,0,1,642,0,0,6,1,0,0,0,0,303,164,0,0,0,0,0,121,0,0,1,0,0,0,0,0,42,51.4771428571429,0,0,0,43.6,0,39.19,0,0,0,0,0,0,58.54
"60","120030",1004,0,0,6,0,2,777,0,0,6,3,0,0,0,5,205,119,0,0,1,0,0,101,0,0,2,0,0,0,0,0,15,27.2759090909091,0,0,39.18,0,0,28.75,0,20.66,0,0,0,0,26.7
"61","120032",164,0,0,1,0,1,132,0,0,1,0,0,0,0,0,29,33,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,32.8722222222222,0,0,0,0,0,26.01,0,0,0,0,0,0,38.36
"62","120033",386,0,0,5,0,1,295,0,0,2,1,0,0,0,0,82,71,0,0,1,0,0,59,0,0,0,0,0,0,0,0,11,41.4565,0,0,2.53,0,0,52.26,0,0,0,0,0,0,31.47
"63","120034",329,0,0,1,0,4,276,0,0,4,1,0,0,0,0,43,52,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,72.4192307692308,0,0,0,77.19,0,73.05,0,0,0,0,0,0,68.93
"64","120035",283,0,0,5,0,2,220,0,0,2,0,0,0,0,0,54,70,0,0,2,0,0,62,0,0,0,0,0,0,0,0,6,30.1972727272727,0,0,54.67,0,0,34.09,0,0,0,0,0,0,20.09
"65","120038",539,1,0,3,0,2,451,0,0,3,2,0,0,0,0,77,90,0,0,0,0,0,84,0,0,0,0,0,0,0,0,6,58.8533333333333,0,0,0,23.26,0,33.83,0,0,0,0,0,0,96
"66","120039",194,0,0,2,0,1,148,0,0,1,0,0,0,0,0,42,39,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,32.3455555555556,0,0,0,55.19,0,28.22,0,0,0,0,0,0,30.76
"67","120040",25936,71,0,70,0,39,18135,0,0,259,19,0,0,8,4,7331,5113,13,0,6,0,0,4211,0,0,31,0,0,0,1,0,851,328.939722222222,63.56,0,92.58,69.52,0,208.27,0,175.89,0,0,0,0,573.52
"68","120042",224,0,0,5,0,2,177,0,0,1,0,0,0,0,0,39,47,0,0,0,0,0,44,0,0,0,0,0,0,0,0,3,51.2433333333333,0,0,0,93.54,0,47,0,0,0,0,0,0,39.97
"69","120043",94,0,0,1,0,1,70,0,0,1,0,0,0,0,0,21,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,42.1825,0,0,0,0,0,36.62,0,0,0,0,0,0,58.88
"70","120045",790,0,0,7,0,2,557,0,0,9,2,0,0,0,0,213,146,0,0,1,0,0,121,0,0,1,0,0,0,0,0,23,61.7584375,0,0,26.36,0,0,38.88,0,63.95,0,0,0,0,74.86
"71","120050",1349,1,0,9,0,2,984,0,0,11,3,0,0,0,1,338,187,0,0,0,0,0,153,0,0,1,0,0,0,0,0,33,54.6312121212121,0,0,0,0,0,41.93,0,20.99,0,0,0,0,66.38
"72","120060",1120,2,0,8,0,2,788,0,0,6,3,0,0,0,0,311,180,0,0,0,0,0,148,0,0,1,0,0,0,0,0,31,59.4330303030303,0,0,0,123.76,0,32.01,0,31.33,0,0,0,0,72.13
"73","120070",528,2,0,6,0,1,381,0,0,6,3,0,0,0,0,129,69,1,0,0,0,0,54,0,0,0,0,0,0,0,0,14,67.6277777777778,0,0,0,0,0,67.66,0,0,0,0,0,0,67.61
"74","120080",441,0,0,1,0,2,365,0,0,1,0,0,0,0,0,72,94,0,0,0,0,0,85,0,0,0,0,0,0,0,0,9,54.1547368421053,0,0,0,70.45,0,59.29,0,0,0,0,0,0,45.7
"75","130002",196,0,0,0,0,1,150,0,0,2,1,0,0,0,0,42,37,0,0,0,0,0,27,0,0,0,0,0,0,0,0,10,22.84,0,0,0,57.87,0,19.88,0,0,0,0,0,0,20.59
"76","130006",196,0,0,1,0,1,178,0,0,4,0,0,0,0,0,12,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,41.0025,0,0,0,0,0,42.03,0,0,0,0,0,0,40.66
"77","130008",131,0,0,2,0,1,114,0,0,5,0,0,0,0,0,9,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,25.1025,0,0,0,0,0,22.6,0,0,0,0,0,0,32.6
"78","130010",276,0,0,3,0,1,210,0,0,5,0,0,0,0,0,57,38,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,28.9111764705882,0,0,17.84,1.95,0,26.8,0,0,0,0,0,0,36.63
"79","130014",834,0,0,7,0,1,521,0,0,6,0,0,0,0,0,299,141,0,0,0,0,0,97,0,0,1,0,0,0,0,0,43,28.2916129032258,0,0,0,0,0,7.62,0,0,0,0,0,0,34.32
"80","130020",181,0,0,0,0,1,146,0,0,7,1,0,0,0,0,26,21,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,23.0775,0,0,0,0,0,19.54,0,0,0,0,0,0,28.03
"81","130030",770,0,0,6,0,2,588,0,0,10,3,0,0,0,0,161,115,0,0,0,0,0,89,0,0,0,0,0,0,0,0,26,48.3916129032258,0,0,0,51.49,0,65.74,0,0,0,0,0,0,31.79
"82","130040",606,0,0,4,0,1,490,0,0,9,1,0,0,0,0,101,74,0,0,0,0,0,66,0,0,0,0,0,0,0,0,8,30.1561904761905,0,0,0,0,0,29.61,0,0,0,0,0,0,30.57
"83","130050",633,0,0,1,0,2,491,0,1,8,0,0,0,0,0,130,81,0,0,0,0,1,63,0,0,0,0,0,0,0,0,17,36.7268181818182,0,0,0,0,5.59,54.58,0,0,0,0,0,0,28.14
"84","130060",731,0,0,1,0,1,657,0,0,5,2,0,0,0,0,65,94,0,0,0,0,0,90,0,0,0,0,0,0,0,0,4,28.5621052631579,0,0,0,0,0,35.92,0,0,0,0,0,0,7.96
"85","130063",283,0,0,0,0,1,241,0,0,8,0,0,0,0,0,33,26,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,20.4733333333333,0,0,0,0,0,21.61,0,0,0,0,0,0,18.2
"86","130068",393,0,0,1,0,1,342,0,0,3,0,0,0,0,0,46,63,0,0,0,0,0,60,0,0,0,0,0,0,0,0,3,15.944,0,0,0,0,0,10.65,0,0,0,0,0,0,23.88
"87","130070",1353,0,0,2,0,2,1181,0,0,10,3,0,0,0,0,155,162,0,0,0,0,0,147,0,0,0,0,0,0,0,0,15,35.6966666666667,0,0,0,0,0,20.52,0,0,16.21,0,0,0,50.1
"88","130080",517,0,0,4,0,2,394,0,0,6,1,0,0,0,0,110,78,0,0,2,0,0,66,0,0,1,0,0,0,0,0,9,71.1467857142857,0,0,745.12,0,0,19.54,0,66.68,0,0,0,0,13.62
"89","130083",155,0,0,0,0,1,120,0,0,7,0,0,0,0,0,27,24,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,10.10375,0,0,0,0,0,12.25,0,0,0,0,0,0,6.53
"90","130090",176,0,0,0,0,1,107,0,0,6,0,0,0,0,0,62,29,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,9.79733333333333,0,0,0,0,0,2.16,0,0,0,0,0,0,14.89
"91","130100",641,0,0,2,0,1,526,0,0,6,3,0,0,0,0,103,72,0,0,0,0,0,58,0,0,0,0,0,0,0,0,14,31.5455,0,0,0,0,0,39.29,0,0,0,0,0,0,23.8
"92","130110",759,0,0,3,0,3,593,0,2,6,1,0,0,0,0,151,130,0,0,0,0,0,113,0,0,0,0,0,0,0,0,17,26.0684,0,0,0,0,0,12.98,0,0,0,0,0,0,34.79
"93","130115",471,0,0,2,0,1,430,0,0,5,0,0,0,0,0,33,55,0,0,0,0,0,51,0,0,0,0,0,0,0,0,4,12.4166666666667,0,0,0,0,0,14.44,0,0,0,0,0,0,8.38
"94","130120",1772,1,0,4,0,2,1165,0,1,15,3,0,0,0,2,579,252,0,0,0,0,0,166,0,0,2,0,0,0,0,0,84,66.1990697674419,0,0,0,46.96,0,47.21,0,76.06,0,0,0,0,77.54
"95","130130",458,0,0,2,0,1,389,0,1,7,1,0,0,0,0,57,65,0,0,0,0,0,58,0,0,0,0,0,0,0,0,7,45.5794736842105,0,0,0,0,0,56.84,0,0,0,0,0,0,30.09
"96","130140",570,0,0,2,0,1,463,0,1,6,3,0,0,0,0,94,59,0,0,0,0,0,51,0,0,1,0,0,0,0,0,7,14.9857894736842,0,0,0,0,0,18.16,0,0,0,0,0,0,10.62
"97","130150",346,0,0,1,0,1,304,0,0,3,0,0,0,0,0,37,100,0,0,0,0,0,91,0,0,0,0,0,0,0,0,9,23.5816666666667,0,0,0,0,0,26.24,0,0,0,0,0,0,21.69
"98","130160",356,0,0,2,0,1,295,0,0,3,0,0,0,0,0,55,44,0,0,1,0,0,35,0,0,0,0,0,0,0,0,8,22.61,0,0,29.33,56.95,0,25.26,0,0,0,0,0,0,15.32
"99","130165",151,0,0,3,0,1,99,0,0,2,0,0,0,0,0,46,22,0,0,1,0,0,12,0,0,0,0,0,0,0,0,9,54.3906666666667,0,0,25.87,131.75,0,7.47,0,0,0,0,0,0,69.82
"100","130170",3072,1,0,8,0,3,2321,0,1,16,2,0,0,1,0,719,571,0,0,1,0,1,468,0,0,1,0,0,0,0,0,100,83.0473333333333,0,0,58.59,67.8,26.45,84.34,0,24.59,0,0,0,0,90.85
"101","130180",162,0,0,0,0,1,126,0,0,3,0,0,0,0,0,32,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,48.6916666666667,0,0,0,0,0,7.82,0,0,0,0,0,0,69.13
"102","130185",2077,4,0,11,0,2,1422,0,0,7,0,0,0,5,0,626,432,1,0,1,0,0,355,0,0,1,0,0,0,0,0,74,43.5811111111111,37.51,0,55.59,39.64,0,26.31,0,40.14,0,0,0,0,52.42
"103","130190",3516,0,0,9,0,4,2604,0,3,36,3,0,0,0,4,853,603,0,0,1,0,0,469,0,0,7,0,0,0,0,0,126,114.737096774194,0,0,531.75,49.8,0,116.64,0,74.42,0,0,0,0,106.65
"104","130195",189,0,0,0,0,1,142,0,0,2,1,0,0,0,0,43,27,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,46.0341666666667,0,0,0,0,0,53.03,0,0,0,0,0,0,36.25
"105","130200",343,0,0,0,0,1,282,0,0,3,3,0,0,0,0,54,60,0,0,0,0,0,54,0,0,0,0,0,0,0,0,6,30.2876470588235,0,0,0,0,0,33.5,0,0,0,0,0,0,27.43
"106","130210",164,0,0,0,0,1,105,0,0,4,0,0,0,0,0,54,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,13.6404166666667,0,0,0,0,0,6.12,0,0,0,0,0,0,19.01
"107","130220",189,0,0,0,0,1,155,0,0,3,1,0,0,0,0,29,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,19.6125,0,0,0,0,0,51.55,0,0,0,0,0,0,0.45
"108","130230",341,0,0,3,0,1,245,0,0,3,0,0,0,0,0,89,43,0,0,1,0,0,28,0,0,0,0,0,0,0,0,14,77.1382608695652,0,0,80.5,58.86,0,68.55,0,0,0,0,0,0,84.82
"109","130240",838,0,0,1,0,2,677,0,0,11,1,0,0,0,0,146,141,0,0,0,0,0,124,0,0,0,0,0,0,0,0,17,63.1425,0,0,0,43.14,0,27.31,0,0,0,0,0,0,76.96
"110","130250",3167,0,0,15,0,3,2147,0,0,31,2,0,0,1,1,967,532,0,0,1,0,0,422,0,0,0,0,0,0,0,0,109,67.2278333333333,0,0,25.87,33.12,0,50.32,0,0,0,0,0,0,81.69
"111","130255",663,0,0,2,0,1,587,0,0,5,1,0,0,0,0,67,130,0,0,0,0,0,123,0,0,0,0,0,0,0,0,7,24.5123076923077,0,0,0,0,0,19.64,0,0,0,0,0,0,27.56
"112","130260",162882,90,0,154,0,94,118413,6,8,1376,44,2,2,138,7,42548,35145,13,0,13,0,3,30395,0,0,106,0,0,0,33,0,4582,930.617464788732,205.42,0,130.76,93.97,61.98,684.96,1.34,397.12,0,0,0,0,2097.2
"113","130270",1764,0,0,4,0,2,1344,0,1,9,1,0,0,0,0,403,241,0,0,0,0,0,179,0,0,1,0,0,0,0,0,61,55.9771428571429,0,0,0,36.89,0,27.45,0,44.64,0,0,0,0,73.25
"114","130280",147,0,0,0,0,1,120,0,1,2,0,0,0,0,0,23,22,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,27.9672727272727,0,0,0,0,0,38.13,0,0,0,0,0,0,22.16
"115","130290",1421,0,0,8,0,3,1113,1,0,11,2,0,0,0,0,283,171,0,0,0,0,0,139,0,0,1,0,0,0,0,0,31,45.0442857142857,0,0,0,20.49,0,44.55,0,291.8,0,0,0,0,33.71
"116","130300",425,0,0,1,0,1,352,0,0,4,1,0,0,0,0,66,81,0,0,0,0,0,70,0,0,0,1,0,0,0,0,10,44.81,0,0,0,64.65,0,68.25,0,0,55.76,0,0,0,31.39
"117","130310",797,0,0,1,0,1,701,0,1,2,1,0,0,0,0,90,121,0,0,0,0,0,107,0,0,0,0,0,0,0,0,14,30.4675,0,0,0,0,0,46.79,0,0,0,0,0,0,21.68
"118","130320",655,0,0,1,0,1,518,0,0,8,0,0,0,0,0,127,97,0,0,0,0,0,78,0,0,1,0,0,0,0,0,18,31.5311764705882,0,0,0,0,0,18.54,0,0,0,0,0,0,38.62
