CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,media_notas_CN,media_notas_CH,media_NU_NOTA_LC,media_NU_NOTA_MT,media_NU_NOTA_REDACAO
150220,15,PA,458.448255813954,485.098324022346,460.424581005587,483.443604651163,622.458100558659
150230,15,PA,451.587341772152,480.332558139535,448.804651162791,489.93417721519,533.953488372093
150240,15,PA,488.803680981595,517.353869047619,493.516964285714,529.205061349693,682.172619047619
150250,15,PA,456.875,470.1125,418.45,460.2,567.5
150260,15,PA,422.035714285714,461.046511627907,421.076744186047,449.002380952381,508.837209302326
150270,15,PA,468.881739130435,491.934959349594,463.844715447155,495.190434782609,600.162601626016
150275,15,PA,445.849180327869,467.2125,441.98125,461.637704918033,544.6875
150276,15,PA,423.933333333333,436.7,390.4,450.366666666667,460
150277,15,PA,438.782352941177,424.216666666667,438.888888888889,464.270588235294,458.888888888889
150280,15,PA,432.838,441.888679245283,422.683018867925,446.218,565.660377358491
150285,15,PA,447.642857142857,466.456666666667,433.253333333333,463.635714285714,609.333333333333
150290,15,PA,447.595714285714,456.118666666667,434.685333333333,456.881428571429,501.866666666667
150293,15,PA,461.242424242424,475.482089552239,458.2,496.265151515152,543.582089552239
150295,15,PA,442.964705882353,453.483333333333,454.394444444445,468.3,498.333333333333
150300,15,PA,443.504545454545,428.620833333333,426.670833333333,439.954545454545,501.666666666667
150304,15,PA,448.070967741935,455.678787878788,441.178787878788,487.254838709677,544.848484848485
150307,15,PA,434.5,459.15,431.102777777778,466.652777777778,525
150309,15,PA,443.848936170213,470.15625,464.545833333333,481.168085106383,498.75
150310,15,PA,445.89375,453.823529411765,445.717647058824,493.91875,662.352941176471
150320,15,PA,447.094936708861,463.004761904762,444.732142857143,465.025316455696,549.761904761905
150330,15,PA,433.562237762238,446.35,422.952,465.464335664336,514.933333333333
150340,15,PA,418.783333333333,443.45,422.966666666667,476.766666666667,501.666666666667
150345,15,PA,439.242105263158,468.927777777778,453.672222222222,479.7,595.555555555556
150350,15,PA,447.262857142857,455.954054054054,444.464864864865,455.982857142857,506.486486486487
150360,15,PA,468.124904214559,504.746931407942,481.10036101083,515.578927203065,674.440433212996
150370,15,PA,442.172222222222,458.155,437.921666666667,456.124074074074,525
150375,15,PA,464.8,540.633333333333,497.3,477.933333333333,566.666666666667
150380,15,PA,443.432773109244,473.306504065041,457.120325203252,479.272268907563,618.536585365854
150390,15,PA,449.866956521739,473.409166666667,451.263333333333,475.519130434783,546.166666666667
150400,15,PA,433.348780487805,458.436363636364,418.545454545455,469.092682926829,535.909090909091
150405,15,PA,452.46568627451,466.198076923077,452.306730769231,476.048039215686,550.576923076923
150410,15,PA,421.668421052632,443.62,390.27,442.947368421053,439
150420,15,PA,475.797379912664,498.314255983351,474.750156087409,513.475436681223,633.257023933403
150430,15,PA,447.937931034483,460.89696969697,454.075757575758,494.462068965517,475.757575757576
150440,15,PA,436.111764705882,455.166666666667,436.738888888889,445.517647058824,564.444444444445
150442,15,PA,457.386160714286,476.258227848101,462.840928270042,476.920089285714,555.864978902954
150445,15,PA,438.6,452.664864864865,440.318918918919,453.158333333333,512.432432432432
150450,15,PA,424.66,458.48275862069,425.477586206897,445.823636363636,578.275862068966
150460,15,PA,444.831730769231,469.243636363636,436.068181818182,459.966346153846,551.272727272727
150470,15,PA,426.215151515151,446.557746478873,440.501408450704,458.3,505.352112676056
150475,15,PA,459.658333333333,461.330769230769,451.076923076923,469.183333333333,601.538461538462
150480,15,PA,451.5352,461.33023255814,447.06511627907,478.8544,573.333333333333
150490,15,PA,430.547368421053,459.657894736842,441.973684210526,473.847368421053,468.421052631579
150495,15,PA,441.579411764706,455.411428571429,448.017142857143,464.120588235294,532.571428571429
150497,15,PA,463.1,451.3,464.871428571429,487.7,545.714285714286
150500,15,PA,454.4,488.405405405405,454.15945945946,480.156756756757,632.432432432432
150503,15,PA,471.447916666667,479.07358490566,475.322641509434,494.135416666667,561.509433962264
150506,15,PA,443.980263157895,464.389873417722,449.30253164557,471.610526315789,547.848101265823
150510,15,PA,464.996190476191,481.302777777778,457.609259259259,475.681904761905,563.703703703704
150520,15,PA,443.757142857143,458.954545454546,438.643636363636,453.891836734694,513.090909090909
150530,15,PA,455.291907514451,485.881818181818,456.898930481283,487.263583815029,575.72192513369
150540,15,PA,426.359375,446.034328358209,432.735820895522,459.01875,518.507462686567
150543,15,PA,453.470769230769,479.182089552239,470.85223880597,491.636923076923,598.208955223881
150548,15,PA,456.486666666667,468.012903225807,455.858064516129,472.003333333333,623.870967741936
150549,15,PA,434.3,459.628571428571,430.385714285714,501.516666666667,468.571428571429
150550,15,PA,480.179022988506,503.07131147541,489.507923497268,514.960632183908,646.284153005465
150553,15,PA,481.754591836735,504.056270096463,489.365112540193,520.582823129252,616.881028938907
150555,15,PA,434.309090909091,458.04,455.86,487.281818181818,542
150560,15,PA,446.70625,470.776470588235,470.605882352941,435.71875,608.235294117647
150563,15,PA,393.322222222222,472.5,445.62,442.511111111111,538
150565,15,PA,443.355555555556,478.961538461538,453.169230769231,502.933333333333,503.076923076923
150570,15,PA,430.647142857143,454.696,432.210666666667,443.554285714286,487.733333333333
150580,15,PA,435.848360655738,470.587969924812,434.261654135338,463.438524590164,510.676691729323
150590,15,PA,440.706451612903,433.212121212121,446.7,449.516129032258,512.727272727273
150600,15,PA,453.479487179487,446.555813953488,421.437209302326,449.107692307692,540.46511627907
150610,15,PA,445.007142857143,471.91724137931,465.179310344828,477.253571428572,611.034482758621
150611,15,PA,406.25,463.216666666667,441.766666666667,445.966666666667,463.333333333333
150613,15,PA,457.998455598456,471.507581227437,459.307942238267,487.82471042471,590.902527075812
150616,15,PA,444.52,461.847619047619,453.961904761905,466.22,500.952380952381
150618,15,PA,458.940740740741,476.822988505747,471.424137931034,509.141975308642,608.735632183908
150619,15,PA,451.621875,473.688571428571,455.322857142857,470.95,534.857142857143
150620,15,PA,455.896774193548,469.2,461.575,492.709677419355,544.583333333333
150630,15,PA,455.328125,485.43125,448.953125,477.96875,541.875
150635,15,PA,441.526315789474,468.53,453.535,461.636842105263,515
150640,15,PA,352.5,359.8,490,457.5,0
150650,15,PA,461.434615384615,480.961081081081,461.574054054054,475.679120879121,610.918918918919
150655,15,PA,431.481818181818,450.288235294118,437.479411764706,450.869696969697,527.647058823529
150658,15,PA,456.014285714286,474.242857142857,448.628571428571,438.742857142857,502.857142857143
150660,15,PA,451.395454545455,473.495833333333,455.172916666667,472.429545454545,567.083333333333
150670,15,PA,430.172727272727,431.442372881356,425.98813559322,452.174545454546,490.508474576271
150680,15,PA,485.135951661631,504.955248091603,485.420896946565,512.575125881168,638.854961832061
150690,15,PA,436.330769230769,421.115384615385,440.2,441.692307692308,589.230769230769
150700,15,PA,452.216,476.984,457.14,481.086,588.8
150710,15,PA,431.206451612903,461.087096774194,434.993548387097,441.754838709677,535.483870967742
150715,15,PA,456.386486486487,492.115384615385,465.648717948718,490.716216216216,616.923076923077
150720,15,PA,437.639285714286,450.227118644068,449.691525423729,472.198214285714,577.966101694915
150730,15,PA,447.928571428572,463.398214285714,449.7,494.971428571429,553.928571428572
