CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,media_notas_CN,media_notas_CH,media_NU_NOTA_LC,media_NU_NOTA_MT,media_NU_NOTA_REDACAO
220213,22,PI,433.04,487.68,419.18,493.9,600
220217,22,PI,416.592307692308,433.746153846154,410.815384615385,439.092307692308,415.384615384615
220220,22,PI,467.805579399142,494.336708860759,473.176793248945,506.0330472103,640.759493670886
220225,22,PI,402.5375,396.8,404.7875,411.2125,442.5
220230,22,PI,456.533870967742,478.009523809524,462.257142857143,478.991935483871,569.84126984127
220240,22,PI,482.7125,475.633333333333,466.969047619048,517.0675,684.285714285714
220245,22,PI,395.483333333333,426.983333333333,410.783333333333,433.216666666667,540
220250,22,PI,449.871428571429,454.1,423.2625,491.128571428571,475
220253,22,PI,,,,,
220255,22,PI,446.625,423.725,406.875,414.925,515
220260,22,PI,465.637096774194,491.112698412699,475.942857142857,487.462903225806,585.396825396825
220265,22,PI,448.594117647059,451.135294117647,437.129411764706,465.117647058824,568.235294117647
220270,22,PI,480.124561403509,492.215254237288,468.325423728814,514,582.033898305085
220271,22,PI,436.784615384615,445.414285714286,432.492857142857,457.469230769231,570
220272,22,PI,491.7,507.721951219512,497.970731707317,541.0625,637.073170731707
220273,22,PI,388.65,398.633333333333,400.133333333333,454.7,480
220275,22,PI,440.578260869565,461.752173913044,440.717391304348,496.478260869565,614.782608695652
220277,22,PI,439.8,446.1,417,426.145454545455,361.818181818182
220280,22,PI,453.9,438.428571428571,421.342857142857,480.114285714286,708.571428571429
220285,22,PI,439.65,462.581818181818,459.881818181818,460.94,467.272727272727
220290,22,PI,454.656976744186,467.373863636364,448.527840909091,482.169186046512,583.522727272727
220300,22,PI,406.442857142857,458.6,460.928571428572,441.828571428571,505.714285714286
220310,22,PI,464.828571428572,466.354545454546,455.645454545455,446.571428571429,521.818181818182
220320,22,PI,444.985,459.215,469.855,484.51,552
220323,22,PI,461.15,408.4,379.1,415.3,490
220325,22,PI,431.7,456.5,450.425,443.15,580
220327,22,PI,379.066666666667,489.333333333333,453.6,481.433333333333,360
220330,22,PI,465.273076923077,479.12962962963,459.840740740741,490.742307692308,541.481481481482
220335,22,PI,429.45,445.285,422.205,445.87,461
220340,22,PI,446.775,489.575,454.8625,478.9625,625
220342,22,PI,444.85,445.725,481.0125,462.75,497.5
220345,22,PI,410.2,431.2,422.3,442.2,380
220350,22,PI,419.697826086957,440.948979591837,417.075510204082,437.102173913044,508.571428571429
220360,22,PI,414.807142857143,415.164285714286,412.607142857143,441.171428571429,351.428571428571
220370,22,PI,451.696240601504,490.865413533835,462.294736842105,476.952631578947,552.932330827068
220375,22,PI,489.8,567.6,541.5,598.2,680
220380,22,PI,403.75,439.15,417.7,435.45,440
220385,22,PI,460.5,462.6,494.8,462.5,810
220390,22,PI,484.264988009592,508.256674473068,488.975878220141,523.110791366907,636.674473067916
220400,22,PI,413.54,417.614285714286,422.671428571429,460.2,558.571428571429
220410,22,PI,422.26,389.72,411.82,449.8,600
220415,22,PI,397.8625,472.3375,422.7375,457.2375,657.5
220420,22,PI,465.033333333333,481.891666666667,457.120833333333,494.516666666667,675
220430,22,PI,436.303703703704,468.855172413793,460.593103448276,461.811111111111,674.48275862069
220435,22,PI,419.705263157895,439.273684210526,422.831578947368,448.836842105263,570.526315789474
220440,22,PI,429.95625,450.176470588235,444.141176470588,476.33125,434.117647058824
220450,22,PI,443.510526315789,472.726315789474,471.136842105263,456.089473684211,509.473684210526
220455,22,PI,423.25,431.55,431.025,428.875,615
220460,22,PI,385.95,410.666666666667,435.816666666667,455.533333333333,463.333333333333
220465,22,PI,434.246666666667,463.34,458.526666666667,482.406666666667,485.333333333333
220470,22,PI,435.925925925926,457.65,445.325,476.103703703704,515
220480,22,PI,451.409523809524,473.855,447.695,486.861904761905,606
220490,22,PI,436.185714285714,394.528571428571,418.057142857143,450.714285714286,340
220500,22,PI,430.922222222222,480.766666666667,444.477777777778,494.666666666667,580
220510,22,PI,448.66,416.266666666667,427.716666666667,451.11,555
220515,22,PI,444.3125,456.6375,480.475,490.2375,782.5
220520,22,PI,444.24,480.94,484.29,503.31,572
220525,22,PI,437.8,430.98,439.14,419.36,440
220527,22,PI,438.785714285714,473.05,445.664285714286,462.264285714286,561.428571428572
220530,22,PI,,,,,
220535,22,PI,432.55,447.625,421.8,455.6,500
220540,22,PI,430.133333333333,445.852631578947,439.768421052632,437.205555555556,525.263157894737
220545,22,PI,418.35,432.62,390.98,399.475,600
220550,22,PI,458.169306930693,475.969902912621,465.049514563107,479.647524752475,583.300970873786
220551,22,PI,528.65,555.5,511.65,551.35,740
220552,22,PI,465.066666666667,436.733333333333,457.344444444444,498.544444444445,553.333333333333
220553,22,PI,436.425,422.3875,426.3125,428.7,482.5
220554,22,PI,447.966666666667,468.777777777778,469.555555555556,496.444444444445,628.888888888889
220555,22,PI,432.226315789474,461.476923076923,430.476923076923,474.821052631579,574.358974358974
220556,22,PI,449.658333333333,465.7,463.053333333333,433.75,597.333333333333
220557,22,PI,451.976470588235,473.111764705882,442.852941176471,479.894117647059,512.941176470588
220558,22,PI,439.35,449.85,457.15,447.2,480
220559,22,PI,414.185714285714,430.3125,429.95,452.5,455
220560,22,PI,467.9,459.4,428,413.3,506.666666666667
220570,22,PI,459.163636363636,470.931818181818,459.604545454546,457.427272727273,543.636363636364
220580,22,PI,436.00612244898,463.284,451.118,466.577551020408,572.8
220585,22,PI,455.725,448.866666666667,446.633333333333,478.6,493.333333333333
220590,22,PI,422.7,493.64,454.94,449.18,500
220595,22,PI,417.911111111111,445.555555555556,458.411111111111,441.522222222222,526.666666666667
220600,22,PI,459,455.7,476.766666666667,476.566666666667,480
220605,22,PI,433.411111111111,456.777777777778,461.122222222222,480.488888888889,624.444444444444
220610,22,PI,457.777777777778,456.4,430.788888888889,530.555555555556,560
220620,22,PI,446.207142857143,454.670588235294,453.564705882353,473.835714285714,485.882352941176
220630,22,PI,450.3,,,520.3,
220635,22,PI,442.525,464.5,426.5,436.7,555
220640,22,PI,436.505555555556,468.647368421053,440.152631578947,463.894444444444,573.684210526316
220650,22,PI,456.946666666667,493.823913043478,462.978260869565,512.291111111111,670
220660,22,PI,451.653333333333,443.1,408.42,459.953333333333,385.333333333333
220665,22,PI,452.3,373.8,423.9,431.1,540
220667,22,PI,443.54375,484.258823529412,478.888235294118,479.6125,556.470588235294
220669,22,PI,427.205263157895,460.615789473684,423.021052631579,450.9,538.947368421053
220670,22,PI,428.9,424.471428571429,396.271428571429,438.8,394.285714285714
220672,22,PI,400.3,460.7,466.2,467.525,390
220675,22,PI,430.542857142857,449.257142857143,451.514285714286,448.357142857143,491.428571428572
220680,22,PI,429.818181818182,452.751515151515,440.690909090909,445.639393939394,518.181818181818
220690,22,PI,418.414285714286,437.928571428571,449.114285714286,457.142857142857,628.571428571429
220695,22,PI,454.25,544.3,505.8,540.4,745
220700,22,PI,468.009183673469,493.33567839196,480.413567839196,516.449489795918,630.552763819096
220710,22,PI,454,411.9,432.8,374.5,440
220720,22,PI,453.642857142857,483.8,439.471428571429,478.085714285714,591.428571428572
220730,22,PI,480.1,455.783333333333,433.933333333333,447.633333333333,663.333333333333
220735,22,PI,403.1125,403.8375,411.1375,442.85,517.5
220740,22,PI,492.966666666667,498.466666666667,428.8,494.9,560
220750,22,PI,462.84,363.94,429.94,409.92,452
220755,22,PI,457.266666666667,414.5,412.416666666667,444.6,536.666666666667
220760,22,PI,424.2125,432.488235294118,395.082352941176,464.50625,491.764705882353
220770,22,PI,487.988692098093,510.760237780713,504.030779392338,532.08310626703,668.005284015852
220775,22,PI,444.07,466.67,439.4,460.61,522
220777,22,PI,428.875,464.784615384615,466.607692307692,476.541666666667,492.307692307692
220779,22,PI,406.9,459.5,469.7,407.6,680
220780,22,PI,464.883544303797,489.48875,478.685,507.418987341772,719.75
220785,22,PI,419.7,514.6,409.266666666667,447.966666666667,420
220790,22,PI,472.4752,486.233846153846,470.973076923077,505.4352,624.923076923077
220793,22,PI,464.4,489.8,548.6,470.8,0
220795,22,PI,444.1,465.7,453.257142857143,461.428571428572,511.428571428572
220800,22,PI,497.288181818182,529.491051454139,504.878299776286,564.6575,696.778523489933
220810,22,PI,445.7,456.183333333333,446.058333333333,461.341666666667,498.333333333333
220820,22,PI,442.268,466.171428571429,442.471428571429,474.084,532.142857142857
220830,22,PI,475.984693877551,494.173,483.313,508.321428571429,615.8
220840,22,PI,476.651612903226,490.403585657371,484.364541832669,524.8625,675.059760956175
220850,22,PI,439.029411764706,445.435294117647,420.276470588235,425.747058823529,431.764705882353
220855,22,PI,427.966666666667,415.4,410.433333333333,376.733333333333,293.333333333333
220860,22,PI,439.36,476.5125,466.50625,476.253333333333,575
220865,22,PI,388.5,438.85,409.15,450,570
220870,22,PI,457.5125,456.725,426.6875,426.675,570
220880,22,PI,440.8,450.265079365079,436.271428571429,452.967213114754,516.507936507937
220885,22,PI,427.716666666667,443.641666666667,395.208333333333,439.091666666667,518.333333333333
220887,22,PI,452.177777777778,470.13,421.7,494.5,552
220890,22,PI,469.4,460.328571428572,444.4,484.614285714286,602.857142857143
220900,22,PI,435.45,424.038095238095,416.304761904762,448.366666666667,443.809523809524
220910,22,PI,439.240540540541,463.730769230769,444.738461538462,460.581081081081,461.025641025641
220915,22,PI,474.2,482.14,486.64,505.96,656
220920,22,PI,468.76,494.1,459.78,486.14,624
220930,22,PI,449.95,464.958333333333,456.991666666667,452.808333333333,555
220935,22,PI,436.166666666667,461.344444444444,421.033333333333,496.911111111111,551.111111111111
220937,22,PI,422.1,400.125,417.391666666667,442.74,401.666666666667
220940,22,PI,446.05,452.695454545455,421.022727272727,491.509090909091,581.818181818182
220945,22,PI,469.95,433.15,443.4,423.8,630
220950,22,PI,466.575,472.725,471.825,513.65,595
220955,22,PI,424.07,400.96,409.89,427.15,472
220960,22,PI,511.7125,547.6375,502.1125,511.9625,732.5
220965,22,PI,538.5,535.95,409.55,500.45,690
220970,22,PI,448.6,494.675,484.6,467.4125,647.5
220975,22,PI,411.6,421.566666666667,386.666666666667,417.566666666667,446.666666666667
220980,22,PI,449.15,467.857142857143,464.4,495.1,560
220985,22,PI,441.1,529.4,471.407142857143,497.307142857143,665.714285714286
220987,22,PI,430.08,420.742857142857,405.171428571429,435.64,394.285714285714
220990,22,PI,464.725,516.475,469.175,537.125,685
220995,22,PI,420.433333333333,436.575,422.35,496.9,285
220997,22,PI,428.907692307692,416.246153846154,389.884615384615,447.076923076923,323.076923076923
221000,22,PI,455.124137931035,473.819540229885,461.940229885058,484.636781609195,545.51724137931
221005,22,PI,482.529411764706,521.252941176471,497.652941176471,499.470588235294,597.647058823529
221010,22,PI,446.371428571429,446.25,429.4,470.971428571429,475
221020,22,PI,415.7,411.725,430.425,486.25,670
221030,22,PI,426.481818181818,461.463636363636,426.036363636364,460.7,627.272727272727
221035,22,PI,457.530769230769,487.964285714286,437.578571428571,495.861538461539,645.714285714286
221037,22,PI,461.033333333333,525.433333333333,478.2,468.833333333333,653.333333333333
221038,22,PI,442.675,460.825,472.35,451.075,605
221039,22,PI,416.35,406.7,397.75,419.7,450
221040,22,PI,454.558139534884,503.120930232558,468.03488372093,483.537209302326,600
221050,22,PI,438.796,468.432142857143,431.192857142857,468.584,484.285714285714
221060,22,PI,465.034146341464,483.285915492958,476.003286384977,508.300975609756,610.985915492958
221062,22,PI,406.5,407.38,401.49,417.34,474
221063,22,PI,433.609090909091,477.218181818182,447.7,470.490909090909,443.636363636364
221065,22,PI,406.9,452,437.22,451.21,420
221070,22,PI,445.206666666667,456.076470588235,446.388235294118,468.713333333333,532.941176470588
221080,22,PI,439.756,425.935714285714,418.439285714286,455.6,382.857142857143
221090,22,PI,436.44,446.15,465.55,530.76,473.333333333333
221093,22,PI,431.277777777778,468.261111111111,449.944444444444,463.933333333333,585.555555555556
221095,22,PI,451.933333333333,510.25,448.2,446.466666666667,605
221097,22,PI,481.6,435.6,467.25,509,550
221100,22,PI,508.747749841538,535.006176409833,517.246601941748,566.865814493978,701.714521793018
221110,22,PI,446.259090909091,458.124444444445,434.578888888889,473.898863636364,563.333333333333
221120,22,PI,457.773846153846,473.24696969697,446.425757575758,481.635384615385,550.30303030303
221130,22,PI,465.358510638298,501.45,489.786170212766,524.467021276596,641.063829787234
221135,22,PI,439.822222222222,485.98,455.72,448.911111111111,484
221140,22,PI,437.8125,464.3125,439.425,461.35,550
221150,22,PI,419.275,466.975,440.65,431.1,430
221160,22,PI,436.766666666667,468.933333333333,442.066666666667,484.533333333333,620
221170,22,PI,405.76,417.22,429.62,465.1,660
230010,23,CE,463.936363636364,469.973529411765,471.755882352941,444.006060606061,620.588235294118
230015,23,CE,445.086046511628,450.095555555556,451.897777777778,436.525581395349,432.444444444444
230020,23,CE,442.979106628242,459.023529411765,455.276050420168,485.760806916427,508.151260504202
230030,23,CE,441.191542288557,460.806619385343,454.035697399527,486.876368159204,482.127659574468
230040,23,CE,435.459016393443,435.721212121212,437.104545454546,463.427868852459,433.939393939394
230050,23,CE,460.161904761905,476.216666666667,480.183333333333,510.314285714286,561.428571428572
230060,23,CE,415.330769230769,443.15625,422.99375,443.807692307692,333.75
230070,23,CE,429.352127659574,447.007920792079,441.69504950495,460.95,359.009900990099
230075,23,CE,430.446194225722,438.482110091743,431.83623853211,458.150918635171,433.348623853211
230080,23,CE,413.293181818182,436.370833333333,430.158333333333,453.447727272727,361.25
230090,23,CE,432.588571428571,436.714814814815,423.018518518519,454.328571428571,375.185185185185
230100,23,CE,446.759701492537,471.425594149909,466.886654478976,482.630970149254,538.756855575868
230110,23,CE,453.41654676259,474.636252189142,465.967250437829,493.526978417266,521.5411558669
230120,23,CE,446.468796992481,465.316,459.403636363636,481.233082706767,518.472727272727
230125,23,CE,438.172033898305,449.144628099174,433.761157024793,459.45,402.479338842975
230130,23,CE,453.822222222222,461.852287581699,452.997385620915,485.296296296296,517.385620915033
230140,23,CE,431.197169811321,441.757391304348,437.293043478261,459.137735849057,396.695652173913
230150,23,CE,447.568181818182,450.345833333333,451.447916666667,482.563636363636,457.916666666667
230160,23,CE,443.379393939394,459.62905027933,451.343575418995,479.132727272727,461.452513966481
230170,23,CE,448.586163522013,466.971875,461.73,489.050943396226,612.875
230180,23,CE,459.115789473684,483.126315789474,450.336842105263,476.142105263158,647.368421052632
230185,23,CE,449.766304347826,465.159595959596,461.460606060606,481.323913043478,457.979797979798
230190,23,CE,472.22750929368,484.946126760563,478.708450704225,502.772862453532,574.507042253521
230195,23,CE,433.797333333333,442.339772727273,436.039772727273,464.402666666667,440.909090909091
230200,23,CE,456.6953125,476.392424242424,462.175,482.29609375,577.424242424242
230205,23,CE,438.590849673203,462.082236842105,450.063157894737,468.54705882353,488.157894736842
230210,23,CE,456.069760479042,477.219648093842,468.790029325513,497.06377245509,581.466275659824
230220,23,CE,440.285294117647,464.334536082474,459.216323024055,473.736505190311,500.996563573883
230230,23,CE,449.300970873786,454.083035714286,451.898214285714,481.866990291262,446.607142857143
230240,23,CE,443.746474358974,456.563323782235,451.572206303725,472.404166666667,464.756446991404
230250,23,CE,459.120639534884,474.667597765363,469.929608938547,497.254651162791,574.189944134078
230260,23,CE,454.001781737194,480.058024691358,473.252263374486,494.946993318486,510.576131687243
230270,23,CE,448.267037037037,468.791459074733,455.092526690392,471.97,508.683274021352
230280,23,CE,452.679824561404,479.419117647059,470.045261437909,495.303859649123,562.222222222222
230290,23,CE,437.070588235294,437.515942028986,431.866666666667,448.479411764706,441.159420289855
230300,23,CE,457.347448979592,478.366666666667,477.360294117647,512.507653061225,580.196078431373
230310,23,CE,463.330538922156,479.666470588235,477.071764705882,504.628143712575,557.294117647059
230320,23,CE,455.356707317073,469.840697674419,458.620348837209,491.948170731707,540
230330,23,CE,427.3312,440.82109375,436.5578125,471.4536,500.625
230340,23,CE,432.032374100719,457.906081081081,446.32027027027,461.153237410072,445
230350,23,CE,458.443990929705,479.501304347826,475.558695652174,495.384580498866,589.565217391304
230360,23,CE,424.970909090909,443.241538461538,424.284615384615,450.007272727273,337.846153846154
230365,23,CE,420.241860465116,426.645454545455,436.172727272727,451.7,441.363636363636
230370,23,CE,450.021181102362,474.042472727273,462.002254545455,483.731811023622,506.690909090909
230380,23,CE,446.26,448.479385964912,449.545614035088,468.655909090909,467.105263157895
230390,23,CE,434.619387755102,452.911111111111,438.993939393939,459.563265306123,454.141414141414
230393,23,CE,454.107692307692,482.358181818182,461.305454545455,457.959615384615,407.636363636364
230395,23,CE,433.885625,455.883647798742,449.964779874214,466.950625,463.270440251572
230400,23,CE,438.990322580645,448.406060606061,455.030303030303,499.850537634409,537.373737373738
230410,23,CE,459.488045540797,480.383847549909,468.577495462795,498.063377609108,582.250453720508
230420,23,CE,467.640428211587,491.090708478513,480.83774680604,502.806675062972,568.501742160279
230423,23,CE,448.534,458.763963963964,452.657657657658,479.902,530.810810810811
230425,23,CE,430.026548672566,452.891810344828,441.555172413793,469.164159292035,410.51724137931
230426,23,CE,437.97358490566,454.979245283019,436.649056603774,476.515094339623,445.660377358491
230427,23,CE,438.134042553192,445.742857142857,445.49387755102,462.927659574468,503.265306122449
230428,23,CE,467.508996539792,485.98284789644,481.912297734628,507.090657439446,544.336569579288
230430,23,CE,450.793805309735,475.438333333333,459.83,490.151327433628,507.666666666667
230435,23,CE,461.111764705882,476.073333333333,474.331333333333,509.958823529412,528.533333333333
230440,23,CE,482.820728621035,510.41827419717,495.210223444869,532.009363780825,599.562092971031
230445,23,CE,432.802380952381,469.802127659575,464.808510638298,460.804761904762,411.914893617021
230450,23,CE,456.077777777778,506.792592592593,496.951851851852,512.040740740741,657.037037037037
230460,23,CE,427.493548387097,443.198333333333,422.398333333333,448.201612903226,369.666666666667
230465,23,CE,427.208,428.801960784314,435.835294117647,465.406,312.941176470588
230470,23,CE,433.978897338403,447.926943942134,440.160397830018,466.046577946768,475.660036166365
230480,23,CE,438.132142857143,458.989285714286,455.582142857143,476.207142857143,590.714285714286
230490,23,CE,441.131428571429,473.905714285714,476.297142857143,474.448571428571,522.857142857143
230495,23,CE,448.262753036437,464.608627450981,457.690980392157,477.717813765182,489.56862745098
230500,23,CE,453.361219512195,470.745348837209,462.048604651163,493.871219512195,581.906976744186
230510,23,CE,419.914814814815,440.051612903226,420.667741935484,454.218518518519,326.451612903226
230520,23,CE,460.484671532847,465.495774647887,464.82676056338,479.405839416058,523.802816901409
230523,23,CE,460.349206349206,496.154078549849,488.693655589124,502.870793650794,574.743202416918
230526,23,CE,430.293137254902,442.022857142857,428.247619047619,444.83431372549,413.904761904762
230530,23,CE,450.898260869565,456.922480620155,449.153488372093,470.011304347826,489.922480620155
230533,23,CE,444.683544303798,458.495180722892,460.714457831325,474.387341772152,446.506024096386
230535,23,CE,444.638129496403,451.451428571429,448.317857142857,463.702158273381,476.714285714286
230540,23,CE,441.25421686747,457.940345821326,452.236311239193,477.15421686747,491.93083573487
230550,23,CE,470.788069705094,491.191912708601,478.884082156611,514.888337801609,576.225930680359
230560,23,CE,438.769058295964,459.590707964602,445.619026548673,481.286098654709,446.991150442478
230565,23,CE,440.162244897959,445.848076923077,435.738461538462,461.436734693878,412.115384615385
230570,23,CE,460.308474576271,470.505,466.391666666667,473.927118644068,516.666666666667
230580,23,CE,452.138309859155,473.122222222222,458.90582010582,483.447323943662,518.412698412698
230590,23,CE,443.367912772586,460.896735905045,446.090504451039,471.798130841122,505.875370919881
230600,23,CE,429.374468085106,460.358163265306,454.942857142857,474.967021276596,467.34693877551
230610,23,CE,437.153488372093,439.10404040404,437.170707070707,458.83488372093,465.656565656566
230620,23,CE,470.732203389831,478.795161290323,480.679032258065,500.438983050848,594.516129032258
230625,23,CE,445.453015873016,460.189440993789,458.222049689441,479.569841269841,481.925465838509
230630,23,CE,452.490476190476,471.805172413793,457.57,497.58315018315,520.724137931035
230640,23,CE,442.616692667707,458.359848484849,450.372803030303,474.997347893916,498.045454545455
230650,23,CE,453.482,478.420754716981,470.575471698113,484.466,485.660377358491
230655,23,CE,435.118120805369,457.763347457627,445.2375,478.661521252796,484.406779661017
230660,23,CE,432.938723404255,438.033463035019,427.947859922179,457.043404255319,438.75486381323
230670,23,CE,435.838596491228,441.592307692308,439.380769230769,466.052631578947,359.48717948718
230680,23,CE,429.731034482759,447.080681818182,433.468181818182,471.763218390805,442.272727272727
230690,23,CE,455.43256880734,478.782173913044,470.082608695652,495.814678899083,549.217391304348
230700,23,CE,470.050214592275,485.470731707317,474.74512195122,500.845922746781,539.918699186992
230710,23,CE,440.458598726115,467.972941176471,448.474705882353,471.727388535032,471.294117647059
230720,23,CE,431.334,452.474,435.276,454.722,460
230725,23,CE,441.552173913044,451.616326530612,456.888775510204,490.855434782609,485.408163265306
230730,23,CE,489.394558645707,515.668789443488,500.980263912794,539.787424425635,620.413080895009
230740,23,CE,457.652247191011,460.45099009901,455.766336633663,496.400561797753,480.990099009901
230750,23,CE,436.619327731092,445.722463768116,437.404347826087,472.545378151261,462.898550724638
230760,23,CE,490.372538860104,509.112128712871,496.437376237624,545.818134715026,641.188118811881
230763,23,CE,435.460869565217,468.830303030303,450.709090909091,472.46847826087,492.525252525253
230765,23,CE,457.876990291262,482.523139745917,475.353448275862,489.88,539.147005444646
230770,23,CE,453.936805555556,476.592556634304,468.93932038835,489.926736111111,520.388349514563
230780,23,CE,434.551552795031,449.848466257669,448.183435582822,473.069565217391,433.61963190184
230790,23,CE,439.640298507463,446.2,451.274358974359,471.111940298508,440.25641025641
230800,23,CE,441.870034843206,466.203367003367,455.538047138047,473.071777003484,513.804713804714
230810,23,CE,447.222435897436,464.304518072289,453.170481927711,468.952564102564,532.469879518072
230820,23,CE,432.543421052632,451.77125,446.36625,469.547368421053,443.25
230830,23,CE,458.801621621622,474.546829268293,459.730243902439,484.315675675676,557.756097560976
230835,23,CE,443.237272727273,461.266371681416,449.051327433628,493.089090909091,444.24778761062
230837,23,CE,426.529761904762,430.332,416.397714285714,444.001785714286,301.257142857143
230840,23,CE,442.081707317073,454.375,437.6875,464.682926829268,519.886363636364
230850,23,CE,460.446825396825,479.444852941177,464.535294117647,505.371428571429,533.235294117647
230860,23,CE,434.174489795918,443.356603773585,434.858490566038,461.483673469388,425.849056603774
230870,23,CE,464.956554307116,485.721582733813,478.547841726619,505.153183520599,600.503597122302
230880,23,CE,473.201923076923,487.119230769231,474.430769230769,513.813461538462,614.615384615385
230890,23,CE,420.986627906977,436.777653631285,431.443575418994,460.788372093023,400.893854748603
230900,23,CE,440.868493150685,449.916666666667,442.273076923077,456.513698630137,435.897435897436
230910,23,CE,452.105,474.161538461538,452.821538461539,463.843333333333,537.846153846154
230920,23,CE,457.705797101449,476.457142857143,462.12925170068,493.139130434783,499.319727891156
230930,23,CE,446.268728522337,463.400680272109,447.844557823129,479.393127147766,458.707482993197
230940,23,CE,444.756,472.702542372881,459.857203389831,489.71,540.932203389831
230945,23,CE,443.252,463.234375,458.321875,471.068571428572,509.791666666667
230950,23,CE,424.688721804511,434.153676470588,430.807352941176,449.934586466165,379.852941176471
230960,23,CE,473.191334894614,508.894235033259,496.788248337029,515.691100702576,593.392461197339
230970,23,CE,466.180697050938,502.95417721519,498.374683544304,516.477211796247,614.683544303798
230980,23,CE,432.114864864865,457.690243902439,445.098780487805,453.062162162162,510
230990,23,CE,468.927536231884,511.858156028369,492.408510638298,526.678985507246,568.368794326241
231000,23,CE,447.275,469.382926829268,453.746341463415,486.3775,504.878048780488
231010,23,CE,450.7140625,476.832330827068,470.208270676692,476.46015625,561.503759398496
231020,23,CE,448.490072639225,468.413615023474,459.054929577465,475.463196125908,473.474178403756
231025,23,CE,436.563687150838,452.821989528796,438.985863874346,476.372625698324,416.858638743456
231030,23,CE,455.040540540541,471.530612244898,460.015306122449,474.051351351351,457.040816326531
231040,23,CE,445.439215686275,456.136,457.738,474.525490196078,552
231050,23,CE,444.004281345566,461.714040114613,445.450143266476,477.013455657492,443.78223495702
231060,23,CE,444.010344827586,454.112121212121,434.769696969697,458.6,460
231070,23,CE,453.464406779661,473.114420062696,458.728213166144,490.354576271187,500.25078369906
231080,23,CE,470.975,487.678518518519,485.90962962963,512.890151515152,629.925925925926
231085,23,CE,422.55125,452.017857142857,436.344047619048,455.73,477.857142857143
231090,23,CE,459.357142857143,477.327272727273,459.790909090909,475.9,556.363636363636
231095,23,CE,413.903571428571,418.649180327869,409.081967213115,431.182142857143,296.393442622951
231100,23,CE,440.892727272727,462.422413793103,458.589655172414,477.909090909091,480.344827586207
231110,23,CE,446.569230769231,442.712068965517,428.639655172414,455.125,447.931034482759
231120,23,CE,467.371111111111,473.418367346939,471.726530612245,482.053333333333,617.959183673469
231123,23,CE,411.152941176471,434.097368421053,439.523684210526,456.782352941177,424.21052631579
231126,23,CE,444.208860759494,446.646341463415,433.869512195122,468.791139240506,447.317073170732
231130,23,CE,458.150112866817,476.545962732919,463.740579710145,495.889841986456,489.813664596273
231135,23,CE,457.825,465.127118644068,456.754237288136,486.914285714286,527.118644067797
231140,23,CE,445.667553191489,465.298519736842,460.521710526316,485.985815602837,491.019736842105
231150,23,CE,453.97875,460.591358024691,462.238271604938,489.245,610.617283950617
231160,23,CE,455.151311953353,467.935057471264,466.833620689655,485.509329446064,559.540229885057
231170,23,CE,448.938495575221,460.297835497836,462.566666666667,494.304867256637,467.012987012987
231180,23,CE,480.170133333333,495.347654320988,484.455802469136,523.706133333333,588.888888888889
231190,23,CE,453.25593220339,458.43768115942,442.947826086957,482.308474576271,435.072463768116
231195,23,CE,429.26875,431.305813953488,421.825581395349,437.0125,364.418604651163
231200,23,CE,440.771264367816,457.122527472528,448.93021978022,479.112643678161,467.802197802198
231210,23,CE,436.647619047619,441.724528301887,432.598113207547,459.328571428571,384.528301886793
231220,23,CE,432.006192660551,450.592272727273,442.103181818182,466.472706422018,423.5
231230,23,CE,443.003605769231,461.569141531323,448.824361948956,476.376682692308,514.060324825986
231240,23,CE,447.753971119134,461.764974619289,460.633333333333,485.449819494585,512.521150592217
231250,23,CE,449.814285714286,452.233333333333,457.991666666667,475.225714285714,533.888888888889
231260,23,CE,421.720895522388,430.055555555556,427.775,439.126865671642,358.333333333333
231270,23,CE,461.581208053691,498.821290322581,486.123870967742,497.393288590604,580
231280,23,CE,438.131578947368,457.569736842105,441.897368421053,470.817105263158,414.210526315789
231290,23,CE,477.959012345679,501.547010550997,494.53939038687,537.867037037037,579.812426729191
231300,23,CE,432.549275362319,432.7225,420.31125,457.766666666667,326
231310,23,CE,473.444808743169,494.095238095238,484.01798941799,518.143169398907,537.883597883598
231320,23,CE,446.303125,483.310119047619,471.899404761905,482.92875,523.809523809524
231325,23,CE,434.683333333333,459.71,461.08,474.911111111111,496
231330,23,CE,463.970740740741,486.920070422535,480.659507042254,510.82,571.267605633803
231335,23,CE,447.150943396226,458.990909090909,452.908181818182,470.828301886793,523.272727272727
231340,23,CE,451.855140186916,469.067496339678,460.815519765739,487.048130841122,514.582723279649
231350,23,CE,443.351748251748,454.020869565217,448.305434782609,476.61958041958,482.565217391304
231355,23,CE,423.543801652893,434.688095238095,426.219841269841,446.368595041322,406.825396825397
231360,23,CE,456.30530726257,472.197326203209,463.823529411765,492.24217877095,507.058823529412
231370,23,CE,428.41,460.190909090909,448.55,479.805,522.727272727273
231375,23,CE,422.297163120567,433.730573248408,429.596178343949,453.029078014184,393.248407643312
231380,23,CE,445.744210526316,461.689347079038,458.923711340206,475.957894736842,490.034364261168
231390,23,CE,434.303875968992,459.918604651163,445.16511627907,458.051162790698,426.201550387597
231395,23,CE,436.691780821918,460.612658227848,440.301265822785,469.730136986301,453.924050632911
231400,23,CE,449.991438356164,471.274754098361,459.938032786885,495.338698630137,558.360655737705
