codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
411970,23188.96,"Administração, defesa, educação e saúde públicas e seguridade social"
411980,28107.08,Demais serviços
411990,48615.15,Demais serviços
411995,21328.46,Demais serviços
412000,51348.62,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
412010,31832.81,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412015,45819.67,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412020,34293.45,Demais serviços
412030,20352.09,"Administração, defesa, educação e saúde públicas e seguridade social"
412033,47678.8,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412035,53888.24,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412040,26676.39,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412050,33304.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412060,27336.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412065,76476.19,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412070,26402.41,Demais serviços
412080,66738.55,Indústrias de transformação
412085,60917.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412090,37525.17,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
412100,20924.97,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412110,54095.46,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412120,23455.3,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412125,21004.31,"Administração, defesa, educação e saúde públicas e seguridade social"
412130,43078.86,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412135,84957.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412140,40455.52,Demais serviços
412150,30205.49,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412160,50249.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412170,25340.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412175,29542.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412180,43189.21,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
412190,24754.24,Demais serviços
412200,43330.59,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412210,29151.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412215,30762.64,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412217,27482.15,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412220,31198.98,Indústrias de transformação
412230,34873.2,Indústrias de transformação
412240,45767.68,Demais serviços
412250,55833.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412260,34730.59,Demais serviços
412265,24389.34,"Administração, defesa, educação e saúde públicas e seguridade social"
412270,84920.38,Demais serviços
412280,33031.88,"Pecuária, inclusive apoio à pecuária"
412290,20778.51,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412300,31512.24,"Pecuária, inclusive apoio à pecuária"
412310,29472.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412320,53484.21,Demais serviços
412330,46430.57,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412340,24910.3,Demais serviços
412350,45165.71,Demais serviços
412360,32624.41,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412370,28777.41,Demais serviços
412380,25739.62,Demais serviços
412382,38472.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412385,21864.88,"Administração, defesa, educação e saúde públicas e seguridade social"
412390,37833.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412395,23849.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412400,27977.84,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412402,52206.36,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412405,24988.7,Demais serviços
412410,28974.82,Demais serviços
412420,20013.77,"Administração, defesa, educação e saúde públicas e seguridade social"
412430,44168.4,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412440,28510.63,Demais serviços
412450,93266.41,Indústrias de transformação
412460,54512.76,Indústrias de transformação
412470,25647.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412480,76843.74,Demais serviços
412490,23233.73,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412500,32921.94,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412510,39668.72,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412520,39223.86,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412530,64411.43,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412535,34163.91,Demais serviços
412540,30567.79,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412545,25035.75,"Administração, defesa, educação e saúde públicas e seguridade social"
412550,66783.4,Indústrias de transformação
412555,28268.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412560,27970.02,Demais serviços
412570,43742.18,Demais serviços
412575,43490.41,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412580,31200.61,Demais serviços
412590,37728.3,Demais serviços
412600,27499.55,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412610,27379.25,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412620,20155.77,"Administração, defesa, educação e saúde públicas e seguridade social"
412625,18509.59,Demais serviços
412627,125803.78,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
412630,28458.89,Demais serviços
412635,54728.92,"Pecuária, inclusive apoio à pecuária"
412640,66225.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412650,54147.38,Demais serviços
412660,27837.62,Demais serviços
412665,48474.72,"Pecuária, inclusive apoio à pecuária"
412667,76484.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412670,24829.88,Demais serviços
412680,31789.72,Demais serviços
412690,24241.11,"Administração, defesa, educação e saúde públicas e seguridade social"
412700,42109.11,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412710,52915.04,Indústrias de transformação
412720,30710.28,Demais serviços
412730,21235.64,Demais serviços
412740,52052.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412750,57452.86,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412760,24601.21,Demais serviços
412770,47553.44,Demais serviços
412780,33530.97,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412785,36123.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412788,13586.44,"Administração, defesa, educação e saúde públicas e seguridade social"
412790,29884.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412795,50939.4,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412796,41507.81,Indústrias de transformação
412800,76598.44,Demais serviços
412810,32636.5,Demais serviços
412820,27890.16,Demais serviços
412830,40168,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412840,29446.55,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412850,32072.85,Demais serviços
412853,26521.57,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412855,39547.46,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412860,58220.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412862,38852.91,"Pecuária, inclusive apoio à pecuária"
412863,16125.19,"Administração, defesa, educação e saúde públicas e seguridade social"
412865,43420.66,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412870,64743.24,"Agricultura, inclusive apoio à agricultura e a pós colheita"
412880,22791.28,"Administração, defesa, educação e saúde públicas e seguridade social"
420005,24358.67,"Administração, defesa, educação e saúde públicas e seguridade social"
420010,44568.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420020,27381.6,Demais serviços
420030,33936.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420040,76341.09,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
420050,18199.7,"Administração, defesa, educação e saúde públicas e seguridade social"
420055,53851.29,"Pecuária, inclusive apoio à pecuária"
420060,27461.67,Demais serviços
420070,31544.28,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420075,37639.17,"Pecuária, inclusive apoio à pecuária"
420080,31585.7,"Pecuária, inclusive apoio à pecuária"
420090,31486.1,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420100,25996.24,Demais serviços
420110,20782.17,"Administração, defesa, educação e saúde públicas e seguridade social"
420120,91539.94,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420125,34257.35,Indústrias de transformação
420127,48230.25,"Pecuária, inclusive apoio à pecuária"
420130,139432.89,Indústrias de transformação
420140,30024.9,Demais serviços
420150,26286.33,Demais serviços
420160,31290.1,Demais serviços
420165,60663.53,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
420170,26021.95,Demais serviços
420180,31674.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420190,47204.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420195,14574.67,Demais serviços
420200,42613.6,Demais serviços
420205,19580.53,Demais serviços
420207,16230.67,Demais serviços
420208,40369.01,Indústrias de transformação
420209,25798.19,"Administração, defesa, educação e saúde públicas e seguridade social"
420210,61735.71,Comércio e reparação de veículos automotores e motocicletas
420213,27628.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420215,22792.63,"Administração, defesa, educação e saúde públicas e seguridade social"
420220,31431.74,Indústrias de transformação
420230,34478.8,Demais serviços
420240,49145.71,Demais serviços
420243,27555.75,"Produção florestal, pesca e aquicultura"
420245,38729.76,Demais serviços
420250,50777.91,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
420253,42885.89,Indústrias de transformação
420257,30193.14,"Administração, defesa, educação e saúde públicas e seguridade social"
420260,34476.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420270,65548.08,Indústrias de transformação
420280,42636.52,Demais serviços
420285,48158.44,Indústrias de transformação
420287,40440.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420290,50852.17,Demais serviços
420300,50018.63,Indústrias de transformação
420310,46542.57,Indústrias de transformação
420315,25766.32,"Administração, defesa, educação e saúde públicas e seguridade social"
420320,21482.88,Demais serviços
420325,63152.56,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420330,46970.84,Indústrias de transformação
420340,33788.57,"Produção florestal, pesca e aquicultura"
420350,39311.07,Demais serviços
420360,66661.29,Demais serviços
420370,17360.9,Demais serviços
420380,34235.42,Demais serviços
420390,41754.23,Demais serviços
420395,50510.96,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
420400,41459.88,Demais serviços
420410,54574.66,Demais serviços
420415,21005.17,"Administração, defesa, educação e saúde públicas e seguridade social"
420417,25508.28,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420419,32621.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420420,53365.35,Demais serviços
420425,42041,Indústrias de transformação
420430,52058.27,Demais serviços
420435,69620.13,Comércio e reparação de veículos automotores e motocicletas
420440,33400.94,Demais serviços
420445,20890.88,"Administração, defesa, educação e saúde públicas e seguridade social"
420450,42026.16,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420455,53416,Indústrias de transformação
420460,40518.91,Demais serviços
420470,63324.88,Demais serviços
420475,29735.44,"Pecuária, inclusive apoio à pecuária"
420480,40221.18,Indústrias de transformação
420490,32499.66,Demais serviços
420500,31861.37,Demais serviços
420510,32405.44,Indústrias de transformação
420515,31919.46,Indústrias de transformação
420517,16910.22,"Administração, defesa, educação e saúde públicas e seguridade social"
420519,58397.14,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420520,34374.92,"Pecuária, inclusive apoio à pecuária"
420530,54350.88,Indústrias de transformação
420535,34724.5,"Administração, defesa, educação e saúde públicas e seguridade social"
420540,41885.53,Demais serviços
420543,24384.91,"Pecuária, inclusive apoio à pecuária"
420545,35971.52,Demais serviços
420550,31471.88,Demais serviços
420555,36399.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420560,34227.92,Demais serviços
420570,29049.85,Demais serviços
420580,75137.66,Indústrias de transformação
420590,47336.15,Demais serviços
420600,26000.5,Demais serviços
420610,39952.1,"Pecuária, inclusive apoio à pecuária"
420620,24984.77,Demais serviços
420630,41700.42,Indústrias de transformação
420640,39674.4,"Pecuária, inclusive apoio à pecuária"
420650,43971.16,Demais serviços
420660,34803.72,Demais serviços
420665,62476.41,Indústrias de transformação
420670,23800.01,Demais serviços
420675,32053.03,"Pecuária, inclusive apoio à pecuária"
420680,39787.8,"Pecuária, inclusive apoio à pecuária"
420690,25468.05,Demais serviços
420700,48482.56,Demais serviços
420710,51514.55,Demais serviços
420720,23847.12,Demais serviços
420730,47432.32,Demais serviços
420740,34084.94,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420750,44128.41,Indústrias de transformação
420757,62711.29,"Pecuária, inclusive apoio à pecuária"
420760,22203.5,"Administração, defesa, educação e saúde públicas e seguridade social"
420765,36096.57,"Pecuária, inclusive apoio à pecuária"
420768,36593.77,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420770,52357.94,Indústrias de transformação
420775,28439.94,"Pecuária, inclusive apoio à pecuária"
420780,25678.23,Demais serviços
420785,24376.2,"Administração, defesa, educação e saúde públicas e seguridade social"
420790,34526.55,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420800,61080.8,Indústrias de transformação
420810,39291,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420820,148284.92,Comércio e reparação de veículos automotores e motocicletas
420830,35730.51,Demais serviços
420840,55611.34,Demais serviços
420845,53821.06,Demais serviços
420850,43773.44,Demais serviços
420860,41224.04,"Pecuária, inclusive apoio à pecuária"
420870,43845.99,Demais serviços
420880,40101.96,Demais serviços
420890,55108.89,Indústrias de transformação
420895,38423.08,"Pecuária, inclusive apoio à pecuária"
420900,64260.58,Demais serviços
420910,60890.86,Demais serviços
420915,23451.33,"Administração, defesa, educação e saúde públicas e seguridade social"
420917,33302.69,"Administração, defesa, educação e saúde públicas e seguridade social"
420920,61442.18,Comércio e reparação de veículos automotores e motocicletas
420930,37369.21,Demais serviços
420940,20877.14,Demais serviços
420945,42970.57,"Pecuária, inclusive apoio à pecuária"
420950,47739.96,Indústrias de transformação
420960,26925.99,Demais serviços
420970,30207.77,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420980,39958.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
420985,30621.22,"Pecuária, inclusive apoio à pecuária"
420990,32083.57,Demais serviços
421000,45245.79,Indústrias de transformação
421003,41925.09,Indústrias de transformação
421005,31091.57,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421010,37248.38,Demais serviços
421020,15603.51,"Administração, defesa, educação e saúde públicas e seguridade social"
421030,29576.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421040,30083.4,Demais serviços
421050,61755.28,Indústrias de transformação
421055,43484.85,"Pecuária, inclusive apoio à pecuária"
421060,37956.66,Demais serviços
421070,20807.65,"Administração, defesa, educação e saúde públicas e seguridade social"
421080,38969.74,Demais serviços
421085,32778.84,"Administração, defesa, educação e saúde públicas e seguridade social"
421090,31766.54,Demais serviços
421100,73494.72,Indústrias de transformação
421105,19666.55,"Administração, defesa, educação e saúde públicas e seguridade social"
421110,24344.22,Demais serviços
421120,39463.16,Indústrias de transformação
421125,39796.15,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421130,59445.85,Demais serviços
421140,42413.42,Demais serviços
421145,33497.97,"Pecuária, inclusive apoio à pecuária"
421150,42368.54,Construção
421160,52808.65,Indústrias de transformação
421165,47535.88,Indústrias de transformação
421170,42445.72,Demais serviços
421175,45016.06,Indústrias de transformação
421180,29781.21,"Pecuária, inclusive apoio à pecuária"
421185,53495.48,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421187,32292.49,"Administração, defesa, educação e saúde públicas e seguridade social"
421189,28231.47,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421190,37261.15,Demais serviços
421200,34010.75,Demais serviços
421205,48263.86,Indústrias de transformação
421210,47163.53,Demais serviços
421220,37403.67,Demais serviços
421223,40355.88,"Pecuária, inclusive apoio à pecuária"
421225,22261.17,Demais serviços
421227,35526.63,"Pecuária, inclusive apoio à pecuária"
421230,30073.78,Demais serviços
421240,54543.18,Indústrias de transformação
421250,27429.18,Demais serviços
421260,38331.95,Demais serviços
421265,10600.01,"Administração, defesa, educação e saúde públicas e seguridade social"
421270,31888.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421280,51408.62,Demais serviços
421290,64994.86,Indústrias de transformação
421300,63870.82,Indústrias de transformação
421310,198923.18,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
421315,39960.88,"Pecuária, inclusive apoio à pecuária"
421320,64601.95,Indústrias de transformação
421330,31408.08,"Administração, defesa, educação e saúde públicas e seguridade social"
421335,40446.7,"Produção florestal, pesca e aquicultura"
421340,21484.27,Demais serviços
421350,60832.87,Comércio e reparação de veículos automotores e motocicletas
421360,25711.99,Demais serviços
421370,36355.86,Indústrias de transformação
421380,26019.03,Demais serviços
421390,45756.62,"Pecuária, inclusive apoio à pecuária"
421400,43704.54,Indústrias de transformação
421410,25271.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421415,35754.71,Indústrias de transformação
421420,41404.37,Demais serviços
421430,50535.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421440,41276.8,"Pecuária, inclusive apoio à pecuária"
421450,31196.33,Demais serviços
421460,31425.12,Demais serviços
421470,33023.68,Indústrias de transformação
421480,43266.93,Demais serviços
421490,49289.41,"Pecuária, inclusive apoio à pecuária"
421500,32682.5,Indústrias de transformação
421505,27233.44,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421507,27974.27,Demais serviços
421510,28012.89,Demais serviços
421520,22600.68,"Pecuária, inclusive apoio à pecuária"
421530,37975.03,Indústrias de transformação
421535,21415.22,"Pecuária, inclusive apoio à pecuária"
421540,50294.2,Indústrias de transformação
421545,28094.47,Indústrias de transformação
421550,32217.95,Indústrias de transformação
421555,41862.51,"Pecuária, inclusive apoio à pecuária"
421560,30252.72,"Administração, defesa, educação e saúde públicas e seguridade social"
421565,18227.11,"Administração, defesa, educação e saúde públicas e seguridade social"
421567,21981.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421568,24562.16,"Administração, defesa, educação e saúde públicas e seguridade social"
421569,31204.25,"Administração, defesa, educação e saúde públicas e seguridade social"
421570,43792.08,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
421575,34277.97,"Pecuária, inclusive apoio à pecuária"
421580,42665.85,Indústrias de transformação
421590,28853.92,Demais serviços
421600,38679.19,Demais serviços
421605,28774.09,Demais serviços
421610,35929.4,Demais serviços
421620,88536.78,Demais serviços
421625,49454.37,"Pecuária, inclusive apoio à pecuária"
421630,22870.82,Demais serviços
421635,64366.61,Indústrias de transformação
421640,32637.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421650,33819.52,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421660,45979.27,Demais serviços
421670,35163.81,Demais serviços
421680,23751.33,"Administração, defesa, educação e saúde públicas e seguridade social"
421690,49081.82,Demais serviços
421700,56583.77,Demais serviços
421710,28258.76,Demais serviços
421715,26311.51,"Pecuária, inclusive apoio à pecuária"
421720,44307.29,Demais serviços
421725,15695.37,"Administração, defesa, educação e saúde públicas e seguridade social"
421730,41967.55,Indústrias de transformação
421740,27669.05,Indústrias de transformação
421750,57742.39,Indústrias de transformação
421755,29949.81,"Pecuária, inclusive apoio à pecuária"
421760,43656.47,Demais serviços
421770,25497.26,Demais serviços
421775,31068.44,"Pecuária, inclusive apoio à pecuária"
421780,38882.18,Demais serviços
421790,55252.2,Indústrias de transformação
421795,31232.16,"Administração, defesa, educação e saúde públicas e seguridade social"
421800,48369.17,Demais serviços
421810,26685.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421820,46530.28,Indústrias de transformação
421825,27329.41,Indústrias de transformação
421830,67414.17,Indústrias de transformação
421835,61845.38,Indústrias extrativas
421840,23523.56,Demais serviços
421850,96747.64,Indústrias de transformação
421860,42058.25,Indústrias de transformação
421870,37995.67,Demais serviços
421875,38023.18,"Pecuária, inclusive apoio à pecuária"
421880,49618.15,Demais serviços
421885,31753.56,"Pecuária, inclusive apoio à pecuária"
421890,29164.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421895,30738.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421900,42812.27,Indústrias de transformação
421910,46743.53,Demais serviços
421915,26463.66,"Administração, defesa, educação e saúde públicas e seguridade social"
421917,116313.83,Indústrias de transformação
421920,51011.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421930,55351.47,Demais serviços
421935,26033.1,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421940,35935.74,Indústrias de transformação
421950,42322.34,Demais serviços
421960,44986.58,"Pecuária, inclusive apoio à pecuária"
421970,38235.08,Demais serviços
421985,24088.11,"Administração, defesa, educação e saúde públicas e seguridade social"
422000,20891.76,Demais serviços
430003,53517.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430005,92000.57,Comércio e reparação de veículos automotores e motocicletas
430010,33038.55,Demais serviços
430020,46898.22,Demais serviços
430030,22720.69,Demais serviços
430040,30635.42,Demais serviços
430045,37816.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430047,94337.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430050,87494.79,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430055,34411.08,"Administração, defesa, educação e saúde públicas e seguridade social"
430057,40274.22,Indústrias de transformação
430060,14586.81,Demais serviços
430063,16506.06,"Administração, defesa, educação e saúde públicas e seguridade social"
430064,18256.44,"Administração, defesa, educação e saúde públicas e seguridade social"
430066,65980.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430070,40206.86,Demais serviços
430080,51429.77,Demais serviços
430085,43095.33,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430087,35401,Indústrias de transformação
430090,159159.49,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430100,63320.24,Indústrias de transformação
430105,25035.9,Demais serviços
430107,20130.37,"Administração, defesa, educação e saúde públicas e seguridade social"
430110,18815.54,Demais serviços
430120,22879.88,Demais serviços
430130,33741.8,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430140,26910.56,Demais serviços
430150,47647.42,Demais serviços
430155,30580.65,Demais serviços
430160,25942.27,Demais serviços
430163,17774.32,Demais serviços
430165,41033.19,Indústrias de transformação
430170,39848.39,Demais serviços
430175,16357.75,"Administração, defesa, educação e saúde públicas e seguridade social"
430180,35871.14,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430185,15535.96,"Administração, defesa, educação e saúde públicas e seguridade social"
430187,46205.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430190,26375.11,Demais serviços
430192,38026.35,"Pecuária, inclusive apoio à pecuária"
430195,51064.22,Demais serviços
430200,17120.79,"Administração, defesa, educação e saúde públicas e seguridade social"
430205,18694.84,"Administração, defesa, educação e saúde públicas e seguridade social"
430210,52961.75,Demais serviços
430215,76052.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430220,39908.79,Demais serviços
430222,87822.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430223,47888.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430225,34474.13,"Administração, defesa, educação e saúde públicas e seguridade social"
430230,34524.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430235,54359.06,Indústrias de transformação
430237,36335.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430240,26588.53,Demais serviços
430245,15535.81,"Administração, defesa, educação e saúde públicas e seguridade social"
430250,41193.09,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430258,61904.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430260,29802.55,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430265,19453.35,"Administração, defesa, educação e saúde públicas e seguridade social"
430270,20873.56,Demais serviços
430280,25429.55,Demais serviços
430290,29401.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430300,28933.11,Demais serviços
430310,42964.73,Demais serviços
430320,23230.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430330,32702.28,Demais serviços
430340,27126.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430350,32932.25,Demais serviços
430355,149400.18,Indústrias de transformação
430360,26923.85,Demais serviços
430367,41472.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430370,34995.46,"Pecuária, inclusive apoio à pecuária"
430380,46681.2,Demais serviços
430390,44441.81,Indústrias de transformação
430400,51782.73,Demais serviços
430410,25904.78,"Administração, defesa, educação e saúde públicas e seguridade social"
430420,26664.3,Demais serviços
430430,44370.31,Demais serviços
430435,163593.81,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430440,27344.51,Demais serviços
430450,21675.91,Demais serviços
430460,53031.82,Indústrias de transformação
430461,30699.77,"Pecuária, inclusive apoio à pecuária"
430462,100232.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430463,31489.61,Demais serviços
430465,69668.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430466,24034.8,Demais serviços
430467,55424.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430468,19703.97,"Administração, defesa, educação e saúde públicas e seguridade social"
430469,31679.19,"Pecuária, inclusive apoio à pecuária"
430470,49801.93,Demais serviços
430471,17072.57,"Administração, defesa, educação e saúde públicas e seguridade social"
430480,101799.46,Indústrias de transformação
430485,34824.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430490,57563.48,Demais serviços
430495,42563.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430500,38622.54,Demais serviços
430510,50178.98,Demais serviços
430511,26718.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430512,17673.35,"Administração, defesa, educação e saúde públicas e seguridade social"
430513,15016.09,"Administração, defesa, educação e saúde públicas e seguridade social"
430515,24154.8,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430517,13535.58,"Administração, defesa, educação e saúde públicas e seguridade social"
430520,48076.24,Demais serviços
430530,52060.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430535,31141.14,Indústrias de transformação
430537,27519.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430540,61439.3,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430543,44901.05,Demais serviços
430544,17761.03,"Administração, defesa, educação e saúde públicas e seguridade social"
430545,20342.38,Demais serviços
430550,32712.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430558,31061.82,"Pecuária, inclusive apoio à pecuária"
430560,54287.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430570,54742.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430580,34826.56,Demais serviços
430583,29094.19,"Pecuária, inclusive apoio à pecuária"
430585,59144.04,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430587,46933.64,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430590,42184.26,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430593,24781.41,"Administração, defesa, educação e saúde públicas e seguridade social"
430595,43239.77,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430597,70013.59,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430600,30375.5,Demais serviços
430605,23611.09,"Administração, defesa, educação e saúde públicas e seguridade social"
430607,25230.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430610,57068.79,Demais serviços
430613,51597.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430620,32729.38,Demais serviços
430630,32817.19,Demais serviços
430632,39447.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430635,16989.01,"Administração, defesa, educação e saúde públicas e seguridade social"
430637,43847.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430640,58834.69,Indústrias de transformação
