codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
211250,7306.3,"Administração, defesa, educação e saúde públicas e seguridade social"
211260,6416.85,"Administração, defesa, educação e saúde públicas e seguridade social"
211270,6630.45,"Administração, defesa, educação e saúde públicas e seguridade social"
211280,8663.99,"Administração, defesa, educação e saúde públicas e seguridade social"
211285,10104.78,"Administração, defesa, educação e saúde públicas e seguridade social"
211290,7895.55,"Administração, defesa, educação e saúde públicas e seguridade social"
211300,8444.18,"Administração, defesa, educação e saúde públicas e seguridade social"
211400,8779.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220005,8819.73,"Administração, defesa, educação e saúde públicas e seguridade social"
220010,8453.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220020,12537.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220025,8772.48,"Administração, defesa, educação e saúde públicas e seguridade social"
220027,11207.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220030,8341.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220040,11770.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220045,13717.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220050,10342.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220060,9859.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220070,9298.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220080,41997.77,Indústrias extrativas
220090,9489.48,"Administração, defesa, educação e saúde públicas e seguridade social"
220095,10072.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220100,9336.01,"Administração, defesa, educação e saúde públicas e seguridade social"
220105,7026.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220110,7913.71,"Administração, defesa, educação e saúde públicas e seguridade social"
220115,105367.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220117,10170.31,"Administração, defesa, educação e saúde públicas e seguridade social"
220120,9950.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220130,37497.16,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220140,12134.83,"Administração, defesa, educação e saúde públicas e seguridade social"
220150,8122.58,"Administração, defesa, educação e saúde públicas e seguridade social"
220155,10949.65,"Administração, defesa, educação e saúde públicas e seguridade social"
220157,11097.62,"Administração, defesa, educação e saúde públicas e seguridade social"
220160,8471.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220170,12631.63,"Administração, defesa, educação e saúde públicas e seguridade social"
220173,9205.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220177,9327.21,"Administração, defesa, educação e saúde públicas e seguridade social"
220180,11796.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220190,44512.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220191,11027.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220192,8610.57,"Administração, defesa, educação e saúde públicas e seguridade social"
220194,8038.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220196,7817.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220198,10111.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220200,9743.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220202,8364.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220205,7465.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220207,8489.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220208,12111.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220209,29732.7,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220210,9334.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220211,9345.47,"Administração, defesa, educação e saúde públicas e seguridade social"
220213,10597.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220217,7119.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220220,14081.19,"Administração, defesa, educação e saúde públicas e seguridade social"
220225,9918.17,"Administração, defesa, educação e saúde públicas e seguridade social"
220230,12343.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220240,8596.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220245,9485.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220250,9389.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220253,9359.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220255,9877.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220260,9453.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220265,9220.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220270,9092.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220271,9005.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220272,8828.28,"Administração, defesa, educação e saúde públicas e seguridade social"
220273,9645.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220275,9784.95,"Administração, defesa, educação e saúde públicas e seguridade social"
220277,8172.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220280,12393.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220285,9406.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220290,19340.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220300,8306.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220310,10948.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220320,10662.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220323,66303.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220325,7820.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220327,12172.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220330,14202.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220335,8847.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220340,11379.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220342,9576.01,"Administração, defesa, educação e saúde públicas e seguridade social"
220345,10043.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220350,10458.6,"Administração, defesa, educação e saúde públicas e seguridade social"
220360,10497.9,"Administração, defesa, educação e saúde públicas e seguridade social"
220370,10881.53,"Administração, defesa, educação e saúde públicas e seguridade social"
220375,7914.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220380,9890.89,"Administração, defesa, educação e saúde públicas e seguridade social"
220385,9532.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220390,21866.04,Demais serviços
220400,7817.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220410,9856.56,"Administração, defesa, educação e saúde públicas e seguridade social"
220415,10864.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220420,8856.99,"Administração, defesa, educação e saúde públicas e seguridade social"
220430,10158.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220435,10318.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220440,28731.95,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220450,52659.38,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220455,9296.46,"Administração, defesa, educação e saúde públicas e seguridade social"
220460,8229.71,"Administração, defesa, educação e saúde públicas e seguridade social"
220465,8467.91,"Administração, defesa, educação e saúde públicas e seguridade social"
220470,9993.08,"Administração, defesa, educação e saúde públicas e seguridade social"
220480,8121.33,"Administração, defesa, educação e saúde públicas e seguridade social"
220490,9341.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220500,9009.69,"Administração, defesa, educação e saúde públicas e seguridade social"
220510,11589.82,"Administração, defesa, educação e saúde públicas e seguridade social"
220515,10244.47,"Administração, defesa, educação e saúde públicas e seguridade social"
220520,10107.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220525,7711.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220527,10570.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220530,10792.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220535,21329.08,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220540,7468.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220545,8209.22,"Administração, defesa, educação e saúde públicas e seguridade social"
220550,9650.85,"Administração, defesa, educação e saúde públicas e seguridade social"
220551,11055.7,"Administração, defesa, educação e saúde públicas e seguridade social"
220552,13124.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220553,9002.88,"Administração, defesa, educação e saúde públicas e seguridade social"
220554,13026.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220555,8532.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220556,75766.6,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220557,7822.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220558,16365.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220559,8801.75,"Administração, defesa, educação e saúde públicas e seguridade social"
220560,16600.66,"Administração, defesa, educação e saúde públicas e seguridade social"
220570,11442.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220580,8730.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220585,7725.7,"Administração, defesa, educação e saúde públicas e seguridade social"
220590,10004.77,"Administração, defesa, educação e saúde públicas e seguridade social"
220595,17948.05,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220600,10555.49,"Administração, defesa, educação e saúde públicas e seguridade social"
220605,8209.64,"Administração, defesa, educação e saúde públicas e seguridade social"
220610,8255.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220620,8293.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220630,17413.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220635,8248.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220640,10232.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220650,11598.76,"Administração, defesa, educação e saúde públicas e seguridade social"
220660,23522.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220665,7749.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220667,8654.41,"Administração, defesa, educação e saúde públicas e seguridade social"
220669,7666.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220670,8830.34,"Administração, defesa, educação e saúde públicas e seguridade social"
220672,11166.15,"Administração, defesa, educação e saúde públicas e seguridade social"
220675,8695.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220680,8561.5,"Administração, defesa, educação e saúde públicas e seguridade social"
220690,8112.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220695,9389.81,"Administração, defesa, educação e saúde públicas e seguridade social"
220700,14544.8,"Administração, defesa, educação e saúde públicas e seguridade social"
220710,10536.77,"Administração, defesa, educação e saúde públicas e seguridade social"
220720,10899.55,"Administração, defesa, educação e saúde públicas e seguridade social"
220730,10482.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220735,14362.24,"Administração, defesa, educação e saúde públicas e seguridade social"
220740,25623.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220750,8587.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220755,10645.78,"Administração, defesa, educação e saúde públicas e seguridade social"
220760,10513.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220770,17021.64,Demais serviços
220775,9598.89,"Administração, defesa, educação e saúde públicas e seguridade social"
220777,8910.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220779,7799.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220780,12296.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220785,9690.34,"Administração, defesa, educação e saúde públicas e seguridade social"
220790,9205.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220793,10773.67,"Administração, defesa, educação e saúde públicas e seguridade social"
220795,10047.32,"Administração, defesa, educação e saúde públicas e seguridade social"
220800,22447.51,Demais serviços
220810,8606.05,"Administração, defesa, educação e saúde públicas e seguridade social"
220820,11241.12,"Administração, defesa, educação e saúde públicas e seguridade social"
220830,11622.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220840,14159.14,"Administração, defesa, educação e saúde públicas e seguridade social"
220850,8081.11,"Administração, defesa, educação e saúde públicas e seguridade social"
220855,10612.27,"Administração, defesa, educação e saúde públicas e seguridade social"
220860,8673.02,"Administração, defesa, educação e saúde públicas e seguridade social"
220865,13252.51,"Administração, defesa, educação e saúde públicas e seguridade social"
220870,9934.44,"Administração, defesa, educação e saúde públicas e seguridade social"
220880,12146.03,"Administração, defesa, educação e saúde públicas e seguridade social"
220885,10302.28,"Administração, defesa, educação e saúde públicas e seguridade social"
220887,41373.16,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
220890,62510.95,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220900,8894.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220910,9877.94,"Administração, defesa, educação e saúde públicas e seguridade social"
220915,10275.43,"Administração, defesa, educação e saúde públicas e seguridade social"
220920,79755.28,"Agricultura, inclusive apoio à agricultura e a pós colheita"
220930,9592.38,"Administração, defesa, educação e saúde públicas e seguridade social"
220935,8441.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220937,8853.54,"Administração, defesa, educação e saúde públicas e seguridade social"
220940,11138.37,"Administração, defesa, educação e saúde públicas e seguridade social"
220945,7728.84,"Administração, defesa, educação e saúde públicas e seguridade social"
220950,9867.06,"Administração, defesa, educação e saúde públicas e seguridade social"
220955,9053.61,"Administração, defesa, educação e saúde públicas e seguridade social"
220960,10564.33,"Administração, defesa, educação e saúde públicas e seguridade social"
220965,9122.43,"Administração, defesa, educação e saúde públicas e seguridade social"
220970,8823.96,"Administração, defesa, educação e saúde públicas e seguridade social"
220975,17604.18,"Administração, defesa, educação e saúde públicas e seguridade social"
220980,10104.23,"Administração, defesa, educação e saúde públicas e seguridade social"
220985,10170.74,"Administração, defesa, educação e saúde públicas e seguridade social"
220987,9475.72,"Administração, defesa, educação e saúde públicas e seguridade social"
220990,9737.59,"Administração, defesa, educação e saúde públicas e seguridade social"
220995,7098.86,"Administração, defesa, educação e saúde públicas e seguridade social"
220997,7770.35,"Administração, defesa, educação e saúde públicas e seguridade social"
221000,21694.23,Construção
221005,10462.58,"Administração, defesa, educação e saúde públicas e seguridade social"
221010,10577.53,"Administração, defesa, educação e saúde públicas e seguridade social"
221020,10166.95,"Administração, defesa, educação e saúde públicas e seguridade social"
221030,9082.15,"Administração, defesa, educação e saúde públicas e seguridade social"
221035,8883.89,"Administração, defesa, educação e saúde públicas e seguridade social"
221037,9391.28,"Administração, defesa, educação e saúde públicas e seguridade social"
221038,10330.77,"Administração, defesa, educação e saúde públicas e seguridade social"
221039,9378.91,"Administração, defesa, educação e saúde públicas e seguridade social"
221040,8543.38,"Administração, defesa, educação e saúde públicas e seguridade social"
221050,8301.66,"Administração, defesa, educação e saúde públicas e seguridade social"
221060,15669.4,"Administração, defesa, educação e saúde públicas e seguridade social"
221062,12095.66,"Administração, defesa, educação e saúde públicas e seguridade social"
221063,40903.41,"Agricultura, inclusive apoio à agricultura e a pós colheita"
221065,7520.14,"Administração, defesa, educação e saúde públicas e seguridade social"
221070,19456.17,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
221080,15128.68,"Administração, defesa, educação e saúde públicas e seguridade social"
221090,8935.91,"Administração, defesa, educação e saúde públicas e seguridade social"
221093,10800.55,"Administração, defesa, educação e saúde públicas e seguridade social"
221095,10218.68,"Administração, defesa, educação e saúde públicas e seguridade social"
221097,11869.59,"Administração, defesa, educação e saúde públicas e seguridade social"
221100,24858.31,Demais serviços
221110,9139.08,"Administração, defesa, educação e saúde públicas e seguridade social"
221120,88333.18,"Agricultura, inclusive apoio à agricultura e a pós colheita"
221130,12566.07,"Administração, defesa, educação e saúde públicas e seguridade social"
221135,9398.92,"Administração, defesa, educação e saúde públicas e seguridade social"
221140,9115.19,"Administração, defesa, educação e saúde públicas e seguridade social"
221150,9707.5,"Administração, defesa, educação e saúde públicas e seguridade social"
221160,11939.48,"Administração, defesa, educação e saúde públicas e seguridade social"
221170,8382.7,"Administração, defesa, educação e saúde públicas e seguridade social"
230010,9158.04,"Administração, defesa, educação e saúde públicas e seguridade social"
230015,10317.47,"Administração, defesa, educação e saúde públicas e seguridade social"
230020,13261.89,"Administração, defesa, educação e saúde públicas e seguridade social"
230030,9432.25,"Administração, defesa, educação e saúde públicas e seguridade social"
230040,8642.9,"Administração, defesa, educação e saúde públicas e seguridade social"
230050,7674.08,"Administração, defesa, educação e saúde públicas e seguridade social"
230060,8560.21,"Administração, defesa, educação e saúde públicas e seguridade social"
230070,11725.03,"Administração, defesa, educação e saúde públicas e seguridade social"
230075,12195.24,"Administração, defesa, educação e saúde públicas e seguridade social"
230080,9279.79,"Administração, defesa, educação e saúde públicas e seguridade social"
230090,7642.48,"Administração, defesa, educação e saúde públicas e seguridade social"
230100,42147.15,Demais serviços
230110,19713.63,Demais serviços
230120,9885.68,"Administração, defesa, educação e saúde públicas e seguridade social"
230125,8097.17,"Administração, defesa, educação e saúde públicas e seguridade social"
230130,8762.18,"Administração, defesa, educação e saúde públicas e seguridade social"
230140,13301.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
230150,8467.35,"Administração, defesa, educação e saúde públicas e seguridade social"
230160,11597.22,"Administração, defesa, educação e saúde públicas e seguridade social"
230170,8649.66,"Administração, defesa, educação e saúde públicas e seguridade social"
230180,10232.14,"Administração, defesa, educação e saúde públicas e seguridade social"
230185,11453.61,"Administração, defesa, educação e saúde públicas e seguridade social"
230190,19552.45,Demais serviços
230195,9089.71,"Administração, defesa, educação e saúde públicas e seguridade social"
230200,9940.27,"Administração, defesa, educação e saúde públicas e seguridade social"
230205,8169.54,"Administração, defesa, educação e saúde públicas e seguridade social"
230210,11616.09,Demais serviços
230220,17933.94,"Administração, defesa, educação e saúde públicas e seguridade social"
230230,8152.92,"Administração, defesa, educação e saúde públicas e seguridade social"
230240,9284.37,"Administração, defesa, educação e saúde públicas e seguridade social"
230250,14200.26,"Administração, defesa, educação e saúde públicas e seguridade social"
230260,11558.46,"Administração, defesa, educação e saúde públicas e seguridade social"
230270,11256.58,"Administração, defesa, educação e saúde públicas e seguridade social"
230280,12879.01,Demais serviços
230290,10611.27,"Administração, defesa, educação e saúde públicas e seguridade social"
230300,7855.74,"Administração, defesa, educação e saúde públicas e seguridade social"
230310,9460.38,"Administração, defesa, educação e saúde públicas e seguridade social"
230320,9186.37,"Administração, defesa, educação e saúde públicas e seguridade social"
230330,8778.94,"Administração, defesa, educação e saúde públicas e seguridade social"
230340,8613.36,"Administração, defesa, educação e saúde públicas e seguridade social"
230350,13215.06,"Administração, defesa, educação e saúde públicas e seguridade social"
230360,6695.21,"Administração, defesa, educação e saúde públicas e seguridade social"
230365,10064.47,"Administração, defesa, educação e saúde públicas e seguridade social"
230370,19873.31,Demais serviços
230380,8835.04,"Administração, defesa, educação e saúde públicas e seguridade social"
230390,7770.61,"Administração, defesa, educação e saúde públicas e seguridade social"
230393,12734.33,Demais serviços
230395,16662.27,"Administração, defesa, educação e saúde públicas e seguridade social"
230400,8215.03,"Administração, defesa, educação e saúde públicas e seguridade social"
230410,11910.99,Demais serviços
230420,12922.73,Demais serviços
230423,11348,"Administração, defesa, educação e saúde públicas e seguridade social"
230425,11839.21,"Administração, defesa, educação e saúde públicas e seguridade social"
230426,9105.25,"Administração, defesa, educação e saúde públicas e seguridade social"
230427,9259.84,"Administração, defesa, educação e saúde públicas e seguridade social"
230428,58604.18,Demais serviços
230430,10748.94,"Administração, defesa, educação e saúde públicas e seguridade social"
230435,10153.68,"Administração, defesa, educação e saúde públicas e seguridade social"
230440,24253.93,Demais serviços
230445,14311.56,"Administração, defesa, educação e saúde públicas e seguridade social"
230450,16530.18,"Administração, defesa, educação e saúde públicas e seguridade social"
230460,10022.93,"Administração, defesa, educação e saúde públicas e seguridade social"
230465,8107.93,"Administração, defesa, educação e saúde públicas e seguridade social"
230470,7976.43,"Administração, defesa, educação e saúde públicas e seguridade social"
230480,9762.29,"Administração, defesa, educação e saúde públicas e seguridade social"
230490,8666.22,"Administração, defesa, educação e saúde públicas e seguridade social"
230495,8231.8,"Administração, defesa, educação e saúde públicas e seguridade social"
230500,15609.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
230510,14182.54,"Administração, defesa, educação e saúde públicas e seguridade social"
230520,8390.94,"Administração, defesa, educação e saúde públicas e seguridade social"
230523,25074.33,Indústrias de transformação
230526,9285.37,"Administração, defesa, educação e saúde públicas e seguridade social"
230530,13413.88,"Administração, defesa, educação e saúde públicas e seguridade social"
230533,8893.02,"Administração, defesa, educação e saúde públicas e seguridade social"
230535,18804.37,"Administração, defesa, educação e saúde públicas e seguridade social"
230540,9974.63,"Administração, defesa, educação e saúde públicas e seguridade social"
230550,17001.56,Demais serviços
230560,11360.79,"Administração, defesa, educação e saúde públicas e seguridade social"
230565,8278.73,"Administração, defesa, educação e saúde públicas e seguridade social"
230570,10722.96,"Administração, defesa, educação e saúde públicas e seguridade social"
230580,11170.26,"Administração, defesa, educação e saúde públicas e seguridade social"
230590,8142.13,"Administração, defesa, educação e saúde públicas e seguridade social"
230600,12240.15,"Administração, defesa, educação e saúde públicas e seguridade social"
230610,7899.33,"Administração, defesa, educação e saúde públicas e seguridade social"
230620,9726.35,"Administração, defesa, educação e saúde públicas e seguridade social"
230625,23330.76,Demais serviços
230630,10655.6,"Administração, defesa, educação e saúde públicas e seguridade social"
230640,12210.38,"Administração, defesa, educação e saúde públicas e seguridade social"
230650,7944.2,"Administração, defesa, educação e saúde públicas e seguridade social"
230655,16498.65,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
230660,7302.96,"Administração, defesa, educação e saúde públicas e seguridade social"
230670,11306.81,"Administração, defesa, educação e saúde públicas e seguridade social"
230680,12327.89,"Administração, defesa, educação e saúde públicas e seguridade social"
230690,16054.82,Demais serviços
230700,14165.41,"Administração, defesa, educação e saúde públicas e seguridade social"
230710,9576.9,"Administração, defesa, educação e saúde públicas e seguridade social"
230720,14536.25,"Administração, defesa, educação e saúde públicas e seguridade social"
230725,21191.38,Demais serviços
230730,17354.57,Demais serviços
230740,11072.76,"Administração, defesa, educação e saúde públicas e seguridade social"
230750,9065.59,"Administração, defesa, educação e saúde públicas e seguridade social"
230760,20414.96,Demais serviços
230763,8115.58,"Administração, defesa, educação e saúde públicas e seguridade social"
230765,43116.46,Demais serviços
230770,11511.56,"Administração, defesa, educação e saúde públicas e seguridade social"
230780,12396.07,"Administração, defesa, educação e saúde públicas e seguridade social"
230790,7862.38,"Administração, defesa, educação e saúde públicas e seguridade social"
230800,8202.32,"Administração, defesa, educação e saúde públicas e seguridade social"
230810,9811.91,"Administração, defesa, educação e saúde públicas e seguridade social"
230820,7904.84,"Administração, defesa, educação e saúde públicas e seguridade social"
230830,10086.12,"Administração, defesa, educação e saúde públicas e seguridade social"
230835,12821.42,"Administração, defesa, educação e saúde públicas e seguridade social"
230837,7289.46,"Administração, defesa, educação e saúde públicas e seguridade social"
230840,12954.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
230850,9398.42,"Administração, defesa, educação e saúde públicas e seguridade social"
230860,8588.52,"Administração, defesa, educação e saúde públicas e seguridade social"
230870,18928.48,Demais serviços
230880,8200.94,"Administração, defesa, educação e saúde públicas e seguridade social"
230890,7635.05,"Administração, defesa, educação e saúde públicas e seguridade social"
230900,8005.56,"Administração, defesa, educação e saúde públicas e seguridade social"
230910,11284.98,"Administração, defesa, educação e saúde públicas e seguridade social"
230920,10153.43,"Administração, defesa, educação e saúde públicas e seguridade social"
230930,9556.58,"Administração, defesa, educação e saúde públicas e seguridade social"
230940,8921.11,"Administração, defesa, educação e saúde públicas e seguridade social"
230945,8912.68,"Administração, defesa, educação e saúde públicas e seguridade social"
230950,9316.89,"Administração, defesa, educação e saúde públicas e seguridade social"
230960,16100.81,Indústrias de transformação
230970,13059.07,"Administração, defesa, educação e saúde públicas e seguridade social"
230980,11105.2,"Administração, defesa, educação e saúde públicas e seguridade social"
230990,8413.7,"Administração, defesa, educação e saúde públicas e seguridade social"
231000,9874.25,"Administração, defesa, educação e saúde públicas e seguridade social"
231010,8725.16,"Administração, defesa, educação e saúde públicas e seguridade social"
231020,14633.22,"Administração, defesa, educação e saúde públicas e seguridade social"
231025,14755.89,"Administração, defesa, educação e saúde públicas e seguridade social"
231030,8334.36,"Administração, defesa, educação e saúde públicas e seguridade social"
231040,9015.57,"Administração, defesa, educação e saúde públicas e seguridade social"
231050,8675.86,"Administração, defesa, educação e saúde públicas e seguridade social"
231060,12715.18,"Administração, defesa, educação e saúde públicas e seguridade social"
231070,12798.17,"Administração, defesa, educação e saúde públicas e seguridade social"
231080,25214.91,Demais serviços
231085,12189.47,"Administração, defesa, educação e saúde públicas e seguridade social"
231090,8868.11,"Administração, defesa, educação e saúde públicas e seguridade social"
231095,7211.45,"Administração, defesa, educação e saúde públicas e seguridade social"
231100,7880.61,"Administração, defesa, educação e saúde públicas e seguridade social"
231110,11189.65,"Administração, defesa, educação e saúde públicas e seguridade social"
231120,9353.64,"Administração, defesa, educação e saúde públicas e seguridade social"
231123,13429.39,"Administração, defesa, educação e saúde públicas e seguridade social"
231126,8083.4,"Administração, defesa, educação e saúde públicas e seguridade social"
231130,11973.46,"Administração, defesa, educação e saúde públicas e seguridade social"
231135,10482.81,"Administração, defesa, educação e saúde públicas e seguridade social"
231140,14474.59,Demais serviços
231150,20554.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
231160,13216.42,"Administração, defesa, educação e saúde públicas e seguridade social"
231170,9707.05,"Administração, defesa, educação e saúde públicas e seguridade social"
231180,13451.37,"Administração, defesa, educação e saúde públicas e seguridade social"
231190,9553,"Administração, defesa, educação e saúde públicas e seguridade social"
231195,8826.75,"Administração, defesa, educação e saúde públicas e seguridade social"
231200,7884.31,"Administração, defesa, educação e saúde públicas e seguridade social"
231210,8437.24,"Administração, defesa, educação e saúde públicas e seguridade social"
231220,12171.26,"Administração, defesa, educação e saúde públicas e seguridade social"
231230,12371.4,"Administração, defesa, educação e saúde públicas e seguridade social"
231240,83473.11,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
231250,13595.79,"Administração, defesa, educação e saúde públicas e seguridade social"
231260,8962.27,"Administração, defesa, educação e saúde públicas e seguridade social"
231270,12366.24,"Administração, defesa, educação e saúde públicas e seguridade social"
231280,7683.23,"Administração, defesa, educação e saúde públicas e seguridade social"
231290,21343.1,Demais serviços
231300,12957.31,"Administração, defesa, educação e saúde públicas e seguridade social"
231310,12346.84,"Administração, defesa, educação e saúde públicas e seguridade social"
231320,9964.35,"Administração, defesa, educação e saúde públicas e seguridade social"
231325,10406.07,"Administração, defesa, educação e saúde públicas e seguridade social"
231330,11605.35,"Administração, defesa, educação e saúde públicas e seguridade social"
231335,6958.53,"Administração, defesa, educação e saúde públicas e seguridade social"
231340,21137.06,Demais serviços
231350,14795.09,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
231355,7430.37,"Administração, defesa, educação e saúde públicas e seguridade social"
231360,17903.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
231370,8338.92,"Administração, defesa, educação e saúde públicas e seguridade social"
231375,8030.88,"Administração, defesa, educação e saúde públicas e seguridade social"
231380,12349.85,"Administração, defesa, educação e saúde públicas e seguridade social"
231390,13874.25,"Administração, defesa, educação e saúde públicas e seguridade social"
231395,19390.59,"Agricultura, inclusive apoio à agricultura e a pós colheita"
231400,10609.61,"Administração, defesa, educação e saúde públicas e seguridade social"
231410,8262.9,"Administração, defesa, educação e saúde públicas e seguridade social"
240010,11857.64,"Administração, defesa, educação e saúde públicas e seguridade social"
240020,20041.15,Demais serviços
240030,12589.17,"Administração, defesa, educação e saúde públicas e seguridade social"
240040,10296.97,"Administração, defesa, educação e saúde públicas e seguridade social"
240050,11579.11,"Administração, defesa, educação e saúde públicas e seguridade social"
240060,10056.04,"Administração, defesa, educação e saúde públicas e seguridade social"
240070,36375.17,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
