CO_MUNICIPIO,qtd_cursos_agro,qtd_cursos_artes,qtd_cursos_cn,qtd_cursos_cs,qtd_cursos_tic,qtd_cursos_educ,qtd_cursos_engenharias,qtd_cursos_negocios_direito,qtd_cursos_programas_basicos,qtd_cursos_saude,qtd_cursos_servicos,IES_privadas,IES_publicas
315895,0,0,0,0,0,0,0,2,0,0,0,,
315920,0,0,0,0,0,6,0,21,0,0,0,,
315930,0,0,0,0,0,0,1,0,0,0,0,,
315960,0,2,0,0,74,39,116,119,0,1,2,2,0
315980,0,0,0,0,0,0,0,1,0,0,1,,
315990,0,0,0,0,0,0,0,0,0,0,0,,
316000,0,0,0,0,0,4,0,0,0,0,0,,
316040,0,0,0,0,0,1,0,0,0,0,0,,
316070,0,2,0,0,3,69,4,69,0,2,5,1,0
316080,0,0,0,0,0,0,0,1,0,0,0,,
316090,0,0,0,0,0,0,0,0,0,0,0,,
316110,0,0,0,0,0,102,0,29,0,0,0,1,0
316130,0,0,0,0,0,0,0,1,0,0,0,,
316140,0,0,0,0,0,12,0,0,0,0,0,,
316150,0,0,0,0,0,0,0,0,0,0,0,,
316190,0,0,0,0,0,0,0,0,0,0,0,,
316200,0,0,0,0,0,11,0,10,0,1,0,,
316210,0,0,0,1,3,43,0,58,0,1,2,1,0
316240,0,0,0,0,1,21,0,13,0,0,0,,
316250,38,30,25,129,37,237,304,393,0,202,32,1,1
316255,0,0,0,0,0,0,0,0,0,0,0,,
316257,0,0,0,0,0,20,0,1,0,1,0,,
316260,0,0,0,0,0,0,0,0,0,0,0,,
316270,0,0,0,16,3,35,0,21,0,0,0,,
316280,22,0,0,0,11,35,0,2,0,0,1,,
316290,0,0,0,0,1,26,0,26,0,0,0,1,0
316292,0,0,0,0,0,0,0,1,0,0,0,,
316294,0,0,0,0,0,0,0,0,0,0,0,,
316295,0,0,0,0,0,0,0,0,0,0,0,,
316340,0,0,0,0,0,1,0,0,0,0,0,,
316350,0,0,0,0,0,0,0,0,0,0,0,,
316370,2,12,0,21,16,148,11,236,0,86,52,3,0
316390,0,0,0,0,0,0,0,0,0,0,0,,
316400,0,0,0,0,0,0,0,0,0,0,0,,
316430,0,0,0,0,1,9,0,18,0,1,2,,
316470,0,7,0,1,16,125,10,132,0,27,3,2,0
316500,0,0,0,0,0,43,0,8,0,0,0,,
316520,0,0,0,0,0,0,0,0,0,0,0,,
316553,0,2,0,0,3,37,4,35,0,0,2,,
316555,0,0,0,0,0,2,0,2,0,0,0,,
316600,0,0,0,0,0,7,0,0,0,0,0,,
316620,0,0,0,0,0,0,0,0,0,0,0,,
316660,0,0,0,0,0,3,0,0,0,0,0,,
316670,0,0,0,0,0,6,0,0,0,0,0,,
316690,0,0,0,0,0,0,0,0,0,0,0,,
316710,0,0,0,0,0,0,0,78,0,0,0,,
316720,25,12,13,100,37,500,381,827,0,364,23,11,0
316760,0,0,0,0,0,0,0,0,0,0,0,,
316800,0,0,0,3,2,49,0,62,0,2,1,,
316860,22,10,27,94,30,556,159,624,0,177,13,3,0
316870,0,0,0,0,17,100,0,48,0,0,0,1,0
316880,0,0,0,0,0,1,0,0,0,0,0,,
316890,0,0,0,0,1,2,0,1,0,0,0,,
316920,0,0,0,0,0,0,0,0,0,0,0,,
316930,55,5,0,23,24,138,30,202,0,111,591,1,1
316935,0,0,0,7,5,63,14,67,0,0,0,,
316940,0,3,0,0,4,62,6,123,0,8,7,1,0
316960,0,0,0,0,0,4,0,3,0,0,0,,
316970,0,2,0,1,1,98,5,37,0,6,8,,
316990,2,17,0,68,19,302,31,285,0,190,13,2,0
317000,0,0,0,0,0,12,0,1,0,0,0,,
317010,226,65,4,158,96,773,535,904,0,850,40,6,2
317020,391,144,68,543,376,982,1149,2236,0,1417,119,9,1
317040,89,4,0,63,13,201,16,136,0,99,11,3,0
317050,0,0,0,0,0,0,0,0,0,0,0,,
317052,0,0,0,0,0,37,0,20,0,2,0,,
317070,66,26,7,93,42,237,248,674,0,269,65,3,0
317080,0,0,0,2,0,25,1,18,0,0,0,,
317090,0,0,0,0,1,31,2,3,0,2,0,,
317100,0,1,0,0,0,2,5,11,0,0,1,,
317103,0,0,0,0,0,1,0,0,0,0,0,,
317120,0,3,0,0,6,64,3,82,0,104,10,1,0
317130,344,17,62,147,28,540,257,427,0,344,21,2,1
317180,0,0,0,0,0,66,6,3,0,13,0,2,0
317200,0,2,0,0,3,53,1,25,0,1,4,1,0
320010,0,0,0,0,2,44,2,31,0,2,0,,
320013,0,0,0,0,0,0,0,0,0,0,0,,
320016,0,0,0,0,0,0,0,0,0,0,0,,
320020,88,0,36,32,15,134,57,15,0,64,1,0,1
320030,0,0,0,0,0,3,0,0,0,0,0,,
320040,0,1,0,0,0,26,0,19,0,2,5,,
320050,0,0,0,0,0,0,0,0,0,0,0,,
320060,0,2,11,1,3,113,77,204,0,9,7,2,0
320080,0,0,0,0,0,13,0,5,0,1,3,,
320090,0,0,0,1,4,207,0,86,0,17,7,,
320100,0,0,0,0,0,0,0,0,0,0,0,,
320115,0,0,0,0,0,5,0,0,0,0,0,,
320120,0,10,1,84,21,501,182,646,0,274,36,7,0
320130,0,9,2,25,13,317,40,535,0,89,52,7,0
320140,45,1,0,1,0,42,30,91,0,1,3,1,0
320150,108,11,0,1,21,235,110,367,0,255,37,2,0
320160,0,0,0,0,0,0,0,1,0,0,0,,
320170,0,0,0,0,0,0,0,0,0,0,0,,
320190,0,0,0,0,6,18,2,11,0,0,1,,
320200,0,0,0,0,0,2,0,2,0,0,0,,
320210,0,1,0,0,0,15,1,4,0,0,1,,
320220,0,0,0,0,0,0,0,1,0,0,0,,
320230,0,0,0,0,5,68,5,22,0,11,2,1,0
320240,0,2,0,0,32,199,128,341,0,315,28,5,0
320245,0,0,0,0,0,25,3,16,0,1,0,,
320250,0,0,0,0,0,0,0,2,0,0,0,,
320255,0,0,0,0,2,3,0,1,0,0,0,,
320260,0,0,0,0,4,55,2,28,0,22,5,,
320265,0,0,0,0,0,18,0,5,0,0,0,,
320270,0,0,0,0,1,20,0,1,0,0,0,,
320280,0,0,0,0,3,3,0,10,0,0,4,,
320290,0,0,0,0,0,0,0,0,0,0,0,,
320300,0,0,0,0,0,32,0,19,0,0,0,1,0
320305,0,0,0,0,1,2,0,1,0,0,0,,
320313,0,1,0,0,6,34,4,53,0,26,2,,
320316,0,0,0,0,0,1,0,0,0,0,0,,
320320,1,11,7,56,23,403,123,450,0,423,38,1,1
320330,0,0,0,0,0,10,0,2,0,0,0,,
320332,0,0,0,0,4,64,9,27,0,4,3,,
320334,0,0,0,0,1,7,1,2,0,0,1,,
320335,0,0,0,0,1,11,0,1,0,0,0,,
320340,0,0,0,0,2,31,1,2,0,0,1,,
320350,0,0,0,0,0,0,15,3,0,0,0,,
320360,0,0,0,0,0,16,0,2,0,2,0,,
320370,0,0,0,0,1,5,3,3,0,0,0,,
320380,0,0,0,0,0,6,1,2,0,0,0,,
320390,0,0,0,37,2,191,50,179,0,169,4,1,0
320400,0,0,0,0,0,62,1,3,0,0,0,,
320405,0,0,0,0,0,5,0,1,0,0,1,,
320410,0,0,0,0,0,16,1,12,0,7,1,,
320420,5,1,0,0,5,44,1,27,0,20,5,,
320425,0,0,0,0,0,0,0,0,0,0,0,,
320430,0,0,0,0,2,6,1,7,0,0,0,,
320435,0,0,0,0,1,48,3,27,0,0,0,,
320440,0,0,0,0,0,3,0,3,0,0,0,,
320455,0,1,0,0,3,36,3,45,0,1,0,1,0
320460,46,1,0,0,16,52,6,15,0,79,1,1,0
320465,0,0,0,0,0,0,0,0,0,0,0,,
320470,2,0,0,0,15,67,4,46,0,7,0,1,0
320480,0,0,0,0,0,0,0,0,0,0,0,,
320490,24,13,19,45,18,267,215,217,0,178,13,2,0
320500,1,14,0,108,74,462,302,790,0,151,45,8,0
320501,0,0,0,0,0,0,0,0,0,0,0,,
320503,0,2,0,0,0,16,1,5,0,1,1,,
320506,1,8,0,0,6,110,15,94,0,61,9,1,0
320510,0,0,0,0,0,9,0,30,0,0,3,,
320515,0,0,0,0,0,0,0,0,0,0,0,,
320517,0,0,0,0,0,0,0,0,0,0,0,,
320520,53,29,16,183,134,418,287,1010,0,238,214,8,0
320530,34,190,142,506,268,1394,1210,2175,0,2209,79,17,3
330010,0,2,0,9,38,345,128,488,0,144,41,,
330015,0,0,0,0,0,0,0,0,0,0,0,,
330020,0,13,0,1,17,163,41,199,0,120,7,1,0
330022,0,0,0,0,0,0,0,2,0,0,0,,
330023,0,0,0,1,3,6,4,13,0,0,4,,
330025,0,0,0,0,0,15,1,5,0,0,0,,
330030,0,7,1,0,11,108,28,157,0,93,26,,
330040,45,4,0,84,35,65,292,447,0,181,31,1,1
330045,0,3,0,136,12,127,1,224,0,214,68,2,0
330050,0,3,0,0,0,7,5,5,0,0,0,,
330060,0,2,0,0,0,57,13,124,0,15,5,1,1
330070,0,10,0,82,74,387,164,708,0,512,80,1,0
330080,0,3,0,0,4,14,2,31,0,1,8,,
330093,0,0,0,0,0,0,0,0,0,0,0,,
330095,0,0,0,0,0,0,0,0,0,0,0,,
330100,28,68,17,230,58,770,524,832,0,715,56,5,3
330110,0,1,0,3,3,74,2,32,0,0,2,,
330115,0,1,0,0,0,0,0,0,0,1,0,,
330120,0,0,0,0,0,0,0,1,0,0,0,,
330130,0,1,0,0,0,6,15,43,0,2,0,,
330140,0,1,0,0,0,3,13,18,0,0,0,,
330150,0,11,0,0,0,3,3,13,0,1,0,,
330170,131,86,98,98,189,677,355,2016,0,729,148,2,1
330180,0,2,0,0,44,3,0,11,0,0,2,,
330185,0,1,0,0,2,21,7,35,0,0,9,,
330187,0,0,0,0,2,3,2,1,0,0,2,,
330190,114,11,1,4,19,135,10,214,0,8,19,1,0
330200,0,5,0,0,27,145,51,161,0,120,24,,
330205,0,0,0,0,0,1,0,0,0,0,0,,
330210,0,1,0,0,2,77,1,13,0,0,2,,
330220,87,21,14,48,23,303,247,386,0,780,49,2,2
330225,0,0,0,0,0,0,0,1,0,0,0,,
330227,0,0,0,0,0,2,1,6,0,0,5,,
330240,0,21,38,87,50,336,399,840,0,271,29,1,1
330245,0,0,0,0,0,0,0,0,0,0,0,,
330250,0,7,0,0,15,267,15,229,0,38,13,,
330260,0,0,0,0,0,8,0,7,0,0,2,,
330270,0,10,0,1,14,76,10,96,0,34,14,1,0
330280,0,0,0,0,0,0,0,0,0,0,0,,
330285,0,0,0,0,5,7,1,23,0,0,3,,
330290,0,4,0,0,0,59,1,44,0,1,5,1,0
330300,1,1,0,0,3,25,1,12,0,4,3,,
330310,0,0,0,0,0,56,0,0,0,0,0,,
330320,0,25,52,1,34,195,11,293,0,52,25,,
330330,106,254,195,847,376,996,1362,2503,0,1983,216,3,1
330340,0,5,1,95,47,356,186,499,0,395,51,,
330350,44,96,16,167,192,966,399,1859,0,1501,247,1,0
330360,0,6,0,1,6,150,5,37,0,8,5,0,1
330370,0,0,0,0,0,1,1,4,0,0,1,,
330380,0,3,0,1,2,62,4,48,0,3,6,,
330385,0,3,0,0,2,5,2,25,0,1,2,,
330390,0,87,15,164,76,421,327,695,0,487,72,4,1
330395,0,0,0,0,0,4,0,5,0,1,0,,
330400,0,1,1,0,2,89,1,18,0,0,0,,
330410,0,0,0,0,0,5,0,2,0,1,0,,
330411,0,0,0,0,1,2,0,2,0,0,0,,
330412,0,0,0,0,0,0,0,0,0,0,0,,
330414,1,12,0,0,18,100,7,336,0,15,26,,
330415,0,1,0,0,0,0,0,2,0,0,0,,
330420,1,15,20,51,58,239,190,576,0,105,433,3,1
330430,0,1,0,0,8,78,3,60,0,3,43,,
330440,0,0,0,0,0,0,3,6,0,0,0,,
330450,0,0,0,0,0,27,0,4,0,0,0,,
330452,2,22,0,32,32,228,84,242,0,126,37,1,0
330455,300,2484,715,3429,2422,5647,4970,19195,0,8337,2455,56,14
330460,0,0,0,0,0,34,0,1,0,0,0,,
330470,0,1,4,27,6,105,26,95,0,43,0,1,1
330475,0,0,0,0,0,57,0,10,0,0,0,,
330480,0,2,0,1,1,63,4,37,0,35,2,1,0
330490,0,32,0,28,98,639,106,1228,0,686,83,3,0
330500,0,3,0,0,0,2,0,9,0,0,0,,
330510,0,14,0,1,55,148,13,735,0,66,47,,
330513,0,0,0,0,0,2,0,0,0,5,0,,
330515,0,0,0,0,0,0,0,1,0,0,0,,
330520,0,1,0,2,2,137,3,108,0,33,17,,
330540,0,0,0,0,0,0,0,0,0,0,0,,
330550,0,5,0,1,6,70,2,40,0,2,3,,
330555,202,1,32,122,5,284,97,191,0,35,13,0,1
330560,0,0,0,0,0,0,0,1,0,0,0,,
330570,0,0,0,0,0,0,0,0,0,0,0,,
330575,0,0,0,0,0,0,0,0,0,0,0,,
330580,76,7,2,3,74,187,101,348,0,504,21,1,0
330590,0,0,0,0,0,0,0,0,0,0,0,,
330600,0,9,0,14,19,127,35,249,0,23,47,2,1
330610,41,1,0,33,7,51,12,188,0,251,1,1,0
330615,0,0,0,0,0,0,0,0,0,0,0,,
330620,86,4,0,74,2,59,149,100,0,353,5,1,0
330630,24,85,49,154,95,541,632,1106,0,564,69,3,0
350010,51,4,1,28,20,80,32,179,0,263,22,1,1
350030,0,0,0,0,0,0,0,19,0,0,0,,
350050,0,0,0,0,0,0,0,4,0,0,0,,
350055,0,0,0,0,0,0,0,0,0,0,0,,
350060,0,0,0,0,0,0,0,3,0,0,81,,
350070,0,4,0,0,1,49,20,45,0,10,0,1,0
350100,0,0,0,0,0,2,0,0,0,0,0,,
350115,0,0,0,0,0,0,0,0,0,0,1,,
350130,0,1,0,0,0,0,0,1,0,0,0,,
350150,0,0,0,0,0,0,0,0,0,0,0,,
350160,51,59,0,73,254,230,239,796,0,153,17,3,1
350170,0,0,0,0,0,1,0,22,0,0,0,,
350190,0,2,0,0,3,50,36,83,0,72,26,1,0
350210,59,4,0,0,7,92,28,90,0,38,11,3,0
350220,0,0,0,0,0,0,0,0,0,0,0,,
350230,0,0,0,0,0,0,0,0,0,0,0,,
350250,0,0,0,0,1,64,0,20,0,4,1,,
350270,0,0,0,0,0,93,1,17,0,1,0,,
350275,0,0,0,0,0,0,0,19,0,0,0,,
350280,117,41,21,151,120,481,349,846,0,512,68,2,2
350290,0,0,0,0,0,57,0,18,0,0,0,,
350310,0,0,0,0,0,0,0,0,0,0,0,,
350320,148,132,34,278,167,546,408,873,0,1024,80,3,1
350330,67,3,98,201,84,349,348,278,0,779,106,3,1
350340,0,0,0,0,0,0,0,0,0,0,0,,
350350,0,0,0,0,0,0,0,0,0,0,0,,
350380,2,2,0,0,8,38,1,61,0,5,10,,
350390,0,13,0,1,6,71,4,67,0,0,7,1,0
350400,1,22,52,163,57,514,164,506,0,306,27,3,1
350410,0,17,0,61,22,218,78,596,0,16,19,1,0
350450,94,13,9,39,14,224,85,224,0,155,25,2,1
350460,0,0,0,0,0,1,0,0,0,0,0,,
350490,0,0,0,0,0,0,0,0,0,0,0,,
350520,0,0,0,0,1,15,0,13,0,0,2,,
350530,27,0,0,0,1,34,34,66,0,5,0,1,0
350550,22,5,24,45,39,222,155,321,0,247,20,4,0
350560,0,0,0,0,0,0,0,0,0,0,0,,
350570,1,21,0,3,96,199,24,502,0,45,112,0,1
350580,0,0,0,0,0,0,0,20,0,0,0,,
350590,0,11,0,5,15,278,3,143,0,181,39,1,0
350600,103,227,115,348,257,666,915,1277,0,1148,124,6,1
350610,59,19,0,41,34,103,69,339,0,131,38,1,2
350630,0,0,0,0,0,0,0,0,0,0,0,,
350635,0,1,0,0,3,29,0,87,0,0,0,1,0
350650,1,3,0,0,13,124,11,94,0,2,3,1,1
350660,0,0,0,0,2,24,0,24,0,0,1,,
350670,0,0,0,0,0,0,0,0,0,0,0,,
350680,0,0,0,0,0,0,0,0,0,0,0,,
350690,0,0,0,0,0,0,0,0,0,0,0,,
350700,0,3,0,0,7,105,28,175,0,2,7,1,0
350710,0,0,0,0,0,0,0,0,0,0,0,,
350740,0,0,0,0,0,0,0,0,0,0,0,,
350750,234,22,30,0,58,381,144,455,0,268,25,4,1
350760,2,23,0,62,111,235,243,573,0,553,19,1,2
350770,0,0,0,0,0,0,0,0,0,0,0,,
350780,0,0,0,1,0,17,0,9,0,0,1,,
350790,1,0,0,0,0,10,0,8,0,1,0,,
350800,26,0,15,0,0,0,40,12,0,0,0,,
350810,0,0,0,0,0,14,0,2,0,0,0,,
350840,0,4,0,0,4,37,0,54,0,0,6,,
350850,0,4,0,1,5,49,3,118,0,42,0,1,0
350860,0,18,0,19,0,18,0,44,0,3,0,1,0
350870,0,0,0,0,0,0,0,0,0,0,0,,
350880,0,0,0,0,0,3,0,3,0,0,0,,
350900,0,0,0,0,5,68,0,48,0,5,3,1,0
350920,0,2,0,0,4,42,5,102,0,2,5,,
350925,0,0,0,0,0,9,4,18,0,0,0,,
350930,0,0,0,0,0,0,0,0,0,0,0,,
350940,0,0,0,0,0,37,1,14,0,3,0,,
350950,271,640,490,1271,1011,1929,2653,4586,0,2433,292,12,2
350960,5,2,11,53,31,187,152,374,0,106,4,1,0
350970,0,4,0,0,11,42,2,31,0,2,50,,
350990,0,0,0,0,0,0,0,0,0,0,0,,
351000,0,0,0,0,0,0,0,0,0,0,0,,
351020,28,4,0,0,2,95,11,37,0,17,5,0,1
351030,0,0,0,0,0,0,0,0,0,0,0,,
351040,1,0,15,0,18,71,5,83,0,14,0,1,0
351050,0,10,12,8,54,456,169,371,0,140,17,1,0
351060,0,13,0,3,254,118,142,863,0,179,40,1,1
351080,0,0,0,0,0,94,0,64,0,0,0,1,0
351110,3,6,0,29,53,281,69,412,0,270,8,2,2
351140,0,0,0,0,0,1,0,3,0,0,0,,
351150,0,4,0,0,1,11,4,21,0,1,1,1,0
351160,0,0,0,0,0,0,0,0,0,0,0,,
351170,0,0,0,0,0,0,0,0,0,0,0,,
351200,0,0,0,0,0,5,0,0,0,0,0,,
351210,0,0,0,0,0,0,0,0,0,0,0,,
351220,0,0,0,0,0,0,0,0,0,0,0,,
351230,0,0,0,0,0,13,0,4,0,0,0,1,0
351240,0,0,0,0,2,59,8,47,0,0,0,,
351280,1,2,0,1,16,145,1,177,0,24,8,,
351300,0,8,0,8,52,209,85,489,0,31,35,4,1
351310,0,0,0,0,0,21,0,18,0,0,3,,
351320,0,0,0,0,0,0,0,0,0,0,0,,
351340,0,4,0,0,39,126,88,133,0,101,26,1,2
351350,0,0,0,0,22,62,24,59,0,4,5,,
351360,0,0,0,0,0,0,0,0,0,0,0,,
351370,47,4,0,11,2,31,17,91,0,46,0,,
351380,0,11,101,2,28,390,73,434,0,96,78,1,1
351390,0,0,0,0,0,0,0,0,0,0,0,,
351410,0,0,0,0,0,0,0,24,0,0,0,,
351430,0,0,0,0,0,1,0,0,0,0,0,,
351440,48,5,0,41,24,170,3,169,0,76,0,2,1
351450,0,0,0,0,0,0,0,0,0,0,0,,
351460,0,0,0,0,0,0,0,0,0,0,0,,
351470,0,0,0,0,0,5,0,8,0,0,0,,
351480,0,0,0,0,0,0,0,0,0,0,0,,
351490,0,0,0,0,0,0,0,0,0,0,0,,
351500,0,0,0,0,2,91,6,32,0,3,5,2,0
351510,0,2,0,0,4,27,1,18,0,0,1,,
351515,20,70,0,29,0,59,80,135,0,0,0,,
351518,47,0,0,0,10,30,7,65,0,46,16,1,0
351530,0,0,0,0,0,0,0,0,0,0,0,,
351540,0,1,0,0,1,5,1,4,0,1,0,,
351550,122,0,0,22,14,147,118,222,0,663,7,2,0
351570,0,1,0,0,50,135,0,144,0,21,9,0,1
351580,0,0,0,0,0,0,0,0,0,0,0,,
351600,0,0,0,0,0,0,0,0,0,0,0,,
351610,0,0,0,0,0,2,0,0,0,0,0,,
351620,112,107,41,259,172,736,426,1172,0,960,77,4,2
351630,0,5,0,3,28,135,1,180,0,30,10,1,0
351640,0,1,0,2,31,211,14,77,0,9,13,0,1
351670,144,0,0,19,50,14,35,99,0,21,2,1,1
351685,0,0,0,0,0,0,0,0,0,0,0,,
351690,0,0,0,0,0,38,0,11,0,0,0,,
351720,0,0,0,0,0,0,0,0,0,0,0,,
351740,0,0,0,0,3,49,1,20,0,7,3,,
351750,0,0,0,0,0,0,0,0,0,0,0,,
351760,0,0,0,0,0,0,0,0,0,0,0,,
351770,0,0,0,0,0,4,0,0,0,0,0,,
351780,0,0,0,0,0,0,0,0,0,0,0,,
351790,0,0,0,0,0,0,0,0,0,0,0,,
351820,0,0,0,0,0,0,0,12,0,0,0,,
351830,0,0,0,0,0,0,0,14,0,0,1,,
351840,0,18,11,2,95,236,224,364,0,60,9,2,1
351850,0,0,0,0,0,0,0,0,0,0,0,,
351860,0,0,0,1,2,38,0,18,0,6,1,,
351870,0,13,0,3,13,286,23,346,0,134,21,3,0
351880,122,202,20,310,426,1759,713,3149,0,1116,173,12,1
351900,0,0,0,0,0,0,0,0,0,0,0,,
351905,5,0,0,0,0,0,0,1,0,0,0,1,0
351907,0,6,0,3,115,291,8,498,0,51,11,1,0
351910,0,0,0,0,0,0,0,0,0,0,0,,
351925,0,0,0,0,2,17,0,10,0,2,1,,
351930,1,0,0,0,1,16,1,17,0,1,0,,
351940,0,0,0,0,0,0,0,0,0,0,0,,
351960,0,1,0,1,3,51,0,44,0,13,16,0,1
351970,0,2,0,0,1,40,1,15,0,3,1,,
351980,0,0,0,0,0,0,0,0,0,0,0,,
352000,0,0,0,0,0,0,0,0,0,0,0,,
352010,0,0,0,0,0,30,0,19,0,0,0,,
352020,0,0,0,0,0,0,0,0,0,0,0,,
352030,0,2,0,0,2,46,0,22,0,0,1,,
352040,0,1,0,0,13,71,8,52,0,16,13,,
352042,0,0,0,0,0,0,0,0,0,0,0,,
352044,48,2,26,0,1,56,105,74,0,1,0,2,0
352050,77,18,0,29,108,218,105,587,0,182,21,2,2
352090,0,0,0,0,0,0,13,0,0,0,0,1,0
352100,0,0,0,0,0,0,0,0,0,0,0,,
352110,0,0,0,0,0,0,0,0,0,0,0,,
352120,0,0,0,0,0,0,0,1,0,0,0,,
352130,0,0,0,0,0,4,0,0,0,0,0,,
352140,1,0,0,0,0,2,0,11,0,0,0,,
352170,0,0,0,0,0,1,0,1,0,0,0,,
352180,0,0,0,0,2,11,1,6,0,0,0,,
352190,0,0,0,0,0,0,0,0,0,0,0,,
352200,0,0,0,0,0,0,0,0,0,0,0,,
352210,0,4,0,0,13,176,2,76,0,1,10,2,0
352215,0,0,0,0,0,0,0,0,0,0,0,,
352220,0,5,0,1,24,259,16,160,0,33,6,1,0
352230,32,7,0,32,42,297,89,440,0,190,24,2,1
352240,56,2,0,1,7,191,88,181,0,79,2,2,0
352250,0,8,0,3,15,230,7,293,0,7,19,1,0
352260,0,5,0,0,39,69,54,160,0,115,22,1,1
352265,0,0,0,0,0,0,0,0,0,0,0,,
352270,0,0,0,0,0,49,0,30,0,0,36,2,0
352280,0,0,0,0,1,13,0,2,0,0,1,,
352290,0,0,0,0,0,0,0,0,0,0,0,,
352310,0,9,0,1,84,235,14,446,0,121,9,1,1
352320,0,3,0,0,3,68,5,38,0,5,4,1,0
352330,0,0,0,0,0,0,0,0,0,0,0,,
352340,0,10,0,38,39,152,238,233,0,5,13,0,1
352350,0,0,0,0,0,16,0,6,0,0,1,,
352390,3,5,26,98,129,249,29,540,0,552,92,2,1
352400,0,2,0,1,11,63,11,83,0,1,6,,
352410,143,1,0,0,6,43,39,119,0,19,0,2,0
352420,0,0,0,0,0,7,0,2,0,0,0,,
352430,171,2,35,0,25,117,101,249,0,78,3,1,1
352440,3,52,8,36,35,423,158,620,0,32,19,2,1
352460,0,0,0,0,0,0,0,0,0,0,0,,
352470,226,6,0,70,23,86,131,283,0,178,6,1,0
352480,31,2,0,3,49,59,8,61,0,97,17,1,1
352490,0,0,0,0,0,0,0,0,0,0,0,,
352500,0,3,0,1,41,105,2,183,0,5,8,,
352510,0,0,0,0,0,24,0,30,0,2,0,,
352520,0,0,0,1,0,14,0,26,0,1,1,,
352530,2,7,0,40,72,256,67,399,0,135,10,2,1
352550,0,0,0,0,0,0,0,1,0,0,0,,
352570,0,0,0,1,0,5,2,7,0,0,0,,
352590,1,72,29,159,279,583,877,1753,0,900,128,5,3
352600,3,0,0,0,0,14,0,0,0,0,0,1,0
352610,0,0,0,0,0,18,0,4,0,3,0,,
352620,0,0,0,0,0,0,0,0,0,0,0,,
352630,0,0,0,0,0,0,0,15,0,0,0,,
352640,0,0,0,0,0,23,1,7,0,1,0,,
352670,136,0,0,21,5,73,81,226,0,73,15,1,0
352680,7,3,0,2,6,37,24,112,0,11,3,2,0
352690,2,70,0,61,161,166,550,817,0,457,28,4,0
352710,18,6,0,38,45,114,193,351,0,232,31,2,1
352720,0,47,0,110,16,471,384,515,0,91,39,4,0
352730,0,0,0,0,0,2,0,9,0,0,0,,
352740,0,0,0,0,0,24,1,32,0,10,2,,
352760,0,0,0,0,0,1,0,0,0,0,0,,
352780,57,0,0,0,0,76,0,0,0,0,0,1,0
352800,0,0,0,0,0,0,0,0,0,0,0,,
352810,0,0,0,0,0,0,0,0,0,0,0,,
352840,0,0,0,0,2,115,0,45,0,17,2,,
352850,0,5,0,0,4,102,1,35,0,1,5,1,0
352880,0,0,0,0,0,0,0,0,0,0,0,,
352900,91,84,0,149,97,414,285,1068,0,641,98,6,2
352920,0,0,0,0,0,5,0,3,0,0,0,,
352930,0,1,0,0,8,79,79,190,0,27,3,3,1
352940,0,22,0,2,129,440,70,949,0,141,17,3,1
352950,0,0,0,0,0,0,0,0,0,0,0,,
352960,0,0,0,0,0,0,0,0,0,0,0,,
352970,0,0,0,0,0,15,0,7,0,1,0,,
352980,0,0,0,0,0,0,0,0,0,0,0,,
352990,0,0,0,0,0,0,0,0,0,0,0,,
353010,0,0,0,0,0,21,0,11,0,0,4,,
353020,0,0,0,0,0,23,0,11,0,0,0,,
353030,0,0,0,0,2,62,1,100,0,7,0,1,0
353050,16,1,0,0,55,55,2,80,0,4,3,1,1
353060,0,81,78,200,277,571,555,1321,0,858,145,4,1
353070,0,11,0,62,15,251,95,372,0,118,20,3,1
353080,0,0,0,0,54,43,86,134,0,23,7,1,1
353110,0,2,0,0,4,45,1,26,0,2,0,,
353130,0,0,0,0,2,19,0,36,0,1,0,,
353140,0,0,0,0,0,20,0,152,0,0,0,1,0
353150,0,0,0,0,0,1,0,1,0,0,1,,
353180,0,3,0,1,2,55,0,42,0,6,1,,
353190,0,1,0,0,1,14,5,20,0,1,0,,
353200,0,0,0,0,0,6,0,13,0,0,0,,
353205,0,0,0,0,0,0,0,0,0,0,0,,
353210,0,0,0,0,0,0,0,0,0,0,0,,
353215,0,0,0,0,0,0,0,0,0,0,0,,
353220,0,0,0,0,0,0,0,0,0,0,0,,
353230,0,0,0,0,0,0,0,0,0,0,0,,
353240,0,0,0,0,0,0,0,0,0,0,0,,
353260,0,0,0,0,0,0,0,0,0,1,0,,
353300,0,0,0,1,0,38,0,52,0,2,0,,
353340,0,0,0,0,1,36,5,69,0,2,0,1,0
353350,0,0,0,0,1,21,0,35,0,0,1,1,0
353360,0,0,0,0,0,0,0,2,0,0,0,,
353390,0,0,0,0,0,10,0,56,0,0,1,1,0
353430,0,2,0,0,0,35,6,32,0,0,2,,
353440,0,27,66,234,409,911,377,2122,0,682,95,6,1
353460,0,1,0,0,2,30,0,24,0,0,0,1,0
353470,99,11,1,79,169,242,180,426,0,182,20,2,1
353475,0,0,0,0,0,0,0,0,0,0,0,,
353490,0,0,0,0,0,0,0,0,0,0,0,,
353510,0,0,0,0,0,1,0,1,0,0,0,,
353530,0,1,0,0,0,2,6,5,0,0,1,,
353540,2,0,0,0,0,10,0,4,0,0,0,,
353550,43,1,0,0,1,19,2,31,0,0,1,1,0
353560,0,0,0,0,0,1,0,18,0,0,0,,
