SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,bolsonaro,lula,branco,nulo,bolsonaro_perc,lula_perc,codigo_ibge,cod_uf,codigo_ibge_dv
RS,87823,SÃO PEDRO DO BUTIÁ,1334,825,27,61,0.593680462839341,0.367156208277704,87823,43,438782
RS,87831,PARAÍ,3888,1233,103,90,0.731652239367708,0.23202860368837,87831,43,438783
RS,87840,SÃO VALENTIM DO SUL,1387,436,27,31,0.737373737373737,0.231791600212653,87840,43,438784
RS,87858,PASSO FUNDO,66922,51070,2004,2421,0.546672439285393,0.417180620338679,87858,43,438785
RS,87866,SÃO VALÉRIO DO SUL,684,1049,11,55,0.380211228460256,0.583101723179544,87866,43,438786
RS,87874,PEDRO OSÓRIO,1706,3373,102,186,0.317868455375443,0.628470281348985,87874,43,438787
RS,87882,SENTINELA DO SUL,1595,1613,96,110,0.467193907439953,0.472466315172818,87882,43,438788
RS,87890,PEJUÇARA,1567,983,42,59,0.591097698981517,0.370803470388533,87890,43,438789
RS,87904,SÉRIO,885,741,45,51,0.513937282229965,0.430313588850174,87904,43,438790
RS,87912,PELOTAS,83962,107854,4291,7445,0.412484279201383,0.529859691872347,87912,43,438791
RS,87920,SERTÃO SANTANA,2778,1447,92,111,0.627371273712737,0.326784101174345,87920,43,438792
RS,87939,PINHEIRO MACHADO,2335,4774,211,339,0.304870087478783,0.623318971145058,87939,43,438793
RS,87947,SINIMBU,3072,2649,96,167,0.513368983957219,0.442680481283422,87947,43,438794
RS,87955,PIRATINI,4180,7105,321,385,0.348594779417897,0.592527729130181,87955,43,438795
RS,87963,TIRADENTES DO SUL,1604,1934,52,108,0.43374797187669,0.522985397512169,87963,43,438796
RS,87971,PLANALTO,3448,2779,101,175,0.530216823004767,0.427341227125942,87971,43,438797
RS,87980,TRAVESSEIRO,952,701,33,42,0.550925925925926,0.405671296296296,87980,43,438798
RS,87998,PORTÃO,12331,7692,336,642,0.587162516070663,0.366268272939384,87998,43,438799
RS,88005,TRÊS FORQUILHAS,1250,1069,43,55,0.517170045510964,0.442283822920976,88005,43,438800
RS,88013,PORTO ALEGRE,380499,437798,15862,24284,0.443243173978936,0.509990762345316,88013,43,438801
RS,88021,TUPANCI DO SUL,745,436,30,29,0.600806451612903,0.351612903225806,88021,43,438802
RS,88030,PORTO LUCENA,1681,1472,41,73,0.514539332721151,0.450566268748087,88030,43,438803
RS,88048,UNIÃO DA SERRA,1000,267,24,18,0.763941940412529,0.203972498090145,88048,43,438804
RS,88056,PORTO XAVIER,3319,3010,94,141,0.505636806825107,0.458561852528946,88056,43,438805
RS,88064,VALE DO SOL,3683,3091,146,174,0.519171130532845,0.435720327036933,88064,43,438806
RS,88072,PUTINGA,2306,647,62,63,0.749187784275504,0.210201429499675,88072,43,438807
RS,88080,VALE REAL,2651,1348,53,93,0.63956574185766,0.325211097708082,88080,43,438808
RS,88099,QUARAÍ,6491,6834,191,294,0.470021723388849,0.494858797972484,88099,43,438809
RS,88102,VILA NOVA DO SUL,1216,1655,71,76,0.402915838303512,0.548376408217362,88102,43,438810
RS,88110,REDENTORA,1848,3061,65,135,0.361714621256606,0.599138774711294,88110,43,438811
RS,88129,VITÓRIA DAS MISSÕES,1306,1430,26,50,0.464438122332859,0.508534850640114,88129,43,438812
RS,88137,RESTINGA SÊCA,5495,4309,212,263,0.534585076369297,0.419204202743458,88137,43,438813
RS,88145,XANGRI-LÁ,6572,3186,152,181,0.651273411951244,0.315726885343375,88145,43,438814
RS,88153,RIO GRANDE,39996,72258,2262,3998,0.337479116391312,0.609700119817068,88153,43,438815
RS,88161,BOA VISTA DO SUL,1531,508,45,49,0.717768401312705,0.238162212845757,88161,43,438816
RS,88170,RIO PARDO,9190,12819,450,630,0.398025033565767,0.555199445623457,88170,43,438817
RS,88188,DILERMANDO DE AGUIAR,1267,1091,43,51,0.516721044045677,0.444942903752039,88188,43,438818
RS,88196,ROCA SALES,4204,2174,119,167,0.630852340936375,0.326230492196879,88196,43,438819
RS,88200,CAPIVARI DO SUL,1680,1183,61,89,0.557583803518088,0.392631928310654,88200,43,438820
RS,88218,RODEIO BONITO,2251,1977,65,116,0.510546609208437,0.448400997958721,88218,43,438821
RS,88226,NOVA CANDELÁRIA,1480,756,43,42,0.637656182679879,0.325721671693236,88226,43,438822
RS,88234,ROLANTE,8717,4709,259,384,0.619589167673609,0.334707512971782,88234,43,438823
RS,88242,FLORIANO PEIXOTO,833,687,23,36,0.527549081697277,0.435085497150095,88242,43,438824
RS,88250,RONDA ALTA,2890,3244,102,120,0.454688483322845,0.510383889238515,88250,43,438825
RS,88269,CHUVISCA,2356,1155,88,90,0.638655462184874,0.313092979127135,88269,43,438826
RS,88277,RONDINHA,2224,1656,81,75,0.551040634291378,0.410307234886026,88277,43,438827
RS,88285,ESPERANÇA DO SUL,1077,1340,37,54,0.429425837320574,0.534290271132376,88285,43,438828
RS,88293,ROQUE GONZALES,2348,2119,84,99,0.50494623655914,0.455698924731183,88293,43,438829
RS,88307,DOUTOR RICARDO,1201,502,31,40,0.677001127395716,0.282976324689966,88307,43,438830
RS,88315,ROSÁRIO DO SUL,10673,12084,446,534,0.449635590007162,0.509078653578801,88315,43,438831
RS,88323,HERVEIRAS,764,1298,20,46,0.359022556390977,0.609962406015038,88323,43,438832
RS,88331,SALVADOR DO SUL,3317,1315,82,122,0.685897435897436,0.27191894127378,88331,43,438833
RS,88340,CARAÁ,2577,2156,144,192,0.508384296705465,0.42533043992898,88340,43,438834
RS,88358,SANANDUVA,7685,3273,224,232,0.673295952339233,0.286753110215525,88358,43,438835
RS,88366,FAZENDA VILANOVA,1593,1132,46,111,0.552741151977793,0.392782789729355,88366,43,438836
RS,88374,SANTA BÁRBARA DO SUL,3543,2086,100,116,0.606159110350727,0.35688622754491,88374,43,438837
RS,88382,ITAARA,1966,1512,44,70,0.547327394209354,0.420935412026726,88382,43,438838
RS,88390,SANTA CRUZ DO SUL,49867,33040,1605,2260,0.574689992163371,0.380767989674088,88390,43,438839
RS,88404,ESTRELA VELHA,1330,1048,50,66,0.533279871692061,0.420208500400962,88404,43,438840
RS,88412,SANTA MARIA,83340,76044,3032,3929,0.501006943400764,0.457146292344224,88412,43,438841
RS,88420,BENJAMIN CONSTANT DO SUL,646,1010,21,34,0.377556984219755,0.590298071303331,88420,43,438842
RS,88439,SANTANA DA BOA VISTA,2207,2485,196,187,0.43487684729064,0.489655172413793,88439,43,438843
RS,88447,MAÇAMBARÁ,1535,1404,45,49,0.50609957138147,0.462908011869436,88447,43,438844
RS,88455,SANT ANA DO LIVRAMENTO,21249,28753,900,1214,0.407725074833065,0.551711566505488,88455,43,438845
RS,88463,DOM PEDRO DE ALCÂNTARA,1273,759,41,52,0.599058823529412,0.357176470588235,88463,43,438846
RS,88471,SANTA ROSA,30871,14897,578,763,0.655310025685113,0.316224076078881,88471,43,438847
RS,88480,UNISTALDA,1102,923,38,46,0.522522522522523,0.43764817449028,88480,43,438848
RS,88498,SANTA VITÓRIA DO PALMAR,6213,10372,346,501,0.356413492427719,0.594997705369436,88498,43,438849
RS,88501,TURUÇU,1769,879,59,68,0.637477477477478,0.316756756756757,88501,43,438850
RS,88510,SANTIAGO,16482,13480,657,703,0.526211608454122,0.430368431134666,88510,43,438851
RS,88528,CRISTAL DO SUL,925,1137,40,51,0.429633070134696,0.528100325127729,88528,43,438852
RS,88536,SANTO ÂNGELO,25061,20776,704,979,0.527377946127946,0.437205387205387,88536,43,438853
RS,88544,MUITOS CAPÕES,1462,641,54,46,0.663640490240581,0.290966863368134,88544,43,438854
RS,88552,SANTO ANTÔNIO DA PATRULHA,14651,10963,598,832,0.541746783020263,0.405376423605975,88552,43,438855
RS,88560,NOVA RAMADA,1053,658,25,36,0.594243792325056,0.371331828442438,88560,43,438856
RS,88579,SANTO ANTÔNIO DAS MISSÕES,2545,3992,141,164,0.371967261034785,0.583455130078924,88579,43,438857
RS,88587,JARI,977,1290,75,51,0.408274132887589,0.539072294191392,88587,43,438858
RS,88595,SANTO AUGUSTO,4761,4222,134,213,0.510289389067524,0.452518756698821,88595,43,438859
RS,88609,UBIRETAMA,1085,518,25,29,0.654797827398914,0.312613156306578,88609,43,438860
RS,88617,SANTO CRISTO,6187,4545,159,212,0.557236782851482,0.409348824641989,88617,43,438861
RS,88625,BARRA DO QUARAÍ,1000,1220,36,29,0.437636761487965,0.533916849015317,88625,43,438862
RS,88633,SÃO BORJA,15784,19523,492,747,0.431894051332567,0.534203469599956,88633,43,438863
RS,88641,CERRITO,1636,2498,133,137,0.371480472297911,0.567211625794732,88641,43,438864
RS,88650,SÃO FRANCISCO DE ASSIS,4950,6334,296,322,0.415896487985213,0.532179465636028,88650,43,438865
RS,88668,VALE VERDE,1200,1181,62,95,0.472813238770686,0.465327029156816,88668,43,438866
RS,88676,SÃO FRANCISCO DE PAULA,6289,5874,318,421,0.48744380716168,0.455278251433886,88676,43,438867
RS,88684,NOVO CABRAIS,1741,1197,56,68,0.568582625734814,0.390920966688439,88684,43,438868
RS,88692,SÃO GABRIEL,15954,16921,651,819,0.464521764448974,0.492677245596157,88692,43,438869
RS,88706,SETE DE SETEMBRO,735,755,25,32,0.475113122171946,0.488041370394312,88706,43,438870
RS,88714,SÃO JERÔNIMO,5593,6458,284,378,0.439943365059388,0.507983953433493,88714,43,438871
RS,88722,TABAÍ,1758,1372,53,81,0.538602941176471,0.420343137254902,88722,43,438872
RS,88730,SÃO JOSÉ DO NORTE,6896,8748,458,635,0.412021270239589,0.52267431439326,88730,43,438873
RS,88749,VILA LÂNGARO,1353,506,41,29,0.701399688958009,0.262312078797304,88749,43,438874
RS,88757,SÃO JOSÉ DO OURO,3324,1537,115,112,0.653301886792453,0.302083333333333,88757,43,438875
RS,88765,SENADOR SALGADO FILHO,1605,633,26,33,0.698737483674358,0.275576839355681,88765,43,438876
RS,88773,SÃO LEOPOLDO,71028,55941,2206,3539,0.53519598535196,0.421515439215154,88773,43,438877
RS,88781,VESPASIANO CORRÊA,1563,308,36,26,0.808587687532333,0.159337816864977,88781,43,438878
RS,88790,SÃO LOURENÇO DO SUL,15058,12150,516,806,0.527795303189625,0.425867507886435,88790,43,438879
RS,88803,MONTE ALEGRE DOS CAMPOS,1601,909,52,57,0.611302023673158,0.347079037800687,88803,43,438880
RS,88811,SÃO LUIZ GONZAGA,9966,9629,384,549,0.485483242400624,0.469066640685893,88811,43,438881
RS,88820,MARQUES DE SOUZA,1825,978,25,66,0.630615065653075,0.337940566689703,88820,43,438882
RS,88838,SÃO MARCOS,10333,3147,224,454,0.729834722418421,0.222277157790648,88838,43,438883
RS,88846,CHUÍ,1068,1973,96,104,0.329527923480407,0.608762727553224,88846,43,438884
RS,88854,SÃO MARTINHO,2649,1427,50,90,0.628320683111955,0.338472485768501,88854,43,438885
RS,88862,ARARICÁ,3117,1558,72,100,0.643078192696513,0.32143593975655,88862,43,438886
RS,88870,SÃO NICOLAU,1298,1870,79,99,0.387925881649731,0.558876270173341,88870,43,438887
RS,88889,PASSA SETE,1507,1523,55,87,0.475094577553594,0.480138713745271,88889,43,438888
RS,88897,SÃO PAULO DAS MISSÕES,2328,1915,71,94,0.528130671506352,0.434437386569873,88897,43,438889
RS,88900,TOROPI,1298,862,69,67,0.565331010452962,0.375435540069686,88900,43,438890
RS,88919,SÃO PEDRO DO SUL,5562,4511,241,313,0.523383833631316,0.424484802860638,88919,43,438891
RS,88927,BALNEÁRIO PINHAL,3623,3198,113,229,0.505793661873517,0.446460980036298,88927,43,438892
RS,88935,SÃO SEBASTIÃO DO CAÍ,8885,5087,227,364,0.610107807457255,0.34930989493923,88935,43,438893
RS,88943,MAMPITUBA,1091,1246,41,55,0.448417591450884,0.512124948623099,88943,43,438894
RS,88951,SÃO SEPÉ,5709,7613,261,438,0.407174951857927,0.542971257399615,88951,43,438895
RS,88978,SÃO VALENTIM,1569,995,50,52,0.588522130532633,0.373218304576144,88978,43,438897
RS,88986,ACEGUÁ,1753,1208,45,52,0.573250490516678,0.395029431000654,88986,43,438898
RS,88994,SAPIRANGA,31721,18034,732,1208,0.613618338330593,0.348853854337944,88994,43,438899
RS,89001,ALMIRANTE TAMANDARÉ DO SUL,994,622,17,38,0.594853381208857,0.372232196289647,89001,43,438900
RS,89010,SAPUCAIA DO SUL,38501,40310,1416,2205,0.467063761645963,0.489009122670808,89010,43,438901
RS,89028,ARROIO DO PADRE,1922,389,42,42,0.802505219206681,0.162421711899791,89028,43,438902
RS,89036,SARANDI,8975,4968,198,265,0.623004303762321,0.344856309870887,89036,43,438903
RS,89044,BOA VISTA DO CADEADO,1138,558,30,29,0.648433048433048,0.317948717948718,89044,43,438904
RS,89052,SEBERI,4230,3257,120,155,0.544962638495233,0.419608348363824,89052,43,438905
RS,89060,BOA VISTA DO INCRA,1083,718,35,31,0.580074986609534,0.384574183181575,89060,43,438906
RS,89079,SELBACH,2585,1090,56,83,0.677766124803356,0.285789197692711,89079,43,438907
RS,89087,BOZANO,1323,702,13,38,0.63728323699422,0.338150289017341,89087,43,438908
RS,89095,SERAFINA CORRÊA,7702,2713,158,265,0.710647720981731,0.250322937811404,89095,43,438909
RS,89109,CANUDOS DO VALE,654,881,28,38,0.408494690818239,0.550281074328545,89109,43,438910
RS,89117,SERTÃO,2730,1393,59,108,0.636363636363636,0.324708624708625,89117,43,438911
RS,89125,CAPÃO BONITO DO SUL,802,860,20,23,0.470381231671554,0.504398826979472,89125,43,438912
RS,89133,SEVERIANO DE ALMEIDA,1694,1114,58,79,0.575212224108659,0.378268251273345,89133,43,438913
RS,89141,CAPÃO DO CIPÓ,989,1285,46,50,0.417299578059072,0.542194092827004,89141,43,438914
RS,89150,CAPÃO DA CANOA,20498,11303,491,729,0.620756488295327,0.342297325944096,89150,43,438915
RS,89168,COQUEIRO BAIXO,870,232,29,32,0.748065348237317,0.199484092863285,89168,43,438916
RS,89176,SOBRADINHO,4985,3717,154,254,0.547200878155873,0.40801317233809,89176,43,438917
RS,89184,CORONEL PILAR,975,275,20,27,0.751734772552043,0.212027756360833,89184,43,438918
RS,89192,SOLEDADE,9030,8329,273,520,0.497465843984134,0.458847509916263,89192,43,438919
RS,89206,CRUZALTENSE,1142,541,24,39,0.654066437571592,0.309851088201604,89206,43,438920
RS,89214,TAPEJARA,11109,3239,232,284,0.747376210979548,0.217909041980624,89214,43,438921
RS,89222,FORQUETINHA,1369,636,39,42,0.656279961649089,0.304889741131352,89222,43,438922
RS,89230,TAPERA,3842,2772,88,174,0.558755090168703,0.403141361256545,89230,43,438923
RS,89247,SANTA CECÍLIA DO SUL,1086,478,25,21,0.674534161490683,0.296894409937888,89247,43,438924
RS,89249,ITATI,1494,1127,42,68,0.547052361772245,0.412669351885756,89249,43,438924
RS,89257,TAPES,4437,4303,184,259,0.483175432865077,0.468583251660677,89257,43,438925
RS,89265,JACUIZINHO,729,898,28,28,0.433155080213904,0.533571004159239,89265,43,438926
RS,89273,TAQUARA,21697,10648,565,736,0.644861201925935,0.316471497354812,89273,43,438927
RS,89281,LAGOA BONITA DO SUL,894,985,33,43,0.457289002557545,0.50383631713555,89281,43,438928
RS,89290,TAQUARI,8695,6763,363,422,0.535307517084283,0.416363972172628,89290,43,438929
RS,89303,MATO QUEIMADO,702,611,24,36,0.51128914785142,0.445010924981792,89303,43,438930
RS,89311,TENENTE PORTELA,3836,4430,118,230,0.445321569537961,0.51427908056652,89311,43,438931
RS,89320,NOVO XINGU,665,649,26,22,0.488252569750367,0.476505139500734,89320,43,438932
RS,89338,TORRES,14267,9196,472,741,0.578173123682931,0.372669800615983,89338,43,438933
RS,89346,PAULO BENTO,1181,610,21,39,0.638033495407888,0.329551593733117,89346,43,438934
RS,89354,TRAMANDAÍ,14928,11456,442,630,0.543706293706294,0.417249417249417,89354,43,438935
RS,89362,PINHAL DA SERRA,1048,822,48,37,0.536061381074169,0.420460358056266,89362,43,438936
RS,89370,TRÊS COROAS,9808,4611,204,345,0.655264564404062,0.308057188669161,89370,43,438937
RS,89389,QUATRO IRMÃOS,857,514,18,43,0.598463687150838,0.358938547486034,89389,43,438938
RS,89397,TRÊS DE MAIO,9889,4957,206,263,0.645706823375775,0.323669604962455,89397,43,438939
RS,89400,ROLADOR,844,1036,32,51,0.429954151808456,0.527763627101376,89400,43,438940
RS,89419,TRÊS PASSOS,8158,6966,228,427,0.517016287470689,0.441472843652956,89419,43,438941
RS,89435,TRIUNFO,10071,6826,322,555,0.566614155508046,0.384044109373242,89435,43,438943
RS,89443,SANTA MARGARIDA DO SUL,1033,1031,40,41,0.481585081585082,0.480652680652681,89443,43,438944
RS,89451,TUCUNDUVA,2701,1240,39,85,0.664452644526445,0.305043050430504,89451,43,438945
RS,89460,SÃO JOSÉ DO SUL,1209,439,45,47,0.694827586206897,0.252298850574713,89460,43,438946
RS,89478,TUPANCIRETÃ,6510,6107,220,344,0.493892724375996,0.463318412867006,89478,43,438947
RS,89486,SÃO PEDRO DAS MISSÕES,596,679,23,26,0.450151057401813,0.512839879154079,89486,43,438948
RS,89494,TUPARENDI,4291,1574,83,80,0.711844724618447,0.261114797611148,89494,43,438949
RS,89508,TIO HUGO,1241,879,32,35,0.567443987197074,0.401920438957476,89508,43,438950
RS,89516,URUGUAIANA,38880,22803,819,1101,0.611291920192444,0.358520824489411,89516,43,438951
RS,89524,WESTFALIA,1525,644,39,48,0.675975177304965,0.285460992907801,89524,43,438952
RS,89532,VACARIA,24745,11338,666,773,0.659479771867171,0.302169393955546,89532,43,438953
RS,89540,PINTO BANDEIRA,1677,332,30,42,0.805862566074003,0.159538683325324,89540,43,438954
RS,89559,VENÂNCIO AIRES,27288,15514,792,1089,0.610702056710606,0.347201396504263,89559,43,438955
RS,89567,PEDRAS ALTAS,508,997,18,35,0.326059050064185,0.63992297817715,89567,43,438956
RS,89575,VERA CRUZ,9009,6896,293,494,0.539719626168224,0.413132039300264,89575,43,438957
RS,89591,VERANÓPOLIS,12076,3180,273,348,0.760597090130377,0.200289727278453,89591,43,438959
RS,89613,VIADUTOS,2375,1135,60,78,0.651041666666667,0.311129385964912,89613,43,438961
RS,89630,VIAMÃO,57395,65948,2667,4245,0.440635676173659,0.506299182373038,89630,43,438963
RS,89656,VICENTE DUTRA,1767,1279,33,66,0.561844197138315,0.406677265500795,89656,43,438965
RS,89672,PALMARES DO SUL,4318,3498,153,279,0.523520853540252,0.424102812803104,89672,43,438967
RS,89699,VICTOR GRAEFF,1383,693,30,23,0.649600751526538,0.325504931892908,89699,43,438969
RS,89710,TAVARES,1712,1685,73,137,0.474632658719157,0.46714721375104,89710,43,438971
RS,89737,CAPÃO DO LEÃO,5956,7943,383,511,0.402622862164537,0.536943148786588,89737,43,438973
RS,89753,SALTO DO JACUÍ,2926,3290,133,162,0.449393334357242,0.505298725234219,89753,43,438975
RS,89770,COTIPORÃ,2261,668,71,75,0.735284552845528,0.217235772357724,89770,43,438977
RS,98213,TEUTÔNIA,12726,7126,328,507,0.615168946681491,0.344467540000967,98213,43,439821
RS,98230,BOM PRINCÍPIO,6757,1943,138,137,0.752869080779944,0.216490250696379,98230,43,439823
RS,98256,PAROBÉ,20009,11312,510,960,0.61019792016102,0.344972705925406,98256,43,439825
RS,98272,FORTALEZA DOS VALOS,1791,1357,41,49,0.553119209388512,0.419085855466337,98272,43,439827
RS,98299,JÓIA,2321,2807,74,105,0.437346900320332,0.528924062558884,98299,43,439829
SC,80004,MONTE CARLO,2772,2796,93,73,0.483432159051273,0.487617718869899,80004,42,428000
SC,80012,ABELARDO LUZ,5685,3944,93,93,0.579215486500255,0.401833927661742,80012,42,428001
SC,80020,IPORÃ DO OESTE,4201,1891,86,90,0.670229738353542,0.301691129546905,80020,42,428002
SC,80039,AGROLÂNDIA,5460,1325,58,101,0.786290322580645,0.190812211981567,80039,42,428003
SC,80047,LINDÓIA DO SUL,1954,999,44,40,0.643398090220613,0.328943035890682,80047,42,428004
SC,80055,AGRONÔMICA,3073,658,34,60,0.803398692810458,0.17202614379085,80055,42,428005
SC,80063,APIÚNA,4886,1701,88,94,0.72182006204757,0.25129265770424,80063,42,428006
SC,80071,ÁGUA DOCE,3122,1306,46,46,0.69070796460177,0.288938053097345,80071,42,428007
SC,80080,DOUTOR PEDRINHO,1987,473,25,38,0.787554498612763,0.18747522790329,80080,42,428008
SC,80098,ÁGUAS DE CHAPECÓ,1819,2068,31,76,0.455433149724587,0.517776664997496,80098,42,428009
SC,80101,JOSÉ BOITEUX,2191,1331,30,44,0.609288097886541,0.370133481646274,80101,42,428010
SC,80110,ÁGUAS MORNAS,3693,1389,76,170,0.693130630630631,0.260698198198198,80110,42,428011
SC,80128,VITOR MEIRELES,2525,1090,29,47,0.684096450826334,0.295312923327012,80128,42,428012
SC,80136,ALFREDO WAGNER,4733,1823,92,107,0.700666173205033,0.269874167283494,80136,42,428013
SC,80144,UNIÃO DO OESTE,1282,801,25,23,0.601595495072736,0.375879868606288,80144,42,428014
SC,80152,ANCHIETA,2282,1861,54,58,0.536310223266745,0.437367802585194,80152,42,428015
SC,80160,URUPEMA,1166,767,32,22,0.586814292903875,0.386009058882738,80160,42,428016
SC,80179,ANGELINA,2462,1766,84,94,0.558783477076714,0.400817067635043,80179,42,428017
SC,80187,IRACEMINHA,2183,874,42,33,0.696998722860792,0.279054916985952,80187,42,428018
SC,80195,ANITA GARIBALDI,2920,2695,99,98,0.502408809359945,0.463695801789401,80195,42,428019
SC,80209,TIMBÓ GRANDE,2172,2070,83,64,0.494873547505127,0.471633629528366,80209,42,428020
SC,80217,ANITÁPOLIS,1653,910,53,64,0.616791044776119,0.33955223880597,80217,42,428021
SC,80225,ABDON BATISTA,1357,774,17,26,0.624195032198712,0.356025758969641,80225,42,428022
SC,80233,ANTÔNIO CARLOS,5901,1271,85,161,0.795497438662712,0.171339983823133,80233,42,428023
SC,80241,SANTA ROSA DO SUL,4296,1723,84,98,0.692791485244316,0.277858409933882,80241,42,428024
SC,80250,ARAQUARI,12930,5399,207,298,0.686524370818732,0.286662419029415,80250,42,428025
SC,80268,CELSO RAMOS,1233,892,34,32,0.562756732085806,0.407120036513008,80268,42,428026
SC,80276,ARARANGUÁ,28631,12522,512,735,0.675259433962264,0.295330188679245,80276,42,428027
SC,80284,SERRA ALTA,1612,819,22,18,0.652367462565763,0.331444759206799,80284,42,428028
SC,80292,ARMAZÉM,4165,1406,42,60,0.73417944650097,0.247840648686762,80292,42,428029
SC,80306,COCAL DO SUL,8477,2782,131,275,0.72670381483069,0.238491213030433,80306,42,428030
SC,80314,ARROIO TRINTA,1990,637,34,47,0.734859675036928,0.235228951255539,80314,42,428031
SC,80322,NOVA ITABERABA,1734,1652,38,36,0.501156069364162,0.477456647398844,80322,42,428032
SC,80330,ASCURRA,4176,886,68,102,0.798165137614679,0.16934250764526,80330,42,428033
SC,80349,SANTA TEREZINHA,3800,1626,68,60,0.684191573640619,0.292761973352539,80349,42,428034
SC,80357,ATALANTA,1978,493,28,22,0.78460928203094,0.195557318524395,80357,42,428035
SC,80365,MIRIM DOCE,1350,589,19,21,0.682162708438605,0.297625063163214,80365,42,428036
SC,80373,AURORA,3581,874,22,47,0.791556145004421,0.193191865605659,80373,42,428037
SC,80381,CERRO NEGRO,1012,1569,40,22,0.382898221717745,0.593643586833144,80381,42,428038
SC,80390,BALNEÁRIO CAMBORIÚ,61035,20811,956,1408,0.724795154969719,0.24713216957606,80390,42,428039
SC,80403,PASSO DE TORRES,3632,2049,86,98,0.619266837169651,0.349360613810742,80403,42,428040
SC,80411,BARRA VELHA,14869,5028,214,334,0.72726828075324,0.245928099779897,80411,42,428041
SC,80420,BRAÇO DO TROMBUDO,2210,510,23,33,0.796109510086455,0.18371757925072,80420,42,428042
SC,80438,BENEDITO NOVO,5600,1089,95,132,0.809716599190283,0.157460960092539,80438,42,428043
SC,80446,SUL BRASIL,1122,971,23,22,0.524789522918616,0.454162768942937,80446,42,428044
SC,80454,BIGUAÇU,27499,14197,601,1113,0.633471550334025,0.327044459801889,80454,42,428045
SC,80462,VARGEM,1054,970,17,26,0.509917755200774,0.469279148524432,80462,42,428046
SC,80470,BLUMENAU,159256,52292,2648,5654,0.724384807823516,0.237853081646577,80470,42,428047
SC,80489,ARABUTÃ,2129,1023,31,60,0.656490903484428,0.315448658649399,80489,42,428048
SC,80497,BOM RETIRO,3236,1892,81,105,0.608957470831765,0.356040647346632,80497,42,428049
SC,80500,ÁGUAS FRIAS,1234,925,30,31,0.555855855855856,0.416666666666667,80500,42,428050
SC,80519,BOTUVERÁ,2956,779,49,76,0.76580310880829,0.201813471502591,80519,42,428051
SC,80527,GUATAMBÚ,2241,2663,65,63,0.445349761526232,0.529213036565978,80527,42,428052
SC,80535,BRAÇO DO NORTE,16518,3918,200,296,0.789126695967896,0.187177527231034,80535,42,428053
SC,80543,PLANALTO ALEGRE,1131,1218,20,24,0.472628499791057,0.508984538236523,80543,42,428054
SC,80551,BRUSQUE,61992,16877,888,1553,0.762415447054483,0.20756364530808,80551,42,428055
SC,80560,RIQUEZA,1977,1373,32,38,0.578070175438597,0.401461988304094,80560,42,428056
SC,80578,CAÇADOR,24290,16465,717,712,0.575810733927555,0.390313863076048,80578,42,428057
SC,80586,LAJEADO GRANDE,797,485,12,14,0.609327217125382,0.370795107033639,80586,42,428058
SC,80594,CAIBI,2957,1176,32,50,0.701542111506524,0.279003558718861,80594,42,428059
SC,80608,RIO RUFINO,1174,696,23,23,0.612734864300626,0.363256784968685,80608,42,428060
SC,80616,CAMBORIÚ,32194,12185,545,825,0.703709370696627,0.266344619554526,80616,42,428061
SC,80624,PASSOS MAIA,1228,1494,25,20,0.4438019515721,0.539934947596675,80624,42,428062
SC,80632,CAMPO ALEGRE,6355,1598,89,127,0.777940996449994,0.195617578650998,80632,42,428063
SC,80640,SÃO JOÃO DO OESTE,3304,1015,45,74,0.744479495268139,0.228706624605678,80640,42,428064
SC,80659,CAMPO BELO DO SUL,2496,2307,56,77,0.505672609400324,0.467382495948136,80659,42,428065
SC,80667,CALMON,792,1518,26,17,0.33659158521037,0.645133871653209,80667,42,428066
SC,80675,CAMPO ERÊ,2619,3099,72,61,0.447615792172278,0.529653050760554,80675,42,428067
SC,80683,BALNEÁRIO BARRA DO SUL,5809,2303,59,124,0.700301386377336,0.277637130801688,80683,42,428068
SC,80691,CAMPOS NOVOS,13785,6977,293,248,0.647091958879031,0.327512556916866,80691,42,428069
SC,80705,PARAÍSO,1486,1477,36,43,0.488494411571335,0.485535831689678,80705,42,428070
SC,80713,CANELINHA,5579,1881,87,147,0.725110475695347,0.244476215232649,80713,42,428071
SC,80721,SANTA HELENA,1068,830,34,30,0.54434250764526,0.423037716615698,80721,42,428072
SC,80730,CANOINHAS,23038,9995,661,959,0.664819784722823,0.288431016073644,80730,42,428073
SC,80748,BELMONTE,1165,766,27,28,0.586606243705942,0.385699899295066,80748,42,428074
SC,80756,CAPINZAL,8873,5061,202,250,0.616780202975115,0.351800361462533,80756,42,428075
SC,80764,NOVO HORIZONTE,1221,895,22,14,0.567379182156134,0.41589219330855,80764,42,428076
SC,80772,CATANDUVAS,4293,2539,54,78,0.616456059735784,0.364589316484779,80772,42,428077
SC,80780,SÃO MIGUEL DA BOA VISTA,690,717,11,17,0.480836236933798,0.499651567944251,80780,42,428078
SC,80799,CAXAMBU DO SUL,1805,1879,38,30,0.481076759061834,0.500799573560768,80799,42,428079
SC,80802,ARVOREDO,1233,852,29,23,0.576977070659804,0.398689751988769,80802,42,428080
SC,80810,CHAPECÓ,81666,48271,1494,1914,0.612441411376505,0.362000824927819,80810,42,428081
SC,80829,IPUAÇU,1499,3010,39,43,0.326508385972555,0.655630581572642,80829,42,428082
SC,80837,CONCÓRDIA,34006,14216,532,731,0.687198140850763,0.287278973426291,80837,42,428083
