SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,bolsonaro,lula,branco,nulo,bolsonaro_perc,lula_perc,codigo_ibge,cod_uf,codigo_ibge_dv
MA,9598,PAULO RAMOS,3103,8798,90,198,0.254573796045615,0.72179834276807,09598,21,210959
MA,9610,AÇAILÂNDIA,31734,27046,582,684,0.528494820637511,0.450421343636545,09610,21,210961
MA,9636,ESTREITO,7836,9742,148,237,0.436230028391694,0.542337026109225,09636,21,210963
MA,9652,SANTA LUZIA DO PARUÁ,3485,9138,95,216,0.269444873975568,0.706509973712695,09652,21,210965
MA,9679,ARAME,4361,11517,71,223,0.269663616126639,0.712156814246846,09679,21,210967
MA,9695,MIRANDA DO NORTE,2856,8836,112,179,0.238337644997079,0.737377952098807,09695,21,210969
MA,9717,ZÉ DOCA,6313,17461,183,433,0.258835588355884,0.715908159081591,09717,21,210971
MG,40002,ALFREDO VASCONCELOS,1901,2824,69,190,0.381420545746388,0.56661316211878,40002,31,314000
MG,40010,ABADIA DOS DOURADOS,2160,2351,50,128,0.460652591170825,0.501386223075283,40010,31,314001
MG,40029,ARAPORÃ,2564,2519,42,111,0.489686783804431,0.48109243697479,40029,31,314002
MG,40037,ABAETÉ,7696,6302,189,264,0.532558300463636,0.436094387931631,40037,31,314003
MG,40045,BRASILÂNDIA DE MINAS,3640,5203,74,134,0.402165506573859,0.574853607336206,40045,31,314004
MG,40053,ABRE CAMPO,3665,5292,162,184,0.393958937976997,0.568848758465011,40053,31,314005
MG,40061,CAPITÃO ANDRADE,1391,1351,24,63,0.491693177801343,0.477553905973842,40061,31,314006
MG,40070,ACAIACA,787,1783,26,78,0.294315632011967,0.666791323859387,40070,31,314007
MG,40088,CARNEIRINHO,2996,3112,29,108,0.479743795036029,0.498318654923939,40088,31,314008
MG,40096,AÇUCENA,2069,3346,91,157,0.365354052622285,0.590852904820766,40096,31,314009
MG,40100,CATUJI,1270,4196,52,178,0.222963483146067,0.736657303370787,40100,31,314010
MG,40118,ÁGUA BOA,2796,4793,55,214,0.355815729193179,0.609951641639094,40118,31,314011
MG,40126,DIVISA ALEGRE,1335,2401,34,121,0.343099460292984,0.617065021845284,40126,31,314012
MG,40134,ÁGUA COMPRIDA,1004,755,16,48,0.550740537575425,0.414152495885902,40134,31,314013
MG,40142,DIVISÓPOLIS,1619,3405,59,134,0.310331608203949,0.652673950546291,40142,31,314014
MG,40150,AGUANIL,1439,1607,64,127,0.444547420451035,0.496447327772629,40150,31,314015
MG,40169,DURANDÉ,2118,2849,52,109,0.413026521060842,0.555577223088924,40169,31,314016
MG,40177,ÁGUAS FORMOSAS,4582,6451,132,319,0.398989898989899,0.56173807035876,40177,31,314017
MG,40185,ENTRE FOLHAS,2180,2278,41,100,0.474016090454447,0.495325070667536,40185,31,314018
MG,40193,ÁGUAS VERMELHAS,1985,4657,108,261,0.283126515475681,0.664241905576951,40193,31,314019
MG,40207,FERVEDOURO,2703,3856,87,189,0.395464520848574,0.564155084125823,40207,31,314020
MG,40215,AIMORÉS,7655,6314,187,242,0.531671065425754,0.438533129601334,40215,31,314021
MG,40223,FRANCISCÓPOLIS,954,2352,24,110,0.277325581395349,0.683720930232558,40223,31,314022
MG,40231,AIURUOCA,1797,2094,60,95,0.444142362827484,0.517548195748888,40231,31,314023
MG,40240,ICARAÍ DE MINAS,1744,4406,63,97,0.276386687797147,0.698256735340729,40240,31,314024
MG,40258,ALAGOA,1259,670,33,35,0.630445668502754,0.335503254882323,40258,31,314025
MG,40266,IPABA,5013,4878,112,157,0.493405511811024,0.480118110236221,40266,31,314026
MG,40274,ALBERTINA,1611,715,21,55,0.670691090757702,0.29766860949209,40274,31,314027
MG,40282,JAÍBA,7421,11430,193,459,0.38050556324668,0.586063682510383,40282,31,314028
MG,40290,ALÉM PARAÍBA,9220,11582,298,488,0.427089123587178,0.536501760237169,40290,31,314029
MG,40304,JAMPRUCA,871,2086,34,73,0.284268929503916,0.680809399477807,40304,31,314030
MG,40312,ALFENAS,27225,19004,714,993,0.567944759679573,0.39644526034713,40312,31,314031
MG,40320,JUATUBA,8879,8576,325,595,0.483210884353742,0.466721088435374,40320,31,314032
MG,40339,ALMENARA,5975,15440,252,599,0.26834635767538,0.693433935147759,40339,31,314033
MG,40347,LAGOA GRANDE,2519,3214,80,92,0.426587637595258,0.54428450465707,40347,31,314034
MG,40355,ALPERCATA,2018,2484,53,79,0.435476909797151,0.536037980146741,40355,31,314035
MG,40363,LIMEIRA DO OESTE,2167,2777,50,85,0.42665879110061,0.546761173459342,40363,31,314036
MG,40371,ALPINÓPOLIS,6768,5563,155,297,0.529453180004694,0.435187358210123,40371,31,314037
MG,40380,LONTRA,1533,4266,50,145,0.255755755755756,0.711711711711712,40380,31,314038
MG,40398,ALTEROSA,5364,4226,109,200,0.541872916456208,0.426911809273664,40398,31,314039
MG,40401,MAMONAS,1400,3161,54,98,0.297050710799915,0.67069806917038,40401,31,314040
MG,40410,ALTO RIO DOCE,1949,5303,117,188,0.257906576683869,0.701733492126505,40410,31,314041
MG,40428,MATA VERDE,1917,3005,47,175,0.372667185069985,0.584175738724728,40428,31,314042
MG,40436,ALVARENGA,1516,1862,36,53,0.437265647533891,0.537063743870782,40436,31,314043
MG,40444,MATIAS CARDOSO,1376,3556,43,90,0.271668311944719,0.702073050345508,40444,31,314044
MG,40452,ALVINÓPOLIS,3041,6851,121,314,0.294470804686743,0.663406604047642,40452,31,314045
MG,40460,MONTEZUMA,1249,2830,56,172,0.289993034594846,0.657069886231716,40460,31,314046
MG,40479,ALVORADA DE MINAS,724,2284,39,106,0.229622581668252,0.724389470345703,40479,31,314047
MG,40487,NAQUE,1667,2248,74,111,0.406585365853659,0.548292682926829,40487,31,314048
MG,40495,AMPARO DO SERRA,865,2658,31,67,0.23888428610881,0.734051367025684,40495,31,314049
MG,40509,NOVO ORIENTE DE MINAS,1503,4168,61,237,0.25180097168705,0.698274417825432,40509,31,314050
MG,40517,ANDRADAS,15286,7746,370,680,0.63474794452288,0.32165102566232,40517,31,314051
MG,40525,PALMÓPOLIS,1007,3008,72,157,0.237276154571159,0.708765315739868,40525,31,314052
MG,40533,CACHOEIRA DE PAJEÚ,1536,3421,52,106,0.300293255131965,0.668817204301075,40533,31,314053
MG,40541,PEDRAS DE MARIA DA CRUZ,1199,4075,48,101,0.221095334685598,0.751429098285082,40541,31,314054
MG,40550,ANDRELÂNDIA,3159,3978,146,292,0.417029702970297,0.525148514851485,40550,31,314055
MG,40568,PERIQUITO,2182,2447,56,67,0.459175084175084,0.514941077441077,40568,31,314056
MG,40576,ANTÔNIO CARLOS,2582,4916,124,244,0.328248156623443,0.624968217645563,40576,31,314057
MG,40584,PONTO DOS VOLANTES,1829,4355,62,212,0.283214617528647,0.674357386187674,40584,31,314058
MG,40592,ANTÔNIO DIAS,2862,3648,107,171,0.42162639952858,0.537418974661167,40592,31,314059
MG,40606,RIACHINHO,1506,2663,47,78,0.350721937587331,0.620167675826735,40606,31,314060
MG,40614,ANTÔNIO PRADO DE MINAS,592,863,21,29,0.393355481727575,0.573421926910299,40614,31,314061
MG,40622,ROSÁRIO DA LIMEIRA,1480,2527,72,107,0.353559483994267,0.603678929765886,40622,31,314062
MG,40630,ARAÇAÍ,785,1099,16,51,0.402357765248591,0.563300871348027,40630,31,314063
MG,40649,SANTA BÁRBARA DO LESTE,2892,2726,83,160,0.493431155092988,0.465108343286129,40649,31,314064
MG,40657,ARACITABA,669,1149,30,68,0.349164926931107,0.599686847599165,40657,31,314065
MG,40665,SANTA RITA DE MINAS,2365,2230,58,125,0.494976977814985,0.466722478024278,40665,31,314066
MG,40673,ARAÇUAÍ,6339,12340,211,450,0.327766287487073,0.638055842812823,40673,31,314067
MG,40681,SANTANA DO PARAÍSO,10563,7093,230,305,0.580671760760816,0.389918091363861,40681,31,314068
MG,40690,ARAGUARI,42103,26117,736,1622,0.596545665788206,0.370044489784352,40690,31,314069
MG,40703,SÃO JOÃO DA LAGOA,958,2698,35,85,0.253707627118644,0.714512711864407,40703,31,314070
MG,40711,ARANTINA,655,1477,40,70,0.292149866190901,0.65878679750223,40711,31,314071
MG,40720,SÃO JOÃO DO MANHUAÇU,3925,3520,77,90,0.515633210719916,0.46242774566474,40720,31,314072
MG,40738,ARAPONGA,1317,3842,121,178,0.241297178453646,0.703920850128252,40738,31,314073
MG,40746,SÃO JOÃO DO MANTENINHA,1860,1895,54,66,0.48,0.489032258064516,40746,31,314074
MG,40754,ARAPUÁ,1610,876,29,67,0.623547637490318,0.339271882261813,40754,31,314075
MG,40762,SÃO JOÃO DO PACUÍ,641,2207,24,71,0.217804960924227,0.749915052667346,40762,31,314076
MG,40770,ARAÚJOS,3218,2017,80,117,0.592415316642121,0.371318114874816,40770,31,314077
MG,40789,SÃO JOSÉ DA LAPA,8535,7131,236,399,0.523587509968714,0.437457824673333,40789,31,314078
MG,40797,ARAXÁ,33959,27117,893,1750,0.532949355765156,0.4255716505281,40797,31,314079
MG,40800,SARZEDO,11201,8813,370,549,0.535088138346152,0.421009888692495,40800,31,314080
MG,40819,ARCEBURGO,3260,2397,96,226,0.54524167921057,0.400903161063723,40819,31,314081
MG,40827,SEM PEIXE,722,1679,28,65,0.289494787489976,0.673215717722534,40827,31,314082
MG,40835,ARCOS,14258,10765,539,829,0.540259937099769,0.407904209768482,40835,31,314083
MG,40843,SENADOR AMARAL,2559,1794,72,101,0.565399911621741,0.39637649138312,40843,31,314084
MG,40851,AREADO,5324,3655,152,253,0.567348678601876,0.389492753623188,40851,31,314085
MG,40860,UBAPORANGA,4453,3343,76,178,0.553167701863354,0.41527950310559,40860,31,314086
MG,40878,ARGIRITA,664,1585,23,47,0.286330314790858,0.683484260457094,40878,31,314087
MG,40886,URUCUIA,1927,3376,54,120,0.351834946138397,0.616395837137119,40886,31,314088
MG,40894,ARINOS,3799,5868,116,201,0.380508814102564,0.587740384615385,40894,31,314089
MG,40908,VARGEM ALEGRE,1967,2321,48,104,0.443018018018018,0.522747747747748,40908,31,314090
MG,40916,ASTOLFO DUTRA,4147,4398,122,168,0.469383135257499,0.497792869269949,40916,31,314091
MG,40924,JOSENÓPOLIS,530,1618,21,76,0.236080178173719,0.720712694877506,40924,31,314092
MG,40932,ATALÉIA,2334,5135,71,191,0.301901435778037,0.664209028586211,40932,31,314093
MG,40940,JUVENÍLIA,1193,2526,34,92,0.310273081924577,0.656957087126138,40940,31,314094
MG,40959,AUGUSTO DE LIMA,1192,1717,28,88,0.39404958677686,0.567603305785124,40959,31,314095
MG,40967,LEME DO PRADO,765,2083,38,79,0.258010118043845,0.702529510961214,40967,31,314096
MG,40975,BAEPENDI,7566,4560,186,307,0.599572073856883,0.361359854188129,40975,31,314097
MG,40983,LUISBURGO,2719,1816,74,82,0.579620549989341,0.387124280537199,40983,31,314098
MG,40991,BALDIM,2620,2808,76,104,0.467189728958631,0.500713266761769,40991,31,314099
MG,41009,LUISLÂNDIA,775,3724,33,70,0.168405041286397,0.809213385484572,41009,31,314100
MG,41017,BAMBUÍ,6622,7554,182,323,0.451059192153123,0.514542606089503,41017,31,314101
MG,41025,MÁRIO CAMPOS,5079,4604,160,311,0.500196966712626,0.453417372464054,41025,31,314102
MG,41033,BANDEIRA,573,2578,40,106,0.173794358507734,0.781922960266909,41033,31,314103
MG,41041,MARTINS SOARES,2820,3210,53,116,0.454912082593967,0.517825455718664,41041,31,314104
MG,41050,BANDEIRA DO SUL,2328,1746,50,91,0.552313167259787,0.41423487544484,41050,31,314105
MG,41068,MIRAVÂNIA,611,1952,30,73,0.229182295573894,0.73218304576144,41068,31,314106
MG,41076,BARÃO DE COCAIS,8147,10882,365,650,0.406455797246059,0.542905607663141,41076,31,314107
MG,41084,MONTE FORMOSO,614,2136,29,119,0.211870255348516,0.737060041407868,41084,31,314108
MG,41092,BARÃO DE MONTE ALTO,1466,2720,35,102,0.33911635438353,0.629192690261393,41092,31,314109
MG,41106,NATALÂNDIA,914,1452,35,29,0.376131687242798,0.597530864197531,41106,31,314110
MG,41114,BARBACENA,33503,43750,1150,2636,0.413418230728415,0.539863522501512,41114,31,314111
MG,41122,NINHEIRA,1663,3738,105,262,0.288314840499307,0.648058252427185,41122,31,314112
MG,41130,BARRA LONGA,1164,3063,49,126,0.264425261244889,0.695820081781009,41130,31,314113
MG,41149,NOVA BELÉM,1147,1439,31,53,0.429588014981273,0.538951310861423,41149,31,314114
MG,41157,TRÊS MARIAS,9018,8635,248,449,0.491444141689373,0.470572207084469,41157,31,314115
MG,41165,NOVA PORTEIRINHA,1668,3023,43,90,0.345771144278607,0.626658374792703,41165,31,314116
MG,41173,BARROSO,5385,7938,287,483,0.382104590931668,0.563258355211807,41173,31,314117
MG,41181,NOVORIZONTE,1264,2128,62,87,0.356961310364304,0.600960180739904,41181,31,314118
MG,41190,BELA VISTA DE MINAS,2255,4005,105,172,0.344959461526694,0.612666360715925,41190,31,314119
MG,41203,OLHOS D ÁGUA,904,2939,41,68,0.228744939271255,0.743674089068826,41203,31,314120
MG,41211,BELMIRO BRAGA,795,1613,24,30,0.322908204711617,0.655158407798538,41211,31,314121
MG,41220,ORATÓRIOS,785,2523,45,100,0.227338546191717,0.730668983492615,41220,31,314122
MG,41238,BELO HORIZONTE,834548,703755,24802,45763,0.518717508210742,0.437422461009853,41238,31,314123
MG,41246,ORIZÂNIA,2219,2722,60,112,0.433991785644436,0.532368472521025,41246,31,314124
MG,41254,BELO ORIENTE,6883,7521,208,337,0.460432135928825,0.503110575958258,41254,31,314125
MG,41262,PADRE CARVALHO,902,2205,30,70,0.281259744309323,0.68755846585594,41262,31,314126
MG,41270,BELO VALE,2542,3817,79,202,0.382831325301205,0.574849397590362,41270,31,314127
MG,41289,PAI PEDRO,934,2881,36,101,0.236336032388664,0.728997975708502,41289,31,314128
MG,41297,BERILO,1303,4308,93,153,0.222468840703432,0.735530134881339,41297,31,314129
MG,41300,PATIS,736,2958,38,75,0.193328079852903,0.77698975571316,41300,31,314130
MG,41319,BERTÓPOLIS,822,2201,21,80,0.263124199743918,0.704545454545455,41319,31,314131
MG,41327,PEDRA BONITA,2496,2255,67,103,0.507213980898191,0.4582401950823,41327,31,314132
MG,41335,BETIM,123818,112360,4102,8291,0.49811924963089,0.452023767857071,41335,31,314133
MG,41343,PIEDADE DE CARATINGA,3236,2635,85,126,0.532061821769155,0.433245642880631,41343,31,314134
MG,41351,BIAS FORTES,735,2033,39,85,0.254149377593361,0.702973720608575,41351,31,314135
MG,41360,PINGO D ÁGUA,1171,1987,45,75,0.357230018303844,0.606162294081757,41360,31,314136
MG,41378,BICAS,3950,4693,120,266,0.437479233580685,0.519769631188393,41378,31,314137
MG,41386,PINTÓPOLIS,1142,3145,52,92,0.257729632137215,0.709772060482961,41386,31,314138
MG,41394,BIQUINHAS,954,1025,25,41,0.466503667481663,0.501222493887531,41394,31,314139
MG,41408,PONTO CHIQUE,531,2001,35,73,0.201136363636364,0.757954545454545,41408,31,314140
MG,41416,BOA ESPERANÇA,12893,11029,399,517,0.519083662130606,0.44403736210645,41416,31,314141
MG,41424,REDUTO,2189,2306,44,78,0.474117392246047,0.499458522850336,41424,31,314142
MG,41432,BOCAINA DE MINAS,1470,1931,69,130,0.408333333333333,0.536388888888889,41432,31,314143
MG,41440,SANTA BÁRBARA DO MONTE VERDE,944,1673,34,56,0.348725526413003,0.61802733653491,41440,31,314144
MG,41459,BOCAIÚVA,8182,19692,432,673,0.282342385865627,0.679526553711308,41459,31,314145
MG,41467,SANTA CRUZ DE MINAS,2865,2275,113,173,0.528013269443421,0.41927755252488,41467,31,314146
MG,41475,BOM DESPACHO,19599,9809,485,717,0.640280953936622,0.320450833061091,41475,31,314147
MG,41483,SANTA CRUZ DE SALINAS,460,2435,45,105,0.151067323481117,0.799671592775041,41483,31,314148
MG,41491,BOM JARDIM DE MINAS,1816,2723,81,134,0.38199411022297,0.572780816154817,41491,31,314149
MG,41505,SANTA HELENA DE MINAS,967,2859,33,103,0.244068652195861,0.721605249873801,41505,31,314150
MG,41513,BOM JESUS DA PENHA,1689,1067,33,71,0.590559440559441,0.373076923076923,41513,31,314151
MG,41521,SANTO ANTÔNIO DO RETIRO,1233,3109,44,164,0.270989010989011,0.683296703296703,41521,31,314152
MG,41530,BOM JESUS DO AMPARO,1466,2442,55,162,0.355393939393939,0.592,41530,31,314153
MG,41548,SÃO DOMINGOS DAS DORES,2238,1908,60,62,0.524367385192127,0.447047797563261,41548,31,314154
MG,41556,BOM JESUS DO GALHO,4190,5194,125,226,0.430405752439651,0.533538777606574,41556,31,314155
MG,41564,SÃO FÉLIX DE MINAS,1121,1266,23,47,0.456247456247456,0.515262515262515,41564,31,314156
MG,41572,BOM REPOUSO,3730,3604,138,175,0.487772982869099,0.471295933045639,41572,31,314157
MG,41580,SÃO GERALDO DO BAIXIO,1009,1227,23,49,0.437175043327556,0.531629116117851,41580,31,314158
MG,41599,BOM SUCESSO,5096,6095,188,361,0.434071550255537,0.519165247018739,41599,31,314159
MG,41602,SÃO JOÃO DAS MISSÕES,1678,5239,77,196,0.233379694019472,0.72865090403338,41602,31,314160
MG,41610,BONFIM,2297,3011,114,214,0.407558552164656,0.534244144783535,41610,31,314161
MG,41629,SÃO JOAQUIM DE BICAS,7479,8703,274,505,0.440952774010966,0.513118330287129,41629,31,314162
MG,41637,BONFINÓPOLIS DE MINAS,1460,2095,56,68,0.396846969285132,0.569448219624898,41637,31,314163
MG,41645,SÃO JOSÉ DA BARRA,2606,2428,65,103,0.500961168781238,0.466743560169166,41645,31,314164
MG,41653,BORDA DA MATA,6026,4059,155,320,0.570643939393939,0.384375,41653,31,314165
MG,41661,ALTO CAPARAÓ,2559,1062,28,57,0.690501888828926,0.28656233135456,41661,31,314166
MG,41670,BOTELHOS,4343,5214,122,236,0.438023197175996,0.525869894099849,41670,31,314167
MG,41688,ANGELÂNDIA,2042,2513,62,125,0.430619991564741,0.529945170814003,41688,31,314168
MG,41696,BOTUMIRIM,806,2870,43,111,0.210443864229765,0.74934725848564,41696,31,314169
MG,41700,ARICANDUVA,969,2308,44,105,0.282837127845884,0.673671920607122,41700,31,314170
MG,41718,BRASÍLIA DE MINAS,5601,13432,268,516,0.282636120502599,0.677801887268507,41718,31,314171
MG,41726,BERIZAL,860,2162,41,108,0.271207820876695,0.681803847366761,41726,31,314172
MG,41734,BRÁS PIRES,1240,2026,40,71,0.367189813443885,0.599940775836541,41734,31,314173
MG,41742,BONITO DE MINAS,950,4523,53,130,0.167963224893918,0.799681753889675,41742,31,314174
MG,41750,BRAÚNAS,1176,1827,47,94,0.374045801526718,0.581106870229008,41750,31,314175
MG,41769,BUGRE,1618,1534,32,57,0.49922863313792,0.473310706572046,41769,31,314176
MG,41777,BRAZÓPOLIS,5131,4161,213,321,0.522186037044576,0.423468349277427,41777,31,314177
MG,41785,CABECEIRA GRANDE,2029,1950,64,71,0.493193971803598,0.473991249392319,41785,31,314178
MG,41793,BRUMADINHO,12689,12280,452,826,0.48344572713072,0.467862993865966,41793,31,314179
MG,41807,CAMPO AZUL,568,2137,35,62,0.202712348322627,0.762669521770164,41807,31,314180
MG,41815,BUENO BRANDÃO,4499,2216,136,181,0.639789533560865,0.315130830489192,41815,31,314181
MG,41823,CANTAGALO,695,1859,37,82,0.260007482229704,0.695473251028807,41823,31,314182
MG,41831,BUENÓPOLIS,1931,3212,78,173,0.35799035965888,0.595476455320727,41831,31,314183
MG,41840,CATAS ALTAS,1464,2227,67,142,0.375384615384615,0.571025641025641,41840,31,314184
MG,41858,BURITIS,7637,6367,165,291,0.528146611341632,0.440318118948824,41858,31,314185
MG,41866,CATUTI,847,2369,39,105,0.252083333333333,0.705059523809524,41866,31,314186
MG,41874,BURITIZEIRO,5906,7937,187,438,0.40821122477191,0.548589991705834,41874,31,314187
MG,41882,CHAPADA GAÚCHA,2132,4179,77,195,0.323864499468328,0.634816952757102,41882,31,314188
MG,41890,CABO VERDE,3550,3926,90,141,0.460620215388608,0.509407032567796,41890,31,314189
MG,41904,CÔNEGO MARINHO,671,3635,61,126,0.149343423102604,0.809036278655687,41904,31,314190
MG,41912,CACHOEIRA DA PRATA,1334,1439,45,65,0.462712452306625,0.499132847728061,41912,31,314191
MG,41920,CONFINS,2975,2403,66,99,0.536712971315172,0.433519754645499,41920,31,314192
MG,41939,CACHOEIRA DE MINAS,4758,2909,95,204,0.597288476023098,0.365177002259603,41939,31,314193
MG,41947,CÓRREGO FUNDO,2398,1745,87,172,0.544752385279419,0.39641072239891,41947,31,314194
MG,41955,CACHOEIRA DOURADA,597,1227,18,36,0.317891373801917,0.65335463258786,41955,31,314195
MG,41963,CRISÓLITA,828,2441,23,107,0.24360105913504,0.718152397764048,41963,31,314196
MG,41971,CAETANÓPOLIS,3813,2870,94,269,0.541158103888731,0.407323304002271,41971,31,314197
MG,41980,CUPARAQUE,1706,1100,15,35,0.59733893557423,0.38515406162465,41980,31,314198
MG,41998,CAETÉ,11825,14026,408,885,0.435639552018862,0.516725611553198,41998,31,314199
MG,42005,CURRAL DE DENTRO,1736,2861,47,144,0.362573099415205,0.597535505430242,42005,31,314200
MG,42013,CAIANA,1411,1846,41,76,0.418197984588026,0.547125074096029,42013,31,314201
MG,42021,DELTA,1976,3213,62,100,0.369276770697066,0.600448514296393,42021,31,314202
MG,42030,CAJURI,993,2640,54,91,0.262837480148227,0.698782424563261,42030,31,314203
MG,42048,DOM BOSCO,1430,1251,21,36,0.522279035792549,0.456902848794741,42048,31,314204
MG,42056,CALDAS,4893,3443,96,232,0.564750692520776,0.397391505078486,42056,31,314205
MG,42064,FREI LAGONEGRO,779,1751,42,80,0.293740573152338,0.66025641025641,42064,31,314206
MG,42072,CAMACHO,1057,1451,50,52,0.404980842911877,0.555938697318008,42072,31,314207
MG,42080,FRUTA DE LEITE,596,2500,33,92,0.185035703197765,0.776156473144986,42080,31,314208
MG,42099,CAMANDUCAIA,7741,5879,228,330,0.545986740019749,0.414656510086049,42099,31,314209
MG,42102,GAMELEIRAS,1068,2348,19,62,0.305404632542179,0.671432656562768,42102,31,314210
MG,42110,CAMBUÍ,9500,6798,283,581,0.553548537466496,0.396107679757604,42110,31,314211
MG,42129,GLAUCILÂNDIA,847,2167,30,51,0.273667205169628,0.70016155088853,42129,31,314212
MG,42137,CAMBUQUIRA,3875,3652,117,252,0.490754812563323,0.462512664640324,42137,31,314213
MG,42145,GOIABEIRA,1287,970,23,38,0.555220017256255,0.41846419327006,42145,31,314214
MG,42153,CAMPANÁRIO,714,1482,22,58,0.313708260105448,0.651142355008787,42153,31,314215
MG,42161,GOIANÁ,1397,1752,34,87,0.427217125382263,0.535779816513762,42161,31,314216
MG,42170,CAMPANHA,5963,3413,166,251,0.608904319411825,0.348514244868784,42170,31,314217
MG,42188,GUARACIAMA,657,3312,45,80,0.16047874938935,0.808988764044944,42188,31,314218
MG,42196,CAMPESTRE,8049,4914,258,313,0.594724397812916,0.363085562287572,42196,31,314219
MG,42200,IBIRACATU,829,2913,52,110,0.21234631147541,0.746157786885246,42200,31,314220
MG,42218,CAMPINA VERDE,5848,5301,113,214,0.509585221331474,0.461920529801325,42218,31,314221
MG,42226,IMBÉ DE MINAS,1798,2466,31,71,0.411818598259276,0.56481905634448,42226,31,314222
MG,42234,CAMPO BELO,17341,12335,554,904,0.556979507933449,0.396190659728914,42234,31,314223
MG,42242,INDAIABIRA,1846,2431,39,136,0.414645103324349,0.546046720575022,42242,31,314224
MG,42250,CAMPO DO MEIO,3052,4481,148,163,0.389087200407955,0.571264660887302,42250,31,314225
MG,42269,JAPONVAR,1185,4639,61,166,0.195835399107586,0.766650140472649,42269,31,314226
MG,42277,CAMPO FLORIDO,2266,2626,34,98,0.451035031847134,0.522691082802548,42277,31,314227
MG,42285,JENIPAPO DE MINAS,892,2744,39,108,0.235791699709226,0.725350251123447,42285,31,314228
MG,42293,CAMPOS ALTOS,4319,2903,116,162,0.575866666666667,0.387066666666667,42293,31,314229
MG,42307,JOSÉ GONÇALVES DE MINAS,668,1765,27,85,0.262475442043222,0.693516699410609,42307,31,314230
MG,42315,CAMPOS GERAIS,8469,6852,262,334,0.532072626751272,0.430483131243325,42315,31,314231
MG,42323,JOSÉ RAYDAN,960,1767,33,91,0.336723956506489,0.619782532444756,42323,31,314232
MG,42331,CANAÃ,920,2593,42,94,0.252123869553302,0.710605645382297,42331,31,314233
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,964,1302,33,76,0.405894736842105,0.548210526315789,42340,31,314234
MG,42358,CANÁPOLIS,2591,4042,73,145,0.378192964530725,0.589986863231645,42358,31,314235
MG,42366,SÃO SEBASTIÃO DO ANTA,1993,1869,29,79,0.502015113350126,0.470780856423174,42366,31,314236
MG,42374,CANA VERDE,1843,1985,53,61,0.467529173008625,0.503551496702182,42374,31,314237
MG,42382,SERRANÓPOLIS DE MINAS,841,2149,31,71,0.271992238033635,0.695019404915912,42382,31,314238
MG,42390,CANDEIAS,4819,4301,183,306,0.501509001977313,0.447601207201582,42390,31,314239
MG,42404,SETUBINHA,1131,4499,59,230,0.191079574252408,0.760094610576111,42404,31,314240
MG,42412,CAPARAÓ,2024,1395,30,54,0.577790465315444,0.398230088495575,42412,31,314241
MG,42420,TAPARUBA,1137,1636,32,69,0.395615866388309,0.569241475295755,42420,31,314242
MG,42439,CAPELA NOVA,1209,2307,101,114,0.32404181184669,0.61833288662557,42439,31,314243
MG,42447,UNIÃO DE MINAS,958,1478,16,33,0.385513078470825,0.59476861167002,42447,31,314244
MG,42455,CAPELINHA,9118,12197,320,591,0.410240259155944,0.548771708809503,42455,31,314245
MG,42463,URUANA DE MINAS,1194,1316,31,46,0.461538461538462,0.508697332817936,42463,31,314246
MG,42471,CAPETINGA,2150,1929,38,130,0.506239698610784,0.454202966800094,42471,31,314247
MG,42480,VARGEM GRANDE DO RIO PARDO,1595,1469,26,96,0.500627746390458,0.461079723791588,42480,31,314248
MG,42498,CAPIM BRANCO,3646,2736,99,206,0.545237027067444,0.409152086137281,42498,31,314249
MG,42501,VARJÃO DE MINAS,2433,2593,67,80,0.470326696307752,0.501256524260584,42501,31,314250
MG,42510,CAPINÓPOLIS,3905,5052,78,159,0.424733521862084,0.549488797041549,42510,31,314251
MG,42528,VERDELÂNDIA,1213,3498,47,115,0.24892263492715,0.71783295711061,42528,31,314252
MG,42536,CAPITÃO ENÉAS,2607,6533,124,295,0.272727272727273,0.683439690344178,42536,31,314253
MG,42544,VEREDINHA,964,2692,67,111,0.251434533124674,0.702138758476787,42544,31,314254
MG,42552,CAPITÓLIO,3676,2319,71,155,0.590901784279055,0.372769651181482,42552,31,314255
MG,42560,VERMELHO NOVO,1648,2046,70,90,0.427607680332122,0.530877010897769,42560,31,314256
MG,42579,CAPUTIRA,2573,3822,104,149,0.387033694344164,0.574909747292419,42579,31,314257
MG,42587,TOCOS DO MOJI,1482,1748,76,101,0.434986791899031,0.513061344291165,42587,31,314258
MG,42595,CARAÍ,2084,7228,105,393,0.21243628950051,0.736799184505607,42595,31,314259
MG,42617,CARANAÍBA,1002,1493,59,93,0.378541745372119,0.564034756327918,42617,31,314261
MG,42633,CARANDAÍ,7374,8977,419,599,0.424549484714146,0.516840347745984,42633,31,314263
MG,42650,CARANGOLA,8726,9738,220,465,0.455689592145804,0.508538304872317,42650,31,314265
MG,42676,CARATINGA,25737,21977,663,1149,0.519666437830634,0.443746718895126,42676,31,314267
MG,42692,CARBONITA,1933,3693,81,161,0.329413769597819,0.629345603271984,42692,31,314269
MG,42714,CAREAÇU,2096,1798,43,108,0.518170580964153,0.444499381953028,42714,31,314271
MG,42730,CARLOS CHAGAS,4103,6730,136,287,0.364516702203269,0.597903340440654,42730,31,314273
