iter	RMSE
250	461.2810563
251	459.153299
252	457.1882258
253	455.1392575
254	453.070123
255	446.3541566
256	444.4321897
257	442.6286926
258	436.9465108
259	435.1198252
260	433.330664
261	431.5783211
262	425.8054801
263	424.1112371
264	421.4057406
265	414.6260217
266	413.0099528
267	411.4272792
268	406.0520657
269	404.5266445
270	402.2480292
271	400.7817255
272	398.3953707
273	393.5787091
274	392.2102607
275	386.3232101
276	383.1027528
277	379.5889566
278	376.5251713
279	372.3102057
280	370.032714
281	368.804425
282	367.5599555
283	366.3535768
284	362.828682
285	360.7322904
286	358.7059647
287	356.7471064
288	354.8531183
289	353.0215532
290	350.0714525
291	348.9145033
292	347.8956873
293	345.0676107
294	343.4022763
295	342.4535199
296	341.50986
297	339.9344045
298	339.0275835
299	338.1401799
300	333.9726334
301	331.0114592
302	330.0722049
303	329.1536695
304	328.2554266
305	327.3770576
306	325.3224459
307	324.557991
308	322.5828942
309	318.4441681
310	315.9586873
311	315.2275858
312	311.3082605
313	310.4655407
314	309.359734
315	308.2925306
316	305.8124168
317	304.9662195
318	302.791919
319	302.1078591
320	301.4390677
321	299.4081217
322	297.1640443
323	294.7728447
324	293.7988204
325	293.1852024
326	292.585892
327	292.0489739
328	290.7027576
329	290.1929124
330	289.3336434
331	286.8004513
332	286.3015407
333	285.813601
334	283.9514089
335	283.1667294
336	282.7041364
337	280.7537877
338	280.0157421
339	278.9329986
340	278.5009362
341	275.5209312
342	275.1026122
343	274.6936725
344	274.0289973
345	271.4776438
346	270.6085152
347	270.2267206
348	269.3977983
349	266.6436847
350	264.1343982
351	263.7768558
352	263.4274272
353	262.4391557
354	261.0453045
355	259.6105847
356	259.07092
357	257.7770418
358	257.3237368
359	256.8856103
360	256.3792335
361	254.6342201
362	253.4617197
363	253.1636605
364	251.9966324
365	249.9672977
366	249.6835231
367	249.4063293
368	249.1355661
369	248.8710867
370	247.6969834
371	247.442408
372	247.1937561
373	246.9508916
374	246.2024096
375	244.1020915
376	242.1551302
377	241.435295
378	240.6285195
379	240.0802169
380	238.1319991
381	237.6072941
382	237.1034619
383	235.2095386
384	234.7261622
385	234.2619432
386	232.5687527
387	232.1266182
388	231.7729601
389	231.4332975
390	231.025489
391	229.4503889
392	227.8756834
393	227.2825501
394	226.8983395
395	226.6635094
396	226.3665626
397	224.8179681
398	224.5933127
399	223.0496064
400	221.6422777
401	221.2984225
402	219.9145609
403	219.7048884
404	219.4450623
405	218.1751575
406	216.730064
407	216.416768
408	215.252364
409	215.0585616
410	213.7116395
411	213.4798755
412	212.2213857
413	211.1119165
414	209.842544
415	209.4816559
416	208.1954283
417	207.1684764
418	205.9471507
419	204.782177
420	203.6267481
421	202.5847901
422	202.2573152
423	201.1091162
424	200.1763742
425	199.0414958
426	198.7926848
427	197.5543229
428	196.4659873
429	195.4735519
430	194.5249988
431	193.7530519
432	192.8681018
433	192.726468
434	191.9703258
435	191.0825363
436	190.4569214
437	190.339902
438	189.4352835
439	188.6548399
440	187.5846609
441	187.4739248
442	187.3657389
443	186.5527227
444	186.1612096
445	185.1646698
446	184.3958939
447	183.4485778
448	182.6374812
449	181.3946062
450	180.5445242
451	179.8583349
452	178.8699557
453	177.8686793
454	176.8563218
455	176.1318197
456	175.8753125
457	174.9947274
458	174.3253226
459	173.4896253
460	172.7371422
461	171.944257
462	171.330541
463	170.1163084
464	169.2575361
465	168.3900539
466	167.5834434
467	166.8808748
468	166.2643262
469	165.4323602
470	164.3283142
471	163.5754254
472	162.9709542
473	162.3944333
474	161.5509879
475	161.0242951
476	160.49207
477	159.9611222
478	158.9407184
479	158.4517067
480	157.4449437
481	156.76098
482	156.1496876
483	155.5453618
484	154.7610255
485	154.3390253
486	153.8018845
487	152.9180582
488	152.1564526
489	151.6095625
490	150.8588499
491	150.2222818
492	149.6311804
493	149.1617483
494	148.1890373
495	147.5918058
496	147.1182028
497	146.6456432
498	146.1633805
499	145.4552297
500	145.0267479
501	144.2617122
502	143.6685534
503	143.1122393
504	142.6261843
505	142.0887601
506	141.737644
507	141.1501004
508	140.7407902
509	139.9347386
510	139.4386707
511	138.9869121
512	138.1963729
513	137.6795836
514	137.2427106
515	136.4760293
516	135.5839809
517	134.9570105
518	134.2673726
519	133.548004
520	132.866312
521	132.2557881
522	131.7179182
523	131.0579228
524	130.497157
525	130.0216755
526	129.5241679
527	128.8532923
528	128.3335299
529	127.8368198
530	127.338414
531	126.7876927
532	126.1572053
533	125.7427179
534	125.3558748
535	124.9307105
536	124.3290809
537	123.9065115
538	123.3184149
539	122.9154901
540	122.3677418
541	121.9223871
542	121.5168792
543	121.0702206
544	120.3626295
545	119.7604751
546	119.3887388
547	118.9521721
548	118.4645964
549	117.9896154
550	117.4567717
551	116.9796447
552	116.5459472
553	116.0377769
554	115.5716559
555	115.2431054
556	114.6175371
557	114.0126633
558	113.6527808
559	113.1395832
560	112.6218404
561	112.3049076
562	111.8609686
563	111.6054098
564	111.0905167
565	110.6481562
566	110.238606
567	109.878343
568	109.5588366
569	109.1215454
570	108.8904095
571	108.5484365
572	108.0851202
573	107.7675001
574	107.3046882
575	106.7903293
576	106.5037719
577	106.1264824
578	105.7666476
579	105.5004158
580	105.084683
581	104.6918195
582	104.4074618
583	103.9960844
584	103.7561031
585	103.3948511
586	103.0007641
587	102.6487166
588	102.2954389
589	102.0344325
590	101.6496416
591	101.2992153
592	101.0049049
593	100.7154094
594	100.4391301
595	100.2041996
596	99.9007358
597	99.66109066
598	99.30544509
599	99.00158509
600	98.72855151
601	98.4730828
602	98.18093732
603	97.81230779
604	97.579492
605	97.18761865
606	96.90796121
607	96.67179709
608	96.37140279
609	96.12657035
610	95.82946945
611	95.5702539
612	95.09455884
613	94.852617
614	94.64530493
615	94.38634928
616	94.11202805
617	93.81628595
618	93.4798732
619	93.16205279
620	92.95105682
621	92.628246
622	92.33289303
623	92.14862406
624	91.90543028
625	91.6313487
626	91.39749348
627	91.1269468
628	90.92067572
629	90.65748115
630	90.49663176
631	90.10208179
632	89.86862723
633	89.56243511
634	89.48597465
635	89.34864614
636	89.17212507
637	88.82594074
638	88.60773431
639	88.41559115
640	88.23805369
641	87.98256547
642	87.83599936
643	87.67660316
644	87.29292466
645	87.09066784
646	86.87617515
647	86.62727058
648	86.47238228
649	86.3096172
650	86.10963458
651	85.86896013
652	85.65286994
653	85.36876853
654	85.13409266
655	84.89805039
656	84.73722771
657	84.60302595
658	84.36336932
659	84.12790859
660	83.87625766
661	83.67274949
662	83.49265863
663	83.38815472
664	83.20083484
665	82.98068809
666	82.78260251
667	82.64259332
668	82.45261715
669	82.24201471
670	82.13136614
671	81.91889533
672	81.74594055
673	81.49309652
674	81.3609244
675	81.11276153
676	80.93274425
677	80.68934105
678	80.46552987
679	80.31229658
680	80.1401416
681	79.93028053
682	79.71087838
683	79.56511765
684	79.42188403
685	79.26660657
686	79.1155069
687	78.84583993
688	78.58919481
689	78.27512961
690	78.07828297
691	77.92438751
692	77.69405065
693	77.51343778
694	77.37073668
695	77.11466814
696	76.98629466
697	76.83904263
698	76.63383011
699	76.47400217
700	76.35541448
701	76.2236864
702	76.06953942
703	75.87743645
704	75.56198504
705	75.42050857
706	75.20560249
707	75.11440317
708	74.90195929
709	74.78740653
710	74.6776786
711	74.54402336
712	74.33379703
713	74.10858046
714	73.96950018
715	73.82315031
716	73.6604497
717	73.5057194
718	73.32634969
719	73.17414488
720	73.05670346
721	72.79797551
722	72.58582446
723	72.36773359
724	72.24993541
725	72.11822195
726	71.9342205
727	71.80793264
728	71.68277169
729	71.48594188
730	71.32231325
731	71.16669054
732	70.9848641
733	70.87202412
734	70.76720611
735	70.49813614
736	70.40626242
737	70.29521164
738	70.19439742
739	70.10067729
740	69.941939
741	69.71984877
742	69.59626992
743	69.51781534
744	69.39402471
745	69.1857299
746	68.98141073
747	68.8301332
748	68.58325882
749	68.48841678
750	68.35838732
751	68.17016908
752	67.95142139
753	67.86772261
754	67.76406874
755	67.59014935
756	67.42752501
757	67.28806894
758	67.18234298
759	67.0979162
760	66.8739106
761	66.75328247
762	66.62498456
763	66.49244304
764	66.35691219
765	66.19734697
766	66.08795899
767	65.93610172
768	65.83171579
769	65.63992332
770	65.56060678
771	65.36213153
772	65.26035887
773	65.18922897
774	65.12132948
775	64.95951308
776	64.83620239
777	64.62997162
778	64.52091343
779	64.32786181
780	64.15644782
781	64.06261236
782	63.8788812
783	63.75120934
784	63.57232556
785	63.4738355
786	63.32052965
787	63.15045876
788	63.06452314
789	62.94678589
790	62.86365833
791	62.75557825
792	62.65723575
793	62.52532777
794	62.39008189
795	62.32151819
796	62.22802835
797	62.13318822
798	62.00393945
799	61.88102759
800	61.78628961
801	61.67550871
802	61.50734247
803	61.39164428
804	61.29362279
805	61.18171282
806	61.0914833
807	61.01219458
808	60.94946223
809	60.84535324
810	60.66487359
811	60.57888775
812	60.42794994
813	60.33927928
814	60.18662502
815	60.1001464
816	60.01976211
817	59.93138251
818	59.79118081
819	59.63012553
820	59.5530957
821	59.44166229
822	59.36791631
823	59.20146701
824	59.12590767
825	58.99428406
826	58.87878405
827	58.74579194
828	58.61602998
829	58.50627381
830	58.44013393
831	58.34294658
832	58.27192957
833	58.19251337
834	58.06302796
835	57.9521329
836	57.85096249
837	57.74421305
838	57.64473258
839	57.57210882
840	57.44419314
841	57.33888994
842	57.27211506
843	57.17082606
844	57.09183089
845	56.95537565
846	56.87352836
847	56.79647086
848	56.67148449
849	56.6081033
850	56.56387658
851	56.43500185
852	56.30922278
853	56.20782281
854	56.06739363
855	56.01270787
856	55.94213495
857	55.8288677
858	55.71733765
859	55.62939917
860	55.54214447
861	55.42322117
862	55.35215245
863	55.26737302
864	55.08837582
865	55.00978694
866	54.95559518
867	54.87024852
868	54.78342229
869	54.6669958
870	54.57552014
871	54.5067984
872	54.38023803
873	54.27240713
874	54.17031011
875	54.03486794
876	53.97747782
877	53.88768935
878	53.78628495
879	53.67724984
880	53.61429058
881	53.52761645
882	53.46002153
883	53.36816797
884	53.31497376
885	53.25407281
886	53.17751136
887	53.11094445
888	53.03851882
889	52.96180512
890	52.87454419
891	52.75561495
892	52.65479938
893	52.59153784
894	52.48881096
895	52.41958776
896	52.31473501
897	52.23977432
898	52.16639642
899	52.11540957
900	52.05362241
901	51.98676526
902	51.8933507
903	51.82842388
904	51.77661791
905	51.69431132
906	51.65586796
907	51.57677338
908	51.50892428
909	51.41148202
910	51.35701409
911	51.31430929
912	51.21216729
913	51.12353743
914	51.02835536
915	50.91864372
916	50.8400082
917	50.75897069
918	50.7040294
919	50.61673552
920	50.54866338
921	50.47393533
922	50.3717492
923	50.31871712
924	50.26209776
925	50.16364745
926	50.07509944
927	50.01715139
928	49.9451306
929	49.9058137
930	49.84531284
931	49.77022223
932	49.67624056
933	49.62259395
934	49.56449578
935	49.49329448
936	49.45363666
937	49.39867078
938	49.24568116
939	49.20213229
940	49.13991202
941	49.05164073
942	49.01669914
943	48.9762421
944	48.93761215
945	48.88240795
946	48.82081829
947	48.73409582
948	48.66636432
949	48.62454274
950	48.55171243
951	48.49622376
952	48.40950465
953	48.32276578
954	48.25778096
955	48.21224037
956	48.15855647
957	48.09960427
958	48.02476746
959	47.97755333
960	47.91636532
961	47.83049926
962	47.79184515
963	47.74244635
964	47.67764293
965	47.63297441
966	47.55791753
967	47.50246149
968	47.40695719
969	47.35313434
970	47.30827456
971	47.21579194
972	47.13419991
973	47.06992104
974	47.03636165
975	47.00862243
976	46.8953581
977	46.81301702
978	46.74867492
979	46.71365027
980	46.67065019
981	46.62499612
982	46.54231892
983	46.49125632
984	46.45087413
985	46.39495173
986	46.33900014
987	46.26351573
988	46.17842214
989	46.10436921
990	46.05908668
991	45.98441503
992	45.89343342
993	45.84242075
994	45.78260429
995	45.70230801
996	45.6634632
997	45.59226312
998	45.52662632
999	45.48308145
588642
999	37.48818675
